...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23E_95_CI,X23F_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
760,0.0598482051465453,2.76186820862695e-4,LA,2024-02-21,1,1,1,1,1,1,1,1,0,1,1,0
761,0.0261136561908087,2.6108599405356e-4,LA,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
762,0.0882456794068677,2.48445286256855e-4,LA,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
763,0.012619444418457,2.38062182972435e-4,LA,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
764,1.29434802952931,0.244665867741265,LA,2024-02-25,1,1,1,1,0,0,1,1,1,1,0,0
765,2.36867367129101,0.130662739844561,LA,2024-02-26,1,1,1,1,0,0,1,1,1,1,0,0
766,1.11536368550149,0.081782981671096,LA,2024-02-27,1,1,1,1,0,0,1,1,1,1,0,0
767,0.050961434609301,2.1616487127794e-4,LA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
768,0.0107516858565014,2.1510630315905e-4,LA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
769,0.0138981442321876,2.1570305719643e-4,LA,2024-03-01,1,1,1,1,1,1,1,1,1,1,0,0
770,0.00769316638949839,2.17938920725725e-4,LA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
771,0.00298903707747274,2.2181870211916e-4,LA,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
772,0.0303741972016763,2.2736777741726e-4,LA,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
773,1.18348143463224,0.0982470226047195,LA,2024-03-05,1,1,1,1,0,0,1,1,1,1,0,0
774,0.0913405836980509,2.4367730962635e-4,LA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
775,0.00944353787416782,2.5459099443805e-4,LA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
776,4.532413058013e-4,2.6748133427562e-4,LA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
777,0.00349183069235795,2.82478891743525e-4,LA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
778,0.0122850904049552,2.9973749191827e-4,LA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
779,0.0114490181335382,3.19435548264525e-4,LA,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
780,0.029447121646866,3.4177764789877e-4,LA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
781,0.0025140133182035,3.6699640508012e-4,LA,2024-03-13,1,1,1,1,1,1,1,1,1,0,1,0
782,2.40543759943966,0.163080327763516,LA,2024-03-14,1,1,1,0,1,0,1,1,1,0,1,0
783,6.8763306200961e-4,4.27147575112595e-4,LA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
784,0.0120128391545195,4.6270602819175e-4,LA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
785,1.27753775289945,0.244013525332208,LA,2024-03-17,1,1,1,0,1,0,1,1,0,0,1,1
786,0.0928643824036325,5.46637379719575e-4,LA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
787,0.0646505718861387,5.95877534223575e-4,LA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
788,0.004117640545722,6.506256130537e-4,LA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
789,0.0117889334742996,7.11442061827025e-4,LA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
790,0.0280778837660683,7.78946663485625e-4,LA,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
791,0.00592168961586757,8.5382403878655e-4,LA,2024-03-23,1,1,1,1,1,1,1,1,0,1,1,0
792,0.00635558911318554,9.3682965007687e-4,LA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
793,2.48839074271989,0.3228277112588645,LA,2024-03-25,1,1,1,0,1,0,1,1,1,0,1,0
794,0.768784261902227,0.11773344534662,LA,2024-03-26,1,1,1,1,1,1,1,1,0,1,1,0
795,NA,NA,LA,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,0.148269763460031,0.001368105425839755,LA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
797,NA,NA,LA,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,NA,NA,LA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,MA,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,NA,NA,MA,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,0.00380537948732436,2.93987091490445e-4,MA,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
802,0.00381493457445141,2.76186820862695e-4,MA,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
803,0.00532219588655118,2.6108599405356e-4,MA,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
804,0.0087139732555635,2.48445286256855e-4,MA,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
805,NA,NA,MA,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,2.8414378968877e-4,2.2976754164965e-4,MA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
807,3.3683738724861e-4,2.23422649482945e-4,MA,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
808,3.4916932954015e-4,2.1891673181213e-4,MA,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
809,3.52153320142e-4,2.1616487127794e-4,MA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
810,NA,NA,MA,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,0.00290971477369606,2.1570305719643e-4,MA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
812,NA,NA,MA,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,3.3447565048409e-4,2.2736777741726e-4,MA,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
815,NA,NA,MA,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,1.28520805122964,0.3235938743101985,MA,2024-03-06,1,1,0,1,1,0,1,1,0,1,1,0
817,NA,NA,MA,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,NA,NA,MA,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,NA,NA,MA,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,NA,NA,MA,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,5.1166246804252e-4,3.4177764789877e-4,MA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
823,0.00959293004259902,3.6699640508012e-4,MA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
824,NA,NA,MA,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,4.8991186331094e-4,4.27147575112595e-4,MA,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
826,8.3553151667975e-4,4.6270602819175e-4,MA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
827,NA,NA,MA,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,0.00817900365600285,5.46637379719575e-4,MA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
829,NA,NA,MA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,0.0010141042634713,6.506256130537e-4,MA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
831,NA,NA,MA,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,0.00143080229028984,7.78946663485625e-4,MA,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
833,NA,NA,MA,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,0.00192198694537318,0.00102879633958915,MA,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
836,0.0168939193571165,0.00113064143429812,MA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
837,0.00959371563876171,0.00124337444982048,MA,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
838,0.0102642134289344,0.001368105425839755,MA,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
839,0.00255583746477306,0.00150605392500938,MA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
840,NA,NA,MA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,0.00164833628719207,3.3885183830735e-4,MD,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
842,0.00636422516163367,3.1476692725001e-4,MD,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
843,0.0060556377085684,2.93987091490445e-4,MD,2024-02-20,1,1,1,1,1,1,1,1,1,1,0,0
844,0.00186415800276662,2.76186820862695e-4,MD,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
845,0.00869995055280856,2.6108599405356e-4,MD,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
846,2.9450997517216e-4,2.48445286256855e-4,MD,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
847,3.683319234095e-4,2.38062182972435e-4,MD,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
848,0.00321796927947646,2.2976754164965e-4,MD,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
849,0.0103311201040798,2.23422649482945e-4,MD,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
850,0.00102151434240041,2.1891673181213e-4,MD,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
851,1.27563427704922,0.195869292500571,MD,2024-02-28,1,1,1,0,1,0,1,1,1,0,1,0
852,0.00131686365647023,2.1510630315905e-4,MD,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
853,NA,NA,MD,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,NA,NA,MD,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,NA,NA,MD,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,NA,NA,MD,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,0.00149264261284483,2.3463190663892e-4,MD,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
858,1.27662464356825,0.196025151892336,MD,2024-03-06,1,1,1,0,1,0,1,1,1,0,1,0
859,3.7694448381562e-4,2.5459099443805e-4,MD,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
860,4.1484540735559e-4,2.6748133427562e-4,MD,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
861,5.2451766945323e-4,2.82478891743525e-4,MD,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
862,NA,NA,MD,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,NA,NA,MD,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,NA,NA,MD,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,NA,NA,MD,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,5.9734966799468e-4,3.95354594115795e-4,MD,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
867,0.00575722166595902,4.27147575112595e-4,MD,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
868,NA,NA,MD,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,0.00319376851287416,5.02399013912705e-4,MD,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
870,0.00420327093212941,5.46637379719575e-4,MD,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
871,NA,NA,MD,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,0.00128351194756703,6.506256130537e-4,MD,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
873,NA,NA,MD,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,0.00133070425412415,7.78946663485625e-4,MD,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
875,0.00152012401898133,8.5382403878655e-4,MD,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
876,NA,NA,MD,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,0.00701733847589577,0.00102879633958915,MD,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
878,0.00198244457530292,0.00113064143429812,MD,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
879,NA,NA,MD,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,0.00242572981688911,0.001368105425839755,MD,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
881,0.00298768171829858,0.00150605392500938,MD,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
882,NA,NA,MD,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,NA,NA,ME,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.17494246824156,0.1391623158901115,MI,2024-02-18,1,1,1,0,1,0,0,1,1,0,1,1
926,0.176640299682968,3.1476692725001e-4,MI,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
927,3.62043201038317,0.1446547360660015,MI,2024-02-20,0,1,1,0,0,0,0,1,1,0,0,0
928,0.736107192960307,0.03270383149748825,MI,2024-02-21,1,0,1,1,1,1,1,0,1,1,0,1
929,0.218119819711749,2.6108599405356e-4,MI,2024-02-22,1,1,1,1,1,1,1,0,1,0,1,0
930,0.994273140372966,0.04918428554634615,MI,2024-02-23,0,1,1,1,1,1,0,0,1,1,1,1
931,0.00325285054078545,2.38062182972435e-4,MI,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
932,3.01460122323273,0.2664154057894665,MI,2024-02-25,1,0,0,1,0,0,1,0,0,1,0,0
933,1.49948729580923,0.063200179104743,MI,2024-02-26,1,1,0,1,0,0,1,1,0,1,0,0
934,1.72588295591414,0.0851894916811365,MI,2024-02-27,0,1,0,1,1,0,0,1,1,1,1,0
935,2.78549751388164,0.0949354997927595,MI,2024-02-28,1,0,1,1,0,0,1,1,1,1,0,0
936,0.720819862138957,0.03626715577901785,MI,2024-02-29,1,1,0,1,1,1,1,1,0,0,1,1
937,0.891373418453237,0.0574539849615855,MI,2024-03-01,1,1,0,1,1,1,1,1,0,0,1,1
938,1.13030129113867,0.081880093534424,MI,2024-03-02,1,1,1,1,0,0,1,1,1,1,0,0
939,0.0117506985444488,2.2181870211916e-4,MI,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
940,2.73076435311813,0.128067032582951,MI,2024-03-04,0,1,1,0,0,0,0,1,1,1,0,0
941,1.73011641993992,0.0931365895661715,MI,2024-03-05,1,1,0,1,0,0,1,1,0,1,0,0
942,0.0904304937886092,2.4367730962635e-4,MI,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
943,2.84142111792144,0.1328728112286025,MI,2024-03-07,1,0,0,1,1,0,1,0,0,1,1,0
944,0.984161933603179,0.0882909272890115,MI,2024-03-08,1,1,0,1,1,0,1,1,0,1,1,0
945,1.08022961504539,0.1211859906643025,MI,2024-03-09,1,1,0,1,1,0,1,1,0,1,1,0
946,1.2645806452082,0.322335202474458,MI,2024-03-10,1,1,0,1,1,0,1,1,1,1,1,1
947,3.27185782265214,0.2262360578535945,MI,2024-03-11,0,1,1,1,0,0,0,1,1,1,0,0
948,1.14941514386689,0.0980586480404065,MI,2024-03-12,1,1,1,0,1,0,1,1,1,0,1,0
949,0.747411615030656,0.0605022300617765,MI,2024-03-13,1,1,1,1,1,1,1,1,0,1,1,0
950,0.0867800478690438,3.95354594115795e-4,MI,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
951,0.0114669291634176,4.27147575112595e-4,MI,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
952,0.00308957950301349,4.6270602819175e-4,MI,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
953,0.0186170087155503,5.02399013912705e-4,MI,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
954,1.85406633038252,0.115191204268684,MI,2024-03-18,0,1,1,1,0,0,0,1,1,1,1,0
955,2.74573601258929,0.145398000263039,MI,2024-03-19,1,1,1,0,1,0,1,1,1,0,1,0
956,2.81384400271535,0.1613115140137835,MI,2024-03-20,1,1,1,0,1,0,1,1,0,0,1,0
957,3.5057177369731,0.167418925629668,MI,2024-03-21,1,1,0,0,1,0,0,0,0,0,1,0
958,0.223700328167242,7.78946663485625e-4,MI,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
959,1.23702236756829,0.2428606661112635,MI,2024-03-23,1,1,1,0,1,0,1,1,1,0,1,0
960,0.0242970943509618,9.3682965007687e-4,MI,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
961,0.211161077709513,0.00102879633958915,MI,2024-03-25,1,1,1,1,1,1,1,1,0,1,1,0
962,2.52974490128968,0.2212587001710295,MI,2024-03-26,1,1,1,0,0,0,1,1,0,0,0,0
963,2.09284461384692,0.135643970370318,MI,2024-03-27,1,1,0,1,0,0,1,1,0,1,0,0
964,3.52205442872732,0.29180282892806,MI,2024-03-28,0,1,0,1,0,0,0,1,0,1,0,0
965,0.158312275082006,0.00150605392500938,MI,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
966,0.78783131599947,0.154756871907968,MI,2024-03-30,1,1,1,1,1,1,1,1,0,1,1,0
967,0.0272030425375542,3.3885183830735e-4,MN,2024-02-18,1,1,1,1,1,1,1,1,1,1,1,1
968,0.0597963918978421,3.1476692725001e-4,MN,2024-02-19,1,1,1,1,1,1,1,1,0,1,1,0
969,1.86701535942809,0.122193936599662,MN,2024-02-20,0,1,1,1,0,0,0,1,1,1,0,0
970,0.1129053354468,2.76186820862695e-4,MN,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
971,0.0949384960058995,2.6108599405356e-4,MN,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
972,0.964477467432212,0.051638023362624,MN,2024-02-23,1,1,1,1,0,1,1,1,1,1,0,0
973,0.00282452336818825,2.38062182972435e-4,MN,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
974,1.08151237028626,0.06554433868912,MN,2024-02-25,0,1,1,1,1,1,0,1,1,1,1,0
975,0.0567353541955586,2.23422649482945e-4,MN,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
976,0.0907640453501972,2.1891673181213e-4,MN,2024-02-27,1,1,1,1,1,1,1,1,0,1,1,0
977,0.0647012570750083,2.1616487127794e-4,MN,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
978,0.0185890984585465,2.1510630315905e-4,MN,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
979,0.0393657025149326,2.1570305719643e-4,MN,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
980,1.18963525665803,0.1091008117389905,MN,2024-03-02,1,1,1,1,0,0,1,1,1,1,0,0
981,1.21048423093617,0.12259540333095,MN,2024-03-03,1,1,1,0,1,0,1,1,1,0,1,0
982,0.054279368365016,2.2736777741726e-4,MN,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
983,1.89576923498748,0.1033961909450345,MN,2024-03-05,0,1,1,0,1,0,0,1,0,0,1,0
984,0.782103262331537,0.0512989715728745,MN,2024-03-06,1,1,0,1,1,1,1,1,0,1,1,0
985,1.03727816364757,0.0546948453983275,MN,2024-03-07,1,1,1,1,0,1,1,1,1,1,0,0
986,2.01608755093994,0.177425044938544,MN,2024-03-08,0,1,0,1,1,0,0,1,0,1,1,0
987,0.0298491836624594,2.82478891743525e-4,MN,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
988,0.0165922626192915,2.9973749191827e-4,MN,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
989,0.0767689380368564,3.19435548264525e-4,MN,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
990,0.806063350291133,0.0645802506462645,MN,2024-03-12,1,1,0,1,1,1,1,1,0,1,1,0
991,0.0281477220894888,3.6699640508012e-4,MN,2024-03-13,1,1,1,1,1,1,1,1,0,1,1,0
992,0.0287853300601283,3.95354594115795e-4,MN,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
993,0.0113573747947851,4.27147575112595e-4,MN,2024-03-15,1,1,1,1,1,1,1,1,0,1,1,0
994,0.0708895199714474,4.6270602819175e-4,MN,2024-03-16,1,1,1,1,1,1,1,1,0,1,1,0
995,0.00765193652013804,5.02399013912705e-4,MN,2024-03-17,1,1,1,1,1,1,1,1,0,1,1,0
996,0.0217293826807614,5.46637379719575e-4,MN,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
997,3.86714014380701,0.3652202235054725,MN,2024-03-19,1,1,1,0,1,0,1,1,1,0,1,0
998,0.0374051744404927,6.506256130537e-4,MN,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
999,0.081971083180482407,7.11442061827025e-4,MN,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
1000,1.09490959202037,0.2368565193822675,MN,2024-03-22,1,1,0,1,1,0,1,1,0,1,1,0
1001,1.15921134846124,0.139143448080202,MN,2024-03-23,1,1,1,0,1,0,1,1,1,0,1,0
1002,2.55732801595233,0.3876385202625865,MN,2024-03-24,1,1,1,0,1,0,1,1,1,0,1,0
1003,0.0270554844381473,0.00102879633958915,MN,2024-03-25,1,1,1,1,1,1,1,1,0,1,1,0
1004,1.16285582527557,0.1619719270621695,MN,2024-03-26,0,1,1,1,1,0,0,1,0,1,1,1
1005,1.09086154786113,0.1215454228930125,MN,2024-03-27,1,1,1,0,1,1,1,1,1,0,1,0
1006,0.0515413274675285,0.001368105425839755,MN,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
1007,2.09630674823168,0.3853045459718565,MN,2024-03-29,1,1,1,0,0,0,1,1,1,0,0,0
1008,0.956158094719137,0.2313060284988875,MN,2024-03-30,1,1,0,1,1,0,1,1,0,1,1,0
1009,NA,NA,MO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,NA,NA,MO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,NA,NA,MO,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,3.0593682081277e-4,2.76186820862695e-4,MO,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
1013,0.00156187175476692,2.6108599405356e-4,MO,2024-02-22,1,1,1,1,1,1,1,1,1,1,1,1
