...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22C_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI,X22C_95_CI
622,0.92904883610915,0.076825617317482,IL,2022-09-02,1,1,1,1,0,0,1,1
623,6.95483018166304,0.108485235849559,IL,2022-09-03,0,0,0,1,0,0,0,0
624,5.63432383975884,0.102913697670778,IL,2022-09-04,0,0,0,1,0,0,0,1
625,0.06682284935059,0.00342798710163352,IL,2022-09-05,1,1,1,1,1,1,1,1
626,11.9966481317807,0.1036433368436,IL,2022-09-06,0,0,0,1,0,0,0,1
627,3.48665856333399,0.12961762563461,IL,2022-09-07,0,0,0,1,0,0,0,1
628,1.01742450271206,0.062201854169386,IL,2022-09-08,1,1,0,1,0,0,0,1
629,1.84330166366878,0.124606482775863,IL,2022-09-09,0,0,1,1,0,0,1,1
630,10.245913539225601,0.132464834624522,IL,2022-09-10,0,0,0,1,0,0,0,1
631,2.05252323444523,0.1330231263332385,IN,2022-07-31,1,1,0,0,0,0,0,0
632,1.19305360512793,0.117244699061383,IN,2022-08-01,1,1,1,1,0,0,1,0
633,6.68396017408679,0.184194418759832,IN,2022-08-02,0,0,0,1,0,0,0,0
634,3.66083556829241,0.1567139406455615,IN,2022-08-03,0,0,0,0,0,0,0,0
635,1.73675056472175,0.1383052944650185,IN,2022-08-04,1,1,0,1,0,0,0,0
636,2.11411704631871,0.13134393262909,IN,2022-08-05,1,1,0,0,0,0,0,0
637,4.24465043953279,0.1600950863305765,IN,2022-08-06,1,0,0,0,1,0,0,0
638,2.75659157734174,0.147738664864969,IN,2022-08-07,0,0,1,1,0,0,1,1
639,3.01342447311657,0.1398913637287785,IN,2022-08-08,0,0,0,1,0,0,0,1
640,1.32835995916951,0.057734153607269,IN,2022-08-09,1,0,1,1,0,1,1,0
641,1.72063748888177,0.073434329545386,IN,2022-08-10,1,1,1,1,1,1,1,1
642,1.25184196590659,0.0978422791993565,IN,2022-08-11,1,1,0,1,1,1,0,0
643,2.15806842608286,0.129285257262947,IN,2022-08-12,0,0,1,1,0,0,1,0
644,2.83110370659191,0.156662240860853,IN,2022-08-13,0,0,0,1,0,0,0,1
645,4.1986622944821,0.18179875028849601,IN,2022-08-14,0,0,1,1,0,0,1,1
646,2.60610451695244,0.1144178412621825,IN,2022-08-15,0,0,1,1,0,0,1,1
647,1.02211922085358,0.065708927548757,IN,2022-08-16,1,1,1,1,0,0,1,1
648,0.942110441469568,0.083662092585339,IN,2022-08-17,1,1,1,1,0,0,1,0
649,0.823756746050293,0.0885782223717555,IN,2022-08-18,1,1,1,1,0,0,1,1
650,6.9229341014794,0.18108508154167,IN,2022-08-19,0,0,0,1,0,0,0,1
651,2.46189438839034,0.111153122402074,IN,2022-08-20,0,0,1,1,0,0,1,1
652,14.3769025648767,0.233870712955964,IN,2022-08-21,0,0,0,1,0,0,0,0
653,3.59297690461991,0.122076846897378,IN,2022-08-22,0,0,0,1,0,0,0,1
654,1.02676088905343,0.0564724351358595,IN,2022-08-23,1,1,1,1,1,1,1,1
655,1.54755331420371,0.0944808996511995,IN,2022-08-24,1,1,0,0,0,0,0,0
656,1.31870370489271,0.0879174728848835,IN,2022-08-25,1,1,1,1,0,0,1,1
657,1.02443421442151,0.053440483698991,IN,2022-08-26,1,1,1,1,0,0,1,1
658,1.53054112993732,0.0982918261652165,IN,2022-08-27,0,0,1,1,0,0,1,1
659,1.76552470807005,0.1026610031803725,IN,2022-08-28,0,0,1,1,0,0,1,1
660,2.05097915199621,0.085558605974616,IN,2022-08-29,1,1,1,0,1,0,1,0
661,2.69436334985536,0.110567063690812,IN,2022-08-30,0,0,1,1,0,0,1,1
662,7.9865675086909,0.174748578071767,IN,2022-08-31,0,0,1,1,0,0,1,1
663,5.42393409224468,0.143646501932179,IN,2022-09-01,0,0,1,1,0,0,1,0
664,7.8573728387193,0.183743906731054,IN,2022-09-02,0,0,0,1,0,0,0,1
665,6.8798450723885,0.204211875193751,IN,2022-09-03,0,0,0,0,0,0,0,0
666,7.44481852425251,0.216998913527075,IN,2022-09-04,0,0,1,1,0,0,1,1
667,NA,NA,IN,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
668,9.90460219760724,0.1595352775264875,IN,2022-09-06,0,0,1,1,0,0,1,0
669,5.49107139476137,0.200839939114719,IN,2022-09-07,0,0,0,1,1,0,0,1
670,6.06660235821459,0.257379759866901,IN,2022-09-08,0,0,1,1,0,0,1,1
671,0.904502874879434,0.00288160957989818,IN,2022-09-09,1,1,1,1,0,0,1,1
672,1.69700910998261,0.1217582565200615,IN,2022-09-10,1,0,0,1,0,0,0,1
673,1.28495802274694,0.211832148278881,KS,2022-07-31,1,1,0,1,0,0,0,0
674,2.14969037868984,0.2956762395459085,KS,2022-08-01,0,0,1,1,0,0,1,0
675,1.75266351612271,0.308625211236871,KS,2022-08-02,0,0,1,0,0,0,1,0
676,2.8097033499023,0.3713939185276165,KS,2022-08-03,1,0,1,0,0,0,1,0
677,3.37930582333046,0.3142914365139445,KS,2022-08-04,0,0,1,0,0,0,1,0
678,2.26885503786789,0.415059112067613,KS,2022-08-05,0,0,0,1,0,0,0,1
679,1.06246462121639,0.206189203787366,KS,2022-08-06,0,1,1,1,0,1,1,0
680,0.385885780369528,0.142106211999829,KS,2022-08-07,1,1,1,1,0,0,1,1
681,0.295679409533206,0.0902116339511995,KS,2022-08-08,1,1,1,1,1,1,1,1
682,1.46710534860287,0.0114211271965857,KS,2022-08-09,0,0,1,1,0,0,1,1
683,4.29417990370247,0.275302472465765,KS,2022-08-10,0,0,0,0,0,0,0,0
684,10.1620264925282,0.323438845335708,KS,2022-08-11,0,0,1,1,0,0,1,1
685,0.975142630698425,0.0099297846309103,KS,2022-08-12,1,0,1,1,0,0,1,1
686,0.286194206747333,0.082740121861429,KS,2022-08-13,1,1,1,1,0,0,1,1
687,0.556616317095651,0.00905852662500185,KS,2022-08-14,1,1,1,1,1,1,1,1
688,1.29864516025763,0.212248297186045,KS,2022-08-15,0,0,1,1,1,1,1,1
689,3.53277732624814,0.3059013111515595,KS,2022-08-16,0,0,1,1,0,0,1,1
690,0.301606115734786,0.0711749300748885,KS,2022-08-17,1,1,1,1,0,0,1,1
691,0.684403782034709,0.2141577683604045,KS,2022-08-18,1,1,1,1,0,0,1,1
692,1.69906597234866,0.2839632024153375,KS,2022-08-19,0,0,1,1,0,0,1,1
693,0.0101434891879541,0.00691274550459745,KS,2022-08-20,1,1,1,1,0,0,1,1
694,0.533583732117993,0.146203901391229,KS,2022-08-21,1,1,1,1,1,1,1,1
695,3.2905447542489,0.2466374486631055,KS,2022-08-22,0,0,1,1,0,0,1,1
696,6.8426224762086,0.3348298532832385,KS,2022-08-23,0,0,0,0,0,0,0,0
697,0.313631989370607,0.082874564028288,KS,2022-08-24,1,1,1,1,1,1,1,1
698,0.424523295891967,0.1119439848568025,KS,2022-08-25,1,1,1,1,1,1,1,1
699,0.289176745752799,0.066334545836967,KS,2022-08-26,1,1,1,1,0,0,1,1
700,0.301357390052052,0.005075083036928,KS,2022-08-27,1,1,1,1,0,0,1,1
701,1.84168929969121,0.291747535729701,KS,2022-08-28,0,0,1,1,0,0,1,1
702,2.01305422661645,0.1665889700466565,KS,2022-08-29,0,0,1,1,0,0,1,1
703,0.421167325074275,0.1007415093701685,KS,2022-08-30,1,1,1,1,0,0,1,1
704,1.04240846376038,0.128473400458551,KS,2022-08-31,0,0,1,1,0,0,1,1
705,0.0408251208737123,0.00407937770113623,KS,2022-09-01,1,1,1,1,0,0,1,1
706,4.13110366682947,0.3221021237006895,KS,2022-09-02,0,0,1,1,0,0,1,1
707,0.732306973563692,0.179284472948269,KS,2022-09-03,1,1,1,1,0,0,1,1
708,0.21630792973563,0.003580218451198545,KS,2022-09-04,1,1,1,1,0,0,1,1
709,0.0051880000242856,0.00342798710163352,KS,2022-09-05,1,1,1,1,1,1,1,1
710,0.456097739278326,0.0918256533221585,KS,2022-09-06,1,1,1,1,0,0,1,1
711,2.24576106314926,0.159829606795147,KS,2022-09-07,0,0,1,1,0,0,1,1
712,0.729305190059097,0.1513921028533405,KS,2022-09-08,1,1,1,1,0,0,1,1
713,0.918148859188836,0.2260438771058335,KS,2022-09-09,0,0,1,1,1,1,1,1
714,0.740684204687371,0.1519177997665535,KS,2022-09-10,1,1,1,1,0,0,1,1
715,3.68577263912281,0.3013088130713355,KY,2022-07-31,0,0,1,1,0,0,1,0
716,1.36915324001433,0.155056280949078,KY,2022-08-01,1,1,1,0,0,0,1,0
717,2.28319814836625,0.057694131589299,KY,2022-08-02,0,0,1,1,0,0,1,1
718,0.754329819944086,0.080955550922226,KY,2022-08-03,1,1,1,1,0,0,1,1
719,0.636388411629153,0.1023503026019665,KY,2022-08-04,1,1,1,1,1,0,1,0
720,2.54666660655386,0.205100817601468,KY,2022-08-05,1,0,1,0,0,0,1,0
721,0.758944777783455,0.0749423369001235,KY,2022-08-06,1,1,1,1,0,0,1,1
722,0.548075568791253,0.1235995811572255,KY,2022-08-07,1,1,1,1,0,0,1,1
723,0.701698182134633,0.08532182010405,KY,2022-08-08,1,1,1,1,0,0,1,0
724,1.92244841035545,0.0114211271965857,KY,2022-08-09,0,0,1,1,0,0,1,0
725,2.68435819445488,0.1672573917208545,KY,2022-08-10,1,0,1,0,1,0,1,0
726,3.7573911142617,0.2093641832476665,KY,2022-08-11,0,0,0,1,0,0,0,0
727,1.83740411828175,0.08374274376166,KY,2022-08-12,0,1,0,1,0,0,0,1
728,0.861447541914083,0.155997317851707,KY,2022-08-13,1,1,1,1,0,0,1,1
729,0.386400194978813,0.00905852662500185,KY,2022-08-14,1,1,1,1,0,0,1,1
730,2.16791997570125,0.03066525226089165,KY,2022-08-15,0,0,1,1,0,0,1,1
731,0.96515202763848,0.118534590137359,KY,2022-08-16,1,1,1,0,0,0,1,0
732,1.84238089847866,0.128860723946695,KY,2022-08-17,0,0,1,1,0,0,1,1
733,5.35911376237872,0.1823450123873605,KY,2022-08-18,0,0,1,0,0,0,1,0
734,0.589308037421365,0.087570600713925,KY,2022-08-19,1,1,1,1,1,1,1,1
735,0.442947951195607,0.0710606697491985,KY,2022-08-20,1,1,1,1,1,1,1,1
736,2.7238084307863,0.235220738451914,KY,2022-08-21,0,0,0,1,0,0,0,1
737,1.43794494705992,0.110687128606703,KY,2022-08-22,1,0,1,0,0,0,1,0
738,1.22849676495855,0.1075323404826175,KY,2022-08-23,1,1,1,0,0,0,1,0
739,4.34367024602023,0.154177531524008,KY,2022-08-24,0,0,1,1,0,0,1,1
740,5.08531631417651,0.180793065381378,KY,2022-08-25,0,0,1,1,0,0,1,1
741,1.19223344260548,0.0297154093651146,KY,2022-08-26,1,1,1,1,0,0,1,1
742,1.23640998068408,0.161001271542429,KY,2022-08-27,0,0,1,1,0,0,1,1
743,0.969667913323387,0.1278104434701845,KY,2022-08-28,1,1,1,1,0,0,1,1
744,4.71451873398272,0.1521066032822955,KY,2022-08-29,0,0,1,1,0,0,1,1
745,3.1328164606755,0.144227511073146,KY,2022-08-30,0,0,1,1,0,0,1,1
746,1.40730095895319,0.1176723292536355,KY,2022-08-31,0,0,1,1,0,0,1,1
747,1.60246675054591,0.1010009917504715,KY,2022-09-01,0,0,1,1,0,0,1,1
748,5.8959122044751,0.266417727656934,KY,2022-09-02,0,0,1,1,0,0,1,1
749,1.57995003771303,0.2307205017931135,KY,2022-09-03,1,0,0,1,0,0,0,1
750,0.430529167983103,0.0916154301699975,KY,2022-09-04,1,1,1,1,1,1,1,1
751,0.132784355525236,0.00342798710163352,KY,2022-09-05,1,1,1,1,1,1,1,1
752,0.721585648780491,0.0285803999444888,KY,2022-09-06,1,1,1,1,0,0,1,1
753,0.389211429945237,0.077133822364383,KY,2022-09-07,1,1,1,1,0,0,1,1
754,0.733739370276244,0.1513921028533405,KY,2022-09-08,1,1,1,1,0,0,1,1
755,0.405977049052615,0.0772690320885435,KY,2022-09-09,1,1,1,1,0,0,1,1
756,1.05410593402092,0.1079897482507335,KY,2022-09-10,1,1,0,1,1,0,0,1
757,0.992456936133331,0.128668231973448,LA,2022-07-31,1,1,0,1,0,0,0,0
758,2.90921549598203,0.189452380739686,LA,2022-08-01,0,0,1,1,0,0,1,0
759,1.71518972775287,0.203239331693122,LA,2022-08-02,1,0,1,0,1,0,1,0
760,0.479061485341753,0.109692989571815,LA,2022-08-03,1,1,1,1,1,1,1,1
761,3.7212183125133,0.286352474458918,LA,2022-08-04,0,0,1,1,0,0,1,1
762,1.42431426222606,0.1907543785474555,LA,2022-08-05,0,0,1,1,0,0,1,1
763,2.66385343361224,0.196998246722433,LA,2022-08-06,0,0,1,1,0,0,1,1
764,1.39798040083847,0.271652627898053,LA,2022-08-07,0,0,1,1,0,0,1,1
765,4.36926930000879,0.3379622022067535,LA,2022-08-08,0,0,1,1,0,0,1,1
766,0.669853579379747,0.0114211271965857,LA,2022-08-09,1,1,1,1,1,1,1,1
767,0.48918798390924,0.1693246936233005,LA,2022-08-10,1,1,1,1,0,1,1,0
768,2.12305308813633,0.249447994694431,LA,2022-08-11,0,0,1,1,0,0,1,1
769,1.5122954726536,0.277058699569278,LA,2022-08-12,0,0,1,1,0,1,1,0
770,1.36006620198666,0.239719827554882,LA,2022-08-13,0,0,1,1,0,0,1,0
771,1.13454959353478,0.1890932590082255,LA,2022-08-14,0,0,1,1,1,1,1,1
772,1.01831715829677,0.1715296749907075,LA,2022-08-15,0,1,1,1,0,0,1,1
773,0.354754621727831,0.0082716184263476,LA,2022-08-16,1,1,1,1,0,0,1,1
774,1.22014239961767,0.1175716761137175,LA,2022-08-17,1,1,1,1,0,0,1,1
775,0.0806555351241481,0.0075591604435951,LA,2022-08-18,1,1,1,1,1,1,1,1
776,1.37231194828524,0.2147794449977945,LA,2022-08-19,0,0,1,1,0,0,1,1
777,1.67458391836176,0.2848870838978675,LA,2022-08-20,0,0,1,1,0,0,1,1
778,1.31805595299981,0.1927345299764295,LA,2022-08-21,0,0,1,1,0,0,1,1
779,1.84915994593779,0.174543768660744,LA,2022-08-22,0,0,1,1,0,0,1,1
780,0.627072009476731,0.00605149964769045,LA,2022-08-23,1,1,1,1,0,0,1,1
781,0.638710811653071,0.175375711049763,LA,2022-08-24,1,1,1,1,0,0,1,1
782,0.401471809918686,0.00554086040973185,LA,2022-08-25,1,1,1,1,0,0,1,1
783,0.500888803592305,0.1273664399567215,LA,2022-08-26,1,1,1,1,0,0,1,1
784,4.33830137759158,0.433872101427056,LA,2022-08-27,0,0,1,1,0,0,1,1
785,0.230842670007065,0.00485762427554707,LA,2022-08-28,1,1,1,1,0,0,1,1
786,2.89485625389457,0.177384916180089,LA,2022-08-29,0,0,1,1,0,0,1,1
787,3.246054693912,0.437758022568245,LA,2022-08-30,0,0,1,1,0,0,1,1
788,1.2626732546394,0.1491754536013055,LA,2022-08-31,0,0,1,1,0,0,1,1
789,0.656763694185142,0.149461798775139,LA,2022-09-01,1,1,1,1,0,1,1,0
790,0.648479209593725,0.1497456597557325,LA,2022-09-02,1,1,1,1,0,0,1,1
791,0.100025434841932,0.003739304560237365,LA,2022-09-03,1,1,1,1,1,1,1,1
792,0.976173033466361,0.297030924180529,LA,2022-09-04,0,0,1,1,0,0,1,1
793,0.00531570350874279,0.00342798710163352,LA,2022-09-05,1,1,1,1,1,1,1,1
794,0.299274886450755,0.003282298593420805,LA,2022-09-06,1,1,1,1,1,1,1,1
795,0.721341929454818,0.1511247873813825,LA,2022-09-07,1,1,1,1,0,0,1,1
796,0.640496627530106,0.130194571450628,LA,2022-09-08,1,1,1,1,1,1,1,1
797,1.00263094315381,0.3004312996144785,LA,2022-09-09,0,0,1,1,0,0,1,1
798,0.0308702637848983,0.002759284253087725,LA,2022-09-10,1,1,1,1,1,1,1,1
799,0.519342368833035,0.109928896155372,MA,2022-07-31,1,1,1,1,0,0,1,1
800,3.37180153188397,0.1532576302367005,MA,2022-08-01,0,0,1,1,0,0,1,0
801,5.23252436461553,0.189349777770038,MA,2022-08-02,0,0,1,0,0,0,1,0
802,1.07690523356236,0.134813937881775,MA,2022-08-03,1,1,1,1,0,0,0,0
803,4.19060425937454,0.153064687841634,MA,2022-08-04,0,0,0,1,0,0,0,0
804,6.03003514745658,0.160974955180689,MA,2022-08-05,0,0,0,1,0,0,0,0
805,2.9803259570958,0.12271529241975,MA,2022-08-06,1,1,0,0,0,0,0,0
806,3.10485410502996,0.1350820822838265,MA,2022-08-07,1,0,0,1,0,0,0,0
807,5.74076931475817,0.1313477976608005,MA,2022-08-08,0,0,0,1,0,0,0,0
808,1.46979914114022,0.134440103599963,MA,2022-08-09,0,1,1,1,0,0,1,1
809,3.88522252222202,0.1841772771897165,MA,2022-08-10,0,0,1,1,0,0,1,1
810,4.31495022390459,0.1426128340235175,MA,2022-08-11,0,0,1,1,0,1,1,0
811,9.78624321966088,0.157838032552736,MA,2022-08-12,0,0,0,1,0,0,0,0
812,0.784270605766774,0.078064130628007,MA,2022-08-13,1,1,1,1,1,0,1,0
813,9.40746677207849,0.1520272846940325,MA,2022-08-14,0,0,1,1,0,0,1,0
814,18.5689728821731,0.201520197318164,MA,2022-08-15,0,0,0,0,0,0,0,0
815,3.4959466451546,0.1251975691398235,MA,2022-08-16,0,0,1,1,0,0,1,1
816,10.962724677349,0.1556792778747035,MA,2022-08-17,0,0,0,1,0,0,0,0
817,15.2253884773667,0.18285494897907,MA,2022-08-18,0,0,1,1,0,0,1,1
818,9.1343464496705,0.1793609879399635,MA,2022-08-19,0,0,0,1,0,0,0,1
819,8.02550336373699,0.247342860406785,MA,2022-08-20,0,0,1,0,0,0,1,0
820,1.17742689586596,0.088040615659728,MA,2022-08-21,1,1,1,1,0,0,1,1
821,36.985402965223,0.181584982000882,MA,2022-08-22,0,0,0,1,0,0,0,0
822,7.69489211436094,0.1774881055414455,MA,2022-08-23,0,0,0,1,0,0,0,0
823,0.56199682849438,0.0556683443160895,MA,2022-08-24,1,1,1,1,0,0,1,1
824,9.73825781981952,0.2253438633501475,MA,2022-08-25,0,0,0,1,0,0,0,1
825,6.92660010641094,0.121983468998576,MA,2022-08-26,0,0,0,1,0,0,0,1
826,17.0015847301553,0.1646872556542025,MA,2022-08-27,0,0,1,1,0,0,1,0
827,5.44887834542546,0.174461898211399,MA,2022-08-28,0,0,0,1,0,0,0,1
828,2.72744971752036,0.111890979670726,MA,2022-08-29,0,0,0,1,0,0,0,1
829,15.7185534463946,0.199709361340785,MA,2022-08-30,0,0,0,1,0,0,0,1
830,4.587501953399,0.1392292149399405,MA,2022-08-31,0,0,1,0,0,0,1,0
831,1.29379955210701,0.05280403586437,MA,2022-09-01,1,1,0,1,0,1,0,1
832,10.4485852099005,0.1480298940513035,MA,2022-09-02,0,0,1,1,0,0,1,1
833,1.00092538116229,0.0886805150705755,MA,2022-09-03,1,1,1,1,0,0,1,1
834,4.34254729023421,0.10205430386189,MA,2022-09-04,0,0,0,1,0,0,0,0
835,1.10104588628493,0.099415379990847,MA,2022-09-05,1,1,0,1,0,1,0,1
836,1.88086596040344,0.092291993331145,MA,2022-09-06,1,0,0,0,0,0,0,1
837,2.66682389622628,0.134682350710938,MA,2022-09-07,0,0,1,1,0,0,1,1
838,3.51298819254561,0.112025258819732,MA,2022-09-08,0,0,1,1,0,0,1,1
839,28.9740750029645,0.2712678585098245,MA,2022-09-09,0,0,0,1,0,0,0,1
840,11.5522696782752,0.1363098736520575,MA,2022-09-10,0,0,0,1,0,0,0,1
841,2.22037497220765,0.133925989921429,MD,2022-07-31,0,1,1,1,0,1,1,0
842,2.93143633427575,0.145683425692489,MD,2022-08-01,0,0,0,1,0,0,0,0
843,8.99870446280414,0.183314060243997,MD,2022-08-02,0,0,0,1,0,0,0,0
844,3.46499817388839,0.191526267250168,MD,2022-08-03,0,0,1,1,0,0,1,0
845,0.740931688860627,0.1190572404555685,MD,2022-08-04,1,1,1,1,0,0,1,0
846,1.299344776331,0.1441343587099435,MD,2022-08-05,1,1,1,1,0,0,1,0
847,2.90410801459976,0.164480838121944,MD,2022-08-06,0,1,0,0,0,1,0,0
848,2.7760401284001,0.1620310387743875,MD,2022-08-07,0,0,1,0,0,0,1,0
849,5.23265782825454,0.182795951584387,MD,2022-08-08,0,0,1,0,0,0,1,0
850,0.741429816625922,0.0808906668126105,MD,2022-08-09,1,1,1,1,0,0,1,0
851,1.27579770802302,0.0758264626478285,MD,2022-08-10,1,1,1,1,0,0,1,0
852,7.16847888307037,0.1842532591643545,MD,2022-08-11,0,0,1,1,0,0,1,1
853,3.05731222755768,0.144092503713845,MD,2022-08-12,0,0,1,0,0,0,1,0
854,1.04581124857996,0.074469148120591,MD,2022-08-13,1,1,1,1,0,0,1,0
855,6.95480433582715,0.154715938164101,MD,2022-08-14,0,0,1,1,0,0,1,0
856,0.993813029244593,0.1011975093805795,MD,2022-08-15,1,1,1,1,0,0,1,1
857,5.69137350458103,0.1770883330820805,MD,2022-08-16,0,0,0,1,0,0,0,0
858,1.90856113635539,0.095856315757688,MD,2022-08-17,1,1,0,0,0,0,0,0
859,0.631191108061323,0.060874930228578,MD,2022-08-18,1,1,1,1,0,0,1,1
860,3.70082686325762,0.2147794449977945,MD,2022-08-19,0,0,1,1,0,0,1,1
861,7.30411103877502,0.168638526532453,MD,2022-08-20,0,0,0,1,0,0,0,1
862,1.65267322805069,0.097003163640677,MD,2022-08-21,1,1,0,1,1,0,0,1
863,13.8383819339798,0.1710753441932765,MD,2022-08-22,0,0,1,1,0,0,1,0
864,4.24852414804571,0.1870266430962975,MD,2022-08-23,0,0,1,1,0,0,1,1
865,0.670943638626462,0.0852834480653055,MD,2022-08-24,1,1,1,1,0,0,1,1
866,2.59111780902738,0.1676789548052685,MD,2022-08-25,0,0,1,1,0,0,1,1
867,1.9912564028302,0.176191955252525,MD,2022-08-26,0,0,1,1,0,0,1,1
868,8.14869191298161,0.141035113258188,MD,2022-08-27,0,0,1,1,0,0,1,1
869,11.0041154601488,0.171217635222173,MD,2022-08-28,0,0,1,0,0,0,1,0
870,9.83095255043893,0.1631581073695415,MD,2022-08-29,0,0,0,1,0,0,0,1
871,0.622757945443601,0.06320456116893,MD,2022-08-30,1,1,1,1,0,0,1,0
872,2.07165898213178,0.167289750101216,MD,2022-08-31,0,0,1,1,0,0,1,1
873,1.00459945459107,0.1203853145603385,MD,2022-09-01,0,0,1,1,0,0,1,1
874,0.150219513139572,0.00390557487923092,MD,2022-09-02,1,1,1,1,1,1,1,1
875,2.75457837809593,0.102223094839028,MD,2022-09-03,0,0,0,1,1,0,0,1
876,14.3872346287682,0.1734167199357565,MD,2022-09-04,0,0,0,1,0,0,0,1
877,0.101571998790814,0.00342798710163352,MD,2022-09-05,1,1,1,1,1,1,1,1
878,8.29028809590367,0.126831165656776,MD,2022-09-06,0,0,1,1,0,0,1,1
879,0.127411306322058,0.003142857347383895,MD,2022-09-07,1,1,1,1,0,0,1,1
880,0.793332558893034,0.181068646817137,MD,2022-09-08,0,1,1,1,0,0,1,1
881,0.309386316658662,0.00288160957989818,MD,2022-09-09,1,1,1,1,1,1,1,1
882,13.3231050045986,0.2116921403285645,MD,2022-09-10,0,0,0,1,0,0,0,1
883,0.0271785259038736,0.01778301023287085,ME,2022-07-31,1,1,1,1,0,0,1,1
884,NA,NA,ME,2022-08-01,NA,NA,NA,NA,NA,NA,NA,NA
885,0.0218090115730713,0.0160555134110248,ME,2022-08-02,1,1,1,1,1,0,0,1
886,NA,NA,ME,2022-08-03,NA,NA,NA,NA,NA,NA,NA,NA
887,1.88346407248346,0.588834606499475,ME,2022-08-04,1,0,0,0,1,0,0,0
888,NA,NA,ME,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA
889,1.07047109189604,0.305683435068832,ME,2022-08-06,1,1,0,1,1,0,0,1
890,0.0184134141051766,0.01255979610160505,ME,2022-08-07,1,1,1,1,1,1,1,1
891,0.0166791357316047,0.0119746123968137,ME,2022-08-08,1,1,1,1,1,1,1,1
892,NA,NA,ME,2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA
893,0.0157044880305619,0.01089713558152855,ME,2022-08-10,1,1,1,1,1,1,1,1
894,NA,NA,ME,2022-08-11,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2022-08-12,NA,NA,NA,NA,NA,NA,NA,NA
896,1.18748228613354,0.4586296193750095,ME,2022-08-13,1,0,0,1,1,0,0,1
897,0.0462755757633264,0.00905852662500185,ME,2022-08-14,1,1,1,1,1,1,1,1
898,1.03349419150641,0.2326867380935765,ME,2022-08-15,1,1,1,0,1,0,1,0
899,NA,NA,ME,2022-08-16,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2022-08-17,NA,NA,NA,NA,NA,NA,NA,NA
901,0.0388918842803029,0.0075591604435951,ME,2022-08-18,1,1,1,1,1,1,1,1
902,0.126580444094937,0.0072281727451657,ME,2022-08-19,1,1,1,1,1,1,1,1
903,NA,NA,ME,2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA
904,0.376442378093518,0.0066120156356273,ME,2022-08-21,1,1,1,1,1,1,1,1
905,0.36890567085555,0.00632518198856765,ME,2022-08-22,1,1,1,1,1,1,1,1
906,0.0339666458006514,0.00605149964769045,ME,2022-08-23,1,1,1,1,1,1,1,1
907,NA,NA,ME,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
908,0.00782618713373456,0.00554086040973185,ME,2022-08-25,1,1,1,1,1,1,1,1
909,1.93363772936957,0.3470812587878365,ME,2022-08-26,0,0,1,1,0,0,1,1
910,0.0535051344248357,0.005075083036928,ME,2022-08-27,1,1,1,1,1,1,1,1
911,0.522916959566193,0.1278104434701845,ME,2022-08-28,1,1,1,1,0,0,1,1
912,0.0241745269594012,0.004649778045164915,ME,2022-08-29,1,1,1,1,1,1,1,1
913,NA,NA,ME,2022-08-30,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2022-08-31,NA,NA,NA,NA,NA,NA,NA,NA
915,0.024944502530743,0.00407937770113623,ME,2022-09-01,1,1,1,1,1,1,1,1
916,0.00598604073548024,0.00390557487923092,ME,2022-09-02,1,1,1,1,1,1,1,1
917,0.00472590574424894,0.003739304560237365,ME,2022-09-03,1,1,1,1,1,1,1,1
918,0.017397640701284,0.003580218451198545,ME,2022-09-04,1,1,1,1,1,1,1,1
919,0.00477654873166249,0.00342798710163352,ME,2022-09-05,1,1,1,1,1,1,1,1
920,0.00496647761261355,0.003282298593420805,ME,2022-09-06,1,1,1,1,1,1,1,1
921,0.0165536597512116,0.003142857347383895,ME,2022-09-07,1,1,1,1,1,1,1,1
922,0.0358141846054901,0.003009383034355585,ME,2022-09-08,1,1,1,1,1,1,1,1
923,NA,NA,ME,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
924,0.0555236041568846,0.002759284253087725,ME,2022-09-10,1,1,1,1,0,0,1,1
925,2.78808386410401,0.132102246087089,MI,2022-07-31,0,1,0,1,0,1,0,0
926,4.17791542136465,0.14635507921771,MI,2022-08-01,1,0,1,0,0,0,0,0
927,2.27224852931168,0.057694131589299,MI,2022-08-02,0,0,1,1,1,1,1,1
928,0.831580325746502,0.109628758388369,MI,2022-08-03,1,1,1,1,0,0,1,1
929,1.28712429879572,0.1372891314223115,MI,2022-08-04,1,1,1,1,0,0,1,1
930,1.64164093520996,0.1327673219922805,MI,2022-08-05,1,1,0,0,0,0,0,1
931,2.07717061572933,0.166873821821829,MI,2022-08-06,1,0,0,0,0,0,0,0
932,0.888869087530835,0.1073498565149395,MI,2022-08-07,1,1,1,1,1,1,1,1
933,2.5438970989588,0.054372474834676,MI,2022-08-08,0,0,1,1,0,0,1,0
