...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,other_95_CI,X23A_95_CI
716,0.0167553194067917,0.01109521325569865,KY,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
717,0.0165783871488683,0.01189219889694385,KY,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,NA,NA,KY,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,0.0655307820577937,0.0137173894172288,KY,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,NA,NA,KY,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,KY,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,0.0260094096866752,0.01713476013097905,KY,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,0.284449808320429,0.01848610613225225,KY,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,NA,NA,KY,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,KY,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,KY,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,0.0413985563860905,0.0319219390989127,KY,2023-04-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0
731,0.0523667725023094,0.03455124000114625,KY,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0
732,0.499777211045072,0.03739863269058185,KY,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,0,1,0
733,0.0548560146443103,0.0404793038083819,KY,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,0.061331981384061,0.04380902488732145,KY,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,NA,NA,KY,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,0.408774794809496,0.0512812573404325,KY,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,0.505714646354531,0.2493665764113235,KY,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0
738,0.960587297678175,0.0599505646753295,KY,2023-05-02,1,1,1,1,1,1,0,1,1,1,0,1,1,0
739,NA,NA,KY,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,0.456357470806767,0.2444766269973105,KY,2023-05-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0
741,0.658488530661329,0.3523971463112725,KY,2023-05-05,1,1,1,0,1,1,1,1,1,0,0,1,1,1
742,NA,NA,KY,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.413715379742106,0.2400971914804735,KY,2023-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
745,1.7289306400057,0.59744991252801,KY,2023-05-09,1,1,1,0,1,1,0,1,1,1,0,1,1,0
746,0.149859911871571,0.109341851017387,KY,2023-05-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,0.689066719303851,0.48244178609844,KY,2023-05-11,1,1,0,1,1,1,1,1,1,0,1,1,1,0
748,0.801920296896373,0.576268315785435,KY,2023-05-12,1,1,1,0,1,1,1,1,1,0,0,1,1,1
749,NA,NA,KY,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.782391025828153,0.55843070464419,KY,2023-05-15,1,1,1,0,1,1,1,1,1,0,0,1,1,1
752,NA,NA,KY,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,KY,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.0143294623192611,0.0103674812729407,LA,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,0.0172661050601847,0.01109521325569865,LA,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
759,0.0165820358197507,0.01189219889694385,LA,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,0.0197641718933367,0.0127641790232874,LA,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
761,NA,NA,LA,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,NA,NA,LA,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,NA,NA,LA,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,0.0239675257212517,0.01713476013097905,LA,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765,NA,NA,LA,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,0.0287645664029914,0.01995823715579345,LA,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0
767,1.18691154191969,0.840821530983945,LA,2023-04-19,0,1,1,1,1,1,0,0,1,1,1,1,1,0
768,NA,NA,LA,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,0.0358326926431725,0.0252003582593767,LA,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,NA,NA,LA,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,LA,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,0.0464860906770501,0.0319219390989127,LA,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
773,NA,NA,LA,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,NA,NA,LA,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,NA,NA,LA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,NA,NA,LA,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,0.065538121216318,0.04740409317718475,LA,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
778,NA,NA,LA,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,NA,NA,LA,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,NA,NA,LA,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,0.0853304218479005,0.0647775611454295,LA,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782,NA,NA,LA,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NA,NA,LA,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,LA,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NA,NA,LA,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,0.130748753054939,0.094524963572433,LA,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,NA,NA,LA,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,NA,NA,LA,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,0.390208683630527,0.239101295003397,LA,2023-05-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
790,NA,NA,LA,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NA,NA,LA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,NA,NA,LA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,NA,NA,LA,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,0.230921445310094,0.1650314831468335,LA,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0
795,0.550481412787718,0.383508381239875,LA,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,NA,NA,LA,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,NA,NA,LA,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,NA,NA,LA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,1.24751586810592,0.88456053080214,MA,2023-04-09,1,1,1,1,1,0,0,1,1,1,1,1,0,0
800,0.116830695774602,0.01109521325569865,MA,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
801,0.857312292171084,0.155390643605435,MA,2023-04-11,0,1,1,1,1,1,1,1,1,1,1,1,1,1
802,0.704275004480536,0.176800677713124,MA,2023-04-12,1,1,0,1,1,1,1,1,1,0,0,1,1,0
803,0.128815753109574,0.0137173894172288,MA,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
804,1.94267263404773,0.3673548344340735,MA,2023-04-14,1,0,1,1,0,1,0,1,0,1,1,0,1,0
805,0.0226794175846462,0.01589508349905785,MA,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
806,1.03455653216868,0.430268300676452,MA,2023-04-16,1,1,1,1,0,1,1,1,1,1,1,0,1,0
807,0.975707111674634,0.2967962290949655,MA,2023-04-17,1,1,1,1,1,0,1,1,1,1,0,1,0,1
808,0.0271753863404261,0.01995823715579345,MA,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,1.07583551763418,0.761080871851505,MA,2023-04-19,1,1,1,0,1,1,0,1,1,1,0,1,1,0
810,39.4230885633338,0.772310380161185,MA,2023-04-20,0,1,0,1,1,0,0,0,1,0,0,0,0,0
811,0.236458899923432,0.0252003582593767,MA,2023-04-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
812,0.120556785681222,0.02726004964838995,MA,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,1.74079473797005,0.766509480070485,MA,2023-04-23,1,1,1,0,0,1,0,1,1,0,0,0,1,0
814,1.31250219331718,0.400326778509561,MA,2023-04-24,1,0,1,1,1,1,0,1,0,0,0,0,0,0
815,1.91128873126345,0.421946938350855,MA,2023-04-25,1,0,1,1,1,1,0,1,0,1,1,1,1,0
816,0.600208348491209,0.2602299069385915,MA,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0
817,NA,NA,MA,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,0.198913219040703,0.04380902488732145,MA,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,0.697006724192362,0.3639279175380275,MA,2023-04-29,1,1,1,0,1,1,1,1,1,0,0,1,1,1
820,NA,NA,MA,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1.24061563583344,0.4799400530100365,MA,2023-05-01,1,1,1,1,0,1,0,1,1,0,0,0,1,0
822,0.670675734446817,0.357317474003336,MA,2023-05-02,1,1,1,0,1,1,1,1,1,1,0,1,1,0
823,0.282421160274067,0.0647775611454295,MA,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0
824,1.98858129373979,0.4483872662943515,MA,2023-05-04,1,0,1,1,1,1,0,1,0,1,0,1,1,0
825,0.104158610670419,0.0755034520811555,MA,2023-05-05,1,1,1,1,1,1,1,1,1,1,0,1,1,0
826,1.04741147960357,0.74198359627469,MA,2023-05-06,1,0,1,1,1,1,1,1,0,1,1,1,1,0
827,2.80579685188765,0.53275454044868,MA,2023-05-07,1,1,1,0,1,0,0,1,1,0,0,1,0,0
828,1.08282168145419,0.323965813543292,MA,2023-05-08,1,1,1,1,1,0,1,1,1,0,0,1,0,0
829,2.10421768794222,0.2002987572512275,MA,2023-05-09,1,1,0,1,1,1,0,1,1,0,1,1,1,0
830,0.543129596598359,0.3269004934786495,MA,2023-05-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
831,1.48181814334733,0.313178200121394,MA,2023-05-11,1,1,1,0,1,1,1,1,1,1,0,0,1,0
832,0.624004029343448,0.3511283312042965,MA,2023-05-12,1,1,1,1,1,1,1,1,1,0,0,1,1,0
833,NA,NA,MA,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,1.46814930124915,0.674933846820725,MA,2023-05-15,1,0,1,1,0,1,0,1,0,1,0,0,1,0
836,NA,NA,MA,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,0.647081579498241,0.176007852134086,MA,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0
838,1.8257015843401,0.442612447811453,MA,2023-05-18,1,0,1,1,1,1,1,1,0,0,0,1,1,1
839,1.98458709108371,0.58806484726645,MA,2023-05-19,1,0,1,0,1,1,0,1,0,1,1,1,1,0
840,0.285789989960127,0.2117933932673285,MA,2023-05-20,1,1,1,1,1,1,1,1,1,1,0,1,1,0
841,0.70178628169878,0.213730750755375,MD,2023-04-09,1,1,1,0,1,1,1,1,1,1,1,1,1,1
842,3.87167521205893,0.2416746131540675,MD,2023-04-10,0,1,0,0,1,0,0,0,1,0,0,1,0,0
843,0.821530023939742,0.106883009127695,MD,2023-04-11,1,1,1,1,0,1,1,1,1,0,1,0,1,0
844,1.54161266309225,0.0127641790232874,MD,2023-04-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1
845,0.876664046420046,0.120489898042588,MD,2023-04-13,1,0,1,1,1,1,1,1,0,0,1,0,1,0
846,0.545348864552511,0.0147585882389652,MD,2023-04-14,1,1,1,1,1,1,1,1,1,0,0,1,1,0
847,0.86958717282275,0.224041911727454,MD,2023-04-15,1,1,1,1,0,1,1,1,1,1,1,0,1,0
848,0.536478401472132,0.170131150525505,MD,2023-04-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1
849,0.892247018606607,0.1374290389330805,MD,2023-04-17,1,0,1,1,1,1,1,1,0,1,1,1,1,0
850,1.56252713178249,0.302871801302137,MD,2023-04-18,1,1,1,0,1,1,0,1,1,0,0,0,1,0
851,0.88335092981818,0.270809960049762,MD,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
852,1.6566037608884,0.318061275082816,MD,2023-04-20,1,1,1,1,0,0,0,1,1,0,1,0,0,0
853,0.512454596739624,0.157373178642006,MD,2023-04-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
854,0.257210363759287,0.02726004964838995,MD,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,0.636611610301189,0.2307367916253685,MD,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
856,0.98482823436041,0.195865337721982,MD,2023-04-24,1,1,1,1,1,0,1,1,1,0,1,1,0,1
857,0.596450444117928,0.131643763634354,MD,2023-04-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1
858,0.910463703290413,0.293343998108111,MD,2023-04-26,1,1,1,1,1,0,1,1,1,1,1,0,0,1
859,1.37227159809438,0.0404793038083819,MD,2023-04-27,1,1,1,1,1,1,0,1,1,1,0,1,1,0
860,1.69717384206812,0.4263875977110505,MD,2023-04-28,1,1,0,1,1,1,0,1,1,0,0,1,1,0
861,2.03372500827307,0.3568843894145235,MD,2023-04-29,0,1,1,1,0,1,1,0,1,1,0,0,1,0
862,0.634040252003537,0.0512812573404325,MD,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,1,1,0
863,1.12754125606209,0.3122219444673855,MD,2023-05-01,1,1,1,0,1,1,1,1,1,0,0,1,1,0
864,1.34393448312513,0.357317474003336,MD,2023-05-02,1,1,1,0,1,1,1,1,1,0,0,1,1,1
865,0.508265522993885,0.0647775611454295,MD,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0
866,2.06367344940382,0.388054524264055,MD,2023-05-04,1,1,1,0,1,1,0,1,1,0,0,1,1,0
867,1.06951425486869,0.321018269048681,MD,2023-05-05,1,1,1,1,1,0,1,1,1,1,0,1,0,0
868,0.469378123314376,0.2017969115297975,MD,2023-05-06,1,1,1,1,1,1,1,1,1,0,0,1,1,0
869,0.618528494818154,0.219071856868059,MD,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,1,1,0
870,1.74788905188316,0.3623645102954485,MD,2023-05-08,1,0,0,1,0,0,1,1,0,0,0,1,0,1
871,0.693980597301569,0.2256453372576565,MD,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0
872,1.12521272295996,0.4052903328261615,MD,2023-05-10,1,0,1,1,1,1,1,1,0,0,0,1,1,1
873,0.68834003167345,0.316696496078236,MD,2023-05-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0
874,NA,NA,MD,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,1.29792289477828,0.135022079714243,MD,2023-05-13,1,1,1,1,1,1,0,1,1,1,0,1,1,0
876,0.990604896659206,0.699833400733,MD,2023-05-14,1,1,1,1,1,0,1,1,1,1,1,1,0,0
877,0.832946339842456,0.404782566898603,MD,2023-05-15,1,1,1,1,0,1,1,1,1,0,1,0,1,0
878,1.17477656655092,0.545761433737085,MD,2023-05-16,1,1,1,1,1,0,0,1,1,1,1,1,0,0
879,0.82855075079181,0.401783110127092,MD,2023-05-17,1,1,1,1,0,1,1,1,1,1,1,0,1,0
880,1.13599111040001,0.1874657968333755,MD,2023-05-18,1,1,1,1,1,1,0,1,1,1,0,1,1,0
881,0.76494114366905,0.54129096274085,MD,2023-05-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1
882,NA,NA,MD,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,NA,NA,ME,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.681960016809371,0.212951404809115,ME,2023-04-10,1,1,1,0,1,1,1,1,1,0,0,1,1,1
885,0.196760396430142,0.01189219889694385,ME,2023-04-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
886,0.62925697712723,0.129933106658885,ME,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
887,0.976623911756362,0.0137173894172288,ME,2023-04-13,1,1,1,1,1,1,0,1,1,0,1,1,0,0
888,NA,NA,ME,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,0.0224683886367869,0.01589508349905785,ME,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
890,1.15175796800324,0.327415603230179,ME,2023-04-16,1,1,0,1,1,1,0,1,1,0,0,0,1,0
891,0.175982697171476,0.01848610613225225,ME,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
892,0.760508715221942,0.275506034668958,ME,2023-04-18,1,1,0,1,1,1,1,1,1,0,1,1,1,0
893,0.89050493756079,0.270809960049762,ME,2023-04-19,1,1,1,1,1,1,1,1,1,0,0,1,1,0
894,0.93903472491458,0.13979618705160551,ME,2023-04-20,1,1,1,1,1,0,1,1,1,1,0,1,0,0
895,1.08410538599556,0.7581985395255,ME,2023-04-21,1,1,0,1,1,1,0,1,1,0,1,1,1,0
896,0.0373200776132027,0.02726004964838995,ME,2023-04-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0
897,0.140797366631562,0.0294961735136988,ME,2023-04-23,1,1,1,1,1,1,1,1,1,1,0,1,1,0
898,0.291686308427502,0.0319219390989127,ME,2023-04-24,1,1,1,1,1,1,1,1,1,0,0,1,1,0
899,1.36121185509741,0.293116170722637,ME,2023-04-25,1,0,1,1,1,0,1,1,0,0,1,1,0,0
900,0.331253677236247,0.0373986326905819,ME,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
901,0.0495622314470044,0.0404793038083819,ME,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0
902,3.46692958366034,0.62015677440493,ME,2023-04-28,1,1,1,1,1,0,0,1,1,0,0,1,0,0
903,0.394310690447801,0.04740409317718475,ME,2023-04-29,1,1,1,1,1,1,1,1,1,0,1,0,1,0
904,1.15286043724722,0.3298169893001375,ME,2023-04-30,1,1,1,1,1,0,1,1,1,1,0,0,0,0
905,0.247218453446255,0.055457626919877,ME,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0
906,0.508548462897034,0.1725528912838485,ME,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,NA,NA,ME,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,0.898518974926568,0.2984762146803885,ME,2023-05-04,1,1,1,1,1,0,1,1,1,0,1,1,0,1
909,0.649897083556435,0.3523971463112725,ME,2023-05-05,1,1,1,0,1,1,1,1,1,0,0,1,1,1
910,0.119556638641613,0.081436585207086,ME,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
911,NA,NA,ME,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,1.45962055266906,0.3065616600326945,ME,2023-05-08,1,0,1,1,1,0,1,1,0,0,1,1,0,0
913,1.07690661483005,0.1017104788342045,ME,2023-05-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1
914,0.885984442737571,0.3040928891498565,ME,2023-05-10,1,1,0,1,1,1,1,1,1,1,0,1,1,0
915,0.389735435826755,0.239101295003397,ME,2023-05-11,1,1,1,1,1,1,1,1,1,1,0,1,1,0
916,1.02657785728749,0.4337416093218825,ME,2023-05-12,1,1,1,1,1,0,1,1,1,1,1,1,0,0
917,NA,NA,ME,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,0.540389521954147,0.1445384197120235,ME,2023-05-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
919,0.226307672559306,0.1545411532985375,ME,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0
920,0.787726528327607,0.55337834581338,ME,2023-05-16,1,1,1,0,1,1,1,1,1,1,0,1,1,0
921,NA,NA,ME,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.608769299328995,0.0103674812729407,MI,2023-04-09,1,1,1,1,1,1,1,1,1,0,0,1,1,0
926,1.4087106975538,0.079066932296423,MI,2023-04-10,0,1,1,0,1,1,1,0,1,0,0,1,1,0
927,2.13904807549453,0.1933285856586895,MI,2023-04-11,0,1,1,1,0,1,0,0,1,0,0,0,1,0
928,1.4599530649036,0.2012644873121395,MI,2023-04-12,1,1,1,0,1,0,1,1,1,1,0,1,0,1
929,1.1251956343382301,0.079622405716961,MI,2023-04-13,1,1,1,1,1,0,1,1,1,1,0,0,0,0
930,2.60632761920399,0.2803520961293205,MI,2023-04-14,1,1,1,0,0,1,0,1,1,0,0,1,1,0
931,2.06151033700234,0.2105462006228625,MI,2023-04-15,0,0,1,1,1,1,1,1,0,1,1,1,1,0
932,1.27346138545004,0.01713476013097905,MI,2023-04-16,1,1,1,1,1,1,0,1,1,1,0,1,1,0
933,1.31319091870476,0.1613700528760085,MI,2023-04-17,1,0,1,0,0,1,1,1,0,0,1,0,1,1
934,2.23842404709663,0.307951614898622,MI,2023-04-18,1,0,1,1,1,1,0,1,0,0,0,1,1,0
935,0.705933511352911,0.088790005477548,MI,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0
936,0.508561155442871,0.169380109882758,MI,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
937,0.553284093883691,0.115313213627226,MI,2023-04-21,1,1,1,1,1,1,1,1,1,1,0,1,1,0
938,0.648969561560801,0.106270439116783,MI,2023-04-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1
939,1.15573449851782,0.2739257344626195,MI,2023-04-23,1,0,1,1,1,1,1,1,0,0,0,1,1,0
940,1.29713986940487,0.137429646777216,MI,2023-04-24,0,1,1,0,1,1,1,0,1,0,0,1,1,0
941,1.28673117281583,0.186986006255741,MI,2023-04-25,1,0,0,1,1,1,1,1,0,0,0,1,1,0
942,0.817369503408959,0.162542046558761,MI,2023-04-26,1,1,1,1,1,1,1,1,1,0,0,0,1,0
943,1.39709404309127,0.287993193391146,MI,2023-04-27,1,1,1,1,1,0,1,1,1,0,0,1,0,0
944,0.926533507440339,0.2702627470745185,MI,2023-04-28,1,1,1,1,0,1,1,1,1,1,0,0,1,1
945,1.00171318787541,0.273513734719414,MI,2023-04-29,1,1,1,1,1,0,1,1,1,0,1,1,0,0
946,3.16982577911998,0.4621482617706795,MI,2023-04-30,1,0,1,1,0,0,0,1,0,0,0,1,0,0
947,1.20302698094144,0.2126445951355645,MI,2023-05-01,0,1,1,1,1,1,1,0,1,1,0,1,1,0
948,1.70165353607502,0.1140172754622395,MI,2023-05-02,1,1,0,1,1,1,0,1,1,0,0,0,1,0
949,1.29739153244648,0.1690655545868775,MI,2023-05-03,1,1,1,1,1,1,0,1,1,0,0,1,1,0
950,0.741536351200567,0.204525454179175,MI,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
951,0.713044765108837,0.192905629371657,MI,2023-05-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1
952,1.35391941461954,0.2013503863144305,MI,2023-05-06,1,1,0,1,1,1,1,1,1,0,1,1,1,0
953,0.631782570568107,0.219071856868059,MI,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
954,2.63556920707002,0.1977117664546015,MI,2023-05-08,1,0,0,0,1,1,0,1,0,0,0,0,1,0
955,1.21364422978339,0.474516538205005,MI,2023-05-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
