...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI,X22B_95_CI
284,1.40196368481397,0.214247407417725,CT,2022-10-26,1,1,1,1,0,0,0,0,1,0
285,2.2686531825119,0.3497365449772015,CT,2022-10-27,0,1,1,1,0,0,0,0,1,0
286,2.04662206944704,0.2363177948773045,CT,2022-10-28,1,1,0,1,0,0,1,0,1,0
287,3.27994416266755,0.323164892563819,CT,2022-10-29,0,1,0,1,1,0,0,0,1,0
288,1.38868031851358,0.2219797756528425,CT,2022-10-30,1,1,1,1,0,0,1,0,1,1
289,4.68960555659009,0.27587423956296,CT,2022-10-31,1,1,0,0,0,1,1,0,0,0
290,2.81484347217851,0.287046211382072,CT,2022-11-01,0,1,0,1,0,0,1,0,1,0
291,0.815372066023206,0.296379220033874,CT,2022-11-02,1,1,1,1,1,1,1,0,1,0
292,5.75885538120181,0.291766824227911,CT,2022-11-03,0,1,0,1,0,0,0,0,1,0
293,0.97671763542516,0.296663241512204,CT,2022-11-04,1,1,1,0,1,1,1,1,0,0
294,4.0827000216328,0.3814425305715005,CT,2022-11-05,0,1,0,0,1,0,1,0,0,0
295,0.803079470477349,0.1543319950322335,DC,2022-09-25,1,1,0,1,1,0,1,0,1,1
296,3.10387423149608,0.590341105891955,DC,2022-09-26,0,1,1,1,0,0,1,1,1,0
297,1.1498614290477,0.1669089207023485,DC,2022-09-27,1,0,1,1,1,1,0,0,1,0
298,0.902872074681284,0.2907685652159495,DC,2022-09-28,1,1,0,1,1,1,0,0,1,1
299,0.717984787659186,0.13273334965433,DC,2022-09-29,1,1,0,1,1,0,0,0,1,0
300,0.738583879972109,0.178946514927468,DC,2022-09-30,1,1,0,1,1,1,1,1,1,1
301,0.370781516147689,0.01617899022590955,DC,2022-10-01,1,1,1,1,1,1,1,1,1,1
302,1.14909074778806,0.0167465459275963,DC,2022-10-02,1,1,1,1,0,0,1,0,1,0
303,0.728020422015234,0.2161395078781115,DC,2022-10-03,1,1,0,1,1,1,1,0,1,0
304,3.53157227526657,0.50544424154277,DC,2022-10-04,0,0,0,1,0,0,0,0,1,0
305,1.49757223212784,0.528517099307135,DC,2022-10-05,0,1,0,1,0,0,1,1,1,0
306,1.45172580326772,0.275784675002761,DC,2022-10-06,1,1,0,1,1,1,1,0,1,0
307,0.621882015532935,0.2103065417469495,DC,2022-10-07,1,1,1,1,1,0,1,0,1,1
308,0.117286958770822,0.02267093554450805,DC,2022-10-08,1,1,1,1,1,1,1,0,1,0
309,2.59736553712876,0.4430417142324115,DC,2022-10-09,0,1,0,1,0,0,1,1,1,0
310,1.25641536231241,0.2678191191996525,DC,2022-10-10,0,1,1,1,1,0,1,1,1,0
311,1.45365710824028,0.51919999078889,DC,2022-10-11,1,0,1,1,0,1,0,1,1,0
312,1.51638270452769,0.2616765498396035,DC,2022-10-12,1,1,0,1,0,1,1,0,1,0
313,2.12738428071164,0.324647365794774,DC,2022-10-13,1,1,0,0,0,0,1,0,0,0
314,0.509391602055265,0.252678331458436,DC,2022-10-14,1,1,1,1,1,1,1,0,1,0
315,0.787446610730482,0.191207706757331,DC,2022-10-15,1,0,1,1,1,1,0,0,1,0
316,0.450169201021239,0.14507169916759,DC,2022-10-16,1,1,1,1,1,1,1,0,1,0
317,1.93701293606748,0.285971892013422,DC,2022-10-17,0,1,1,1,1,0,1,0,1,0
318,0.678053180138373,0.189760717002748,DC,2022-10-18,1,1,1,1,1,0,0,1,1,0
319,0.511371272247212,0.148253899160972,DC,2022-10-19,1,1,1,1,1,1,1,0,1,0
320,0.475347330816183,0.3184426826337295,DC,2022-10-20,1,1,1,1,1,1,1,1,1,1
321,0.430978988238677,0.1684653877246135,DC,2022-10-21,1,1,1,1,1,0,1,0,1,0
322,0.861695968557926,0.300058004415321,DC,2022-10-22,1,0,1,1,1,1,1,0,1,0
323,1.07420885536433,0.320792587564546,DC,2022-10-23,1,1,1,1,1,0,0,0,1,0
324,0.274882433423767,0.2268489089776135,DC,2022-10-24,1,1,1,1,1,1,1,0,1,0
325,0.895226089236244,0.417944805422465,DC,2022-10-25,0,1,1,1,1,0,1,1,1,0
326,2.00411783658817,0.3315738183511305,DC,2022-10-26,0,1,1,1,1,0,0,0,1,0
327,1.97197965675474,0.4076360851684315,DC,2022-10-27,0,1,1,1,0,0,1,0,1,0
328,0.86743725539875,0.2892833525598465,DC,2022-10-28,1,1,1,1,1,1,1,0,1,0
329,0.784859250792051,0.2808705367215265,DC,2022-10-29,1,1,1,1,1,1,1,0,1,0
330,0.215359826803243,0.2585031643474625,DC,2022-10-30,1,1,1,1,1,1,1,1,1,1
331,3.280921374583,0.295619094725822,DC,2022-10-31,1,1,0,0,0,1,1,0,0,0
332,1.2672401119351,0.2406942983998155,DC,2022-11-01,1,1,1,1,0,1,0,0,1,1
333,0.770653120615896,0.313804351286332,DC,2022-11-02,0,1,1,1,1,1,1,0,1,0
334,1.41078171369361,0.476385527518971,DC,2022-11-03,0,1,1,0,1,0,0,0,0,1
335,1.84193953200705,0.408774928925914,DC,2022-11-04,1,1,1,0,1,1,1,0,0,1
336,1.99459785751066,0.50944085197916,DC,2022-11-05,0,1,0,0,1,0,0,0,0,1
337,0.96984792329964,0.296668218820466,DE,2022-09-25,1,0,1,1,1,0,0,1,1,1
338,0.361916553540737,0.1241125780518225,DE,2022-09-26,1,1,1,1,1,0,1,1,1,0
339,0.780454040235777,0.153858517492877,DE,2022-09-27,1,1,1,1,1,0,1,0,1,1
340,0.835248034899134,0.175519855155858,DE,2022-09-28,1,0,1,1,1,1,1,1,1,1
341,1.5368011939562,0.3212146475602435,DE,2022-09-29,0,1,1,1,0,0,1,1,1,0
342,0.436910669522755,0.142913219557165,DE,2022-09-30,1,1,1,1,1,0,1,1,1,0
343,0.665527712299563,0.173309908779816,DE,2022-10-01,1,1,1,1,1,1,1,0,1,0
344,0.495311901153735,0.0926898447793705,DE,2022-10-02,1,1,1,1,1,0,1,0,1,1
345,0.854626046812903,0.1550507840028885,DE,2022-10-03,0,1,1,1,1,0,1,0,1,1
346,0.789919664485505,0.1390238395749535,DE,2022-10-04,1,0,1,1,1,0,1,0,1,0
347,1.2838196574053,0.0190721252579267,DE,2022-10-05,1,1,1,1,0,1,0,1,1,0
348,1.73807028977381,0.343309406079075,DE,2022-10-06,0,1,1,1,0,0,1,1,1,0
349,0.740139983706538,0.235558834660718,DE,2022-10-07,1,1,1,1,1,0,0,0,1,0
350,0.11644380151794,0.02267093554450805,DE,2022-10-08,1,1,1,1,1,1,1,1,1,1
351,1.15639714228371,0.3906928776181815,DE,2022-10-09,1,1,1,1,0,0,1,1,1,0
352,0.248483682392267,0.0260657310685144,DE,2022-10-10,1,1,1,1,1,1,1,1,1,1
353,0.681537986578817,0.269323859303395,DE,2022-10-11,0,1,1,1,1,0,1,0,1,1
354,0.858976316506746,0.237413293744201,DE,2022-10-12,1,0,1,1,1,1,0,1,1,0
355,0.162657119612116,0.0332530795098129,DE,2022-10-13,1,1,1,1,1,1,1,1,1,1
356,0.865184202773624,0.124196570115674,DE,2022-10-14,1,1,1,1,1,1,1,1,1,1
357,1.90750772037833,0.393595058701409,DE,2022-10-15,0,0,1,1,0,0,0,1,1,0
358,0.379100166857253,0.195644854399803,DE,2022-10-16,1,1,1,1,1,1,1,1,1,1
359,1.76266713038531,0.4035552896068845,DE,2022-10-17,1,0,1,1,1,0,0,1,1,0
360,1.17892153418415,0.3509690964678105,DE,2022-10-18,1,1,1,1,0,1,1,0,1,0
361,0.766063289839272,0.2232732616726825,DE,2022-10-19,0,1,1,1,1,1,1,1,1,1
362,0.312017148702846,0.0660321774043345,DE,2022-10-20,1,1,1,1,1,0,1,0,1,0
363,0.353023978435545,0.073381648643615,DE,2022-10-21,1,1,1,1,1,1,1,0,1,0
364,0.373704369004388,0.0815947195758185,DE,2022-10-22,1,1,1,1,1,1,1,1,1,1
365,0.283350880607837,0.2280511380023415,DE,2022-10-23,1,1,1,1,1,1,1,1,1,1
366,3.10218388119187,0.203722725093018,DE,2022-10-24,1,1,0,0,0,0,0,0,0,0
367,0.174222243648004,0.1120740995216575,DE,2022-10-25,1,1,1,1,1,1,1,1,1,1
368,1.22019515670086,0.417030647232312,DE,2022-10-26,0,1,1,1,0,0,1,0,1,0
369,3.26940006169204,0.408607935249815,DE,2022-10-27,0,1,1,1,0,0,0,0,1,0
370,1.1086218453173,0.398087334276422,DE,2022-10-28,0,1,1,1,0,0,1,0,1,0
371,0.801933199664951,0.294666354831078,DE,2022-10-29,1,1,1,1,1,1,1,0,1,0
372,1.07645611445005,0.2146750979139185,DE,2022-10-30,1,1,1,1,0,1,1,0,1,0
373,3.37975888101959,0.215303411686317,DE,2022-10-31,1,1,0,1,0,1,1,0,1,0
374,0.892581103732251,0.2690365452699365,DE,2022-11-01,1,1,0,1,1,1,1,1,1,1
375,0.384564081614774,0.243889172462859,DE,2022-11-02,1,1,1,1,1,1,1,0,1,0
376,2.25271589890452,0.2656070505421565,DE,2022-11-03,1,1,0,1,0,1,1,0,1,0
377,0.271079354651353,0.2188322270943645,DE,2022-11-04,1,1,1,1,1,1,1,1,1,1
378,3.25452895434761,0.2957973272781865,DE,2022-11-05,1,1,0,1,0,1,1,0,1,0
379,5.10165320485618,0.1454259365467705,FL,2022-09-25,0,1,0,1,0,0,1,0,1,0
380,3.85830072689898,0.1510161923771665,FL,2022-09-26,0,1,1,0,0,1,1,0,0,0
381,5.88687042166907,0.1908999147065475,FL,2022-09-27,1,0,1,0,0,0,0,1,0,0
382,5.29448826889508,0.2081732353701625,FL,2022-09-28,0,0,1,1,0,0,0,0,1,0
383,5.3243601638533,0.195845011339454,FL,2022-09-29,0,0,1,1,0,0,0,0,1,0
384,3.03412529700194,0.180564715261607,FL,2022-09-30,0,1,1,1,0,0,0,0,1,0
385,2.89925466745735,0.184516727107204,FL,2022-10-01,0,0,0,1,0,0,0,0,1,0
386,1.3927327374791,0.121866593829302,FL,2022-10-02,1,1,1,0,1,1,1,0,0,1
387,8.93746187238277,0.234782585013189,FL,2022-10-03,0,1,0,1,0,0,0,0,1,0
388,2.06168599216888,0.107549120923564,FL,2022-10-04,1,1,0,1,1,0,0,0,1,0
389,3.71132867266268,0.143366945448549,FL,2022-10-05,0,0,0,0,1,1,0,0,0,0
390,3.76845050469325,0.2377428316971635,FL,2022-10-06,0,1,1,0,0,0,0,0,0,0
391,2.32413714612429,0.2184575424989835,FL,2022-10-07,1,0,0,1,0,0,0,0,1,0
392,0.785863711628239,0.1491829166761675,FL,2022-10-08,1,1,1,1,1,0,0,1,1,1
393,4.26449769713031,0.28120138969518,FL,2022-10-09,0,1,1,1,0,0,1,1,1,0
394,4.17341568953723,0.176256483643751,FL,2022-10-10,0,1,0,0,1,0,1,0,0,1
395,3.87052766174592,0.2376116513352315,FL,2022-10-11,0,1,1,1,0,0,0,0,1,0
396,4.88003971219632,0.2496772410379905,FL,2022-10-12,0,0,1,0,0,0,0,0,0,0
397,1.61510435947399,0.1925007862847575,FL,2022-10-13,1,1,1,0,1,1,0,1,0,0
398,1.66533626972846,0.203067572674629,FL,2022-10-14,0,1,1,1,1,0,1,0,1,0
399,1.54609185312571,0.1889241778338805,FL,2022-10-15,0,1,1,0,1,0,1,1,0,0
400,2.01235569857552,0.04392538870316355,FL,2022-10-16,1,1,0,1,0,1,0,0,1,0
401,2.15862005842014,0.2265036811548615,FL,2022-10-17,0,1,1,1,1,0,0,1,1,0
402,1.7826366821842,0.123518211010904,FL,2022-10-18,1,1,1,1,0,0,1,1,1,0
403,1.81092796474579,0.2520315593554195,FL,2022-10-19,1,0,1,1,1,0,0,0,1,0
404,1.67446433776674,0.2261087633001515,FL,2022-10-20,1,0,1,0,1,1,0,0,0,0
405,3.51533447456938,0.2541885896332885,FL,2022-10-21,0,0,0,1,1,0,0,0,1,0
406,1.8223051029103,0.2826003005662595,FL,2022-10-22,1,0,1,0,1,0,0,1,0,0
407,1.25477323242894,0.270939406284818,FL,2022-10-23,1,0,1,1,1,1,1,1,1,1
408,2.38152280755193,0.2640045677882455,FL,2022-10-24,1,0,1,1,1,0,0,0,1,0
409,0.473623459922631,0.2262160568287965,FL,2022-10-25,1,1,1,1,1,0,0,1,1,0
410,3.50770758714078,0.278516821197973,FL,2022-10-26,1,0,0,1,1,0,0,0,1,0
411,2.98186272097423,0.2686512012178335,FL,2022-10-27,0,1,0,1,1,0,1,0,1,0
412,1.25409361286861,0.284682450658381,FL,2022-10-28,1,1,1,1,1,0,0,0,1,0
413,3.68655571511383,0.210034275970472,FL,2022-10-29,1,1,0,1,0,0,1,0,1,0
414,3.09530049193027,0.3066693797483625,FL,2022-10-30,1,0,0,1,1,0,0,0,1,0
415,16.7811472293257,0.303588332321991,FL,2022-10-31,0,0,0,0,0,0,0,0,0,0
416,11.3220934726608,0.306011143794353,FL,2022-11-01,0,0,0,1,0,0,0,0,1,0
417,7.3280068515105,0.291587458357573,FL,2022-11-02,1,1,0,1,0,0,1,0,1,0
418,12.3755422903874,0.3089055746535495,FL,2022-11-03,0,1,0,1,0,0,0,0,1,0
419,16.9427252491201,0.333588747671843,FL,2022-11-04,1,0,0,0,0,0,0,0,0,0
420,3.13897079930013,0.248062434994298,FL,2022-11-05,1,1,0,1,0,1,1,0,1,0
421,4.89629535996569,0.416054904099035,GA,2022-09-25,0,0,1,0,0,0,1,0,0,0
422,7.24540775302733,0.327412413476601,GA,2022-09-26,0,1,1,1,0,0,0,0,1,0
423,8.75644223491172,0.273958039725118,GA,2022-09-27,0,1,1,1,0,0,0,0,1,0
424,1.52804236541685,0.166007043634604,GA,2022-09-28,1,1,1,0,1,1,0,0,0,0
425,2.63537445777901,0.2058268478436285,GA,2022-09-29,1,1,0,1,0,0,0,0,1,0
426,1.56021326544139,0.143260132488138,GA,2022-09-30,1,0,0,1,1,0,1,0,1,0
427,3.05325362337895,0.3048126821806335,GA,2022-10-01,1,1,0,0,0,0,1,0,0,0
428,0.754993585135379,0.1252369728587025,GA,2022-10-02,1,1,1,1,1,1,1,0,1,0
429,1.57133889858075,0.1813142754331265,GA,2022-10-03,0,1,1,0,1,0,1,0,0,1
430,1.40529259259766,0.1376562442663495,GA,2022-10-04,0,1,1,1,1,0,0,0,1,0
431,1.99056548141099,0.2390460825453075,GA,2022-10-05,1,1,1,1,0,0,0,1,1,1
432,2.07278347609045,0.284287496939913,GA,2022-10-06,1,1,0,0,0,0,0,0,0,0
433,1.76155036440339,0.343564130317221,GA,2022-10-07,1,1,0,1,0,0,1,0,1,0
434,1.86762528374832,0.2243996359053395,GA,2022-10-08,1,1,0,1,1,1,1,1,1,1
435,1.48583737568334,0.273180574225211,GA,2022-10-09,0,1,1,1,0,0,1,1,1,0
436,1.03433804596577,0.2238639577212635,GA,2022-10-10,0,1,1,1,1,1,1,0,1,0
437,3.20047591038125,0.2206191894513915,GA,2022-10-11,0,1,1,0,0,0,1,0,0,1
438,6.63977656907254,0.2931723937805405,GA,2022-10-12,0,0,1,1,0,0,0,0,1,0
439,1.62595005463744,0.223130447542164,GA,2022-10-13,0,1,1,1,1,0,0,1,1,0
440,2.55908033905916,0.2792789679032165,GA,2022-10-14,1,0,1,0,0,0,1,0,0,0
441,0.910298230279902,0.1955652986741605,GA,2022-10-15,1,1,1,1,1,1,1,0,1,0
442,1.51216458983358,0.1915756458608425,GA,2022-10-16,1,0,1,1,1,0,0,0,1,0
443,4.63482769288692,0.308795936812317,GA,2022-10-17,0,1,0,0,0,0,1,0,0,0
444,4.9205799663651,0.387290047706384,GA,2022-10-18,1,1,0,0,0,1,0,0,0,0
445,4.93549381683786,0.302033910414206,GA,2022-10-19,1,0,0,0,0,0,0,0,0,0
446,3.44819613490493,0.3486254109464705,GA,2022-10-20,0,0,1,1,0,0,0,0,1,0
447,2.88654977128375,0.3465758410130945,GA,2022-10-21,1,0,1,0,0,1,0,0,0,0
448,2.32966284711101,0.1434265249757865,GA,2022-10-22,1,1,0,1,0,0,0,0,1,0
449,2.57385517806537,0.343576529026165,GA,2022-10-23,0,0,1,1,0,0,1,0,1,0
450,3.00978317957148,0.3079188498475225,GA,2022-10-24,1,1,1,0,0,1,1,0,0,0
451,2.19561252531093,0.327479975766777,GA,2022-10-25,0,0,0,1,1,0,0,0,1,0
452,3.60597648284026,0.3160854991427235,GA,2022-10-26,1,1,1,0,0,1,0,0,0,0
453,4.2396825126542,0.2797729196287075,GA,2022-10-27,0,1,0,0,1,0,1,0,0,1
454,2.33318838297988,0.4001974181609035,GA,2022-10-28,1,0,1,1,0,1,0,1,1,0
455,3.25324767570158,0.32382359494035,GA,2022-10-29,0,1,0,0,1,0,1,0,0,0
456,1.65488403911208,0.2991391798236915,GA,2022-10-30,0,1,1,1,1,0,0,0,1,0
457,4.85343406397337,0.2864428201007295,GA,2022-10-31,1,1,0,0,0,0,1,0,0,0
458,3.86992889017208,0.290178546845292,GA,2022-11-01,1,0,0,0,0,0,0,0,0,0
459,2.26762599599405,0.2956649780834275,GA,2022-11-02,1,0,0,1,1,0,0,0,1,0
460,9.80936412993978,0.3880483185648005,GA,2022-11-03,0,0,0,0,1,0,0,0,0,0
461,7.08558912197938,0.303435349854893,GA,2022-11-04,1,0,0,1,0,1,0,0,1,0
462,6.97271666701012,0.3872314462793625,GA,2022-11-05,0,0,0,0,1,0,0,0,0,0
463,0.140921677265868,0.014218967255359,HI,2022-09-25,1,1,1,1,1,1,1,1,1,1
464,0.0777324888170745,0.01441174797179115,HI,2022-09-26,1,1,1,1,1,1,1,1,1,1
465,0.0194534550356565,0.01464960446768225,HI,2022-09-27,1,1,1,1,1,1,1,1,1,1
466,0.346908139146986,0.0149382151088078,HI,2022-09-28,1,1,1,1,1,1,1,1,1,1
467,2.02875509149619,0.357522044606735,HI,2022-09-29,1,1,1,0,0,1,1,0,0,1
468,1.35752705999285,0.33894396136965,HI,2022-09-30,1,1,1,0,0,0,1,1,0,1
469,0.611961857057799,0.01617899022590955,HI,2022-10-01,1,1,1,1,1,1,1,1,1,1
470,2.50912143491512,0.4331042328887855,HI,2022-10-02,1,0,1,0,0,1,0,1,0,0
471,0.089786304535096,0.01740889414349235,HI,2022-10-03,1,1,1,1,1,1,1,1,1,1
472,NA,NA,HI,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.30410730711523,0.0190721252579267,HI,2022-10-05,1,1,1,1,1,1,0,1,1,0
474,0.195543327690799,0.020105033422663,HI,2022-10-06,1,1,1,1,1,0,1,1,1,0
475,0.895928738671539,0.186263019361864,HI,2022-10-07,1,1,1,0,1,0,1,0,0,0
476,0.781838561550566,0.181406519196437,HI,2022-10-08,1,0,1,1,1,1,0,1,1,0
477,0.516927113445871,0.1704749086649125,HI,2022-10-09,1,1,1,1,1,1,1,0,1,0
478,0.133039732751406,0.0260657310685144,HI,2022-10-10,1,1,1,1,1,0,1,0,1,0
479,NA,NA,HI,2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,2.15455788624035,0.314232344279145,HI,2022-10-12,0,1,1,1,0,0,1,0,1,0
481,1.23193947095674,0.1752979932961655,HI,2022-10-13,0,1,1,1,1,0,1,0,1,0
482,0.522006467435963,0.03636118199779775,HI,2022-10-14,1,1,1,1,1,1,0,0,1,0
483,0.0642106696591079,0.03990134287678485,HI,2022-10-15,1,1,1,1,1,1,1,1,1,1
484,0.0669658263785542,0.04392538870316355,HI,2022-10-16,1,1,1,1,1,1,1,0,1,0
485,0.647083435324223,0.04848921501324275,HI,2022-10-17,1,1,1,1,1,0,1,0,1,0
486,1.31055193623031,0.158021729839886,HI,2022-10-18,1,1,0,0,1,0,1,0,0,0
487,0.604339773927791,0.1926417133042385,HI,2022-10-19,1,1,1,1,1,1,0,1,1,0
488,0.9032598370324,0.1947529200546695,HI,2022-10-20,1,1,1,1,1,1,1,1,1,1
489,1.40531064198453,0.1899804595933395,HI,2022-10-21,1,1,1,0,1,0,0,1,0,0
490,0.3407898557489,0.1927075279928905,HI,2022-10-22,1,1,1,1,1,1,1,0,1,0
491,0.724645842347286,0.296707386048555,HI,2022-10-23,1,1,1,1,1,0,1,0,1,1
492,NA,NA,HI,2022-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1.0015273197968,0.4293338241319075,HI,2022-10-26,1,1,1,0,1,1,1,1,0,0
495,1.42449339227969,0.286378330414585,HI,2022-10-27,1,1,0,1,1,1,0,0,1,0
496,1.66312432366008,0.1850655301587975,HI,2022-10-28,1,1,0,1,0,0,1,0,1,0
497,0.964717137581765,0.683817174179525,HI,2022-10-29,1,0,1,1,1,1,0,1,1,0
498,1.72787087799859,0.1854563869582225,HI,2022-10-30,1,1,0,1,0,1,1,0,1,0
499,0.206272177194058,0.2557030561690705,HI,2022-10-31,1,1,1,1,1,0,1,0,1,1
500,0.200519298472564,0.2537753354167945,HI,2022-11-01,1,1,1,1,1,1,1,1,1,1
501,1.22823498949943,0.3345375632670245,HI,2022-11-02,1,1,1,0,1,0,1,1,0,0
502,1.12491865846227,0.2449449913072915,HI,2022-11-03,1,1,0,1,1,1,1,0,1,0
503,0.828576063191836,0.339392663589213,HI,2022-11-04,1,0,1,1,1,1,0,0,1,0
504,3.19778849869391,0.311949573803802,HI,2022-11-05,1,1,0,1,0,1,1,0,1,0
505,0.394388664687697,0.142301961087451,IA,2022-09-25,1,1,1,1,1,0,1,1,1,0
506,0.761072840394677,0.062405861131805,IA,2022-09-26,1,1,1,1,1,1,1,1,1,1
507,1.5384892798472,0.0480020807382699,IA,2022-09-27,1,1,1,1,0,0,0,1,1,0
508,0.942851558408093,0.0149382151088078,IA,2022-09-28,1,1,1,1,0,1,0,0,0,0
509,0.710801670096794,0.100264818806058,IA,2022-09-29,1,1,1,1,1,0,1,1,1,0
510,0.73070018889617006,0.1331271892018085,IA,2022-09-30,1,1,1,1,1,1,1,0,1,0
511,0.984190911167056,0.01617899022590955,IA,2022-10-01,1,1,1,1,0,0,1,1,1,0
512,0.743686766416678,0.0167465459275963,IA,2022-10-02,1,1,1,1,1,0,1,1,1,0
513,1.0928144072526,0.1184284465951145,IA,2022-10-03,0,1,1,1,1,1,0,0,1,0
514,1.22127167640452,0.121036713451401,IA,2022-10-04,1,1,1,1,1,0,1,0,1,0
515,1.41515576748024,0.0190721252579267,IA,2022-10-05,1,1,1,1,0,0,1,0,1,0
516,1.33228924164742,0.144721007077212,IA,2022-10-06,0,1,1,1,1,0,1,0,1,0
517,0.660049715460755,0.0956766596073715,IA,2022-10-07,1,1,1,1,1,1,1,0,1,0
518,0.632572576101406,0.1048324406992435,IA,2022-10-08,1,1,1,1,1,0,1,1,1,0
519,0.61004970203889,0.116082019876916,IA,2022-10-09,1,1,1,1,1,1,1,0,1,0
520,2.29552233626585,0.0625332207654635,IA,2022-10-10,1,1,0,1,0,0,1,0,1,0
521,1.29149145595564,0.1031697654933335,IA,2022-10-11,1,1,1,1,0,1,0,0,1,0
522,2.0672215399658,0.2546947634806345,IA,2022-10-12,0,1,0,1,1,0,0,0,1,1
523,1.13719279116891,0.1169696116777915,IA,2022-10-13,1,0,1,1,1,0,0,0,1,0
524,2.02683329158105,0.0832067223273315,IA,2022-10-14,1,1,0,1,0,0,0,1,1,0
525,1.28675935617797,0.185752237454739,IA,2022-10-15,1,1,0,0,1,0,1,0,0,1
526,1.48456715174056,0.160294805862223,IA,2022-10-16,1,1,0,1,1,0,0,0,1,0
527,1.09025916733391,0.106854904641472,IA,2022-10-17,1,1,1,1,0,1,1,0,1,0
528,4.83862710363143,0.220164570482451,IA,2022-10-18,0,1,0,1,1,0,0,0,1,0
529,2.32216447415251,0.2381637153816135,IA,2022-10-19,0,1,0,1,1,0,1,0,1,0
530,3.65547955947142,0.171929227413631,IA,2022-10-20,0,1,0,1,0,0,1,0,1,0
531,3.56783170574008,0.152296115580055,IA,2022-10-21,0,1,0,1,0,0,1,0,1,0
532,2.99556020424606,0.358680021213316,IA,2022-10-22,0,0,0,1,0,0,0,1,1,0
533,1.877435281111,0.216466551225177,IA,2022-10-23,1,1,1,1,1,0,0,1,1,0
534,11.7373909604348,0.1008782481349185,IA,2022-10-24,0,1,0,1,0,0,0,0,1,0
535,7.53013088550227,0.1954933829491505,IA,2022-10-25,0,1,0,1,0,1,0,0,1,0
536,8.92597483375641,0.2525973103049965,IA,2022-10-26,1,0,0,0,0,0,0,0,0,0
537,8.38743649007326,0.1730863668538715,IA,2022-10-27,1,1,0,1,0,1,0,0,1,0
538,2.49439997474796,0.2176335996591255,IA,2022-10-28,1,1,1,1,0,0,0,0,1,0
539,4.68701910437514,0.168365887293381,IA,2022-10-29,1,1,0,1,0,0,1,0,1,0
540,8.25955765781537,0.2143584227232815,IA,2022-10-30,1,1,0,1,0,0,1,0,1,0
541,10.1098715170367,0.265592669922055,IA,2022-10-31,0,1,0,1,0,0,1,0,1,0
542,11.2522023459764,0.3145476258691355,IA,2022-11-01,0,1,0,0,0,0,1,0,0,0
543,2.53900526210374,0.248729293910019,IA,2022-11-02,1,1,0,1,0,1,0,0,1,0
544,6.17525977762328,0.3492576137459775,IA,2022-11-03,0,1,0,1,0,0,0,0,1,0
545,10.4107005483446,0.2783985238611495,IA,2022-11-04,1,1,0,1,0,1,0,0,1,0
546,2.05615943140674,0.3173589485628785,IA,2022-11-05,0,1,0,1,1,1,1,0,1,0
547,NA,NA,ID,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.231721163407119,0.01441174797179115,ID,2022-09-26,1,1,1,1,1,1,1,1,1,1
549,NA,NA,ID,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,0.945926922762924,0.294176626354405,ID,2022-09-29,1,0,1,1,1,1,0,1,1,0
552,1.01116174926122,0.3000065964184635,ID,2022-09-30,1,1,1,0,1,1,1,1,0,0
553,0.0227370043625763,0.01617899022590955,ID,2022-10-01,1,1,1,1,1,1,1,1,1,1
554,0.0237659720067907,0.0167465459275963,ID,2022-10-02,1,1,1,1,1,1,1,1,1,1
555,0.179848103909523,0.01740889414349235,ID,2022-10-03,1,1,1,1,1,1,1,1,1,1
556,0.0871223047963767,0.01817910313520165,ID,2022-10-04,1,1,1,1,1,0,1,1,1,0
557,NA,NA,ID,2022-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,0.0298826153607428,0.020105033422663,ID,2022-10-06,1,1,1,1,1,1,1,1,1,1
559,0.111278694108947,0.0212972743480695,ID,2022-10-07,1,1,1,1,1,1,1,1,1,1
560,NA,NA,ID,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,0.0356517298761005,0.02425102131857385,ID,2022-10-09,1,1,1,1,1,1,1,1,1,1
562,0.942145047643585,0.294834193422477,ID,2022-10-10,1,1,1,0,1,1,1,0,0,1
563,0.685452415682245,0.269323859303395,ID,2022-10-11,0,1,1,1,1,0,0,1,1,1
564,0.290880916227591,0.0305294056423842,ID,2022-10-12,1,1,1,1,1,0,1,0,1,0
565,0.162115492677171,0.0332530795098129,ID,2022-10-13,1,1,1,1,1,1,1,1,1,1
566,0.423890675203835,0.1985990440932765,ID,2022-10-14,1,1,1,1,1,1,1,0,1,0
567,0.0598844206698862,0.03990134287678485,ID,2022-10-15,1,1,1,1,1,1,1,0,1,0
568,NA,NA,ID,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.583102022580009,0.2059735166618495,ID,2022-10-17,1,1,1,1,1,0,0,1,1,0
