...1,es_score,brier_score,location,target_date,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_50_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22B_95_CI
728,1.40069152072538,0.3147048348110395,KY,2022-12-31,1,1,1,1,1,1,0,1,0,1,0,1,1,0
729,NA,NA,KY,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,1.79437728826508,0.344740403937302,KY,2023-01-02,1,1,1,1,1,0,1,1,0,0,1,1,0,0
731,2.35853641922261,0.391282044985953,KY,2023-01-03,0,0,1,1,1,1,0,1,1,0,1,0,1,0
732,0.667867896389472,0.26184035270297,KY,2023-01-04,1,1,1,1,1,1,1,1,0,1,0,1,1,0
733,0.673679192615051,0.1946666072751535,KY,2023-01-05,1,1,1,1,1,1,1,0,0,1,0,1,1,1
734,0.961290961071121,0.2197978900371835,KY,2023-01-06,1,1,1,1,1,1,1,1,0,1,0,1,1,0
735,1.73349702601222,0.4965791709850845,KY,2023-01-07,1,1,1,1,1,1,0,1,1,0,0,1,1,0
736,0.777796314480039,0.109600676775567,KY,2023-01-08,1,0,1,1,1,1,1,1,0,1,0,1,1,1
737,1.29742511120932,0.424358176485509,KY,2023-01-09,1,0,1,1,1,1,0,1,0,1,0,1,1,1
738,0.490210431248384,0.2264308017840575,KY,2023-01-10,1,1,1,1,1,1,1,0,0,1,1,1,1,1
739,0.936953339432234,0.1381368375693145,KY,2023-01-11,1,0,1,1,1,1,1,1,0,1,1,1,0,1
740,1.43034726756316,0.425063606101618,KY,2023-01-12,1,1,1,0,0,1,0,1,0,0,1,0,1,0
741,1.63081118481975,0.267869810245311,KY,2023-01-13,1,1,1,0,1,1,0,1,1,1,0,1,1,0
742,0.99388703178837,0.7007302053099,KY,2023-01-14,0,1,1,1,1,1,1,0,1,1,0,1,1,1
743,0.422260760279777,0.2434633656021195,KY,2023-01-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
744,1.04816769073823,0.3224210564388585,KY,2023-01-16,1,1,1,1,1,1,0,1,0,1,0,0,1,0
745,1.28300628639406,0.3501108354840995,KY,2023-01-17,1,1,1,1,1,0,0,1,0,1,1,1,0,0
746,2.17854155909304,0.5153742590274,KY,2023-01-18,0,1,1,0,0,1,0,0,1,1,0,0,1,0
747,1.91742205479798,0.302260913675436,KY,2023-01-19,1,0,1,0,0,1,1,1,0,1,0,0,1,1
748,0.730579043834232,0.246051062463771,KY,2023-01-20,1,1,1,1,1,1,1,0,1,1,0,1,1,1
749,0.911908657741094,0.358059392205621,KY,2023-01-21,1,1,1,1,1,1,0,1,0,1,1,1,1,0
750,0.320127137661878,0.236431694293915,KY,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,4.84914134206283,0.42079749265114,KY,2023-01-23,1,0,1,0,0,1,0,1,0,0,0,0,1,0
752,3.32731277717375,0.284262363151141,KY,2023-01-24,1,0,1,0,1,1,1,1,0,0,0,1,1,1
753,1.01960740754625,0.281804168845057,KY,2023-01-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
754,1.02927803265402,0.2907966780810865,KY,2023-01-26,1,0,1,1,1,1,1,1,0,1,0,1,1,1
755,1.03361380882104,0.270527612189319,KY,2023-01-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
756,0.416541317493212,0.244000155060226,KY,2023-01-28,1,1,1,1,1,1,1,1,0,1,0,1,1,0
757,1.01079356740476,0.2813486969453175,LA,2022-12-18,1,1,1,1,1,1,1,0,0,1,0,1,1,0
758,1.29503692528732,0.2550364396578405,LA,2022-12-19,1,1,1,1,1,1,0,0,1,0,1,1,0,0
759,1.78008910044684,0.210388072006031,LA,2022-12-20,1,1,1,1,1,1,0,1,0,1,0,0,1,0
760,1.26382320031491,0.181606473553475,LA,2022-12-21,1,1,1,1,1,0,1,0,1,1,1,1,0,1
761,4.12578439943948,0.388178788220124,LA,2022-12-22,1,0,1,1,1,0,0,0,0,0,0,1,0,0
762,2.04789665257208,0.252913439625178,LA,2022-12-23,1,1,1,0,0,1,0,0,0,1,0,0,0,0
763,0.902763832821269,0.310385612648816,LA,2022-12-24,0,1,1,1,1,1,1,0,0,1,1,1,1,1
764,1.81608432188851,0.114783146816927,LA,2022-12-25,1,0,1,1,1,1,1,1,0,1,0,0,1,1
765,1.28116490300135,0.223699716438409,LA,2022-12-26,1,1,1,1,1,1,0,1,0,1,0,0,1,0
766,3.577471794405,0.334181440313491,LA,2022-12-27,1,0,1,0,1,1,0,0,0,1,0,0,1,0
767,4.15834578567386,0.232728372712205,LA,2022-12-28,1,1,1,0,1,1,0,1,0,1,0,1,1,0
768,10.4796821192665,0.381954314821919,LA,2022-12-29,1,0,0,0,1,0,0,1,0,1,0,1,0,0
769,2.38026522996804,0.252157501537699,LA,2022-12-30,1,1,1,1,1,1,0,1,1,1,0,0,1,0
770,2.29930196703366,0.2913501435503845,LA,2022-12-31,1,1,1,1,1,1,0,1,0,1,0,1,1,0
771,2.30784172661299,0.107519591532028,LA,2023-01-01,1,0,1,1,1,1,1,1,0,1,0,1,1,1
772,1.99223998736372,0.2796389643260755,LA,2023-01-02,1,1,1,0,0,1,0,0,0,0,1,0,0,0
773,2.87241647469583,0.2142334578766835,LA,2023-01-03,1,0,1,0,1,1,0,0,0,0,0,1,0,0
774,1.58130720109694,0.277153862457085,LA,2023-01-04,0,1,1,1,1,1,1,0,0,1,1,1,1,1
775,5.1715687034172,0.157653123128243,LA,2023-01-05,1,0,1,0,1,1,1,1,0,1,0,0,1,0
776,4.52801023463768,0.269420685075815,LA,2023-01-06,0,1,1,0,1,0,0,1,0,0,0,1,0,0
777,1.21932450748783,0.2771705578402525,LA,2023-01-07,0,1,1,1,1,1,1,0,0,0,0,1,1,0
778,1.46821005068386,0.263126723824824,LA,2023-01-08,0,1,1,0,1,1,1,0,0,1,0,1,1,1
779,5.61526695030622,0.212110225642621,LA,2023-01-09,1,0,1,0,0,1,1,0,0,1,0,0,1,1
780,4.57287196816523,0.2310658426485445,LA,2023-01-10,1,0,0,0,1,1,1,0,0,0,0,1,1,0
781,2.78997350800086,0.3112570911387365,LA,2023-01-11,0,1,1,0,1,1,1,0,0,1,0,0,1,1
782,0.831047396716429,0.284493733046093,LA,2023-01-12,1,1,1,1,1,1,1,1,0,0,0,1,1,1
783,2.97685400533942,0.3808098834736855,LA,2023-01-13,0,1,1,0,1,1,1,0,0,0,0,1,1,0
784,1.15305154296111,0.288447556943496,LA,2023-01-14,1,1,0,1,1,1,1,0,0,0,0,1,1,0
785,2.49301736379019,0.356878426936819,LA,2023-01-15,1,1,1,0,0,0,0,1,0,1,0,1,0,0
786,2.82735920182113,0.226853515258056,LA,2023-01-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
787,1.25323603020965,0.259210175524467,LA,2023-01-17,1,1,1,0,1,1,1,1,0,1,0,0,1,1
788,2.49914909972419,0.3145726688847085,LA,2023-01-18,0,0,1,0,1,1,0,0,1,1,0,1,1,0
789,1.34119704715097,0.352229832132722,LA,2023-01-19,0,1,1,1,1,1,0,1,0,1,0,1,1,0
790,5.96977326409224,0.262921185766567,LA,2023-01-20,1,0,1,0,1,1,1,1,0,0,0,0,1,1
791,3.96103870218949,0.434059229849311,LA,2023-01-21,0,1,1,0,1,1,0,0,0,1,0,1,1,0
792,3.13662678212949,0.292161414173789,LA,2023-01-22,1,0,1,0,1,1,1,1,0,1,0,1,1,1
793,2.28055001545505,0.291758387481742,LA,2023-01-23,1,0,1,0,1,1,0,1,0,0,0,0,1,0
794,2.28154692515106,0.380605124447499,LA,2023-01-24,1,0,1,0,1,1,0,1,0,1,0,1,1,0
795,1.37042165432646,0.3152945705679015,LA,2023-01-25,1,0,1,0,1,1,1,1,0,1,0,1,1,1
796,1.69024529304805,0.3400993054458415,LA,2023-01-26,1,1,1,0,1,1,0,1,0,1,0,1,1,0
797,0.391026820608008,0.2424480632965095,LA,2023-01-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
798,0.437484216502,0.244000155060226,LA,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
799,1.78387533228771,0.623379852087115,MA,2022-12-18,1,0,1,1,1,1,0,1,1,1,0,1,1,0
800,4.19011944494785,0.554845796894485,MA,2022-12-19,0,0,1,0,1,1,1,0,0,0,0,1,1,1
801,1.52999964092492,0.331952509127825,MA,2022-12-20,1,1,0,0,1,1,1,1,0,0,0,1,1,0
802,2.43681610422624,0.7113269485296,MA,2022-12-21,0,0,1,0,1,1,1,0,0,1,0,1,1,1
803,1.20944671455567,0.478126426949533,MA,2022-12-22,1,0,0,1,1,1,1,1,0,0,0,1,1,0
804,0.938390703615913,0.65947497281367,MA,2022-12-23,1,1,1,1,1,1,0,1,0,1,1,1,1,0
805,NA,NA,MA,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1.78258806382924,0.308673040429327,MA,2022-12-26,1,1,1,0,1,1,1,0,0,0,0,0,1,1
808,2.65524674992867,0.3369089414859945,MA,2022-12-27,1,0,1,1,1,1,0,0,0,1,1,1,1,0
809,28.4341984093162,0.3969783369842225,MA,2022-12-28,1,0,1,0,1,1,1,0,0,0,0,0,1,0
810,41.8851829056426,0.398903019670073,MA,2022-12-29,1,0,1,0,0,1,0,0,0,0,0,1,0,0
811,22.1458930324271,0.4450861997939075,MA,2022-12-30,1,0,1,0,1,1,1,0,0,1,0,1,0,0
812,1.32946667756866,0.4155811715614995,MA,2022-12-31,1,0,1,0,1,1,1,1,0,1,0,1,1,1
813,0.0952083500188834,0.068383535843578,MA,2023-01-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1
814,36.2059990090377,0.4184850057051465,MA,2023-01-02,1,0,1,0,1,1,0,1,0,0,0,1,1,0
815,15.6930164552308,0.4505192731856735,MA,2023-01-03,0,0,1,0,1,1,0,0,0,1,0,1,1,0
816,5.12716794730099,0.334831746183091,MA,2023-01-04,1,0,1,0,1,1,1,1,0,0,0,1,1,1
817,41.4926531735044,0.4118380280131385,MA,2023-01-05,0,0,1,0,1,0,1,0,0,1,0,0,0,0
818,22.9922271812099,0.436468240072032,MA,2023-01-06,0,0,1,0,0,1,1,0,0,0,0,0,1,0
819,26.1693616632816,0.3779101814291535,MA,2023-01-07,1,0,1,0,1,1,0,0,0,1,0,1,1,1
820,5.28900762568968,0.3325005292057365,MA,2023-01-08,1,0,1,0,0,0,1,0,0,0,0,0,0,1
821,32.4188635288386,0.376443987871471,MA,2023-01-09,1,0,1,0,0,1,1,0,0,0,0,0,1,1
822,48.7304539292899,0.41049140215195,MA,2023-01-10,0,0,1,0,1,0,0,1,0,0,0,0,0,0
823,18.8495296536617,0.355254140341925,MA,2023-01-11,0,0,1,0,1,1,1,0,0,0,0,0,1,1
824,23.762702063792698,0.3760026994710915,MA,2023-01-12,0,0,1,0,0,1,1,0,0,0,0,0,1,0
825,15.2077450921725,0.328497886664529,MA,2023-01-13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
826,14.2009899814666,0.3205425063711515,MA,2023-01-14,1,0,1,0,1,1,1,1,0,1,0,0,1,1
827,12.2752636523919,0.311181986682932,MA,2023-01-15,1,0,1,0,1,1,1,1,0,1,0,0,0,1
828,21.8315220724975,0.3310774861751915,MA,2023-01-16,1,0,1,0,0,0,1,0,0,0,0,0,1,0
829,27.3777071061377,0.300998204548314,MA,2023-01-17,1,0,0,0,1,0,0,0,0,1,0,1,1,0
830,22.858879242687,0.3065967857080455,MA,2023-01-18,1,0,1,0,0,0,1,0,0,0,0,0,0,1
831,18.8607071767388,0.2784913360656705,MA,2023-01-19,1,0,1,0,0,1,1,0,0,0,0,0,1,0
832,13.9479755426457,0.2515413066199705,MA,2023-01-20,1,0,1,0,1,1,1,0,0,0,0,0,1,0
833,25.1648783962969,0.240797195973831,MA,2023-01-21,1,0,1,0,1,1,1,1,0,0,0,1,1,1
834,22.003662967154,0.2458566226976745,MA,2023-01-22,1,0,1,0,1,0,1,0,0,1,0,1,0,1
835,18.8442820673006,0.222382486626724,MA,2023-01-23,1,0,1,0,1,1,1,0,0,1,0,1,1,1
836,16.6487966816816,0.195570859770112,MA,2023-01-24,1,0,1,0,1,1,1,1,0,0,0,0,1,0
837,11.0306207381709,0.1951359622708165,MA,2023-01-25,1,0,1,0,1,1,1,1,0,0,0,1,1,1
838,18.5862616883817,0.172898132496156,MA,2023-01-26,1,0,1,0,1,1,1,0,0,0,0,1,1,1
839,14.9771121565921,0.192377597425699,MA,2023-01-27,1,0,1,0,1,1,0,1,0,0,0,1,1,1
840,11.4238580447473,0.1182989560467965,MA,2023-01-28,1,0,1,0,1,1,1,1,0,1,0,0,1,1
841,4.15382100904724,0.200794151221562,MD,2022-12-18,0,0,1,0,1,1,0,1,0,0,0,1,0,0
842,2.30517227486333,0.241338720218326,MD,2022-12-19,1,1,0,1,1,0,0,1,0,0,0,0,0,0
843,2.22383627767463,0.235979744395471,MD,2022-12-20,1,1,0,0,1,1,1,0,0,0,0,1,1,1
844,3.87766724639643,0.258885360602232,MD,2022-12-21,1,1,0,0,1,1,0,0,1,1,0,1,1,0
845,5.35187490439467,0.307797177458815,MD,2022-12-22,1,0,1,0,1,1,1,0,0,0,0,1,0,0
846,4.40681975226974,0.2233032490087195,MD,2022-12-23,0,1,0,0,1,0,0,0,1,0,0,0,0,0
847,2.16925018544724,0.233211197787557,MD,2022-12-24,1,1,1,0,1,1,0,1,0,1,0,1,0,0
848,0.674905357556694,0.3550631212458005,MD,2022-12-25,1,1,1,0,1,1,1,1,0,1,0,1,1,1
849,5.3684885573214,0.201640452710808,MD,2022-12-26,1,0,0,0,1,1,1,0,0,0,0,0,0,0
850,2.04799317140787,0.2358955251651015,MD,2022-12-27,1,1,1,1,0,1,1,0,0,1,0,1,0,0
851,2.14137231026319,0.271692403327649,MD,2022-12-28,1,1,1,1,1,1,0,0,1,0,0,1,1,0
852,6.23873917840441,0.354142652732948,MD,2022-12-29,1,0,1,1,1,1,0,0,0,0,0,0,1,0
853,3.84550178177452,0.512002446693555,MD,2022-12-30,1,0,0,0,1,1,1,1,0,0,0,1,1,1
854,7.03153016506008,0.224546179459885,MD,2022-12-31,0,0,1,0,0,1,0,0,0,0,0,0,0,0
855,2.2836958378739,0.423935033941315,MD,2023-01-01,1,0,1,0,0,1,1,1,0,0,0,0,1,1
856,2.17766948283095,0.3391620975121615,MD,2023-01-02,1,0,1,1,0,0,0,1,0,1,0,0,0,0
857,6.64464981468374,0.333300653795877,MD,2023-01-03,1,0,1,1,0,0,0,0,0,0,0,0,0,0
858,3.57029740412815,0.266700794902541,MD,2023-01-04,1,1,1,1,1,1,0,1,0,0,0,0,1,0
859,7.29430611086579,0.4500932216781285,MD,2023-01-05,1,0,0,0,1,1,0,0,0,0,1,1,1,0
860,19.2980804898314,0.397395771263164,MD,2023-01-06,1,0,0,0,1,1,0,0,0,0,0,0,1,0
861,11.3722638167219,0.422977799476042,MD,2023-01-07,1,0,0,0,1,1,0,1,0,0,0,0,1,0
862,13.7547975907093,0.347318053038281,MD,2023-01-08,1,0,1,0,0,1,1,0,0,1,0,0,1,1
863,23.0055288632878,0.3664661740170815,MD,2023-01-09,1,0,1,0,1,1,0,0,0,0,0,0,0,1
864,13.2586832481222,0.3561720183486675,MD,2023-01-10,1,0,1,0,1,1,1,0,0,1,0,1,0,0
865,4.17640558945126,0.36296861601167,MD,2023-01-11,1,0,1,1,1,1,0,0,0,0,0,1,1,0
866,17.5751015982419,0.4007365828663085,MD,2023-01-12,1,0,0,0,1,0,1,0,0,0,0,0,0,0
867,14.0724873914296,0.3689079475725755,MD,2023-01-13,0,0,1,0,1,1,1,0,0,0,0,1,1,0
868,4.32424540628079,0.3041548149103195,MD,2023-01-14,1,0,1,0,0,1,1,0,0,0,0,0,1,1
869,6.63901825359933,0.3991016242928365,MD,2023-01-15,1,0,0,1,0,1,1,0,0,0,1,0,1,0
870,17.6897528487453,0.332232616261354,MD,2023-01-16,1,0,1,0,0,1,0,0,0,0,0,1,1,0
871,13.9011462142375,0.3383206832815775,MD,2023-01-17,1,0,0,0,1,1,0,0,0,0,0,0,1,0
872,17.186618026293,0.2769262743861865,MD,2023-01-18,1,0,1,0,1,1,1,0,0,0,0,0,1,0
873,0.332793707457933,0.251763941020248,MD,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
874,7.30716000285462,0.26813025094281,MD,2023-01-20,1,0,1,0,1,1,1,1,0,0,0,1,1,0
875,5.33893676121687,0.311869226695828,MD,2023-01-21,1,0,0,0,1,0,1,1,0,1,0,0,0,0
876,9.49647752962523,0.247279111973279,MD,2023-01-22,1,0,1,0,1,1,0,1,0,1,0,1,0,0
877,23.1757502854847,0.2272793781080805,MD,2023-01-23,1,0,1,0,1,1,1,0,0,1,0,1,1,0
878,16.6837340599481,0.2224112975210395,MD,2023-01-24,1,0,1,0,1,0,1,1,0,1,0,0,0,0
879,6.26120736489975,0.259141628822079,MD,2023-01-25,1,0,0,0,1,1,1,1,0,0,0,0,1,0
880,11.5756694034064,0.197608517375473,MD,2023-01-26,1,0,1,0,1,1,1,1,0,0,0,0,1,1
881,17.2613907434857,0.1654770533642455,MD,2023-01-27,1,0,1,0,1,1,1,0,0,0,0,0,1,1
882,5.55813176217519,0.2157488123160125,MD,2023-01-28,0,0,1,0,1,1,0,0,0,1,0,0,1,0
883,NA,NA,ME,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,3.34005464798412,0.3058012771937045,ME,2022-12-19,1,0,1,1,0,0,0,0,0,0,1,0,0,0
885,10.3277459496392,0.4328144590446445,ME,2022-12-20,1,0,1,0,1,1,0,0,0,0,0,1,0,0
886,0.785539178763566,0.264127266776212,ME,2022-12-21,1,1,1,1,1,1,1,0,1,1,1,0,0,0
887,0.925151614062064,0.65334471312017,ME,2022-12-22,1,1,1,1,1,1,0,1,0,1,1,1,1,0
888,NA,NA,ME,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,1.39314221940576,0.319355723370965,ME,2022-12-26,1,1,1,1,1,1,1,0,0,0,1,1,1,0
892,5.26995177373577,0.3747739339239875,ME,2022-12-27,1,0,0,0,1,1,1,1,0,1,0,1,1,0
893,0.925488754511685,0.1285885405705745,ME,2022-12-28,1,1,1,1,1,1,1,0,0,1,0,1,1,0
894,4.96527611164863,0.433552540513732,ME,2022-12-29,1,0,1,0,1,0,1,1,0,0,0,1,0,0
895,NA,NA,ME,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,1.91313440072773,0.2971262487411575,ME,2023-01-02,1,1,1,1,1,1,0,0,0,0,0,0,1,0
899,0.68137816340558,0.294276275630185,ME,2023-01-03,1,1,1,1,1,1,0,1,0,1,1,1,1,0
900,0.351514530997618,0.0821692302903655,ME,2023-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
901,1.52629234293599,0.514705083471615,ME,2023-01-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
902,0.980847784763244,0.69407565765675,ME,2023-01-06,1,1,1,1,1,1,0,1,1,1,0,1,1,0
903,NA,NA,ME,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,0.798426879054208,0.109600676775567,ME,2023-01-08,1,0,1,1,1,1,1,1,0,1,0,1,1,0
905,NA,NA,ME,2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,0.5151549237025,0.365472207442705,ME,2023-01-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
910,NA,NA,ME,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,0.215334273897037,0.257319743854449,ME,2023-01-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
912,2.70748017927106,0.3475717357430175,ME,2023-01-16,1,0,1,0,1,0,0,1,0,1,0,1,0,1
913,5.48907715354188,0.3086879234087645,ME,2023-01-17,1,0,1,0,1,1,1,0,0,0,0,1,1,0
914,7.47403425329527,0.313544417313139,ME,2023-01-18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
915,NA,NA,ME,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,0.202722771968281,0.252718908550289,ME,2023-01-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
918,0.71089800678703,0.200967327097632,ME,2023-01-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1
919,0.598511919410724,0.242056376344727,ME,2023-01-23,1,1,1,1,1,1,1,1,0,1,0,1,1,1
920,2.52757392089515,0.2404378639512495,ME,2023-01-24,1,0,1,0,1,1,0,1,0,1,0,1,1,0
921,2.83089520688493,0.249050494097128,ME,2023-01-25,0,0,1,0,1,1,1,0,0,0,0,0,1,1
922,1.8641341993124,0.2315552877934085,ME,2023-01-26,1,0,1,1,1,1,0,1,0,1,1,1,1,0
923,1.79903671349156,0.388019545129354,ME,2023-01-27,0,1,1,0,1,1,0,0,0,1,0,1,1,0
924,0.631288642399247,0.4325519535803695,ME,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
925,4.43768747801791,0.2297994402604885,MI,2022-12-18,1,1,0,0,1,1,0,0,0,0,0,1,0,0
926,27.5319553793507,0.3410401150973415,MI,2022-12-19,0,0,0,0,1,1,0,0,0,0,0,1,0,0
927,14.3271759439044,0.396627092587088,MI,2022-12-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0
928,11.301934167637,0.346940966445378,MI,2022-12-21,0,0,1,1,1,1,0,1,0,0,0,1,0,0
929,5.65839157479076,0.2765783504775515,MI,2022-12-22,1,0,1,0,1,1,0,0,0,0,0,1,1,0
930,3.62217858624527,0.3635874293662845,MI,2022-12-23,1,0,1,1,0,1,0,0,0,0,1,0,0,0
931,2.9748590095867,0.296343348930221,MI,2022-12-24,1,0,1,0,1,0,0,0,0,1,0,1,0,0
932,5.29182157055918,0.361819347611555,MI,2022-12-25,1,0,1,0,1,1,0,1,0,1,0,1,0,0
933,11.0873364426048,0.251268288226303,MI,2022-12-26,0,1,1,0,0,1,0,0,1,0,0,0,1,0
934,15.7303674515137,0.3400184642723285,MI,2022-12-27,1,0,0,0,1,1,0,0,0,0,0,1,0,0
935,7.72126065449429,0.325484555821225,MI,2022-12-28,1,0,1,1,1,1,0,0,0,1,0,1,1,0
936,4.87463050628869,0.2729929553409465,MI,2022-12-29,1,1,1,0,1,0,0,1,0,1,0,1,0,0
937,11.1967233941898,0.376099461017708,MI,2022-12-30,0,0,0,0,1,0,0,0,0,0,0,1,0,0
938,2.94792244057897,0.2622396968601965,MI,2022-12-31,1,1,1,0,1,1,0,0,1,1,0,0,1,0
939,0.974862013803781,0.181523443918411,MI,2023-01-01,1,1,1,1,1,1,1,1,0,0,0,1,0,0
940,7.07459988714029,0.2403192325913305,MI,2023-01-02,1,1,0,0,1,0,0,1,0,0,0,0,0,0
941,12.105060007806,0.2941579574643845,MI,2023-01-03,1,1,1,0,1,1,0,1,0,0,0,1,0,0
942,4.34051207760977,0.272654777657294,MI,2023-01-04,0,1,1,0,1,0,0,0,1,0,0,1,0,0
943,6.99948205565173,0.2716566081649925,MI,2023-01-05,1,1,1,0,1,0,0,0,0,0,0,1,0,0
944,4.82339598423885,0.2881889109501555,MI,2023-01-06,1,1,1,0,1,1,0,1,0,1,0,1,0,0
945,5.70864364717582,0.330896873733157,MI,2023-01-07,0,1,1,0,1,1,0,0,0,0,1,0,1,0
946,4.76967182577112,0.316511498034393,MI,2023-01-08,1,1,1,0,0,0,0,0,1,0,0,0,0,0
947,7.80117426171924,0.3265647134896575,MI,2023-01-09,0,1,1,0,1,1,0,0,0,0,0,1,1,0
948,6.77631064261055,0.323980067459757,MI,2023-01-10,0,1,1,0,1,0,0,0,0,0,0,0,0,0
949,7.53722308427371,0.3591961829005095,MI,2023-01-11,0,1,1,0,1,1,0,0,0,0,0,0,1,0
950,3.69392567742518,0.316263836195659,MI,2023-01-12,1,1,1,0,1,1,0,1,0,0,1,0,1,0
951,6.10171829992332,0.281370798170684,MI,2023-01-13,1,0,1,0,1,0,0,0,1,1,0,1,0,0
952,3.66928920941212,0.4144639404304655,MI,2023-01-14,0,0,1,0,1,1,0,1,0,1,0,1,1,0
953,6.53516084273253,0.252396999076316,MI,2023-01-15,0,0,1,0,1,1,1,1,0,1,0,1,1,1
954,6.3085973068473304,0.349481769635128,MI,2023-01-16,0,1,1,0,1,1,0,0,0,1,0,0,1,0
955,4.98824043613363,0.367206481327554,MI,2023-01-17,1,1,1,0,1,0,0,0,1,0,0,0,0,0
956,9.91677374656279,0.415408399952653,MI,2023-01-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0
957,4.4984447629115,0.2968280345120255,MI,2023-01-19,1,0,1,0,1,1,0,0,0,1,0,0,1,0
958,11.0949958739024,0.3720581461759265,MI,2023-01-20,1,0,1,0,0,0,0,0,0,0,0,0,0,0
959,8.20007506519365,0.3490839083541965,MI,2023-01-21,1,0,1,0,1,1,0,1,0,1,0,1,1,0
960,12.3583890147373,0.3753408485997225,MI,2023-01-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
961,21.2232141062516,0.3361015344431595,MI,2023-01-23,1,0,1,0,0,0,0,1,0,0,0,0,0,0
962,18.3256795945656,0.3187267750158035,MI,2023-01-24,1,0,1,0,1,1,0,1,0,0,0,1,1,0
963,12.6813620931498,0.313514728966259,MI,2023-01-25,1,0,1,0,1,1,1,1,0,1,0,1,1,1
964,10.471185245883,0.3812480382710295,MI,2023-01-26,0,0,1,0,1,0,0,0,0,1,0,0,0,1
965,16.778166658433,0.381496791758882,MI,2023-01-27,1,0,0,0,1,0,0,0,0,0,0,1,0,0
966,8.11944427728373,0.378261538617044,MI,2023-01-28,1,0,1,0,1,0,0,1,0,1,0,0,0,0
967,3.60226429486797,0.288014852534962,MN,2022-12-18,1,0,0,0,0,1,0,0,0,0,0,0,1,0
968,6.45126822407047,0.250310042877804,MN,2022-12-19,0,1,0,0,1,1,0,1,0,0,0,1,0,0
969,1.6889969547169,0.232918724699793,MN,2022-12-20,1,1,1,0,1,1,1,0,0,1,0,0,1,1
970,1.62731147980584,0.2185918323188275,MN,2022-12-21,0,1,1,0,1,1,1,0,0,0,0,0,1,0
971,2.78313192220606,0.267439790700127,MN,2022-12-22,1,1,1,1,1,1,0,1,0,1,0,1,1,0
