...1,es_score,brier_score,location,target_date,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22B_50_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI,X22B_95_CI
788,0.43185070506779,0.144289315286912,LA,2022-11-30,1,1,1,1,1,1,1,1,1,1,1,1
789,1.01074588201395,0.314962172649199,LA,2022-12-01,1,1,1,1,0,1,1,1,0,0,0,0
790,0.725529732189066,0.219117148560229,LA,2022-12-02,1,1,1,0,1,1,1,1,1,0,1,0
791,0.0535759109555932,0.0355703268048042,LA,2022-12-03,1,1,1,1,1,1,1,1,1,1,1,1
792,NA,NA,LA,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,1.84713599286289,0.414149545599412,LA,2022-12-05,1,0,0,1,1,1,1,0,0,1,1,1
794,0.0399045104699041,0.0272060605323659,LA,2022-12-06,1,1,1,1,1,1,1,1,1,1,1,1
795,1.02930989413133,0.430098096854404,LA,2022-12-07,1,1,1,1,0,1,1,1,0,1,0,1
796,0.22382758146707,0.02298564414256955,LA,2022-12-08,1,1,1,1,1,1,1,1,0,1,1,0
797,1.32923977830817,0.4054190209261325,LA,2022-12-09,1,0,0,1,1,1,1,0,0,1,1,0
798,1.20113259066304,0.85029078998187,LA,2022-12-10,1,1,0,1,0,1,1,1,0,1,0,1
799,5.66923033060031,0.364482524376038,MA,2022-10-30,0,1,0,1,1,0,0,0,0,1,1,0
800,8.53718620205596,0.333087897210965,MA,2022-10-31,0,0,0,0,1,0,0,0,0,0,1,0
801,5.44038288179398,0.320281240355233,MA,2022-11-01,1,1,1,0,0,0,0,1,0,0,0,0
802,3.05254138562773,0.2875146331234115,MA,2022-11-02,1,0,1,1,0,1,0,0,0,1,0,0
803,9.855208395584,0.3182033230078475,MA,2022-11-03,0,0,0,0,0,0,0,0,0,0,0,0
804,4.40015741036553,0.248369082696487,MA,2022-11-04,0,1,1,1,0,0,0,1,0,0,0,0
805,1.2162690795853,0.300106271418243,MA,2022-11-05,1,0,1,1,1,1,0,0,0,1,1,1
806,3.17100553864056,0.3220492656490445,MA,2022-11-06,0,1,1,1,0,0,0,0,0,0,0,0
807,2.62768783624841,0.284185567911273,MA,2022-11-07,1,1,1,1,0,0,0,0,0,1,0,0
808,2.91493879023523,0.2907474383590175,MA,2022-11-08,1,1,0,1,0,0,0,1,0,1,0,0
809,4.53749732618069,0.308487008414438,MA,2022-11-09,1,1,0,1,0,0,0,0,0,0,0,0
810,2.81842945310912,0.2928314601731575,MA,2022-11-10,1,0,0,0,1,1,0,0,0,1,1,1
811,2.03051297639222,0.2945253156782645,MA,2022-11-11,1,1,1,1,1,1,0,0,0,0,1,0
812,1.73374324616833,0.3022870869873825,MA,2022-11-12,0,1,1,1,1,1,1,1,0,0,1,0
813,4.9384333453306,0.3966738092375415,MA,2022-11-13,0,1,0,0,1,0,0,0,0,0,1,0
814,4.57976386440479,0.3410930672998515,MA,2022-11-14,0,1,0,1,0,1,0,0,0,0,0,0
815,1.75497409374539,0.3414204105895045,MA,2022-11-15,1,1,0,1,1,0,1,1,0,1,1,0
816,NA,NA,MA,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,0.541493788627919,0.3807713125284175,MA,2022-11-17,1,1,1,1,1,1,1,1,0,1,1,0
818,0.295692565629181,0.228160310905472,MA,2022-11-18,1,1,1,1,1,1,1,1,1,1,1,1
819,5.70954934682798,0.221976807324081,MA,2022-11-19,1,1,0,1,0,0,1,0,0,0,0,1
820,2.69799429575327,0.271758137849727,MA,2022-11-20,1,1,1,1,1,0,0,0,0,0,1,0
821,9.44963373268366,0.3506674462967015,MA,2022-11-21,0,1,0,1,0,1,0,0,1,1,0,0
822,4.65286256221314,0.2832275903895065,MA,2022-11-22,1,1,0,1,0,0,1,1,0,0,0,0
823,6.12199995335263,0.436484079459924,MA,2022-11-23,0,0,0,1,0,0,0,1,0,1,0,0
824,NA,NA,MA,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,3.87436108367271,0.3198419853097335,MA,2022-11-25,1,0,0,1,0,1,0,0,0,0,0,0
826,10.2960484598634,0.3858533971245855,MA,2022-11-26,0,1,0,1,0,0,0,0,0,0,0,0
827,8.43313531050585,0.310699644765387,MA,2022-11-27,0,1,0,1,0,1,0,1,0,0,0,0
828,24.573267703193,0.338585490054932,MA,2022-11-28,0,0,0,1,0,0,0,0,0,0,0,0
829,18.5548060905184,0.3202404444329575,MA,2022-11-29,1,1,0,1,0,0,0,0,0,0,0,0
830,24.3421218041749,0.3652722885612985,MA,2022-11-30,0,0,0,1,0,0,0,0,0,0,0,0
831,25.770315424003,0.3690910007010595,MA,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0
832,19.175190649447998,0.369589500266259,MA,2022-12-02,0,0,0,1,0,0,0,0,0,0,0,0
833,7.0540679864045,0.2937278949570285,MA,2022-12-03,0,0,0,1,0,0,0,0,0,1,0,0
834,12.3575619966664,0.347559992293103,MA,2022-12-04,0,0,0,0,0,0,0,0,0,0,0,0
835,34.8110195401141,0.3935692866468125,MA,2022-12-05,1,1,0,0,0,0,0,0,0,0,0,0
836,35.9119498424446,0.3998408458763645,MA,2022-12-06,0,1,0,0,0,1,0,1,0,0,0,0
837,29.1721733512565,0.3602094970648355,MA,2022-12-07,0,1,0,0,0,1,0,0,0,0,0,0
838,24.4071991556725,0.3603201432399005,MA,2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0
839,28.2793405409955,0.3758830000195175,MA,2022-12-09,0,0,0,0,0,0,1,0,0,1,0,0
840,30.6986369920701,0.507940834888545,MA,2022-12-10,1,0,0,1,0,0,0,0,0,0,0,0
841,2.78766336268136,0.320312586112767,MD,2022-10-30,0,1,1,1,1,0,0,1,0,1,1,0
842,2.90120809231423,0.3057968895823365,MD,2022-10-31,1,1,0,1,1,0,0,0,0,1,1,0
843,9.34006291398212,0.3658934195589365,MD,2022-11-01,0,0,0,1,1,0,0,0,0,0,1,0
844,2.40506663336145,0.311798778734505,MD,2022-11-02,1,1,0,1,0,0,0,1,0,0,0,0
845,4.87676289547352,0.3170419238971215,MD,2022-11-03,0,1,0,1,1,0,0,0,0,0,1,0
846,2.1493500574127,0.2843167205068885,MD,2022-11-04,1,1,1,1,1,1,0,1,0,0,1,0
847,4.21675130212375,0.294538113240057,MD,2022-11-05,0,1,0,1,1,0,0,0,0,1,1,0
848,3.20766566013815,0.2954327560755985,MD,2022-11-06,0,1,0,1,1,0,1,0,0,0,1,0
849,3.37663369164364,0.3143231998535825,MD,2022-11-07,1,0,1,1,0,0,0,0,0,0,0,0
850,3.39721788262675,0.3344486139908735,MD,2022-11-08,1,0,0,1,1,0,0,0,0,1,1,0
851,2.022366431599,0.3248810979409195,MD,2022-11-09,0,1,0,1,1,1,0,0,0,0,1,0
852,2.61019075434004,0.273078105908895,MD,2022-11-10,1,1,0,1,1,1,0,1,0,1,1,0
853,1.11603838605708,0.37103487228587,MD,2022-11-11,1,1,1,1,1,1,1,0,0,1,1,0
854,2.19133678736753,0.340601787569796,MD,2022-11-12,0,1,1,1,1,0,0,1,0,1,1,0
855,2.68665246022975,0.2705338306439425,MD,2022-11-13,1,1,0,1,1,0,0,0,0,1,1,0
856,1.75257082683941,0.263994208186277,MD,2022-11-14,1,1,1,1,1,1,0,0,0,1,1,0
857,1.27758470555627,0.3020200372532775,MD,2022-11-15,1,0,1,1,1,1,0,1,0,1,1,0
858,1.6470752153434,0.265368733877003,MD,2022-11-16,1,1,1,1,1,1,1,0,0,1,1,0
859,1.48572389212308,0.2250303108248495,MD,2022-11-17,1,1,0,1,1,1,0,1,0,0,1,1
860,5.78498892908324,0.2261978665562125,MD,2022-11-18,0,1,0,0,0,0,0,0,0,0,0,0
861,2.15227257607385,0.3114639880310275,MD,2022-11-19,1,0,1,1,0,1,1,0,0,1,0,0
862,2.14511277757349,0.3065583487755205,MD,2022-11-20,1,1,1,0,0,1,1,0,0,0,0,0
863,1.92744386087532,0.251742257447061,MD,2022-11-21,0,1,1,1,0,1,0,0,0,0,0,0
864,1.87590092588412,0.2497462362491705,MD,2022-11-22,1,0,1,1,1,1,0,0,0,1,1,0
865,1.64967215366283,0.2288260042483255,MD,2022-11-23,0,1,1,1,1,1,0,1,0,0,1,0
866,0.842380551093196,0.351424979498104,MD,2022-11-24,1,0,1,1,1,1,1,0,0,1,1,0
867,1.9274876486043,0.2359119464128505,MD,2022-11-25,1,1,1,0,1,1,0,0,0,0,1,1
868,2.24927578940614,0.261031927731297,MD,2022-11-26,1,1,1,1,0,1,0,0,0,1,0,0
869,2.04265511246383,0.2252267636810415,MD,2022-11-27,1,1,1,1,0,1,0,0,0,0,0,0
870,2.17476522700798,0.1469129274270015,MD,2022-11-28,1,1,0,1,0,1,1,1,0,1,0,0
871,0.874194297005288,0.1453446932795785,MD,2022-11-29,1,1,1,1,1,1,0,1,0,0,1,1
872,3.58067204556635,0.3244762426977525,MD,2022-11-30,1,0,0,1,0,0,1,0,0,1,0,1
873,4.95964876670111,0.4383457375673985,MD,2022-12-01,1,0,0,1,1,0,1,0,0,1,1,1
874,1.10442066679322,0.2182325401827525,MD,2022-12-02,1,1,1,0,1,1,0,1,0,0,1,0
875,6.67451771016646,0.258374582442688,MD,2022-12-03,1,0,0,1,1,0,0,0,0,0,1,0
876,3.11154273010187,0.1996013949197385,MD,2022-12-04,1,1,1,0,0,0,1,0,1,0,0,0
877,4.84862124142336,0.1856597131084865,MD,2022-12-05,1,1,1,0,1,0,0,0,0,0,1,0
878,6.25165900560757,0.2866792833074355,MD,2022-12-06,1,1,0,1,0,0,1,0,0,1,0,0
879,8.78222299732977,0.2759546698527015,MD,2022-12-07,1,1,0,1,1,0,0,0,0,0,1,0
880,2.94581573247631,0.2875963611019105,MD,2022-12-08,1,1,0,1,0,0,1,0,0,1,0,1
881,4.50865639022469,0.162373083863257,MD,2022-12-09,1,0,1,0,0,0,1,0,0,0,0,0
882,2.14295180366276,0.1707809204538145,MD,2022-12-10,0,1,1,0,1,1,0,0,0,0,1,0
883,NA,NA,ME,2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,3.71029649352495,0.1287121654841305,ME,2022-11-01,1,1,0,1,1,0,0,1,0,1,1,0
886,1.42355795087295,0.1782028872637665,ME,2022-11-02,1,1,1,1,1,0,0,1,0,1,1,0
887,NA,NA,ME,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,0.908084474634701,0.641073888936965,ME,2022-11-06,0,1,1,1,1,1,0,1,1,1,1,0
891,0.673330774698703,0.2312406749309575,ME,2022-11-07,1,1,1,1,1,1,1,1,0,1,1,0
892,NA,NA,ME,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,0.819201239055489,0.233953448869336,ME,2022-11-09,1,1,1,1,1,0,1,1,0,1,1,0
894,0.339895509840578,0.250409859785276,ME,2022-11-10,1,1,1,1,1,1,1,1,0,1,1,0
895,0.370155083880785,0.267516505682132,ME,2022-11-11,1,1,1,1,1,1,1,1,0,1,1,0
896,NA,NA,ME,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2022-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,0.511292437757295,0.360954874685711,ME,2022-11-16,1,1,1,1,1,1,1,1,0,1,1,0
901,NA,NA,ME,2022-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,0.177335903502134,0.119312331176293,ME,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,1
905,0.635328046439754,0.4613139267296185,ME,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,0
906,0.67885104865342,0.481382312108709,ME,2022-11-22,1,1,1,1,1,1,1,1,0,1,1,0
907,NA,NA,ME,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,1.94820605810379,0.380268457861357,ME,2022-11-28,1,1,0,1,1,0,1,1,1,0,1,0
913,2.69665721300176,0.3070477179752405,ME,2022-11-29,1,1,0,1,1,0,1,0,0,1,1,0
914,1.53986153506928,0.297084183803956,ME,2022-11-30,1,1,1,1,1,0,1,0,1,0,1,0
915,2.86352917312756,0.3880129845600625,ME,2022-12-01,1,1,0,1,1,0,1,1,0,1,1,0
916,0.62915277554272,0.350879483442461,ME,2022-12-02,1,1,1,1,1,1,1,1,1,1,1,1
917,0.902010356450988,0.2296947941352975,ME,2022-12-03,1,1,1,1,0,1,1,1,1,1,0,0
918,2.79400305251016,0.8093965698298,ME,2022-12-04,1,0,0,1,0,1,1,0,0,1,0,0
919,NA,NA,ME,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,1.5302837177995,0.4259696669977355,ME,2022-12-08,1,0,0,1,0,1,1,0,1,0,0,1
923,1.06645064087037,0.75602303181875,ME,2022-12-09,1,1,0,1,1,0,1,1,0,1,1,0
924,NA,NA,ME,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,3.87605883099902,0.205324824899811,MI,2022-10-30,1,1,0,1,1,0,1,0,0,1,1,0
926,3.24988395264675,0.2500666509458225,MI,2022-10-31,1,1,1,1,0,0,0,1,0,1,0,0
927,7.04689991067928,0.273232557625735,MI,2022-11-01,0,0,0,1,1,0,0,0,0,1,1,0
928,3.63756696811002,0.263203843297512,MI,2022-11-02,1,1,0,1,0,0,0,1,0,1,0,0
929,3.17198580390921,0.2407535442981755,MI,2022-11-03,0,0,1,1,1,0,0,0,0,1,1,0
930,3.63276276403952,0.277481357098336,MI,2022-11-04,1,1,0,1,0,0,0,1,0,1,0,1
931,6.37287774822003,0.2628380866171755,MI,2022-11-05,1,1,0,1,1,0,0,1,0,0,1,0
932,6.07202936848463,0.299575772048959,MI,2022-11-06,1,1,0,1,0,0,0,0,0,0,0,0
933,6.92990052796195,0.2821919622593005,MI,2022-11-07,1,0,0,0,1,0,0,0,0,0,1,0
934,9.83891982967869,0.3188553314114075,MI,2022-11-08,0,1,0,1,0,0,0,0,0,1,0,0
935,2.5538120905697,0.280257936664819,MI,2022-11-09,1,0,1,1,1,0,0,0,1,0,1,0
936,10.3238249145244,0.298595183371027,MI,2022-11-10,1,1,0,1,0,0,0,0,0,0,0,0
937,8.60448864155397,0.2930978486756075,MI,2022-11-11,1,1,0,1,1,0,0,1,0,0,1,0
938,11.5243282055404,0.328620572429258,MI,2022-11-12,0,1,0,1,1,0,0,1,0,1,1,0
939,6.74786705437465,0.3057327026230345,MI,2022-11-13,1,1,0,1,1,0,0,1,0,0,1,0
940,16.5876185909718,0.3292393474254225,MI,2022-11-14,0,1,0,0,0,0,0,1,0,0,0,0
941,7.03589781567093,0.3135242284551495,MI,2022-11-15,1,1,0,0,0,0,0,0,0,0,0,0
942,14.6831165110966,0.353423562423346,MI,2022-11-16,0,1,0,0,0,0,0,0,0,1,0,0
943,6.69390134983274,0.2930704629557795,MI,2022-11-17,1,1,0,0,0,0,0,0,0,0,0,0
944,12.4389951396456,0.316377803256502,MI,2022-11-18,1,1,0,1,1,0,1,0,0,1,1,0
945,4.72739069760639,0.359296164811473,MI,2022-11-19,0,1,0,1,1,0,0,0,0,1,1,0
946,12.0896153051689,0.338644049700402,MI,2022-11-20,0,1,0,0,0,0,0,0,0,0,0,0
947,14.0947903338944,0.363237417247117,MI,2022-11-21,1,1,0,1,0,0,0,0,0,0,0,0
948,21.1921490670116,0.351154229630806,MI,2022-11-22,1,1,0,0,0,0,0,0,0,0,0,0
949,6.97649828255247,0.2856894281562845,MI,2022-11-23,0,1,0,0,0,0,1,1,0,0,0,0
950,0.461473297715469,0.17054224259228,MI,2022-11-24,1,1,1,1,1,1,1,0,1,1,1,0
951,28.6861318872138,0.3759514555975705,MI,2022-11-25,1,0,0,0,0,0,1,0,0,0,0,0
952,7.53616075051811,0.3055340702056425,MI,2022-11-26,1,1,0,1,1,0,1,0,0,1,1,0
953,14.3605845846243,0.3113990570366565,MI,2022-11-27,1,0,0,0,0,0,0,1,0,0,0,0
954,20.4510773614476,0.300608778049175,MI,2022-11-28,1,0,0,0,1,0,0,0,0,0,1,0
955,6.88235742592942,0.410731240270939,MI,2022-11-29,0,0,0,1,0,0,1,0,0,0,0,0
956,9.0514668782902,0.3156620930546475,MI,2022-11-30,0,0,0,0,1,0,1,0,0,1,1,0
957,11.3386590975821,0.2698571609900585,MI,2022-12-01,1,1,0,0,0,0,0,0,0,0,0,0
958,19.4119380858468,0.3343547622433395,MI,2022-12-02,1,1,0,0,1,0,0,0,0,0,1,0
959,18.7953884948169,0.515853515445865,MI,2022-12-03,1,1,0,1,1,0,0,0,0,0,1,0
960,16.7014154024429,0.364890890064484,MI,2022-12-04,1,1,0,0,1,0,0,1,0,0,1,0
961,8.5550010047561,0.3508924270765085,MI,2022-12-05,0,0,0,0,0,0,0,1,0,0,0,0
962,22.2445631774983,0.3307492229892725,MI,2022-12-06,0,0,0,0,1,0,0,1,0,0,1,0
963,30.3292267617808,0.3986860875265275,MI,2022-12-07,0,0,0,0,0,0,0,0,0,0,0,0
964,22.7130678773908,0.3590470032130465,MI,2022-12-08,0,1,0,0,0,0,1,1,0,0,0,0
965,21.2653551025733,0.3369023995678955,MI,2022-12-09,0,1,0,0,0,0,0,0,0,0,0,0
966,20.7837393104407,0.35101904410423,MI,2022-12-10,1,0,0,0,1,0,0,0,0,0,1,0
967,4.77103908537795,0.189377386150633,MN,2022-10-30,1,1,0,1,1,0,0,1,0,0,1,1
968,4.49120120168322,0.232754605937325,MN,2022-10-31,0,1,1,1,1,0,1,0,0,1,1,0
969,8.94832822022339,0.3258720353408995,MN,2022-11-01,1,1,0,0,1,1,0,0,0,0,1,0
970,3.03157919492345,0.2705250502136075,MN,2022-11-02,1,0,0,1,0,0,0,0,0,0,0,0
971,12.7983261814849,0.2506807685567965,MN,2022-11-03,1,1,0,0,1,0,1,0,0,0,1,0
972,9.09143407798896,0.2554498379518175,MN,2022-11-04,0,0,0,1,0,0,1,0,0,0,0,0
973,4.00228252353207,0.2673917658710365,MN,2022-11-05,1,0,0,1,1,0,0,0,0,0,1,0
974,1.24336280618708,0.2860880292795475,MN,2022-11-06,1,1,1,1,1,1,0,1,1,1,1,0
975,7.88181801914302,0.269327992953774,MN,2022-11-07,0,1,0,1,1,0,0,1,0,1,1,0
976,8.75605115008118,0.2788952646278585,MN,2022-11-08,1,1,0,1,1,0,0,0,0,0,1,0
977,4.35067961208374,0.282785284634359,MN,2022-11-09,1,0,0,1,1,0,0,1,0,0,1,0
978,10.525619663726,0.3228830071318365,MN,2022-11-10,0,1,0,1,1,0,0,0,0,0,1,0
979,10.9400356484143,0.2867724837369865,MN,2022-11-11,0,0,0,0,1,0,0,0,0,0,1,0
980,14.7986622263301,0.2707213700344585,MN,2022-11-12,0,0,0,1,1,0,0,0,0,0,1,0
981,8.83994325530468,0.308463948745333,MN,2022-11-13,0,0,0,1,1,0,0,0,0,0,1,0
982,11.968809474667,0.312439902694392,MN,2022-11-14,1,0,0,1,0,0,0,0,0,0,0,0
983,3.25418857798724,0.310723097773286,MN,2022-11-15,1,1,0,1,0,0,0,0,0,0,0,0
984,9.20976164643758,0.31669051235796,MN,2022-11-16,0,1,0,1,1,0,0,0,0,0,1,0
985,3.54320133745143,0.304386037193188,MN,2022-11-17,1,1,0,0,0,0,1,1,0,0,0,1
986,8.29999595165003,0.322043657210373,MN,2022-11-18,1,1,0,1,1,0,1,1,0,1,1,0
987,1.98971774128976,0.279232609852608,MN,2022-11-19,1,1,1,1,0,0,1,1,0,0,0,0
988,4.7590070462606,0.3078326545280365,MN,2022-11-20,1,1,0,1,1,0,1,1,0,0,1,0
989,2.79036468050635,0.288045181214623,MN,2022-11-21,1,1,0,0,0,0,0,1,0,0,0,0
990,19.0928685620422,0.3581711668744975,MN,2022-11-22,1,1,0,0,0,0,1,0,0,0,0,0
991,4.35019137973341,0.2720564143438845,MN,2022-11-23,1,0,0,1,0,0,0,0,0,0,0,0
992,1.24800179076231,0.303407882744051,MN,2022-11-24,1,1,1,1,0,1,1,1,0,0,0,0
993,15.1109559555586,0.349357985006788,MN,2022-11-25,1,0,0,1,0,0,1,0,0,1,0,0
994,7.20339635748749,0.3213853273780745,MN,2022-11-26,1,1,0,1,0,0,1,0,0,0,0,0
995,9.41535638599678,0.2991215949376595,MN,2022-11-27,1,1,0,1,1,0,0,1,0,1,1,0
996,11.9227660411269,0.2977380321905335,MN,2022-11-28,1,1,0,0,1,0,0,0,0,0,1,0
997,5.47726550799761,0.2857997335011915,MN,2022-11-29,1,1,0,0,0,0,1,0,0,0,0,0
998,15.4666523530525,0.473340560945955,MN,2022-11-30,0,0,0,1,1,0,0,0,0,0,1,0
999,18.4628558048587,0.39529168159259,MN,2022-12-01,1,1,0,1,0,0,0,0,0,0,0,0
1000,13.0332156167,0.315395464779958,MN,2022-12-02,1,1,0,0,0,0,1,1,0,0,0,0
1001,8.82622483670515,0.318583253302703,MN,2022-12-03,1,1,0,1,1,0,1,1,0,0,1,0
1002,13.3343477755154,0.392732684596592,MN,2022-12-04,1,1,0,1,0,0,0,0,0,0,0,0
1003,17.1487448032249,0.3697291165913025,MN,2022-12-05,1,1,0,1,1,0,1,0,0,0,1,0
1004,14.4215754128477,0.3882513329891915,MN,2022-12-06,1,1,0,1,0,0,1,0,0,0,0,0
1005,10.4527365697008,0.3612265838379235,MN,2022-12-07,1,1,0,0,0,0,0,0,0,0,0,0
1006,8.19909587825898,0.3319704344919175,MN,2022-12-08,1,1,0,0,0,0,1,1,0,0,0,0
1007,4.73600393656529,0.253889917811079,MN,2022-12-09,1,0,0,0,1,0,0,0,0,0,1,0
1008,7.19925748232184,0.2959427060768895,MN,2022-12-10,1,0,0,1,1,0,1,0,0,0,1,0
1009,1.97172165968061,0.2238361661110825,MO,2022-10-30,1,1,0,1,1,0,1,0,0,1,1,0
1010,0.635346289110236,0.185329704730201,MO,2022-10-31,1,1,1,1,1,1,1,1,0,1,1,0
1011,4.08780779966229,0.2143640569567255,MO,2022-11-01,1,1,0,1,0,0,1,0,0,1,0,0
1012,4.40696978907935,0.139224481043671,MO,2022-11-02,1,1,0,1,1,0,0,1,0,1,1,0
1013,2.29799328399036,0.2706704473572595,MO,2022-11-03,1,1,0,1,0,0,0,1,0,1,0,0
1014,4.3322790770201,0.2603748353116635,MO,2022-11-04,0,1,0,1,1,0,0,0,0,1,1,0
1015,0.738709149327177,0.2825174267898535,MO,2022-11-05,1,1,1,1,1,1,0,0,0,1,1,0
1016,2.70616065348304,0.2153141951439945,MO,2022-11-06,1,1,0,1,1,0,0,1,0,1,1,0
1017,6.90268046995115,0.293287654436829,MO,2022-11-07,1,0,0,1,0,0,0,0,0,1,0,0
1018,6.08820273193508,0.360411301451208,MO,2022-11-08,0,1,0,1,1,1,0,0,0,1,1,0
1019,4.13672451701123,0.358619839548006,MO,2022-11-09,0,1,0,1,1,1,0,1,0,1,1,0
1020,1.56442354714942,0.280716076493623,MO,2022-11-10,1,1,1,1,1,1,0,0,0,0,1,0
1021,3.95109601772952,0.324025707534363,MO,2022-11-11,1,0,0,1,1,0,1,0,0,0,1,1
1022,0.220666564196646,0.2562154861629965,MO,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
1023,1.01907882425484,0.3034888837903855,MO,2022-11-13,1,1,1,1,1,0,1,1,0,1,1,0
1024,0.947192389530229,0.268093239206369,MO,2022-11-14,1,1,1,1,1,1,1,0,0,1,1,0
1025,1.90052577310999,0.328298794021767,MO,2022-11-15,0,0,1,1,1,1,0,0,0,1,1,0
1026,9.36614454477023,0.3638248618393045,MO,2022-11-16,0,1,0,1,1,0,0,0,0,0,1,0
1027,4.88869644144125,0.367081894214522,MO,2022-11-17,0,1,0,1,1,0,0,1,0,0,1,0
1028,1.05653747767904,0.330079602592906,MO,2022-11-18,0,1,1,1,1,1,0,1,0,1,1,0
1029,2.753537349065,0.381429322840213,MO,2022-11-19,1,1,0,1,1,0,1,0,0,1,1,0
1030,0.320688426685311,0.2802273493315845,MO,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,1
1031,0.763788933779769,0.298522250747563,MO,2022-11-21,0,1,1,1,1,1,0,1,0,1,1,1
1032,16.9450028489224,0.446074051395552,MO,2022-11-22,1,0,0,1,0,0,0,0,0,0,0,0
1033,10.7489479130519,0.364516955356205,MO,2022-11-23,1,1,0,1,1,0,1,1,0,0,1,0
1034,1.35833844424994,0.62403680203184,MO,2022-11-24,0,1,0,1,1,1,0,1,0,1,1,1
1035,10.6403782173248,0.3641728680732,MO,2022-11-25,1,1,0,1,1,0,0,0,0,0,1,0
1036,19.9762090668625,0.52603372283175,MO,2022-11-26,0,1,0,1,0,0,0,1,0,0,0,0
1037,5.06506867982639,0.3288364962944975,MO,2022-11-27,1,1,0,1,1,0,0,0,0,0,1,0
1038,14.9096755843037,0.380962036124713,MO,2022-11-28,0,1,0,1,1,0,0,0,0,1,1,0
1039,7.12564898649108,0.3014683237500555,MO,2022-11-29,1,1,0,0,0,0,0,1,0,0,0,0
1040,7.63426869843758,0.3230843841409225,MO,2022-11-30,1,1,0,1,1,0,0,0,0,1,1,0
1041,4.25051189063741,0.307110428729051,MO,2022-12-01,1,1,0,1,1,0,1,1,0,1,1,0
1042,16.9809716589332,0.4599031882538655,MO,2022-12-02,0,1,0,0,1,0,0,1,0,0,1,0
1043,0.823524433711239,0.2191152155453165,MO,2022-12-03,1,1,1,1,1,0,1,1,0,0,1,0
1044,1.04889681566251,0.3189076190695855,MO,2022-12-04,0,1,1,1,1,1,0,1,0,1,1,1
1045,7.46629821130969,0.3536869952656075,MO,2022-12-05,1,0,0,1,0,0,0,1,0,0,0,0
1046,9.66459699909977,0.370384166372574,MO,2022-12-06,0,1,0,1,1,0,0,1,0,0,1,0
1047,12.2781508655454,0.52104238263206,MO,2022-12-07,0,0,0,1,1,0,0,0,0,1,1,0
1048,3.32032264660797,0.2567170155521955,MO,2022-12-08,0,0,0,0,1,0,0,0,0,0,1,0
1049,2.63192514972238,0.2661468560236865,MO,2022-12-09,1,1,0,1,1,0,1,1,0,0,1,0
