...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
542,3.23865486445793,0.3870527183517545,IA,2023-08-08,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1
543,4.1879976906101,0.477895213857702,IA,2023-08-09,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
544,1.40134348234456,0.382846904385152,IA,2023-08-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
545,2.01489996036554,0.3667679025563585,IA,2023-08-11,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
546,1.82627283085587,0.50874345377982,IA,2023-08-12,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
547,NA,NA,ID,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.760607837947531,0.533015824304945,IL,2023-07-02,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
590,1.13101688301802,0.3719958627269215,IL,2023-07-03,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
591,0.435719608747416,0.304912977459611,IL,2023-07-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
592,1.60874238347061,0.439224184310877,IL,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
593,NA,NA,IL,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,1.29832356689849,0.4286950908610265,IL,2023-07-07,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0
595,1.19591056888603,0.378310670305966,IL,2023-07-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
596,0.532164731081163,0.3847632366336255,IL,2023-07-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
597,1.56599175906637,0.387455551226393,IL,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
598,1.29903824429524,0.402980709496279,IL,2023-07-11,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
599,0.725664505881461,0.4023955759756065,IL,2023-07-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
600,1.7315427808318,0.4193281672031,IL,2023-07-13,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0
601,2.60305105215269,0.428154199654949,IL,2023-07-14,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
602,1.01273176707574,0.458392371253295,IL,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
603,1.46761033728729,0.451843377517388,IL,2023-07-16,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
604,1.50316420354056,0.356312668846993,IL,2023-07-17,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
605,1.9745456043994,0.4194993559465115,IL,2023-07-18,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
606,0.738729670878297,0.376629572382773,IL,2023-07-19,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
607,2.61169599331989,0.4752042080675395,IL,2023-07-20,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0
608,1.46384669699094,0.410675070646021,IL,2023-07-21,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0
609,1.86153940878195,0.41930904189674,IL,2023-07-22,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
610,0.99912385105286,0.4383169372004185,IL,2023-07-23,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
611,2.44274908788094,0.3522182422682375,IL,2023-07-24,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
612,2.47047638929625,0.40870054928327,IL,2023-07-25,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
613,3.00377727921571,0.4756417922756835,IL,2023-07-26,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
614,2.36975655144462,0.485317529780348,IL,2023-07-27,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1
615,3.128221930643,0.437673964734618,IL,2023-07-28,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0
616,2.58062685485397,0.482044012996115,IL,2023-07-29,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
617,1.10840177425323,0.391600020863805,IL,2023-07-30,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
618,2.88378159232417,0.4153089576515625,IL,2023-07-31,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
619,1.64001040866186,0.393005997396122,IL,2023-08-01,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0
620,4.44807189920763,0.4735414468526635,IL,2023-08-02,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
621,1.92808609206818,0.420679165012393,IL,2023-08-03,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0
622,2.6983426870045,0.4463164160818735,IL,2023-08-04,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
623,1.87823011168776,0.4667600309927525,IL,2023-08-05,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
624,2.19466832284155,0.4305833018163525,IL,2023-08-06,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
625,2.61005662092179,0.422789698270183,IL,2023-08-07,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
626,2.13269907051153,0.3984948824974945,IL,2023-08-08,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
627,1.59899964104153,0.394702391310848,IL,2023-08-09,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
628,1.54016395884215,0.402737733796594,IL,2023-08-10,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1
629,2.0748944909283,0.4317654592460605,IL,2023-08-11,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
630,1.62095077770509,0.38512274756654,IL,2023-08-12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
631,NA,NA,IN,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,IN,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,1.01812195238743,0.304912977459611,IN,2023-07-04,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
634,0.687949108938822,0.486294090836615,IN,2023-07-05,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
635,NA,NA,IN,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,0.821614861438048,0.580047806630735,IN,2023-07-07,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
637,0.76314889689243,0.539174427157115,IN,2023-07-08,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
638,0.826512254269887,0.4322220332106385,IN,2023-07-09,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
639,NA,NA,IN,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,0.568319298785324,0.3974655664655215,IN,2023-07-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
641,0.934006944175386,0.4370636385281205,IN,2023-07-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
642,0.612624856070041,0.4327554181852855,IN,2023-07-13,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
643,0.937260957981334,0.47929352677384,IN,2023-07-14,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
644,0.80079375235294,0.428475782129407,IN,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
645,0.389681045893762,0.2720552156032655,IN,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,0.83604307744877,0.4356655422111435,IN,2023-07-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
647,0.873540393942043,0.454765142357349,IN,2023-07-18,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
648,1.76110380145472,0.451109586713556,IN,2023-07-19,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
649,NA,NA,IN,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,0.62178757402654,0.4440240034567215,IN,2023-07-21,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
651,0.631388556760966,0.4458333859803555,IN,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,NA,NA,IN,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.663414426971826,0.4718680586563355,IN,2023-07-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
654,0.870726973515181,0.454656079303397,IN,2023-07-25,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
655,0.68511467141546,0.481926826724642,IN,2023-07-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
656,NA,NA,IN,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.386922311191616,0.264520536995085,IN,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
661,0.38616070062243,0.2653786199307835,IN,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,0.788000376830909,0.556457108471425,IN,2023-08-02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,1.29144990953676,0.51479673773623,IN,2023-08-03,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
664,0.928113871037843,0.2689886777922995,IN,2023-08-04,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
665,0.772615566286226,0.3035954964615675,IN,2023-08-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
666,0.396673638955315,0.272260918575401,IN,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,0.4931012250139,0.3574252270597775,IN,2023-08-07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
668,3.45016128785777,0.545736230214685,IN,2023-08-08,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
669,1.02813121505131,0.50976063228088,IN,2023-08-09,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
670,1.03126184548747,0.351751376592087,IN,2023-08-10,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
671,NA,NA,IN,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,NA,NA,KS,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,0.695089416648963,0.484499269604419,KS,2023-07-06,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
678,NA,NA,KS,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,0.702807147767085,0.497851793879602,KS,2023-07-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
683,NA,NA,KS,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,0.92708360698465,0.270378584281117,KS,2023-07-17,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
689,NA,NA,KS,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,0.786055465493498,0.549336787983235,KS,2023-07-27,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
699,NA,NA,KS,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,0.375378792987059,0.26383454272599,KS,2023-07-30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
702,0.800415559715703,0.57054080544703,KS,2023-07-31,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
703,NA,NA,KS,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,0.66266807574241,0.470584185101244,KS,2023-08-02,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
705,NA,NA,KS,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.831787636584051,0.4189326668606835,KS,2023-08-07,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
710,NA,NA,KS,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,0.405677993256645,0.2784691341401565,KS,2023-08-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,0.704572298354183,0.4934847878075725,KS,2023-08-10,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
713,NA,NA,KS,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,KY,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,0.765788243655552,0.53979886453838,KY,2023-07-05,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
719,NA,NA,KY,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,0.425942669569691,0.294521612383012,KY,2023-07-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
721,NA,NA,KY,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,KY,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,KY,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,0.398831941022412,0.2804098878872585,KY,2023-07-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
726,NA,NA,KY,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,0.387333550376472,0.2720552156032655,KY,2023-07-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
730,NA,NA,KY,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,NA,NA,KY,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,0.656272258147267,0.3684992815514745,KY,2023-07-19,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1
733,NA,NA,KY,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.840002551033841,0.595974971425655,KY,2023-07-24,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
738,0.907382791737837,0.464338570629215,KY,2023-07-25,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
739,NA,NA,KY,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,0.388151913335216,0.262805094770372,KY,2023-07-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
741,0.374270544535826,0.262977247055806,KY,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
742,NA,NA,KY,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
