...1,es_score,brier_score,location,target_date,X23F_50_CI,X23I_50_CI,X24B_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X23F_95_CI,X23I_95_CI,X24B_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
509,1.24356485343856,0.194877661195739,IA,2024-02-29,1,1,1,0,1,0,1,1,1,0,1,0
510,0.00158138595190221,3.4748449492504e-4,IA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
511,5.3127761052627e-4,3.5902090962448e-4,IA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
512,0.010999163603237,3.73999269196715e-4,IA,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
513,1.13056040098146,0.108424499078287,IA,2024-03-04,1,1,1,0,1,0,1,1,1,0,1,0
514,0.0249285444476305,4.1539705726306e-4,IA,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
515,0.0243877978570507,4.42527447178955e-4,IA,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
516,0.00858938046441102,4.7453358304493e-4,IA,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
517,0.00256297703078971,5.11952809291105e-4,IA,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
518,0.0022670388671566,5.5540963080854e-4,IA,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
519,0.00279575951801173,6.05625597050455e-4,IA,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
520,1.30483184305451,0.324002915626961,IA,2024-03-11,1,1,1,1,0,0,1,1,1,1,0,0
521,0.0128288686329623,7.29775286765415e-4,IA,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
522,0.0136844381554596,8.0574594946807e-4,IA,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
523,0.00858796575849563,8.925799476822e-4,IA,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
524,NA,NA,IA,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,0.0013772318806682,0.001104653246246135,IA,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
526,0.0013348337579859,0.00123329455766466,IA,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
527,0.00475544337128216,0.001379649235945495,IA,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
528,0.00619454113172735,0.00154602009823878,IA,2024-03-19,1,1,1,1,1,1,1,1,0,1,1,0
529,0.00674421982748484,0.001735000067502045,IA,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
530,0.0273424741092032,0.001949503278414395,IA,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
531,NA,NA,IA,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1.19462990264615,0.452853983649674,IA,2024-03-23,1,1,0,1,1,0,1,1,0,1,1,0
533,NA,NA,IA,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,0.00278386525993984,0.00313421025997216,IA,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
535,0.0129573759043081,0.003533749538588155,IA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
536,0.834908813952608,0.178749683237103,IA,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
537,0.0555322904692274,0.004494368902812365,IA,2024-03-28,1,1,1,1,1,1,1,1,0,1,1,0
538,0.034364072893912,0.0050685098708583,IA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
539,NA,NA,IA,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,IA,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0.11828885888827,0.00725886576223565,IA,2024-04-01,1,1,1,1,1,1,1,1,0,1,1,0
542,0.0538011927937762,0.00817499490421305,IA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
543,0.100710254024548,0.00920111684430795,IA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
544,1.07156738664118,0.189494017886224,IA,2024-04-04,1,1,1,0,1,1,1,1,1,0,1,0
545,0.0720301589860664,0.0116298495366644,IA,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
546,0.0409214889776711,0.01305778698136835,IA,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
547,4.6179729809841e-4,3.35829263009785e-4,ID,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
548,NA,NA,ID,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.0327998582275177,3.35829263009785e-4,IL,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
590,0.254475529802662,3.32317467029735e-4,IL,2024-02-26,1,1,1,1,1,1,1,1,0,0,1,0
591,0.0150704730474217,3.316846179002e-4,IL,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
592,0.00971690336270148,3.3395081439693e-4,IL,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
593,1.14791197551079,0.1219257309808805,IL,2024-02-29,1,1,1,0,1,0,1,1,1,0,1,0
594,0.0637680225502433,3.4748449492504e-4,IL,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
595,4.2873298476788e-4,3.5902090962448e-4,IL,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
596,0.0211149251229128,3.73999269196715e-4,IL,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
597,0.0810334372689879,3.9268359275151e-4,IL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
598,0.0241723013750668,4.1539705726306e-4,IL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
599,1.05798728679545,0.075285177198952,IL,2024-03-06,0,1,1,1,1,1,0,1,1,0,1,1
600,1.11090929370415,0.1601095728779985,IL,2024-03-07,1,1,0,1,1,0,1,1,0,1,1,0
601,1.00453533984914,0.065206405888268,IL,2024-03-08,1,1,1,0,1,1,1,1,1,0,1,0
602,1.08474796560098,0.0887101458529585,IL,2024-03-09,1,1,1,0,1,0,1,1,1,0,1,0
603,0.00689063555235822,6.05625597050455e-4,IL,2024-03-10,1,1,1,1,1,1,1,1,1,1,1,1
604,0.034020153635289,6.6343054086445e-4,IL,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
605,1.1780907906502,0.1390829427982815,IL,2024-03-12,0,1,1,1,1,0,0,1,1,1,1,0
606,0.038235888689025,8.0574594946807e-4,IL,2024-03-13,1,1,1,1,1,1,0,1,1,1,1,0
607,2.40713336389521,0.3144811361189275,IL,2024-03-14,1,1,0,1,1,0,1,1,0,1,1,0
608,1.10109694444541,0.1079962203514535,IL,2024-03-15,1,1,1,0,1,0,1,1,1,0,1,0
609,0.0264491279446231,0.001104653246246135,IL,2024-03-16,1,1,1,1,1,1,1,1,1,1,1,1
610,0.0386052639736627,0.00123329455766466,IL,2024-03-17,1,1,1,1,1,1,1,1,1,1,1,1
611,0.0571609848096361,0.001379649235945495,IL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
612,1.92981158603904,0.192890351224652,IL,2024-03-19,0,1,1,0,1,0,0,1,1,0,1,0
613,0.0699692677869962,0.001735000067502045,IL,2024-03-20,1,1,1,1,1,1,1,1,1,1,1,1
614,0.175802602439311,0.001949503278414395,IL,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
615,0.0468658809963614,0.002192798541367995,IL,2024-03-22,1,1,1,1,1,1,1,1,0,1,1,0
616,0.0333370263573904,0.00246854508882347,IL,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
617,1.16792635800127,0.191738502261742,IL,2024-03-24,0,1,1,1,1,0,0,1,1,1,1,0
618,0.00286796854008731,0.00313421025997216,IL,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
619,1.84352494939337,0.306817563630082,IL,2024-03-26,1,1,1,1,0,0,1,1,0,1,0,0
620,0.851668371693672,0.178749683237103,IL,2024-03-27,1,1,0,1,1,0,1,1,0,1,1,0
621,0.813975436637443,0.1776917963756825,IL,2024-03-28,1,1,0,1,1,0,1,1,0,1,1,0
622,0.0358289571490852,0.0050685098708583,IL,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
623,0.0385630646373454,0.0057150163059203,IL,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
624,0.845173355484325,0.216321527871774,IL,2024-03-31,1,1,0,1,1,0,1,1,0,1,1,0
625,2.3571011341924,0.264379813965882,IL,2024-04-01,1,1,0,0,1,0,1,1,0,0,1,0
626,2.35000958675948,0.1962359225362865,IL,2024-04-02,1,1,1,0,1,0,1,1,0,0,1,0
627,1.93582258216249,0.332474368582177,IL,2024-04-03,1,1,0,1,1,0,1,1,0,1,1,0
628,2.89002362483238,0.4416855286189645,IL,2024-04-04,1,1,1,0,1,0,1,1,0,0,1,0
629,0.119366222918186,0.0116298495366644,IL,2024-04-05,1,1,1,1,1,1,1,1,1,1,1,1
630,0.456633027317143,0.01305778698136835,IL,2024-04-06,1,1,1,1,1,1,1,1,0,1,1,0
631,NA,NA,IN,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,5.2543690857206e-4,3.32317467029735e-4,IN,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
633,NA,NA,IN,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,0.00158413512144263,3.3395081439693e-4,IN,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
635,NA,NA,IN,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,IN,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,IN,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,IN,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,IN,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,4.9933052598217e-4,4.1539705726306e-4,IN,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
641,NA,NA,IN,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,6.3839014590283e-4,4.7453358304493e-4,IN,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
643,NA,NA,IN,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,IN,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,IN,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,9.7999343250925e-4,8.0574594946807e-4,IN,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
649,9.8753119075259e-4,8.925799476822e-4,IN,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
650,NA,NA,IN,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,NA,NA,IN,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,NA,NA,IN,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,NA,NA,IN,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,NA,NA,IN,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,IN,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,NA,NA,IN,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,NA,NA,IN,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,NA,NA,IN,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,0.00376305258503568,0.003985065187914055,IN,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
663,NA,NA,IN,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,NA,NA,IN,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,NA,NA,IN,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,IN,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,NA,NA,IN,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,IN,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,NA,NA,IN,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,NA,NA,IN,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,5.3325750962897e-4,3.32317467029735e-4,KS,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
675,NA,NA,KS,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,NA,NA,KS,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,NA,NA,KS,2024-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,KS,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,KS,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,KS,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,KS,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,KS,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,0.00407898789367395,0.003985065187914055,KS,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
705,NA,NA,KS,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,KS,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,KS,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,KS,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,KS,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,KS,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.3774510383943,0.973019160053645,KY,2024-02-26,0,1,1,1,1,0,0,1,1,1,1,0
717,3.6082244937961e-4,3.316846179002e-4,KY,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
718,4.688259394449e-4,3.3395081439693e-4,KY,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
719,NA,NA,KY,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,4.1539695087607e-4,3.4748449492504e-4,KY,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
721,4.4170132320577e-4,3.5902090962448e-4,KY,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
722,NA,NA,KY,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,6.9197469800682e-4,3.9268359275151e-4,KY,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
724,NA,NA,KY,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,0.0024976562737774,4.42527447178955e-4,KY,2024-03-06,1,1,1,1,1,1,1,1,0,1,1,0
726,NA,NA,KY,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,KY,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,KY,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,KY,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,9.396600616567e-4,7.29775286765415e-4,KY,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
732,NA,NA,KY,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,KY,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,KY,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,KY,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,KY,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,KY,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,KY,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,KY,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.00350162106661796,0.00313421025997216,KY,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
745,NA,NA,KY,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,0.0044164899594215,0.003985065187914055,KY,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
747,NA,NA,KY,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,KY,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,KY,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,KY,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,0.030560222172401,0.0103486514278437,KY,2024-04-04,1,1,1,1,1,1,1,1,1,1,1,1
755,NA,NA,KY,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1.27262433122781,0.243715388258346,LA,2024-02-25,1,1,1,1,0,0,1,1,1,1,0,0
758,2.28494966590655,0.1301937345728845,LA,2024-02-26,1,1,1,1,0,0,1,0,1,1,0,0
759,1.07359461628854,0.081523944316796,LA,2024-02-27,1,1,1,1,0,0,1,1,0,1,0,1
760,0.0729081811625594,3.3395081439693e-4,LA,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
761,0.0150605802239794,3.39180622783785e-4,LA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
762,0.0206150971756619,3.4748449492504e-4,LA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
763,0.0117059833589417,3.5902090962448e-4,LA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
