...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
774,2.31864863528829,0.457596244046913,LA,2023-03-15,1,0,1,1,1,0,1,0,1,1,1,0
775,1.18477020974011,0.314636638189437,LA,2023-03-16,1,0,1,1,0,1,1,0,1,1,0,1
776,NA,NA,LA,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,0.0331399565833525,0.00266624476421325,LA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
778,NA,NA,LA,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,0.00447833351188009,0.003052983806658995,LA,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
780,0.0405516179559318,0.003372714866070305,LA,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
781,0.072281242414972,0.00380515711694499,LA,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
782,0.00761159436110365,0.004380211655048255,LA,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
783,0.00766237877064267,0.00513681829332115,LA,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
784,0.119011970830971,0.0061252314889441,LA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
785,0.0390516228994542,0.0074096784036914,LA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
786,1.15516468281317,0.454135585595306,LA,2023-03-27,1,0,1,1,0,1,1,0,1,1,0,1
787,0.0177233344524313,0.01121155810401885,LA,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
788,NA,NA,LA,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,NA,NA,LA,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,0.0375187746293996,0.0218807525023866,LA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
791,0.0528977955654712,0.02744707933076925,LA,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
792,NA,NA,LA,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,NA,NA,LA,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,0.44450892146625,0.053362202694359,LA,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
795,0.783364507585216,0.0659206236767675,LA,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
796,0.127032100843448,0.080839860951207,LA,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
797,0.158595890908288,0.0983082514053825,LA,2023-04-07,1,1,1,1,1,1,1,0,0,1,1,1
798,0.181015743778328,0.118451665486054,LA,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1
799,1.5226468437475,0.00907584312418925,MA,2023-02-26,1,0,1,1,1,0,1,1,1,1,1,1
800,1.67728179714137,0.1351207179354125,MA,2023-02-27,1,1,1,1,0,1,1,0,1,1,0,0
801,2.81951824711782,0.207705476309433,MA,2023-02-28,0,0,1,0,0,1,0,0,1,0,1,0
802,5.86966582144245,0.293916636211066,MA,2023-03-01,0,0,1,0,1,0,0,0,1,0,1,0
803,1.81389441923119,0.121894897546951,MA,2023-03-02,0,0,1,1,1,1,0,0,1,0,0,0
804,1.72904378744344,0.1390344487683365,MA,2023-03-03,0,0,1,1,1,1,0,0,1,1,1,1
805,0.0530562964002793,0.00498678071777789,MA,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
806,1.39141664150899,0.156554340293606,MA,2023-03-05,0,0,1,0,1,1,0,1,1,0,1,0
807,0.769833553536577,0.056723059472736,MA,2023-03-06,1,1,1,1,1,1,0,0,1,1,1,0
808,0.756472202412055,0.03224772706494885,MA,2023-03-07,1,1,1,1,1,1,1,0,0,1,1,0
809,1.00298332772193,0.04566098256951365,MA,2023-03-08,1,1,1,1,0,1,1,1,1,1,0,0
810,1.17722259741232,0.00327687839605894,MA,2023-03-09,1,0,1,1,1,1,1,0,1,0,0,1
811,4.41177297408893,0.1754370281028195,MA,2023-03-10,0,0,1,1,0,1,0,0,1,0,0,0
812,0.219387951379443,0.00288405874288231,MA,2023-03-11,1,1,1,1,1,1,1,0,1,0,1,1
813,0.807803655916513,0.153194353089847,MA,2023-03-12,1,1,1,1,1,0,1,0,1,1,1,0
814,0.801155745191269,0.075991519148518,MA,2023-03-13,1,1,0,1,1,1,1,0,0,0,1,0
815,0.860747931236455,0.064972021814994,MA,2023-03-14,1,1,1,1,0,1,1,1,1,1,0,0
816,1.13611523154665,0.08526188546898,MA,2023-03-15,1,1,1,1,1,0,1,0,1,1,1,0
817,0.863705757636151,0.051804192122979,MA,2023-03-16,1,1,1,1,0,1,1,0,0,1,0,0
818,0.318763222784465,0.00256932642582711,MA,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
819,0.142301092335931,0.00266624476421325,MA,2023-03-18,1,1,1,1,1,1,1,0,1,1,1,0
820,1.73761600743133,0.3077037373430565,MA,2023-03-19,1,0,1,0,1,0,1,0,1,0,1,0
821,17.376225519884,0.4280661319113245,MA,2023-03-20,1,0,1,1,0,0,1,0,1,0,0,0
822,0.680959720548164,0.056939326938025,MA,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
823,0.908506651990351,0.106458560599536,MA,2023-03-22,1,1,1,1,0,1,1,0,0,1,0,0
824,0.851348582109011,0.04956428545443505,MA,2023-03-23,1,1,1,1,1,1,0,0,1,0,1,0
825,0.514017356042159,0.00513681829332115,MA,2023-03-24,1,1,1,1,1,1,1,0,0,1,1,1
826,0.356525607937478,0.0061252314889441,MA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
827,1.16326018602402,0.457034265188891,MA,2023-03-26,1,0,1,1,0,1,1,0,1,1,0,1
828,1.10101977166267,0.444664106749143,MA,2023-03-27,1,0,1,0,1,1,1,1,0,0,1,1
829,0.139625329027671,0.01121155810401885,MA,2023-03-28,1,1,1,1,1,1,1,0,0,1,1,1
830,0.154795422479055,0.01395490727238125,MA,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
831,0.29465100769028,0.0174519250244601,MA,2023-03-30,1,1,1,1,1,1,1,0,0,1,1,1
832,1.1777613256166,0.84036200821026,MA,2023-03-31,1,0,1,0,1,1,1,1,0,0,1,1
833,0.275584427440715,0.02744707933076925,MA,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,1
834,0.499613312359075,0.0343815317192467,MA,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
835,0.575297303931493,0.04293370024882985,MA,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
836,0.25734928150057,0.053362202694359,MA,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
837,0.96772110221545,0.421779406403487,MA,2023-04-05,1,1,1,0,1,1,1,1,0,0,1,1
838,1.86246065792841,0.1687898656214535,MA,2023-04-06,1,1,0,1,0,1,1,1,0,1,0,1
839,0.42327570495802,0.0983082514053825,MA,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
840,0.975959481393414,0.431802169830099,MA,2023-04-08,1,1,1,0,1,1,1,1,0,0,1,1
841,2.53055768696421,0.219363371032436,MD,2023-02-26,1,0,1,0,0,0,1,0,1,1,0,0
842,1.24402896919324,0.092132626708984,MD,2023-02-27,0,1,1,1,0,1,0,0,1,1,1,0
843,1.11816126788047,0.104389914020305,MD,2023-02-28,1,1,1,1,0,1,1,0,1,0,1,0
844,1.71505935499519,0.04711933747627775,MD,2023-03-01,1,0,1,1,1,0,0,0,1,1,1,0
845,1.35608974523097,0.042180739594683,MD,2023-03-02,0,1,1,1,1,0,1,0,1,1,1,0
846,0.879724578960426,0.095799341766152,MD,2023-03-03,0,1,1,1,1,1,0,0,1,0,0,0
847,1.92738534872897,0.118461503288127,MD,2023-03-04,0,1,1,0,1,1,0,1,1,0,1,0
848,0.688707851283,0.00454769262386908,MD,2023-03-05,1,1,1,1,1,1,1,0,1,1,1,0
849,3.63562836251726,0.2000960647486755,MD,2023-03-06,0,0,1,1,1,1,0,0,1,1,1,0
850,0.918185879727913,0.04356251756240365,MD,2023-03-07,1,1,1,1,1,1,1,1,1,0,1,0
851,1.72677252272411,0.112923438784094,MD,2023-03-08,0,1,1,1,1,1,0,0,0,1,1,0
852,0.677530421934437,0.075638747524289,MD,2023-03-09,1,1,1,1,1,1,1,0,1,1,1,0
853,3.144725429863,0.1512921222895135,MD,2023-03-10,0,0,1,1,1,1,0,0,1,1,1,0
854,1.45221527534391,0.157151309953617,MD,2023-03-11,0,0,1,0,1,1,0,0,1,0,1,0
855,1.28345490968443,0.1440639602995395,MD,2023-03-12,1,0,1,1,0,1,1,0,1,0,0,0
856,0.853385069852457,0.07073548631071,MD,2023-03-13,0,1,1,1,1,1,0,0,1,1,1,0
857,0.668459310413283,0.0537955751821885,MD,2023-03-14,1,1,1,0,1,1,1,0,1,0,1,0
858,0.4929428371511,0.0530848421350845,MD,2023-03-15,1,1,1,1,1,1,1,0,1,1,1,0
859,0.854732254047831,0.0803662751703605,MD,2023-03-16,0,1,1,1,1,1,0,0,1,1,1,1
860,0.549424674225655,0.04602342638489505,MD,2023-03-17,1,1,1,1,1,1,1,1,1,0,1,0
861,2.52169237665369,0.2169275888772865,MD,2023-03-18,1,0,0,1,0,1,1,0,1,1,0,1
862,0.607987080899466,0.063659979023433,MD,2023-03-19,1,1,1,1,1,1,1,1,0,1,1,0
863,2.82891785316142,0.1382578134061535,MD,2023-03-20,0,0,1,0,1,1,0,0,0,0,1,1
864,2.14866072351232,0.1567801226716895,MD,2023-03-21,0,0,1,1,1,1,0,0,0,1,1,0
865,1.19030422129901,0.1113690089099475,MD,2023-03-22,0,1,1,1,1,1,0,0,1,0,1,1
866,0.799245083790466,0.109070444408343,MD,2023-03-23,1,1,1,1,1,1,1,0,0,0,1,1
867,1.33612688817302,0.1560713024968475,MD,2023-03-24,0,1,1,1,1,0,0,0,0,1,1,0
868,2.3555868148685,0.272684538155535,MD,2023-03-25,1,0,1,1,0,1,1,0,0,0,0,1
869,0.398691584293929,0.083295927340826,MD,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
870,0.985915170650209,0.067150380216206,MD,2023-03-27,1,1,1,0,1,1,1,0,0,1,1,0
871,0.890785486606204,0.01121155810401885,MD,2023-03-28,1,1,1,1,1,1,1,0,0,1,1,1
872,1.68548954343102,0.289779425684375,MD,2023-03-29,0,0,1,0,1,1,0,1,0,0,1,1
873,1.43860508814136,0.205986575717699,MD,2023-03-30,0,1,1,1,1,0,0,0,0,1,1,0
874,0.92316113707068,0.13880664617494,MD,2023-03-31,1,1,1,0,1,1,1,1,0,0,1,1
875,1.52095536287645,0.3515305459745815,MD,2023-04-01,0,1,1,0,1,1,0,0,1,0,1,1
876,1.44988921790383,0.2969440350253315,MD,2023-04-02,1,1,1,0,1,0,0,0,0,1,1,0
877,2.33619384313757,0.332848513530135,MD,2023-04-03,1,1,0,0,0,1,1,0,1,0,0,1
878,1.44081170909857,0.1612769555618065,MD,2023-04-04,0,1,1,1,1,1,0,1,0,1,1,1
879,0.772898387772569,0.0659206236767675,MD,2023-04-05,1,1,1,1,1,1,1,0,0,1,1,1
880,1.3774930919074,0.194982122998022,MD,2023-04-06,1,1,0,0,1,1,1,1,0,0,1,1
881,4.86833020164101,0.3966893146728035,MD,2023-04-07,1,1,0,0,1,1,1,0,0,0,1,1
882,1.41934509390079,0.243791867223672,MD,2023-04-08,1,1,0,0,1,1,1,1,0,0,1,1
883,NA,NA,ME,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.0858159918926408,0.0081838771836793,ME,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
885,NA,NA,ME,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,0.0346727208071732,0.00667721482750825,ME,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
887,0.00859806488923524,0.00604523024891965,ME,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
888,0.0083878986120888,0.00548397574681605,ME,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
889,NA,NA,ME,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,0.00598021416977713,0.00416144443178828,ME,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
892,0.0186202881524151,0.00382342898209371,ME,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
893,0.00551737035627742,0.00352968231088623,ME,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
894,NA,NA,ME,2023-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,0.00419860207149654,0.00306233844599935,ME,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
896,0.0161998486665534,0.00288405874288231,ME,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
897,0.0498544709649538,0.0027407622608082,ME,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
898,1.07646479306745,0.3045251392513825,ME,2023-03-13,1,0,1,1,1,0,1,0,1,1,1,0
899,0.0499039246809609,0.00255817710973242,ME,2023-03-14,1,1,1,1,1,1,1,0,1,0,1,1
900,0.0283590921665807,0.002520916896106075,ME,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
901,0.0722582804701807,0.002523108485518295,ME,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
902,0.00379064388549477,0.00256932642582711,ME,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
903,NA,NA,ME,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,0.0623313088701669,0.003052983806658995,ME,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
906,0.955680893713829,0.185499195910717,ME,2023-03-21,1,1,1,0,1,1,1,0,1,0,1,1
907,0.07563995028062,0.00380515711694499,ME,2023-03-22,1,1,1,1,1,1,1,0,0,1,1,1
908,0.0245193434237506,0.004380211655048255,ME,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
909,0.00765554811902387,0.00513681829332115,ME,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
910,0.0100549735541845,0.0061252314889441,ME,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
911,1.25831200273546,0.894054848640605,ME,2023-03-26,1,0,1,1,1,0,1,0,1,1,1,0
912,1.06742365980148,0.3057808388518655,ME,2023-03-27,1,1,1,1,0,1,1,1,0,1,0,1
913,NA,NA,ME,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,0.0235912742109106,0.01395490727238125,ME,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
915,NA,NA,ME,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,0.721973395832588,0.02744707933076925,ME,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,1
918,0.632752463812529,0.139631121249816,ME,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
919,0.342161901382467,0.189830621297273,ME,2023-04-03,1,1,1,1,1,1,1,0,0,1,1,1
920,1.61007704576584,0.053362202694359,ME,2023-04-04,1,0,0,1,1,1,1,0,0,1,1,1
921,1.34445637437402,0.187791949147066,ME,2023-04-05,1,1,1,1,0,1,1,0,0,1,0,1
922,0.135834873159044,0.080839860951207,ME,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
923,0.631347374693132,0.4722681219602245,ME,2023-04-07,1,1,1,1,1,1,1,0,0,1,1,1
924,0.185533830840382,0.118451665486054,ME,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
925,0.576049862138819,0.079759352820695,MI,2023-02-26,1,1,1,1,1,1,1,0,1,1,0,0
926,4.38652087000307,0.189225186211087,MI,2023-02-27,0,0,1,1,0,0,0,0,1,0,0,0
927,4.57008502906801,0.1976494380514575,MI,2023-02-28,1,0,1,1,0,1,1,0,1,0,0,0
928,2.11528470751633,0.10751799140007,MI,2023-03-01,1,1,1,1,0,0,0,1,0,1,0,0
929,4.13893538330048,0.209567024101,MI,2023-03-02,0,0,1,1,0,0,0,0,1,1,0,0
930,1.21244734515459,0.1081752464944595,MI,2023-03-03,1,1,1,1,1,0,1,0,1,1,1,0
931,0.827271939101837,0.0857615096628915,MI,2023-03-04,1,1,1,1,0,1,1,1,1,1,0,0
932,4.94024569092908,0.2438625907852825,MI,2023-03-05,1,0,1,1,0,0,1,0,1,0,0,0
933,7.08466653620987,0.1807593313956155,MI,2023-03-06,0,0,0,1,0,0,0,0,0,0,0,0
934,6.43592760007521,0.216977742510749,MI,2023-03-07,0,0,1,1,0,0,0,0,0,0,0,0
935,5.45729272841175,0.1927731937209595,MI,2023-03-08,1,0,1,1,0,0,1,0,1,0,0,1
936,3.04822492616318,0.1437062929915625,MI,2023-03-09,1,0,1,1,0,0,1,0,1,0,0,0
937,1.31588312062447,0.100283889764385,MI,2023-03-10,1,1,1,1,0,1,1,0,1,1,0,0
938,0.694537304424275,0.00288405874288231,MI,2023-03-11,1,1,1,1,1,1,1,0,1,0,1,1
939,2.61883219810709,0.183285071255655,MI,2023-03-12,1,0,1,1,1,0,1,0,1,1,1,0
940,3.9835204582979298,0.1085680254541885,MI,2023-03-13,1,0,1,1,1,0,1,0,1,0,1,0
941,1.36561818677182,0.095165639385624,MI,2023-03-14,0,1,1,1,0,1,0,0,1,1,0,0
942,4.18998758864312,0.199263861046967,MI,2023-03-15,0,0,1,0,1,0,1,0,1,0,1,0
943,4.69139873296734,0.2036241320100085,MI,2023-03-16,0,0,1,0,1,0,0,0,0,1,1,0
944,0.582697129049648,0.04224480899715,MI,2023-03-17,1,1,1,1,1,1,1,0,0,1,0,1
945,1.02531983294997,0.158434263788281,MI,2023-03-18,1,1,1,1,0,1,1,0,1,1,0,1
946,0.452042044496451,0.00282320916562972,MI,2023-03-19,1,1,1,1,1,1,1,0,1,0,1,1
947,1.5172101552208,0.071971161082745,MI,2023-03-20,0,1,1,0,1,1,0,1,0,1,1,1
948,1.31695887468245,0.056889551412308,MI,2023-03-21,1,1,1,1,1,0,1,0,0,1,1,0
949,0.930791548740973,0.03867035577021245,MI,2023-03-22,1,1,1,1,1,1,1,1,0,0,1,1
950,4.43392187057341,0.1508647456104425,MI,2023-03-23,1,0,0,1,1,0,1,0,1,0,1,0
951,1.89116262869498,0.154799486175697,MI,2023-03-24,1,0,1,1,1,0,1,0,0,0,1,1
952,0.858595077994597,0.0699479069147075,MI,2023-03-25,1,1,1,1,1,0,1,0,1,1,1,0
953,0.413275408993917,0.1001595382157445,MI,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
954,3.47313955269958,0.173965965049628,MI,2023-03-27,0,0,0,0,1,0,0,0,0,0,1,0
955,3.02895754167552,0.170456782002363,MI,2023-03-28,0,1,0,1,1,0,0,0,0,0,1,0
956,1.58261156588678,0.115417247814938,MI,2023-03-29,1,1,0,1,0,0,1,0,0,1,0,0
957,1.74140783845782,0.1366195131159545,MI,2023-03-30,1,1,0,0,1,1,1,0,0,0,1,1
958,2.32202855747454,0.168486226956908,MI,2023-03-31,0,1,0,1,1,1,0,1,0,1,1,1
959,2.21837868551228,0.1884186106482015,MI,2023-04-01,1,1,0,0,1,0,1,0,0,0,1,0
960,2.38258194153584,0.2177373234651485,MI,2023-04-02,1,1,0,0,0,1,1,0,0,1,0,1
961,4.79974878513585,0.145520818207724,MI,2023-04-03,0,1,0,0,1,1,0,0,0,0,1,1
962,2.92484699100617,0.15536314852526,MI,2023-04-04,1,1,0,1,1,0,1,0,0,1,1,0
963,3.43194294173844,0.2650855741989125,MI,2023-04-05,1,1,0,0,0,0,1,0,0,0,0,0
964,6.59626629569778,0.2193590136896415,MI,2023-04-06,1,1,0,0,0,0,1,0,0,0,0,0
965,7.5344944923357,0.1469333135674805,MI,2023-04-07,1,0,0,0,1,1,1,0,0,0,1,1
966,5.33114414750614,0.1349015703278885,MI,2023-04-08,1,0,0,1,1,1,1,0,0,0,1,1
967,2.06244618745899,0.1639063881736785,MN,2023-02-26,1,0,1,1,1,0,1,0,1,1,1,0
968,6.56588138671306,0.1887528408477285,MN,2023-02-27,0,0,1,1,0,0,0,0,1,0,0,0
969,4.30654457760001,0.1627782761667655,MN,2023-02-28,1,0,1,1,0,0,1,0,1,1,0,0
970,8.31320979829507,0.2530674866840675,MN,2023-03-01,1,0,1,1,0,0,1,0,1,1,0,0
971,3.17361517437489,0.1240372300068395,MN,2023-03-02,1,0,1,1,1,0,1,0,1,1,0,0
972,2.7454191196584,0.135211020957688,MN,2023-03-03,1,0,1,1,0,0,1,0,1,0,0,0
973,2.01908252664013,0.0463538620442976,MN,2023-03-04,1,1,1,1,0,0,1,0,1,1,0,0
974,0.941971803160385,0.0587068883808135,MN,2023-03-05,1,1,1,1,0,1,1,0,1,1,0,1
975,1.1186180798406,0.072169071667863,MN,2023-03-06,1,1,1,1,1,1,0,0,1,1,1,0
976,6.38674379242859,0.1693415479689105,MN,2023-03-07,1,0,1,1,0,0,0,0,0,1,0,0
977,8.42882531365206,0.2129594362309915,MN,2023-03-08,1,0,1,0,0,1,0,0,1,0,0,1
978,0.992860700014811,0.02672733348962515,MN,2023-03-09,1,1,1,1,1,1,1,0,0,1,1,0
979,4.80078984039135,0.1974253713867955,MN,2023-03-10,1,0,0,0,1,1,1,0,0,0,1,0
980,1.85206171364234,0.1628405180365495,MN,2023-03-11,1,0,1,0,1,0,1,0,1,0,1,0
981,0.441146249130025,0.05025242252261,MN,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
982,6.36641589049959,0.160790380370661,MN,2023-03-13,1,0,1,1,0,0,1,0,1,1,0,0
983,3.93220651927656,0.137512079747918,MN,2023-03-14,1,0,1,1,0,0,1,0,1,0,0,0
984,2.69928664789452,0.1435570701000385,MN,2023-03-15,1,0,1,1,0,0,1,0,1,1,0,0
985,3.59611046540771,0.283778569514124,MN,2023-03-16,1,0,1,0,1,0,1,0,1,0,1,0
986,0.593264758176163,0.00256932642582711,MN,2023-03-17,1,1,1,1,1,1,1,0,1,0,1,1
987,2.90734709957955,0.396702002139749,MN,2023-03-18,0,0,1,1,1,0,0,0,1,1,1,0
988,0.701454377503458,0.079217510932089,MN,2023-03-19,1,1,1,0,1,1,1,1,1,0,1,0
989,3.75172711248587,0.1949577653820175,MN,2023-03-20,1,0,1,1,1,0,1,0,1,0,1,0
990,2.55042205643429,0.126952061634979,MN,2023-03-21,1,0,1,1,0,0,1,0,1,0,0,0
991,1.77246781217225,0.0634103591390945,MN,2023-03-22,1,1,1,1,0,1,1,0,1,1,0,0
992,1.69995065756693,0.098252884909147,MN,2023-03-23,1,1,1,0,0,1,1,0,0,0,0,0
993,0.714750657006501,0.00513681829332115,MN,2023-03-24,1,1,1,1,1,1,1,0,0,1,1,1
994,2.58777415318242,0.1838578961619035,MN,2023-03-25,1,0,1,0,1,1,1,1,0,0,1,1
995,2.93484497802757,0.17689466336946,MN,2023-03-26,1,0,1,1,0,0,1,0,0,1,0,0
996,1.64068615616194,0.0090713453649848,MN,2023-03-27,1,0,0,1,1,1,1,0,0,1,1,0
997,1.42450737910919,0.0731715657236935,MN,2023-03-28,1,1,1,1,0,1,1,0,0,1,0,1
998,1.8061460906501,0.054341265389697,MN,2023-03-29,1,0,0,1,1,1,1,0,0,0,1,1
999,3.7319486974446,0.192085508058722,MN,2023-03-30,1,1,0,0,0,0,0,0,0,0,0,0
1000,1.83775135437636,0.0218807525023866,MN,2023-03-31,1,0,0,1,1,1,1,0,0,1,1,1
1001,2.100036346942,0.1821384743527235,MN,2023-04-01,1,1,1,0,0,1,1,0,0,0,0,1
1002,3.02062474712004,0.1472024891648435,MN,2023-04-02,1,1,0,1,1,0,1,0,0,0,1,0
1003,5.00807315569802,0.0715641512004185,MN,2023-04-03,1,0,0,1,1,0,1,0,0,1,1,0
1004,4.01300984329566,0.2115052946138135,MN,2023-04-04,1,1,0,0,0,0,1,0,0,0,0,0
1005,6.09892992059816,0.0932943761942075,MN,2023-04-05,1,0,0,1,1,1,1,0,0,1,1,1
1006,6.05767550506801,0.1363780053369215,MN,2023-04-06,1,0,0,1,0,1,1,0,0,0,0,1
1007,3.25879396551872,0.201735852726185,MN,2023-04-07,0,1,0,1,1,0,0,0,0,0,1,0
1008,3.2952280345983,0.1766967372767285,MN,2023-04-08,1,0,0,1,1,0,1,0,0,1,1,0
1009,1.96246102457546,0.260990535864997,MO,2023-02-26,1,0,1,0,1,1,1,0,1,0,1,1
1010,1.4701492528195,0.243187297682573,MO,2023-02-27,1,0,1,1,1,0,1,0,1,1,1,0
1011,3.82221304336027,0.2889128888554295,MO,2023-02-28,1,0,1,1,0,0,1,0,0,1,0,0
1012,1.96475875042956,0.186714601757394,MO,2023-03-01,1,0,1,1,1,0,1,1,1,0,1,0
1013,3.65875082489186,0.288784967769489,MO,2023-03-02,1,0,1,1,1,0,1,0,1,0,1,0
1014,2.36264729350799,0.2194241231377405,MO,2023-03-03,1,0,1,1,1,0,1,0,1,1,1,0
1015,1.67406904903141,0.3587334179317985,MO,2023-03-04,1,0,1,0,1,1,1,0,1,0,1,1
1016,0.173379781986154,0.004547692623869075,MO,2023-03-05,1,1,1,1,1,1,1,0,1,1,1,0
1017,0.928875587801092,0.1193094677958705,MO,2023-03-06,1,1,1,1,0,1,1,1,0,1,0,1
1018,0.337781158775428,0.00382342898209371,MO,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
1019,0.912753631015532,0.106517305165309,MO,2023-03-08,1,1,1,1,0,1,1,1,1,1,0,0
1020,0.167367333330097,0.00327687839605894,MO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
1021,0.645530909938658,0.1149914490735635,MO,2023-03-10,1,1,1,1,1,1,1,1,1,0,1,0
1022,0.986269712187702,0.157658268276649,MO,2023-03-11,1,1,0,1,1,1,1,0,0,0,1,0
1023,0.962724862298422,0.2284211485043665,MO,2023-03-12,1,0,1,1,1,0,1,1,1,1,1,1
1024,NA,NA,MO,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,0.0491284675530048,0.00255817710973242,MO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
1026,0.911924710104493,0.184551047756429,MO,2023-03-15,1,1,1,1,1,0,1,0,1,1,1,0
1027,0.00380829327065016,0.002523108485518295,MO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
1028,0.0341085557041979,0.00256932642582711,MO,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
1029,0.0314672989246967,0.00266624476421325,MO,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
1030,1.10260882161257,0.307007058454646,MO,2023-03-19,1,0,1,1,1,0,1,0,1,1,1,0
1031,0.937519850740827,0.119381399180676,MO,2023-03-20,1,1,1,1,0,1,1,0,1,0,0,0
1032,0.891068230560564,0.0961365035828875,MO,2023-03-21,1,1,1,1,0,1,1,0,1,1,0,1
1033,1.90094754303722,0.4572270562942225,MO,2023-03-22,1,0,1,0,1,0,1,0,1,0,1,0
1034,0.123935708857556,0.004380211655048255,MO,2023-03-23,1,1,1,1,1,1,1,0,0,1,1,1
1035,0.149775379046583,0.00513681829332115,MO,2023-03-24,1,1,1,1,1,1,1,0,0,1,1,1
