...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
252,0.174065591227522,0.118451665486054,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
253,0.306467470428614,0.00907584312418925,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
254,0.875240299416028,0.134829866095013,CT,2023-02-27,1,1,1,0,1,1,1,1,1,0,0,1
255,0.877645928159836,0.0816389194453465,CT,2023-02-28,1,1,1,0,1,1,1,1,1,1,1,1
256,0.899919149726365,0.135082472192883,CT,2023-03-01,0,1,1,1,1,1,0,0,1,1,1,1
257,0.0664287556948898,0.00604523024891965,CT,2023-03-02,1,1,1,1,1,1,1,0,1,1,1,0
258,0.912631113209605,0.2907375056013815,CT,2023-03-03,1,0,1,1,1,0,1,0,1,1,1,0
259,0.0254329531105854,0.00498678071777789,CT,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
260,0.0484751686941151,0.004547692623869075,CT,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
261,0.160132537285234,0.00416144443178828,CT,2023-03-06,1,1,1,1,1,1,1,0,0,1,1,1
262,1.49632498725588,0.2294915802953845,CT,2023-03-07,1,0,1,1,0,1,1,1,1,0,1,0
263,0.973924650498738,0.1359423402665725,CT,2023-03-08,1,1,1,1,0,1,1,0,1,1,0,1
264,0.209594188797283,0.00327687839605894,CT,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
265,0.0587899552112062,0.00306233844599935,CT,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
266,0.0551437576187699,0.00288405874288231,CT,2023-03-11,1,1,1,1,1,1,1,0,1,0,1,0
267,0.0133516651698649,0.0027407622608082,CT,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
268,1.07899909199559,0.1897379910323905,CT,2023-03-13,1,1,1,1,0,1,1,0,1,1,0,1
269,0.243545472506791,0.00255817710973242,CT,2023-03-14,1,1,1,1,1,1,1,0,1,1,1,0
270,1.56753120461891,0.2315492465345795,CT,2023-03-15,1,0,1,0,1,0,1,0,1,0,1,0
271,0.957514898290539,0.119565682124488,CT,2023-03-16,1,1,1,1,0,1,1,0,1,1,0,1
272,0.925816754679097,0.1559691425625695,CT,2023-03-17,1,1,1,0,1,1,1,0,1,0,1,1
273,0.078743527937095,0.00266624476421325,CT,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
274,2.17081087785604,0.914680317310215,CT,2023-03-19,1,0,0,1,1,0,1,0,0,1,1,0
275,2.40364883460378,0.2152579846665935,CT,2023-03-20,1,0,1,0,0,1,1,0,1,0,0,1
276,0.064018880216465,0.003372714866070305,CT,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
277,1.94665105169914,0.230603265047984,CT,2023-03-22,1,0,1,1,1,0,1,0,1,0,1,0
278,0.780236295616837,0.1170702587064115,CT,2023-03-23,1,1,1,0,1,1,1,1,0,0,1,1
279,0.200388466762732,0.00513681829332115,CT,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
280,1.3722376317240501,0.1698144568978075,CT,2023-03-25,1,1,1,1,0,0,1,0,1,1,0,0
281,0.199483398375718,0.0074096784036914,CT,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
282,0.41216279787658,0.0090713453649848,CT,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
283,0.0172338609964429,0.01121155810401885,CT,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
284,0.0812253435065842,0.01395490727238125,CT,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
285,0.0988992495401363,0.0174519250244601,CT,2023-03-30,1,1,1,1,1,1,1,0,0,1,1,1
286,NA,NA,CT,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,0.144920567231162,0.02744707933076925,CT,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
288,NA,NA,CT,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,0.775364465163666,0.0429337002488298,CT,2023-04-03,1,1,1,1,1,1,1,0,0,1,1,1
290,0.0898246652874748,0.053362202694359,CT,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
291,0.298186929455043,0.0659206236767675,CT,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
292,NA,NA,CT,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,CT,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1.8648540611442599,0.2598180578854355,DC,2023-02-26,1,0,1,0,1,0,1,0,1,0,1,0
296,0.011799971667552,0.0081838771836793,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
297,0.0112532084204592,0.00738735591496945,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
298,0.35971376986307,0.00667721482750825,DC,2023-03-01,1,1,1,1,1,1,0,0,1,1,0,1
299,1.50358985541407,0.2972606764948055,DC,2023-03-02,1,0,1,0,1,1,1,0,1,0,1,1
300,0.0261196679727827,0.00548397574681605,DC,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
301,0.129558633042456,0.00498678071777789,DC,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
302,2.35533634655546,0.46213601408404,DC,2023-03-05,0,0,1,1,1,1,0,0,1,1,1,1
303,0.252618077653499,0.00416144443178828,DC,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1
304,0.106926796905443,0.00382342898209371,DC,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
305,0.0669259978183303,0.00352968231088623,DC,2023-03-08,1,1,1,1,1,1,1,0,1,0,1,1
306,0.0168205554201953,0.00327687839605894,DC,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
307,0.0164370654545244,0.00306233844599935,DC,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
308,1.32391290099992,0.9334368752425,DC,2023-03-11,0,0,1,1,1,1,0,0,1,1,1,1
309,1.2375704015278,0.468744741750918,DC,2023-03-12,0,0,1,1,1,1,0,0,1,1,1,1
310,0.0765809157148414,0.00263198088047066,DC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
311,1.18275698757751,0.3146274006360395,DC,2023-03-14,1,0,1,1,0,1,1,0,1,1,0,1
312,0.0486249809771001,0.002520916896106075,DC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
313,0.00374206564988309,0.002523108485518295,DC,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
314,0.0149847200356096,0.00256932642582711,DC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
315,0.920968959343897,0.185238747517116,DC,2023-03-18,1,1,1,1,1,0,1,0,1,1,1,0
316,0.0310136227816745,0.00282320916562972,DC,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
317,0.941110309389316,0.1853625263032495,DC,2023-03-20,1,1,1,1,1,0,1,0,1,1,1,0
318,NA,NA,DC,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,1.21708395652455,0.465745472788605,DC,2023-03-22,1,0,1,1,0,1,1,0,1,1,0,1
320,0.00672899782131152,0.004380211655048255,DC,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
321,0.0613865428750955,0.00513681829332115,DC,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
322,1.09721886635077,0.3079573624694515,DC,2023-03-25,0,1,1,1,1,1,0,0,1,1,1,1
323,0.140065005744003,0.0074096784036914,DC,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
324,1.09690009898593,0.444664106749143,DC,2023-03-27,1,0,1,0,1,1,1,1,1,1,1,1
325,0.914653928873712,0.22631432699373,DC,2023-03-28,1,1,1,0,1,1,1,1,1,1,1,1
326,0.973846669941492,0.296659414093591,DC,2023-03-29,1,1,1,0,1,1,1,0,1,0,1,1
327,0.980403397383988,0.230863516399724,DC,2023-03-30,1,1,1,1,0,1,1,1,0,1,0,1
328,0.968870326252958,0.23110722875476,DC,2023-03-31,0,1,1,1,1,1,0,1,0,1,1,1
329,0.15528488095073,0.02744707933076925,DC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
330,NA,NA,DC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1.04933649682589,0.3724992449453965,DC,2023-04-04,1,1,1,0,1,1,1,0,0,0,1,1
333,0.98740772901582,0.3077039296029055,DC,2023-04-05,1,1,1,1,1,0,1,1,0,1,1,0
334,1.07101297863746,0.765693433232095,DC,2023-04-06,1,1,1,0,1,1,1,1,0,0,1,1
335,1.00958355100939,0.435381948656294,DC,2023-04-07,0,1,1,1,1,1,0,0,0,1,1,1
336,0.488197325839052,0.118451665486054,DC,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1
337,0.0126152940687059,0.00907584312418925,DE,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
338,0.0110128062571726,0.0081838771836793,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
339,0.355667645967518,0.090548445502548,DE,2023-02-28,1,1,1,1,1,1,1,1,1,1,0,0
340,0.229353008876416,0.00667721482750825,DE,2023-03-01,1,1,1,1,1,1,1,0,1,1,0,1
341,0.0617900830442448,0.00604523024891965,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
342,3.3932361124374,0.3944658766468255,DE,2023-03-03,0,0,1,1,1,1,0,0,1,1,1,0
343,0.054294254135051,0.00498678071777789,DE,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
344,1.08174830773328,0.4392420184043515,DE,2023-03-05,1,0,1,1,1,0,1,0,1,1,1,0
345,1.20317355692366,0.1538850520390605,DE,2023-03-06,1,0,1,1,0,1,1,0,1,1,0,0
346,0.273689510014479,0.00382342898209371,DE,2023-03-07,1,1,1,1,1,1,1,0,1,1,1,0
347,1.10408612373204,0.235251833733337,DE,2023-03-08,1,0,1,1,0,1,1,1,1,1,0,0
348,0.0163430451034437,0.00327687839605894,DE,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
349,0.188000237988034,0.00306233844599935,DE,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
350,NA,NA,DE,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,0.013669097381848,0.00263198088047066,DE,2023-03-13,1,1,1,1,1,1,1,0,0,1,1,1
353,0.00376231718826897,0.00255817710973242,DE,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
354,0.0131454185612205,0.002520916896106075,DE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
355,1.30586728138566,0.925853364773735,DE,2023-03-16,1,0,0,1,1,1,1,0,0,1,1,1
356,0.930690899847375,0.1850765462539125,DE,2023-03-17,1,1,1,1,1,0,1,1,1,0,1,0
357,0.0141345170201888,0.00266624476421325,DE,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
358,0.0568407117868348,0.002823209165629725,DE,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
359,NA,NA,DE,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,0.019463624945594,0.003372714866070305,DE,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
361,0.048632396612915,0.00380515711694499,DE,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
362,1.01495859024217,0.1882335659644585,DE,2023-03-23,1,1,1,1,0,1,1,1,1,0,0,1
363,0.967700114046163,0.2290397300039535,DE,2023-03-24,1,1,1,0,1,1,1,0,1,0,1,1
364,0.0362486506354323,0.0061252314889441,DE,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
365,0.0117058981801929,0.0074096784036914,DE,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
366,0.0153257333505696,0.0090713453649848,DE,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
367,0.859195116279213,0.183293773215788,DE,2023-03-28,1,1,1,0,1,1,1,0,1,0,1,1
368,0.0233169450643594,0.01395490727238125,DE,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
369,0.187961569446172,0.01745192502446005,DE,2023-03-30,1,1,1,1,1,1,1,0,0,1,1,1
370,0.89568925895143,0.2265010664293555,DE,2023-03-31,1,1,1,0,1,1,1,0,1,0,1,1
371,0.149142932912987,0.02744707933076925,DE,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
372,0.169309352018011,0.0343815317192467,DE,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
373,NA,NA,DE,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1.01770615759874,0.4314310827628865,DE,2023-04-04,1,1,1,1,0,1,1,0,1,1,0,1
375,NA,NA,DE,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,0.898773035726092,0.080839860951207,DE,2023-04-06,1,1,1,1,1,1,1,0,0,1,1,1
377,0.153611509350871,0.0983082514053825,DE,2023-04-07,1,1,1,1,1,1,1,0,0,1,1,1
378,0.184078180820286,0.118451665486054,DE,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
379,1.58705152732802,0.0717223116513545,FL,2023-02-26,1,1,1,1,1,1,0,0,1,1,1,1
380,2.94115477677809,0.1237325036088345,FL,2023-02-27,0,0,1,1,0,1,0,0,1,1,0,0
381,2.55535079753543,0.089500465047559,FL,2023-02-28,1,1,1,1,0,0,0,0,1,0,0,0
382,4.66025142726603,0.13552517323316,FL,2023-03-01,0,0,1,1,0,1,0,0,1,0,0,0
383,1.1313839277792,0.0785027485088155,FL,2023-03-02,1,1,1,1,1,1,0,0,1,1,1,0
384,2.85973246686747,0.0633870297407765,FL,2023-03-03,1,1,1,0,1,0,0,0,1,0,1,0
385,1.1961743342566,0.089875671012627,FL,2023-03-04,1,1,1,1,0,1,1,0,1,0,1,0
386,2.07589130955643,0.115185110490169,FL,2023-03-05,1,0,1,1,0,0,0,0,1,0,0,0
387,6.46817205173665,0.145090076242948,FL,2023-03-06,0,0,1,0,0,0,0,0,0,1,0,0
388,3.1299022532214,0.104134378942362,FL,2023-03-07,1,0,1,1,0,1,1,0,1,0,0,0
389,2.4184658653535,0.092186546093737,FL,2023-03-08,1,1,0,0,0,0,0,0,0,1,1,0
390,4.82943270071539,0.1132500513793295,FL,2023-03-09,0,0,1,1,1,0,0,0,1,0,1,0
391,5.2992621198629,0.150422104004253,FL,2023-03-10,0,0,1,1,0,1,0,0,0,0,0,1
392,2.82053874815292,0.147095219731173,FL,2023-03-11,1,0,0,1,0,1,1,1,1,0,0,1
393,0.882036661685087,0.051923921709717,FL,2023-03-12,1,1,1,1,0,1,1,1,1,1,0,0
394,6.2330001827885,0.152541470080097,FL,2023-03-13,0,0,1,0,1,0,0,0,0,0,0,0
395,2.35600751858567,0.1097910415457315,FL,2023-03-14,1,0,1,1,0,1,1,0,0,1,0,0
396,4.2807277278462,0.119273627068414,FL,2023-03-15,0,0,1,0,0,1,0,1,0,1,0,0
397,1.41863302505368,0.04503353097028785,FL,2023-03-16,0,1,1,1,0,1,0,0,0,0,0,0
398,5.46151719057282,0.181743191541809,FL,2023-03-17,1,0,1,0,0,1,1,0,1,0,0,1
399,0.757974851523423,0.03800619096420415,FL,2023-03-18,1,1,1,1,1,1,1,1,1,0,1,0
400,3.19554260283645,0.1434365618459265,FL,2023-03-19,0,0,1,1,0,1,0,0,0,1,0,0
401,3.1860938894647,0.130861804277323,FL,2023-03-20,1,0,1,0,0,0,1,0,0,0,0,0
402,5.09374531763859,0.143358117166586,FL,2023-03-21,0,0,0,0,0,1,0,0,0,0,0,0
403,2.33924283509078,0.0345338067774519,FL,2023-03-22,1,0,0,1,1,1,1,0,0,0,1,0
404,4.66590247093594,0.148571560239499,FL,2023-03-23,0,0,0,0,0,1,0,0,0,0,0,0
405,3.95004519326644,0.1294482417522565,FL,2023-03-24,0,0,0,0,0,0,0,0,0,1,1,0
406,6.09749813606518,0.253001850883286,FL,2023-03-25,0,0,1,0,0,1,0,0,0,0,0,1
407,0.787464829859774,0.098483211754442,FL,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
408,4.69517830194571,0.1194789228651025,FL,2023-03-27,0,1,0,0,0,1,0,0,0,0,0,0
409,3.87026324428663,0.104355365188155,FL,2023-03-28,0,1,0,1,0,0,0,0,0,0,0,0
410,6.06350777324368,0.1458512074160125,FL,2023-03-29,0,1,0,0,0,0,0,0,0,0,0,0
411,5.09010313607332,0.1810386379578015,FL,2023-03-30,1,1,0,0,0,0,1,0,0,0,0,0
412,4.61086400138003,0.108036674155847,FL,2023-03-31,1,1,0,0,1,1,1,0,0,0,1,1
413,3.19877592038542,0.102952231112746,FL,2023-04-01,1,1,0,0,1,1,1,0,0,0,1,1
414,3.9319210461875,0.065641929051866,FL,2023-04-02,1,0,0,1,1,1,1,0,0,0,1,0
415,9.20098412766129,0.1727131751292815,FL,2023-04-03,0,1,0,0,1,1,0,0,0,0,1,1
416,9.91499403842711,0.177100110586316,FL,2023-04-04,0,1,0,0,1,1,0,0,0,0,1,0
417,6.15504524362052,0.0940270703637035,FL,2023-04-05,1,0,0,1,0,1,1,0,0,1,0,1
418,8.99665873389972,0.1567135342502645,FL,2023-04-06,0,0,0,1,1,0,0,0,0,1,1,0
419,8.15866982274828,0.201983557860652,FL,2023-04-07,0,0,0,0,1,1,0,0,0,0,1,1
420,6.37224532832673,0.1816494651012685,FL,2023-04-08,1,0,0,1,1,0,1,0,0,1,1,0
421,1.10815746244557,0.1977789998522415,GA,2023-02-26,1,0,1,1,0,1,0,1,1,1,0,1
422,0.926108208304275,0.076377871212859,GA,2023-02-27,1,1,1,0,1,1,1,1,1,0,1,0
423,0.353024801401644,0.090548445502548,GA,2023-02-28,1,1,1,1,1,1,1,0,1,1,0,1
424,2.72960838919956,0.296725308134839,GA,2023-03-01,0,0,1,1,0,0,0,0,1,1,0,0
425,0.221647809333702,0.00604523024891965,GA,2023-03-02,1,1,1,1,1,1,1,0,1,1,1,0
426,0.400355833645126,0.091060034703186,GA,2023-03-03,1,1,1,1,1,1,1,0,1,1,1,0
427,0.625813905308172,0.1487889177590895,GA,2023-03-04,1,1,1,1,1,1,1,0,1,1,1,0
428,2.53257316058947,0.3367766098937205,GA,2023-03-05,1,0,0,1,1,0,1,0,0,1,1,1
429,3.62008596236712,0.516129759100285,GA,2023-03-06,1,0,1,0,0,0,1,0,1,0,0,0
430,7.07643688959155,0.284190369162983,GA,2023-03-07,1,0,1,1,1,0,1,0,1,0,1,0
431,2.62332014551971,0.2080738081125255,GA,2023-03-08,1,0,1,1,1,0,0,0,0,1,1,0
432,0.290500664056914,0.00327687839605894,GA,2023-03-09,1,1,1,1,1,1,1,0,1,1,1,0
433,0.157225460502914,0.003062338445999355,GA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
434,0.959179645553744,0.2277097599882755,GA,2023-03-11,1,0,1,1,1,0,1,1,1,0,1,0
435,1.92681378726991,0.373944632031135,GA,2023-03-12,1,0,1,0,0,1,1,0,1,0,0,1
436,1.07856251522688,0.1897379910323905,GA,2023-03-13,1,1,1,1,0,1,1,0,1,1,0,1
437,0.0268054508737994,0.00255817710973242,GA,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
438,1.42163470394265,0.145487378680996,GA,2023-03-15,1,0,1,0,0,1,1,0,1,0,0,1
439,0.132323806004759,0.002523108485518295,GA,2023-03-16,1,1,1,1,1,1,1,0,0,1,1,1
440,2.9050543412103,0.351551328761545,GA,2023-03-17,1,0,1,0,0,1,1,0,1,0,0,1
441,0.21467646382997,0.00266624476421325,GA,2023-03-18,1,1,1,1,1,1,1,0,1,0,1,1
442,0.145642044065124,0.00282320916562972,GA,2023-03-19,1,1,1,1,1,1,1,0,1,1,1,0
443,0.436577509475773,0.003052983806658995,GA,2023-03-20,1,1,1,1,1,1,1,0,1,0,1,1
444,0.746770835650331,0.1044600727867415,GA,2023-03-21,1,1,1,1,1,0,1,0,1,1,1,0
445,1.61572459112281,0.143373223536046,GA,2023-03-22,1,1,1,1,1,0,1,0,1,1,1,0
446,0.28580115879797,0.004380211655048255,GA,2023-03-23,1,1,1,1,1,1,1,0,0,1,1,0
447,0.969732216332078,0.157419724061341,GA,2023-03-24,1,1,1,1,0,1,1,1,0,1,0,1
448,0.17555930674042,0.0061252314889441,GA,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
449,0.579107518044945,0.0074096784036914,GA,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
450,0.418768894200703,0.077026760920312,GA,2023-03-27,1,1,1,1,1,1,1,0,0,1,1,0
451,0.782184586369864,0.143436060360114,GA,2023-03-28,1,1,1,1,1,1,1,0,0,1,1,1
452,0.451647358273315,0.167580343498948,GA,2023-03-29,1,1,1,1,1,1,1,0,0,1,1,1
453,0.769495513147806,0.0174519250244601,GA,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
454,1.34266930013948,0.098065890475715,GA,2023-03-31,1,1,1,1,0,1,1,1,1,0,0,1
455,0.382924261527255,0.195297717349529,GA,2023-04-01,1,1,1,1,1,1,1,0,0,1,1,1
456,0.339595225787456,0.16068103915593,GA,2023-04-02,1,1,1,1,1,1,1,0,0,1,1,1
457,0.329544404860646,0.189830621297273,GA,2023-04-03,1,1,1,1,1,1,1,0,0,1,1,1
458,1.84698205756503,0.053362202694359,GA,2023-04-04,1,0,0,1,1,1,1,0,0,1,1,1
459,1.56317605180555,0.0659206236767675,GA,2023-04-05,1,0,0,1,1,1,1,0,0,1,1,1
460,1.99624782589862,0.3608111954953085,GA,2023-04-06,1,1,1,0,0,0,1,0,0,0,0,0
461,0.977355094924293,0.307182510050073,GA,2023-04-07,1,1,1,1,1,0,1,1,0,1,1,0
462,0.184325243929893,0.118451665486054,GA,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
463,NA,NA,HI,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0.0340254319679351,0.00667721482750825,HI,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
467,0.412241632093269,0.00604523024891965,HI,2023-03-02,1,1,1,1,1,1,1,0,1,0,1,0
468,0.79153048945279,0.2194241231377405,HI,2023-03-03,1,1,1,1,1,0,1,0,1,1,1,0
469,0.0559045566905396,0.00498678071777789,HI,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
470,NA,NA,HI,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.00511625696534869,0.00352968231088623,HI,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
474,0.0176001965106069,0.00327687839605894,HI,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
475,0.00452298023538017,0.00306233844599935,HI,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
476,NA,NA,HI,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,0.0146846101763553,0.0027407622608082,HI,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
478,NA,NA,HI,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.00341437822670176,0.002520916896106075,HI,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
481,1.05090120870138,0.2328889842118905,HI,2023-03-16,1,0,1,0,1,1,1,0,1,0,1,1
482,NA,NA,HI,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0.0861720483923641,0.002823209165629725,HI,2023-03-19,1,1,1,1,1,1,1,1,1,1,1,1
485,NA,NA,HI,2023-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,0.0188389846747869,0.003372714866070305,HI,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
487,0.0464937552938663,0.00380515711694499,HI,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
488,0.803921807766336,0.133168836856606,HI,2023-03-23,1,1,1,0,1,1,1,1,0,0,1,1
489,0.00735945422639869,0.00513681829332115,HI,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
490,1.84381415307245,0.2282910623301435,HI,2023-03-25,1,0,1,0,1,1,1,1,0,0,1,1
491,1.89662654326825,0.258998666176281,HI,2023-03-26,1,0,1,0,1,1,1,0,1,0,1,1
492,NA,NA,HI,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,0.0620111251603086,0.01121155810401885,HI,2023-03-28,1,1,1,1,1,1,1,0,0,1,1,1
494,0.963267565414924,0.137876913458077,HI,2023-03-29,1,1,1,1,0,1,1,0,0,1,0,0
495,0.862916666416718,0.15648077779787,HI,2023-03-30,1,1,1,0,1,1,1,1,0,0,1,1
496,0.392596947746575,0.1103022117555125,HI,2023-03-31,1,1,1,1,1,1,1,0,0,1,1,1
497,1.07227388051189,0.127565567789958,HI,2023-04-01,1,1,1,0,1,1,1,1,0,0,1,1
498,0.970445631695516,0.299003227226255,HI,2023-04-02,1,1,1,1,1,0,1,1,1,0,1,0
499,0.212185081211613,0.04293370024882985,HI,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
500,0.355733214397953,0.2332604581840435,HI,2023-04-04,1,1,1,1,1,1,1,0,0,1,1,1
501,1.44645119711626,0.1675945615986875,HI,2023-04-05,1,1,0,0,1,1,1,0,0,0,1,1
502,1.1437002518141,0.2567398702917,HI,2023-04-06,1,1,1,1,0,1,1,1,0,1,0,1
503,1.0247087460758,0.0983082514053825,HI,2023-04-07,1,0,1,1,1,1,1,1,1,1,1,1
504,1.6735067194324,0.752150064678805,HI,2023-04-08,1,0,1,0,1,0,1,0,0,0,1,0
505,1.10661893728617,0.1977789998522415,IA,2023-02-26,1,1,1,1,0,1,1,0,1,1,0,0
506,1.32298733224164,0.152762279143926,IA,2023-02-27,0,1,1,1,0,1,0,0,1,1,0,0
507,0.917277462165956,0.00738735591496945,IA,2023-02-28,1,0,1,1,1,1,1,0,1,1,0,0
508,0.350562461074471,0.0713060203920825,IA,2023-03-01,1,1,1,1,1,1,1,0,1,1,1,0
509,0.833885856743228,0.0809680189917205,IA,2023-03-02,1,1,1,0,1,1,1,1,1,0,1,0
510,2.53891978175627,0.253500535443738,IA,2023-03-03,0,0,1,1,0,1,0,0,1,1,0,0
511,0.556383179157952,0.1282457553246165,IA,2023-03-04,1,1,1,1,1,1,1,0,1,1,1,0
512,0.0222984218550445,0.004547692623869075,IA,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
