"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","X23H_50_CI","recombinant_50_CI","other_50_CI","X23B_50_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","X23H_95_CI","recombinant_95_CI","other_95_CI","X23B_95_CI"
"551",NA,NA,"ID",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,"ID",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,"ID",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,"ID",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",NA,NA,"ID",2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",NA,NA,"ID",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",0.524961971636795,0.721531489158466,"ID",2023-09-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"558",NA,NA,"ID",2023-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,"ID",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",NA,NA,"ID",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,"ID",2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,"ID",2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,"ID",2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",0.342892893187628,0.485533790359924,"ID",2023-09-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"565",NA,NA,"ID",2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,"ID",2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,"ID",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,"ID",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,"ID",2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",NA,NA,"ID",2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",NA,NA,"ID",2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,"ID",2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,"ID",2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,"ID",2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,"ID",2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,"ID",2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,"ID",2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",0.266617906865157,0.382023711020341,"ID",2023-10-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"579",NA,NA,"ID",2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",0.802314409959966,1.13332958043518,"ID",2023-10-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"581",0.8028202600023,1.13763412933279,"ID",2023-10-07,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"582",NA,NA,"ID",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",1.028890253449,1.02018832320971,"ID",2023-10-09,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"584",0.714352546680078,1.02797529244165,"ID",2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"585",NA,NA,"ID",2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,"ID",2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,"ID",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,"ID",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",2.01885888734243,0.893122366866919,"IL",2023-09-03,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"590",1.78316523071749,0.763760508348913,"IL",2023-09-04,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
"591",4.08114941846168,0.797381605630633,"IL",2023-09-05,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
"592",2.56490560360016,0.798099237667647,"IL",2023-09-06,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
"593",2.31006898021011,0.797759305718317,"IL",2023-09-07,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
"594",2.39743979375992,0.729937157742481,"IL",2023-09-08,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
"595",2.37070467088669,0.758978460624343,"IL",2023-09-09,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
"596",3.06809857900334,0.880382066925664,"IL",2023-09-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"597",4.02768513079472,0.753234228712236,"IL",2023-09-11,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"598",3.37274531942441,0.842931355792269,"IL",2023-09-12,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1
"599",1.193120638209,0.745936198691196,"IL",2023-09-13,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
"600",2.57265268022797,0.709073534832283,"IL",2023-09-14,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"601",2.2126101733966,0.898459219744732,"IL",2023-09-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"602",2.04661508377891,0.846555645348817,"IL",2023-09-16,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"603",1.64119904567246,0.811359585896189,"IL",2023-09-17,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
"604",4.47227044673438,0.863079628855432,"IL",2023-09-18,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"605",2.08073297489509,0.839572571862189,"IL",2023-09-19,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"606",2.23779463411944,0.776482729011683,"IL",2023-09-20,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"607",2.40639410167704,0.856864818395003,"IL",2023-09-21,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1
"608",2.06757933778099,0.679074934136277,"IL",2023-09-22,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
"609",2.90718341113958,0.731614626054309,"IL",2023-09-23,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
"610",1.08474297290909,0.934575282226084,"IL",2023-09-24,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"611",3.3601996390147,0.682782159220275,"IL",2023-09-25,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"612",3.02879394586622,0.841875933469252,"IL",2023-09-26,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0
"613",1.33325257035163,0.783229713882652,"IL",2023-09-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
"614",3.71429072962776,0.949811851016407,"IL",2023-09-28,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
"615",2.91522114479692,0.841627995443706,"IL",2023-09-29,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
"616",1.10751330015407,0.896131235817056,"IL",2023-09-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"617",1.9939030879913,0.857091552498294,"IL",2023-10-01,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1
"618",3.57520895321994,0.66880341315523,"IL",2023-10-02,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
"619",2.75020105931666,0.595394043332073,"IL",2023-10-03,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0
"620",2.44949069229267,0.881083924508869,"IL",2023-10-04,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"621",2.96148029483009,0.830264923257942,"IL",2023-10-05,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"622",2.07808944054174,0.867631588834356,"IL",2023-10-06,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
"623",1.7907787608122,0.785594957978915,"IL",2023-10-07,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1
"624",1.45700413481838,0.883444643953485,"IL",2023-10-08,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
"625",1.72155339101699,0.604216708501343,"IL",2023-10-09,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"626",1.47944886407174,0.648603722147439,"IL",2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"627",1.26307931244339,0.649969843578857,"IL",2023-10-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
"628",2.44443307803283,0.476118038977524,"IL",2023-10-12,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"629",1.39005023838752,0.626026912327206,"IL",2023-10-13,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
"630",1.28615522301502,0.60161428046041,"IL",2023-10-14,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
"631",0.622671710799964,0.733553512378108,"IN",2023-09-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"632",NA,NA,"IN",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",0.994253003769469,0.73101275404878,"IN",2023-09-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"634",2.24300214139698,0.635027796437666,"IN",2023-09-06,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"635",0.955111064357687,0.790119824144158,"IN",2023-09-07,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"636",1.15116589120515,0.954350946026426,"IN",2023-09-08,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1
"637",NA,NA,"IN",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,"IN",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",1.24129973304528,0.835900982042536,"IN",2023-09-11,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"640",NA,NA,"IN",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",1.50180375683416,0.677031088357482,"IN",2023-09-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"642",1.6245535037239,0.929593960104922,"IN",2023-09-14,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"643",0.372899351304855,0.526707827047708,"IN",2023-09-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"644",NA,NA,"IN",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",0.527250027741261,0.743648931195187,"IN",2023-09-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"646",0.807778343546983,0.801511065711852,"IN",2023-09-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"647",1.36235828195841,0.907232191049749,"IN",2023-09-19,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"648",1.14990091270431,1.11190976639313,"IN",2023-09-20,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"649",0.453919428472439,0.622607245716573,"IN",2023-09-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"650",NA,NA,"IN",2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,"IN",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",NA,NA,"IN",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",0.455745175507349,0.619855981726271,"IN",2023-09-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
"654",1.1907430115824,0.808017866572446,"IN",2023-09-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"655",0.581319440587885,0.690817184085224,"IN",2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"656",1.24034275789516,0.694541032390947,"IN",2023-09-28,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
"657",1.48854053590482,0.708060665710531,"IN",2023-09-29,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"658",0.580999816276177,0.828009283220383,"IN",2023-09-30,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"659",NA,NA,"IN",2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",0.286793685681476,0.395343006173029,"IN",2023-10-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"661",1.32353440331003,0.84959268566705,"IN",2023-10-03,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
"662",1.26705336343954,0.862954703216072,"IN",2023-10-04,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0
"663",1.52684562586388,0.952527167461113,"IN",2023-10-05,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"664",0.464733279725097,0.620514678793851,"IN",2023-10-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"665",0.618916380894716,0.87914883425913,"IN",2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"666",NA,NA,"IN",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",0.633418179307366,0.894155847336093,"IN",2023-10-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"668",0.568551215818418,0.531295858374508,"IN",2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"669",1.23070159038207,1.17983836036836,"IN",2023-10-11,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"670",0.644640741727077,0.916815156489252,"IN",2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"671",1.07439916756627,0.726520297984234,"IN",2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"672",0.687617924778293,0.56812371484882,"IN",2023-10-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"673",NA,NA,"KS",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",0.433625893848495,0.620461471468603,"KS",2023-09-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"675",0.760488734088521,0.815481718229276,"KS",2023-09-05,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"676",NA,NA,"KS",2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",0.485381697872576,0.692319066013762,"KS",2023-09-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"678",NA,NA,"KS",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",NA,NA,"KS",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,"KS",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",0.898596835441561,0.906240725640141,"KS",2023-09-11,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"682",NA,NA,"KS",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",0.383093455225742,0.543529885954531,"KS",2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"684",0.376627119269143,0.535098673320053,"KS",2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"685",NA,NA,"KS",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",NA,NA,"KS",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",1.17570431071285,0.743648931195187,"KS",2023-09-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"688",0.346261097343451,0.501826967291545,"KS",2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"689",0.589419776885799,0.700439845458834,"KS",2023-09-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"690",NA,NA,"KS",2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",0.466716320703105,0.622607245716573,"KS",2023-09-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"692",0.809329969978257,1.15725755705503,"KS",2023-09-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"693",NA,NA,"KS",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",NA,NA,"KS",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,"KS",2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",0.671166749609985,0.944925622051615,"KS",2023-09-26,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"697",NA,NA,"KS",2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,"KS",2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",NA,NA,"KS",2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",NA,NA,"KS",2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,"KS",2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,"KS",2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",0.605299470075064,0.84959268566705,"KS",2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"704",NA,NA,"KS",2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",NA,NA,"KS",2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,"KS",2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",NA,NA,"KS",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",0.245040967667596,0.357338862655221,"KS",2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"709",NA,NA,"KS",2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",1.50394420113974,1.02797529244165,"KS",2023-10-10,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"711",NA,NA,"KS",2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",0.854433525417923,1.20736915381365,"KS",2023-10-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"713",NA,NA,"KS",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",NA,NA,"KS",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",NA,NA,"KY",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",0.489242288784183,0.679582751228919,"KY",2023-09-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"717",1.53380333657506,0.856007864408551,"KY",2023-09-05,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"718",0.702922791714208,0.771000034710117,"KY",2023-09-06,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"719",1.27570197594683,0.804125220280007,"KY",2023-09-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"720",0.487891159960722,0.641485657435095,"KY",2023-09-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"721",0.773217842871978,1.09059310991041,"KY",2023-09-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"722",NA,NA,"KY",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",1.44416047302806,0.755697880975168,"KY",2023-09-11,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
"724",1.87508954515109,0.81386722870859,"KY",2023-09-12,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
"725",1.60538591891306,0.859831564135742,"KY",2023-09-13,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
"726",0.519337927140329,0.726869039027039,"KY",2023-09-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"727",0.475119085585791,0.62952185450479,"KY",2023-09-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"728",NA,NA,"KY",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",NA,NA,"KY",2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",0.799376636919795,0.800418334658958,"KY",2023-09-18,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"731",1.14637113994107,1.10939601759942,"KY",2023-09-19,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"732",1.06194758425964,1.03435080978462,"KY",2023-09-20,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"733",0.329777886714978,0.477491181683054,"KY",2023-09-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"734",NA,NA,"KY",2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",0.32409270576193,0.461641101803583,"KY",2023-09-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"736",NA,NA,"KY",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
