"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","X23H_50_CI","recombinant_50_CI","other_50_CI","X23B_50_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","X23H_95_CI","recombinant_95_CI","other_95_CI","X23B_95_CI"
"1141",0.810598821168249,0.618879077745469,"NC",2023-09-09,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"1142",NA,NA,"NC",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143",1.73836872598101,0.776494414361194,"NC",2023-09-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
"1144",4.26095172418703,0.913918030338925,"NC",2023-09-12,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1
"1145",1.7569299535054,0.823003052784953,"NC",2023-09-13,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"1146",3.21405511573805,0.863339077077106,"NC",2023-09-14,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
"1147",1.44809846062926,0.838829078495797,"NC",2023-09-15,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"1148",NA,NA,"NC",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149",0.63129067896512,0.897200078198769,"NC",2023-09-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"1150",2.044105867797,0.795916286833279,"NC",2023-09-18,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0
"1151",2.33323842131116,0.821004508506394,"NC",2023-09-19,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
"1152",1.3001196997623,0.848807004201422,"NC",2023-09-20,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0
"1153",2.799710998622,0.807341801923014,"NC",2023-09-21,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"1154",1.5475483257894,0.600025966763859,"NC",2023-09-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"1155",0.821033902410127,1.16214578758367,"NC",2023-09-23,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"1156",0.801127538175228,0.613824152073469,"NC",2023-09-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"1157",2.48486493843715,0.865772456000328,"NC",2023-09-25,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"1158",1.61964092159545,0.682708744052455,"NC",2023-09-26,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
"1159",0.956767363333173,0.746006163494577,"NC",2023-09-27,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
"1160",1.40025812444896,1.07817662277775,"NC",2023-09-28,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
"1161",1.16763469726653,0.95167399896641,"NC",2023-09-29,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
"1162",0.979450440538475,0.688418600086255,"NC",2023-09-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
"1163",0.281105916717618,0.402221668287698,"NC",2023-10-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1164",3.52007308047819,0.868647064958904,"NC",2023-10-02,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
"1165",0.811308113887074,0.641785343489929,"NC",2023-10-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
"1166",1.74869520270481,0.844861410405261,"NC",2023-10-04,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
"1167",1.56727144320453,0.565672521253092,"NC",2023-10-05,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
"1168",1.2781329479563,0.83102549851979,"NC",2023-10-06,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0
"1169",NA,NA,"NC",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",NA,NA,"NC",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171",1.05056487452128,0.732530214178253,"NC",2023-10-09,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0
"1172",3.03942950932879,0.951454737404509,"NC",2023-10-10,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"1173",1.16179900479445,0.748391353606799,"NC",2023-10-11,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
"1174",1.14156537026404,0.529388297727115,"NC",2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
"1175",2.17776700853467,0.924383185483814,"NC",2023-10-13,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
"1176",0.657645793058636,0.931948475359444,"NC",2023-10-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1177",NA,NA,"ND",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",NA,NA,"ND",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",0.715209319853633,1.01909033439911,"ND",2023-09-05,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1180",1.07268899891489,0.928021953217578,"ND",2023-09-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
"1181",0.412346844617166,0.594701164558445,"ND",2023-09-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1182",0.841741086169315,1.19107093807023,"ND",2023-09-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"1183",NA,NA,"ND",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184",NA,NA,"ND",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",0.483216302376482,0.635873027682872,"ND",2023-09-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"1186",NA,NA,"ND",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",0.736865214534595,1.04283418629742,"ND",2023-09-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1188",0.372839035099634,0.535098673320053,"ND",2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1189",0.358782742220831,0.526707827047708,"ND",2023-09-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1190",NA,NA,"ND",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",NA,NA,"ND",2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",0.728666176909788,0.780969309073284,"ND",2023-09-18,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1193",1.19726042133469,0.755451920297657,"ND",2023-09-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"1194",NA,NA,"ND",2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195",1.21133900185355,1.15918620125886,"ND",2023-09-21,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0
"1196",0.586774569854078,0.696225165291919,"ND",2023-09-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"1197",NA,NA,"ND",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",0.819237879482039,1.16485793384936,"ND",2023-09-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"1199",2.02768418311895,1.21422145811071,"ND",2023-09-25,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0
"1200",NA,NA,"ND",2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",0.588437850921011,0.690817184085224,"ND",2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1202",0.575951710257454,0.813979331535507,"ND",2023-09-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"1203",0.879649405870787,1.24798465413169,"ND",2023-09-29,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"1204",0.568249309221298,0.828009283220383,"ND",2023-09-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"1205",NA,NA,"ND",2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206",NA,NA,"ND",2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207",NA,NA,"ND",2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",NA,NA,"ND",2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209",NA,NA,"ND",2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210",0.471315161945007,0.620514678793851,"ND",2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1211",NA,NA,"ND",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",NA,NA,"ND",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213",1.76591510955555,0.758521665450257,"ND",2023-10-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
"1214",0.854513400204646,1.20248575783296,"ND",2023-10-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"1215",1.37136915519405,0.909250476088774,"ND",2023-10-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"1216",1.24129116682513,1.18316772016563,"ND",2023-10-12,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
"1217",NA,NA,"ND",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218",0.8552548016651,1.21218354682063,"ND",2023-10-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"1219",NA,NA,"NE",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",NA,NA,"NE",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221",0.905504234336533,0.659748878976595,"NE",2023-09-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
"1222",NA,NA,"NE",2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",NA,NA,"NE",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",NA,NA,"NE",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",NA,NA,"NE",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",NA,NA,"NE",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",NA,NA,"NE",2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",0.395389745172254,0.551996646429415,"NE",2023-09-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"1229",NA,NA,"NE",2023-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",NA,NA,"NE",2023-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",NA,NA,"NE",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",0.748273647034147,1.05298963704036,"NE",2023-09-16,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"1233",NA,NA,"NE",2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",NA,NA,"NE",2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",NA,NA,"NE",2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",NA,NA,"NE",2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",NA,NA,"NE",2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",NA,NA,"NE",2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",NA,NA,"NE",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",NA,NA,"NE",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",NA,NA,"NE",2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",NA,NA,"NE",2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",NA,NA,"NE",2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244",0.775058158879135,1.09928405831041,"NE",2023-09-28,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"1245",NA,NA,"NE",2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",NA,NA,"NE",2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247",NA,NA,"NE",2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",NA,NA,"NE",2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249",NA,NA,"NE",2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",NA,NA,"NE",2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",NA,NA,"NE",2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",NA,NA,"NE",2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253",NA,NA,"NE",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254",NA,NA,"NE",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255",NA,NA,"NE",2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",NA,NA,"NE",2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",NA,NA,"NE",2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258",NA,NA,"NE",2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",NA,NA,"NE",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",NA,NA,"NE",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,"NH",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",1.54168538658602,1.06331650075953,"NH",2023-09-04,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1263",NA,NA,"NH",2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",0.988968824471205,0.603284972022505,"NH",2023-09-06,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"1265",0.607110059551372,0.852858515250204,"NH",2023-09-07,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1266",1.4816774311315,0.903042143085254,"NH",2023-09-08,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
"1267",NA,NA,"NH",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",0.907187928070627,0.916332704867984,"NH",2023-09-10,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
"1269",0.390701004958097,0.560494223202177,"NH",2023-09-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1270",NA,NA,"NH",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",0.383035854296547,0.543529885954531,"NH",2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1272",1.33181321264005,0.854426938318404,"NH",2023-09-14,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
"1273",NA,NA,"NH",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",0.817615663417162,1.14978410482277,"NH",2023-09-16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1275",NA,NA,"NH",2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",0.590093557536525,0.701999168921909,"NH",2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1277",NA,NA,"NH",2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",0.862291633387302,0.485533790359924,"NH",2023-09-20,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"1279",3.4243664026969,0.831739532988096,"NH",2023-09-21,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
"1280",NA,NA,"NH",2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,NA,"NH",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",NA,NA,"NH",2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",NA,NA,"NH",2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,"NH",2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285",NA,NA,"NH",2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",NA,NA,"NH",2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,NA,"NH",2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",NA,NA,"NH",2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",0.284464645640106,0.402221668287698,"NH",2023-10-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1290",NA,NA,"NH",2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,"NH",2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",0.602952639221136,0.856909630587521,"NH",2023-10-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"1293",0.681213661898984,0.375597182802041,"NH",2023-10-05,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"1294",NA,NA,"NH",2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",NA,NA,"NH",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",NA,NA,"NH",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,NA,"NH",2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",0.23550191333035,0.346096134236231,"NH",2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"1299",0.243470412797956,0.340778443864211,"NH",2023-10-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"1300",NA,NA,"NH",2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",NA,NA,"NH",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",0.233682697283415,0.326146831841257,"NH",2023-10-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"1303",1.00219045255869,0.753713699562224,"NJ",2023-09-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"1304",2.81079990925579,0.836103010573584,"NJ",2023-09-04,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
"1305",9.65108807778957,0.74836775364242,"NJ",2023-09-05,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
"1306",11.8643376476506,0.814643383551693,"NJ",2023-09-06,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1307",6.54447343806,0.758226150562542,"NJ",2023-09-07,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
"1308",3.30769656017786,0.810832787824395,"NJ",2023-09-08,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"1309",2.94017947992648,0.708784599424757,"NJ",2023-09-09,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"1310",4.20940030731832,0.765277473653524,"NJ",2023-09-10,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"1311",6.70809425141895,0.774284485933317,"NJ",2023-09-11,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"1312",11.124287472147,0.753972378050457,"NJ",2023-09-12,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
"1313",3.5094670550205,0.737150122169821,"NJ",2023-09-13,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
"1314",1.81756629027085,0.793236781805253,"NJ",2023-09-14,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
"1315",2.69681524685172,0.772583217854762,"NJ",2023-09-15,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1
"1316",3.05062962436737,0.892497549736983,"NJ",2023-09-16,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
"1317",3.08267014267462,0.906984692640217,"NJ",2023-09-17,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0
"1318",1.48370133868509,0.747293216746901,"NJ",2023-09-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
"1319",2.47893976235744,0.794893617340302,"NJ",2023-09-19,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0
"1320",6.73453906653249,0.725891424137362,"NJ",2023-09-20,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
"1321",6.54334835773749,0.801714097753213,"NJ",2023-09-21,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"1322",4.56938205667178,0.815246725074756,"NJ",2023-09-22,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
