...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23B_50_CI,X23D_50_CI,other_50_CI,X23A_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23B_95_CI,X23D_95_CI,other_95_CI,X23A_95_CI
1689,1.4863742672106,0.259388681335575,RI,2023-04-03,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
1690,1.16890692107265,0.454432736190824,RI,2023-04-04,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1691,0.0441717789854357,0.00859900863463145,RI,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1692,0.974776671399661,0.229142234000391,RI,2023-04-06,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1693,0.0139759230731379,0.0100255130138566,RI,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1694,0.0157363361123639,0.0108643443231522,RI,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1695,NA,NA,RI,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,NA,RI,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,0.0184855672731923,0.0139984466922687,RI,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1698,NA,NA,RI,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,0.0258794858889565,0.0167213465594549,RI,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1700,0.0258468458399791,0.0183153601677308,RI,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1701,0.0292991674156952,0.0200867194507132,RI,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1702,0.102707576328402,0.0220541581928527,RI,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1703,0.0354889256132099,0.02423810918235965,RI,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1704,1.99624573509079,0.4296109682340335,RI,2023-04-18,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
1705,NA,NA,RI,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1706,0.0452361097404106,0.03232000525442125,RI,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1707,NA,NA,RI,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,RI,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,NA,NA,RI,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,0.218311947630586,0.04767872200727335,RI,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1711,0.96624903594453,0.4190916371805815,RI,2023-04-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1712,0.959792769477038,0.4182173007645035,RI,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1713,0.270600979136384,0.0637389839992425,RI,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1714,0.102094763972762,0.0701424914501795,RI,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1715,0.686945320658299,0.3611603354143675,RI,2023-04-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1716,NA,NA,RI,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,0.39244995505995,0.0929953436008685,RI,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1718,1.08899651116757,0.1019368667728575,RI,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1719,0.677001354326337,0.361960618887467,RI,2023-05-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1720,0.336271292913471,0.2335228221203505,RI,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1721,0.191455524842974,0.133121708108674,RI,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1722,0.565140772065924,0.1450364261887175,RI,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,0.0517838608219006,0.004867037649982825,SC,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724,0.601751121807161,0.00505642013138665,SC,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1725,1.6174055725385,0.221635039646723,SC,2023-03-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
1726,0.195052074559154,0.0055359007078466,SC,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1727,1.44262215285305,0.2285183763992255,SC,2023-03-30,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1728,1.27723123864266,0.89976329039051,SC,2023-03-31,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1729,0.0694033963733574,0.00654655206503665,SC,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1730,NA,NA,SC,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,0.255227376454262,0.00745612199097905,SC,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1732,0.867772734328333,0.2861645418800605,SC,2023-04-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1733,0.9551520505227,0.293582771321613,SC,2023-04-05,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1734,NA,NA,SC,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,0.497478714739877,0.1266490192775635,SC,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1736,0.873061321120765,0.2884159993909115,SC,2023-04-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1737,0.0153120720446406,0.01179899663456235,SC,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1738,0.880066491233788,0.156369010264582,SC,2023-04-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1739,0.539342714464082,0.0139984466922687,SC,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1740,0.352776324450833,0.01528756727348325,SC,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1741,3.00970590073678,0.377997732019604,SC,2023-04-13,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
1742,1.87984876012434,0.822154264047355,SC,2023-04-14,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0
1743,0.0302879006846487,0.0200867194507132,SC,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1744,0.108433877753765,0.0220541581928527,SC,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1745,0.234490870684901,0.02423810918235965,SC,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1746,0.811189779390593,0.3864161837247075,SC,2023-04-18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1747,1.97783085448537,0.4278190027605245,SC,2023-04-19,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1748,0.601262931700008,0.1317680301241975,SC,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1749,0.1689483321219,0.03561002458997815,SC,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1750,0.344318157696251,0.03924555451953815,SC,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1751,0.984581631669679,0.4214697978697885,SC,2023-04-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1752,1.21855782983293,0.262253900305856,SC,2023-04-24,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
1753,1.12327211431633,0.174725662070071,SC,2023-04-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1754,0.92448874468779,0.145705056709991,SC,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1755,1.20639495133266,0.1816932598969745,SC,2023-04-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0
1756,0.477096028462508,0.171751958980947,SC,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1757,2.10519187442808,0.616379059184325,SC,2023-04-29,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
1758,0.645099147857287,0.268643138406821,SC,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1759,0.403929769623738,0.0929953436008685,SC,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1760,NA,NA,SC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761,0.462289972146188,0.1115894955388325,SC,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762,0.711197723983761,0.283049129970428,SC,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1763,1.49400914044838,0.250610440491768,SC,2023-05-05,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
1764,NA,NA,SC,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,SD,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,NA,NA,SD,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,NA,SD,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,NA,NA,SD,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,NA,NA,SD,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,NA,NA,SD,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,NA,NA,SD,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,NA,NA,SD,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,NA,NA,SD,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,NA,NA,SD,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,NA,NA,SD,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,NA,NA,SD,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,NA,NA,SD,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,NA,NA,SD,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,NA,NA,SD,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,1.21354123987784,0.860312750277305,SD,2023-04-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
1784,NA,NA,SD,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,NA,NA,SD,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,NA,NA,SD,2023-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,NA,NA,SD,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1789,NA,NA,SD,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,SD,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,NA,NA,SD,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,SD,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,SD,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,SD,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,SD,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,SD,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,SD,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,0.102175713557708,0.0701424914501795,SD,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1799,0.11035915932741901,0.0771302283739765,SD,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1800,0.127698732815152,0.084736797577104,SD,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1801,0.131371586856725,0.0929953436008685,SD,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1802,0.422085557215695,0.1019368667728575,SD,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1803,NA,NA,SD,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,0.178665773366515,0.1219777343807075,SD,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1805,NA,NA,SD,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,0.0266401329681445,0.004867037649982825,TN,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1808,0.863299268906294,0.1547439545634125,TN,2023-03-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1809,0.00733783089981288,0.0052786313813489,TN,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1810,1.04249375133197,0.3022341200407695,TN,2023-03-29,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1
1811,0.0272061709601542,0.00583085741911615,TN,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1812,0.0079699985027621,0.0061665636434096,TN,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1813,0.0707753663865524,0.00654655206503665,TN,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1814,0.00911805706946239,0.00697486884627415,TN,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1815,0.0370888326416395,0.00745612199097905,TN,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1816,0.931342768256766,0.1853231428109925,TN,2023-04-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1817,1.81153549971891,0.4496704164591645,TN,2023-04-05,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0
1818,0.958031321154698,0.2286707628238055,TN,2023-04-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1819,0.169460364047004,0.0100255130138566,TN,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1820,1.11437989547618,0.445655715589726,TN,2023-04-08,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
1821,NA,NA,TN,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,0.0187160275148569,0.01283985192232715,TN,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1823,0.223267128080723,0.0139984466922687,TN,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1824,0.565338250124082,0.01528756727348325,TN,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1825,0.0238124006380614,0.0167213465594549,TN,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1826,0.402875991094764,0.0183153601677308,TN,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1827,0.714124448063547,0.270449902743726,TN,2023-04-15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
1828,0.107440160145617,0.0220541581928527,TN,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1829,0.49502338957998,0.02423810918235965,TN,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1830,0.920861223532473,0.313587867331457,TN,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1831,NA,NA,TN,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,0.161803699069514,0.03232000525442125,TN,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1833,0.325780938804797,0.03561002458997815,TN,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1834,0.623970313812006,0.2628694785245535,TN,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1835,0.0589391320427954,0.04325761499054455,TN,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1836,0.842077756554731,0.04767872200727335,TN,2023-04-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1837,0.0729315590100157,0.0525426745148155,TN,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1838,0.0834186031078724,0.0578842756815675,TN,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1839,1.08390535959017,0.771464639385635,TN,2023-04-27,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1840,1.61230803074938,0.516731954785785,TN,2023-04-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
1841,0.322589884159183,0.0771302283739765,TN,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1842,2.3524564112803,0.680291989423685,TN,2023-04-30,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1843,4.33071664778181,0.558438462773775,TN,2023-05-01,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
1844,1.81003106541745,0.192758645665457,TN,2023-05-02,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1845,1.89337524878028,0.1115894955388325,TN,2023-05-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
1846,1.41688571051454,0.2428231919379395,TN,2023-05-04,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
1847,1.02388343483068,0.721728562975195,TN,2023-05-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1848,0.205733778519387,0.1450364261887175,TN,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1849,1.89788620824605,0.229674276142869,TX,2023-03-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
1850,1.88693945611929,0.02804439717848655,TX,2023-03-27,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0
1851,0.953387034121012,0.0957127518416515,TX,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1852,2.18747171350695,0.02740053596371345,TX,2023-03-29,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
1853,3.45175786783164,0.2285599310093175,TX,2023-03-30,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0
1854,0.712821674647674,0.0681733110701655,TX,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1855,0.682722330767643,0.04700430615489405,TX,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1856,1.63412184484022,0.1403801105806285,TX,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
1857,1.51832643035639,0.0789342045432475,TX,2023-04-03,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
1858,4.10108522322744,0.230049302360865,TX,2023-04-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1859,1.18658030310734,0.1006889454330345,TX,2023-04-05,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
1860,1.61491054142137,0.1711004080214585,TX,2023-04-06,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1861,1.96010808768924,0.220841983492511,TX,2023-04-07,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
1862,0.841927547689621,0.0108643443231522,TX,2023-04-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
1863,0.0152392683305312,0.01179899663456235,TX,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1864,4.60396937284236,0.2314442563590525,TX,2023-04-10,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1865,1.61401606672754,0.130867366528989,TX,2023-04-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1866,1.53076256775441,0.1143914511466075,TX,2023-04-12,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
1867,2.19243303457136,0.068937302142447,TX,2023-04-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
1868,1.35868822998444,0.1029558350243525,TX,2023-04-14,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
1869,1.46339728577609,0.079360868836903,TX,2023-04-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
1870,1.14641971376609,0.126276333523926,TX,2023-04-16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1871,3.3327788278718,0.1983895084011105,TX,2023-04-17,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
1872,2.7559805959432,0.1034131856078235,TX,2023-04-18,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1873,1.56768153522033,0.1173397748130375,TX,2023-04-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
1874,1.62183068656285,0.1638269701495255,TX,2023-04-20,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
1875,1.73469571548071,0.15627012067669,TX,2023-04-21,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
1876,2.71721302745798,0.03924555451953815,TX,2023-04-22,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0
1877,1.10886330533581,0.207640593290949,TX,2023-04-23,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1878,2.64092299509111,0.1343858020195735,TX,2023-04-24,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0
1879,1.37851592947009,0.270426993542495,TX,2023-04-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
