...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
249,3.6806322268817e-4,2.6868665064207e-4,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00132669449424812,2.3280407422521e-4,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
251,9.5368840965739e-4,2.0175804473984e-4,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
252,1.36213258103216,0.4910435190877965,CO,2024-02-10,1,1,1,0,0,1,1,1,1,0,0,1
253,0.597642736820689,0.3406589274239745,CT,2023-12-31,1,1,1,1,1,1,1,1,1,0,1,0
254,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2.23697041926233,0.088414465485599,CT,2024-01-02,0,1,1,0,1,0,0,1,1,0,1,0
256,1.18731853146444,0.16981925434341,CT,2024-01-03,0,1,1,1,1,0,0,1,1,0,0,0
257,1.55535170718142,0.332734250959911,CT,2024-01-04,0,1,1,0,1,0,0,0,1,0,1,0
258,1.52203045993298,0.234168776344245,CT,2024-01-05,1,1,1,1,1,0,1,0,1,1,1,0
259,0.223506070160842,0.02370045497978435,CT,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1
260,0.624619699763692,0.263406607386362,CT,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,0
261,0.78059523160791,0.1077255644100435,CT,2024-01-08,1,1,1,1,1,1,1,1,1,0,0,0
262,0.464953220403837,0.01608827854333365,CT,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,0
263,0.527892506517085,0.01409853381294545,CT,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1
264,0.420393905647527,0.091381114313679,CT,2024-01-11,1,1,1,1,1,1,1,1,1,0,1,0
265,0.0530871991025458,0.0107861619853926,CT,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,2.00655790527636,0.427334370433198,CT,2024-01-15,1,1,1,0,1,0,1,1,1,0,1,0
269,0.104641095438028,0.00623393908971205,CT,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
270,0.259511708229182,0.00542370510449575,CT,2024-01-17,1,1,1,1,1,1,1,1,1,0,0,0
271,0.0240848097735181,0.00471538958362041,CT,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
272,0.10644973569833,0.004096912842954495,CT,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,0
273,0.10446491018481,0.00355747434490259,CT,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1
274,0.0174678484861032,0.003087448193383125,CT,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1
275,0.173727673715109,0.00267828065599947,CT,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,1
276,0.223746335610246,0.002322391324610175,CT,2024-01-23,1,1,1,1,1,1,1,1,1,0,1,0
277,0.0800988254039247,0.002013079075895865,CT,2024-01-24,1,1,1,1,1,1,1,1,1,0,1,0
278,1.08388133186857,0.1899584934439695,CT,2024-01-25,1,1,1,0,0,1,1,1,1,0,0,1
279,0.0161059723895814,0.00151125308998438,CT,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,0.00147513788628918,0.00113357126898716,CT,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
282,1.03197272101892,0.120484996640072,CT,2024-01-29,1,1,1,1,0,1,1,1,1,0,0,1
283,0.00425037929328358,8.4985243765695e-4,CT,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
284,0.00346360876477902,7.35786462964745e-4,CT,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
285,1.07382765150593,0.159421383323687,CT,2024-02-01,1,1,1,0,1,0,1,1,1,0,1,0
286,0.041993799870046,5.5152814414122e-4,CT,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,6.035722080441e-4,4.13502028848235e-4,CT,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
289,0.00425551196765699,3.58097328149785e-4,CT,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
290,1.20400510595807,0.193742586337239,CT,2024-02-06,1,1,1,0,1,0,1,1,1,0,1,0
291,0.00521192767708643,2.6868665064207e-4,CT,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
292,1.36012515601381,0.490611432640681,CT,2024-02-08,1,0,1,0,1,1,1,0,1,0,1,1
293,0.00242106357377739,2.0175804473984e-4,CT,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
294,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,0.0501845419820238,0.0343925429888488,DC,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1
299,0.041140179568749,0.0304341770338081,DC,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1
300,0.754586754791908,0.3723606771158375,DC,2024-01-05,1,1,1,1,1,0,1,1,1,0,1,0
301,NA,NA,DC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,0.100973569329992,0.0208613771236504,DC,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1
303,0.187489072092885,0.01833354429106925,DC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1
304,0.594020512045288,0.01608827854333365,DC,2024-01-09,1,1,1,1,1,1,0,1,1,0,1,1
305,1.13128827392916,0.79009446487693,DC,2024-01-10,1,1,1,0,1,0,1,1,1,0,1,0
306,NA,NA,DC,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,0.0146022782575197,0.00941830485405165,DC,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,0
309,NA,NA,DC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0.00768625069454097,0.00542370510449575,DC,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1
313,0.00622191740772841,0.00471538958362041,DC,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
314,NA,NA,DC,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1.26901242339929,0.898350264067995,DC,2024-01-21,1,1,1,0,1,0,1,1,1,0,1,0
317,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,0.0120121888854181,0.002322391324610175,DC,2024-01-23,1,1,1,1,1,1,1,1,0,0,1,1
319,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,0.00102828882609277,7.35786462964745e-4,DC,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
327,8.4058025957365e-4,6.37022726841545e-4,DC,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
328,8.4804730722556e-4,5.5152814414122e-4,DC,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
329,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,DC,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,DC,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,DC,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,DC,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,DC,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,DC,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,0.216044268849273,0.0490273686816387,DE,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
338,2.54445296876236,0.571135175770275,DE,2024-01-01,0,1,1,0,0,0,0,1,1,0,0,0
339,0.858940419968375,0.1016963099530575,DE,2024-01-02,1,1,1,1,1,1,0,1,1,0,1,0
340,1.24233229206441,0.0343925429888488,DE,2024-01-03,1,1,1,0,1,1,1,1,1,0,1,0
341,0.787256423586717,0.1909730380023325,DE,2024-01-04,0,1,1,1,1,1,0,1,1,1,1,0
342,0.0374154946020732,0.026880925186856,DE,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1
343,0.831941723306957,0.1840080828888025,DE,2024-01-06,1,0,1,1,1,1,1,0,1,1,1,0
344,0.0958739846980143,0.0208613771236504,DE,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1
345,2.28043679788401,0.480593388539529,DE,2024-01-08,1,1,0,0,1,0,1,1,0,0,1,0
346,0.253185917154098,0.01608827854333365,DE,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1
347,1.22150785843518,0.860020801218955,DE,2024-01-10,0,1,1,0,1,1,0,1,1,0,1,1
348,0.533378082202622,0.1704232278398265,DE,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1
349,NA,NA,DE,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,0.0994825928098373,0.00941830485405165,DE,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
351,0.975622544132251,0.229212165102665,DE,2024-01-14,1,0,1,1,1,1,1,0,1,0,1,1
352,0.00978962466232969,0.00715955476569695,DE,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
353,0.164547282204547,0.00623393908971205,DE,2024-01-16,1,1,1,1,1,1,1,1,1,0,1,0
354,0.030593278580911,0.00542370510449575,DE,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1
355,0.052405919525961,0.00471538958362041,DE,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
356,NA,NA,DE,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.00411454121770102,0.003087448193383125,DE,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1
359,1.58727588595803,0.231601566423121,DE,2024-01-22,1,1,0,0,1,0,1,1,0,0,1,0
360,0.044843564072241,0.002322391324610175,DE,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
361,0.0402035900931419,0.002013079075895865,DE,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
362,0.00241144625819203,0.001744433616728365,DE,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
363,0.00826081886589741,0.00151125308998438,DE,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
364,0.0157092029055372,0.00130896796831405,DE,2024-01-27,1,1,1,1,1,1,1,1,1,0,1,0
365,NA,NA,DE,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,0.0543398403097198,9.8155497487081e-4,DE,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
367,0.0464911887423484,8.4985243765695e-4,DE,2024-01-30,1,1,1,1,1,1,1,1,0,0,1,1
368,0.00845640477564794,7.35786462964745e-4,DE,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
369,NA,NA,DE,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,6.1890228307311e-4,5.5152814414122e-4,DE,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
371,0.005432327885557,4.77533796659705e-4,DE,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1
372,0.005242178524863,4.13502028848235e-4,DE,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
373,5.4080940996459e-4,3.58097328149785e-4,DE,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
374,0.018001924500733,3.10160622848925e-4,DE,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
375,0.00838330370314724,2.6868665064207e-4,DE,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
376,0.00746849070914139,2.3280407422521e-4,DE,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
377,0.00221749217145231,2.0175804473984e-4,DE,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
378,1.36314038015112,0.4902965068233075,DE,2024-02-10,1,1,0,0,1,1,1,1,0,0,1,1
379,1.08675597949754,0.151075166631021,FL,2023-12-31,1,1,0,1,1,1,1,1,0,1,0,1
380,0.567963400218723,0.0436563336899303,FL,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1
381,2.14840212432465,0.1370817147454385,FL,2024-01-02,1,1,1,0,0,1,0,0,1,0,0,0
382,2.2267482977129,0.1422010525706765,FL,2024-01-03,1,1,1,0,1,1,0,1,0,0,0,0
383,5.6951870673127,0.102309427006651,FL,2024-01-04,1,1,0,0,1,0,0,0,0,0,0,0
384,1.25800970756166,0.1170060778639815,FL,2024-01-05,1,1,1,1,1,1,1,0,1,0,1,0
385,1.01776565278802,0.074396990923464,FL,2024-01-06,1,1,1,0,1,1,1,1,1,0,1,0
386,0.960545213673526,0.240618405312496,FL,2024-01-07,1,1,0,1,1,1,1,1,0,0,1,0
387,1.14638093628749,0.117227317669751,FL,2024-01-08,1,1,1,1,1,1,1,1,0,0,1,0
388,0.590205895183983,0.01608827854333365,FL,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1
389,1.65114542809378,0.1364977551408015,FL,2024-01-10,1,1,1,1,0,1,1,1,1,0,0,1
390,0.787557194731975,0.0876172041457675,FL,2024-01-11,1,1,1,1,1,1,1,1,1,0,1,0
391,0.583932589667805,0.064388858149251,FL,2024-01-12,1,1,1,1,1,1,0,1,1,0,0,1
392,0.162006304486454,0.00941830485405165,FL,2024-01-13,1,1,1,1,1,1,1,0,1,0,1,1
393,0.0829465340074375,0.0082155004510144,FL,2024-01-14,1,1,1,1,1,1,1,1,1,0,1,0
394,0.653976123522559,0.04917703633244705,FL,2024-01-15,1,1,1,1,1,1,1,1,1,0,1,0
395,0.91036884249911,0.066451016396808,FL,2024-01-16,1,1,1,1,1,1,0,1,1,0,0,0
396,2.50347630337712,0.15206618150531,FL,2024-01-17,1,0,1,0,0,1,1,1,1,0,0,0
397,1.52200806388467,0.113733889319461,FL,2024-01-18,0,0,1,1,1,1,0,0,1,0,0,0
398,1.4662072650915,0.0906655485728,FL,2024-01-19,1,1,1,1,0,1,0,1,1,1,0,0
399,0.306915214113113,0.00355747434490259,FL,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1
400,0.566389426316526,0.0926137297808445,FL,2024-01-21,1,1,1,1,1,1,1,0,1,0,1,1
401,0.427884978737176,0.0590832151772805,FL,2024-01-22,1,1,1,1,1,1,1,1,1,1,0,0
402,1.30566561909082,0.1061704013023815,FL,2024-01-23,0,1,1,1,0,1,0,1,1,0,0,0
403,2.55035575021001,0.2165313755353365,FL,2024-01-24,1,1,1,0,0,1,1,1,1,0,0,0
404,0.256826185114871,0.001744433616728365,FL,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
405,0.797630861223576,0.057144302275879,FL,2024-01-26,1,1,0,1,1,1,1,1,0,0,1,1
406,0.0143758048359613,0.00130896796831405,FL,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
407,NA,NA,FL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0.565924758362481,9.8155497487081e-4,FL,2024-01-29,1,1,1,1,1,1,1,0,1,0,1,0
409,0.142661324871629,8.4985243765695e-4,FL,2024-01-30,1,1,1,1,1,1,1,1,1,0,1,0
410,0.456066372998632,7.35786462964745e-4,FL,2024-01-31,1,1,1,1,1,1,1,1,1,0,1,0
411,1.85091992799849,0.074845925473232,FL,2024-02-01,1,1,1,0,0,1,1,1,1,0,0,0
412,1.96759200744469,0.0846569477622575,FL,2024-02-02,1,1,1,0,0,1,1,1,0,0,0,0
413,1.20274415471231,0.162066135739487,FL,2024-02-03,1,1,1,0,0,1,1,0,1,1,0,1
414,NA,NA,FL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1.05490402503141,0.120942614334275,FL,2024-02-05,1,1,1,0,1,0,1,1,0,1,1,0
416,4.59380786834399,0.14740593605747,FL,2024-02-06,0,1,1,0,0,0,0,1,1,0,0,0
417,1.72649822672862,0.078508054584094,FL,2024-02-07,0,1,1,0,0,1,0,1,1,0,0,1
418,0.721352718773688,0.03760280156183395,FL,2024-02-08,1,1,1,1,1,0,1,1,1,0,1,0
419,0.0888789282899985,2.0175804473984e-4,FL,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
420,0.00562591174793707,1.7489493891154e-4,FL,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
421,0.598376134671509,0.3406589274239745,GA,2023-12-31,1,1,1,1,1,1,1,1,1,0,1,0
422,1.23703250745707,0.3469643400755335,GA,2024-01-01,1,1,1,1,1,0,1,1,1,1,1,1
423,2.31202460810644,0.306259135310005,GA,2024-01-02,1,1,1,1,0,1,1,0,1,0,0,0
424,1.57928081362396,0.167940910940414,GA,2024-01-03,1,0,1,1,1,1,0,0,1,0,0,0
425,1.11946027029129,0.262570840722985,GA,2024-01-04,1,1,1,1,1,1,1,1,0,0,0,0
426,0.724476023009805,0.08969542553758,GA,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,0
427,0.901622156752675,0.2904408267125935,GA,2024-01-06,0,1,1,1,1,1,0,1,1,0,1,1
428,0.0265186397054785,0.0208613771236504,GA,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1
429,3.7318763115653,0.39663659405909,GA,2024-01-08,1,1,1,0,1,0,1,1,1,0,0,0
430,4.77079926157296,0.3569442260661555,GA,2024-01-09,1,1,0,0,1,0,1,1,0,0,0,0
431,1.12270714855322,0.1663697230223185,GA,2024-01-10,0,1,1,1,1,1,0,0,1,1,0,0
432,1.25527757834774,0.1496183359318675,GA,2024-01-11,1,1,1,1,0,1,1,1,1,0,0,1
433,4.82624085697589,0.4001948334954595,GA,2024-01-12,0,1,0,0,0,0,0,1,0,0,0,0
434,0.897421353605059,0.15033036553994,GA,2024-01-13,0,1,1,1,1,1,1,1,1,1,0,0
435,0.426614876885877,0.1003238099421825,GA,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
436,0.986192839301502,0.1513713971477435,GA,2024-01-15,0,1,1,1,1,1,0,1,1,0,1,1
437,1.12685474332295,0.135700655299968,GA,2024-01-16,1,1,1,1,1,1,1,1,1,0,1,0
438,1.23575600570005,0.1362797667003375,GA,2024-01-17,1,1,1,1,1,1,1,0,1,0,0,0
439,2.80051546414432,0.2784717781470355,GA,2024-01-18,0,1,0,0,1,0,0,1,0,0,1,0
440,0.146943063242935,0.004096912842954495,GA,2024-01-19,1,1,1,1,1,1,1,1,0,0,1,1
441,0.781617674545909,0.086765457094195,GA,2024-01-20,1,1,1,1,0,1,1,1,1,0,0,1
442,0.867634968650243,0.118235805375934,GA,2024-01-21,1,1,1,1,0,1,1,1,1,0,0,1
443,0.528715335170408,0.0778848600177075,GA,2024-01-22,1,1,1,1,1,1,1,1,1,0,1,0
444,2.95785322241945,0.17658367748369,GA,2024-01-23,1,1,1,0,0,0,1,1,1,0,0,0
445,0.0600589588340574,0.002013079075895865,GA,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
446,0.0339579869498941,0.001744433616728365,GA,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
447,0.0475402614877535,0.00151125308998438,GA,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
448,0.0264554724320209,0.00130896796831405,GA,2024-01-27,1,1,1,1,1,1,1,1,1,0,1,0
449,0.081055522116195,0.00113357126898716,GA,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
450,0.951455702835276,0.087893148913199,GA,2024-01-29,1,1,1,1,0,1,1,1,1,1,0,0
451,0.0922928058043319,8.4985243765695e-4,GA,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
452,0.859641397941111,0.0573257161161075,GA,2024-01-31,1,1,1,1,0,1,1,1,1,0,0,1
453,0.173067276216419,6.37022726841545e-4,GA,2024-02-01,1,1,1,1,1,1,1,0,1,0,1,1
454,1.11602343521866,0.1083623382400935,GA,2024-02-02,1,0,1,0,1,1,0,0,1,0,1,0
455,1.02920728786,0.081180568709927,GA,2024-02-03,1,1,0,1,1,1,1,1,0,1,1,0
456,0.013736757923567,4.13502028848235e-4,GA,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
457,1.10515149285673,0.097599147807865,GA,2024-02-05,1,1,0,0,1,1,1,1,0,0,1,1
458,0.196714701041319,3.10160622848925e-4,GA,2024-02-06,1,1,1,1,1,1,1,1,1,0,1,0
459,0.913834358891111,0.04098823000295045,GA,2024-02-07,1,1,1,1,0,1,1,1,1,0,0,1
460,0.0145790918687198,2.3280407422521e-4,GA,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
461,0.004365153574312,2.0175804473984e-4,GA,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
462,2.9302505077287e-4,1.7489493891154e-4,GA,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
463,NA,NA,HI,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,HI,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,HI,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,HI,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,HI,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,HI,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,HI,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0.0231684384916903,0.01608827854333365,HI,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1
473,NA,NA,HI,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,HI,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,0.0146637258371033,0.0107861619853926,HI,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
476,NA,NA,HI,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,HI,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,HI,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,HI,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,HI,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,HI,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,HI,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,HI,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,HI,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,HI,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,HI,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,HI,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.00105612054899742,7.35786462964745e-4,HI,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
495,NA,NA,HI,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,HI,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,HI,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,HI,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,HI,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,HI,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,HI,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,3.85359652434412,0.411917742729404,IA,2023-12-31,0,1,1,0,1,0,0,1,1,0,0,0
506,0.564937988846308,0.0436563336899303,IA,2024-01-01,1,1,1,1,1,1,1,0,1,0,0,0
