...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
507,1.59511291636105,0.264239618759344,IA,2024-01-02,1,1,1,0,0,1,1,0,1,0,0,0
508,1.38111495108878,0.241580502024917,IA,2024-01-03,1,1,1,1,0,1,1,0,1,0,1,0
509,1.21187678953676,0.198246869225308,IA,2024-01-04,1,1,1,1,1,0,1,1,0,0,1,0
510,1.80904220631981,0.80165176525413,IA,2024-01-05,0,1,1,0,0,1,0,1,1,0,0,1
511,2.64595187941263,0.618092908515605,IA,2024-01-06,0,1,1,0,0,1,0,1,1,0,1,1
512,2.13004995595053,0.227609547111392,IA,2024-01-07,1,1,1,1,0,1,1,1,0,0,0,0
513,0.932042737155077,0.214448841793268,IA,2024-01-08,0,1,1,1,1,1,0,1,0,0,1,0
514,0.022995508457381,0.01608827854333365,IA,2024-01-09,1,1,1,1,1,1,1,1,1,0,0,1
515,1.59795580238689,0.134542610370911,IA,2024-01-10,1,1,0,1,1,1,1,0,0,0,1,0
516,0.412728709608299,0.10016357137214,IA,2024-01-11,1,1,1,1,1,1,1,1,1,0,1,0
517,0.0162955727208297,0.0107861619853926,IA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
518,1.08838756658475,0.439848367921302,IA,2024-01-13,1,1,1,0,0,1,1,1,1,0,0,1
519,0.423947347165548,0.0082155004510144,IA,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
520,0.0766760525740844,0.00715955476569695,IA,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
521,0.0676934819050664,0.00623393908971205,IA,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
522,1.05437566533472,0.3037511207675955,IA,2024-01-17,1,1,1,0,0,1,1,1,1,0,0,1
523,0.0886488421909773,0.00471538958362041,IA,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
524,0.0419454879639033,0.004096912842954495,IA,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
525,0.0404681050597465,0.00355747434490259,IA,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1
526,0.0157246285350598,0.003087448193383125,IA,2024-01-21,1,1,1,1,1,1,1,1,1,1,1,1
527,3.3409384850522,0.389454974516213,IA,2024-01-22,1,1,1,0,1,0,1,1,1,0,0,0
528,2.78373617370121,0.3461057275321735,IA,2024-01-23,1,1,1,0,0,0,1,1,1,0,0,0
529,1.46033404539711,0.1703881811202375,IA,2024-01-24,1,1,1,0,0,1,1,1,1,0,0,0
530,0.723151873943218,0.104120834629885,IA,2024-01-25,1,1,1,1,1,0,1,1,1,0,1,0
531,0.00768590050228257,0.00151125308998438,IA,2024-01-26,1,1,1,1,1,1,1,1,1,0,1,0
532,NA,NA,IA,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,0.0982008990444381,0.00113357126898716,IA,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
534,0.0417144806175364,9.8155497487081e-4,IA,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
535,1.20443474473243,0.24050981346052,IA,2024-01-30,1,1,0,0,1,1,1,1,0,0,1,1
536,0.00112142893157563,7.35786462964745e-4,IA,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
537,0.00851490227900312,6.37022726841545e-4,IA,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
538,1.15271857196276,0.138724717516761,IA,2024-02-02,1,1,1,0,0,1,1,1,1,0,0,1
539,0.00240381543555025,4.77533796659705e-4,IA,2024-02-03,1,1,1,1,1,1,1,1,1,1,1,1
540,0.00066988468213591995,4.13502028848235e-4,IA,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
541,1.09823138176017,0.088875045730695,IA,2024-02-05,1,1,1,0,0,1,1,1,1,0,0,1
542,1.16981780870072,0.161503848718174,IA,2024-02-06,1,1,1,0,1,0,1,1,1,0,1,0
543,0.00853619528031091,2.6868665064207e-4,IA,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
544,0.0100035587120171,2.3280407422521e-4,IA,2024-02-08,1,1,1,1,1,1,1,1,1,0,1,0
545,0.0113551860736278,2.0175804473984e-4,IA,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
546,0.00537080803944316,1.7489493891154e-4,IA,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
547,NA,NA,ID,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.0468078384048605,0.0343925429888488,ID,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1
551,NA,NA,ID,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0.0218970180746879,0.01608827854333365,ID,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,0
557,NA,NA,ID,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2024-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,4.19022589723878,0.3308945268851845,IL,2023-12-31,0,1,1,0,1,0,0,0,1,0,0,0
590,2.33564337784639,0.2706167036730515,IL,2024-01-01,0,1,0,0,1,1,0,0,0,1,0,0
591,10.6192081136768,0.3298931404940045,IL,2024-01-02,1,0,1,0,1,0,0,0,0,0,0,0
592,3.93035220553826,0.2408140259791725,IL,2024-01-03,0,1,1,0,0,1,0,0,0,0,0,0
593,2.27403251268353,0.324464090950634,IL,2024-01-04,0,0,0,0,1,1,0,0,0,0,0,1
594,2.80473659142937,0.261164624656007,IL,2024-01-05,1,1,1,0,1,0,1,1,1,0,0,0
595,1.50833202638671,0.2296228554564175,IL,2024-01-06,0,1,1,0,1,1,0,1,1,0,0,0
596,1.25681687527624,0.063663476581776,IL,2024-01-07,1,1,1,0,1,1,1,1,0,0,1,0
597,2.86426290844128,0.203035204918177,IL,2024-01-08,1,1,1,0,0,1,1,0,0,0,0,1
598,1.90669583529956,0.28059067426524,IL,2024-01-09,0,1,1,0,1,1,0,0,1,0,1,0
599,1.15201003388178,0.0659148346815135,IL,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,0
600,4.91902346507389,0.240422835799563,IL,2024-01-11,1,0,1,0,1,1,0,0,0,0,0,1
601,4.69932377768092,0.2976025121082845,IL,2024-01-12,0,1,1,0,1,0,0,1,0,0,0,0
602,4.07321784696359,0.3458468844279895,IL,2024-01-13,0,1,1,0,0,0,0,1,1,0,0,0
603,1.39710714697781,0.2928493261660215,IL,2024-01-14,1,1,0,0,1,1,1,1,0,0,1,0
604,2.28143071668239,0.3287200571670675,IL,2024-01-15,1,0,1,0,1,0,1,0,1,0,1,0
605,4.60610719771843,0.3239580861383735,IL,2024-01-16,1,0,1,0,0,1,1,0,1,0,0,1
606,0.77968055393827,0.0650891882371155,IL,2024-01-17,1,1,1,1,0,1,1,1,1,1,0,0
607,4.25181554518051,0.40659221112111,IL,2024-01-18,1,1,0,0,0,0,1,1,0,0,1,0
608,0.465356257021838,0.084032514612707,IL,2024-01-19,1,1,1,1,1,1,0,1,1,1,1,0
609,0.904325351419951,0.2254433429519895,IL,2024-01-20,1,1,1,1,1,0,1,1,1,1,1,1
610,1.70387075899799,0.305829060415886,IL,2024-01-21,1,1,1,0,0,0,1,1,1,0,0,0
611,0.992815634295758,0.110276564097474,IL,2024-01-22,1,1,1,1,0,1,1,1,1,0,0,0
612,1.22975569748284,0.091334971305557,IL,2024-01-23,0,1,1,1,0,1,0,0,1,1,0,0
613,0.930277780467214,0.0734934374824355,IL,2024-01-24,1,0,1,1,1,1,0,0,1,1,1,1
614,0.22534521797392,0.001744433616728365,IL,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
615,0.78193944614723,0.04879934489799485,IL,2024-01-26,1,1,0,1,1,1,1,1,0,0,1,1
616,0.95880035646711,0.1067630627307515,IL,2024-01-27,1,1,1,1,0,1,1,1,1,0,0,1
617,0.989016873426756,0.0881614624471365,IL,2024-01-28,1,0,1,1,1,1,1,0,1,1,1,0
618,0.816278320735615,0.0572184686996715,IL,2024-01-29,1,1,1,1,0,1,1,1,1,0,0,1
619,2.26255075929188,0.1517219436975915,IL,2024-01-30,0,1,1,0,0,1,0,1,1,0,0,0
620,0.142864356799746,7.35786462964745e-4,IL,2024-01-31,1,1,1,1,1,1,1,1,1,0,0,0
621,0.849999341521426,0.0488728095119953,IL,2024-02-01,1,1,1,1,0,1,1,1,1,0,0,1
622,2.15467395865336,0.1214530688451835,IL,2024-02-02,1,1,1,0,0,1,1,1,1,0,0,1
623,3.35183323995613,0.4145044653987435,IL,2024-02-03,1,1,1,0,0,0,1,1,1,0,0,0
624,0.0571133930760218,4.13502028848235e-4,IL,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
625,0.297788798338255,3.58097328149785e-4,IL,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
626,2.60283022611935,0.083889850574029,IL,2024-02-06,1,1,0,0,0,1,1,1,1,0,0,1
627,1.99283656174719,0.1624971644396545,IL,2024-02-07,1,1,1,0,0,0,1,1,1,0,0,0
628,1.99840249994615,0.1227919342709475,IL,2024-02-08,0,0,1,0,1,1,0,0,1,0,1,1
629,2.18380035344339,0.078630328508734,IL,2024-02-09,1,1,1,0,0,1,1,1,1,0,0,1
630,0.0241617254943088,1.7489493891154e-4,IL,2024-02-10,1,1,1,1,1,1,0,1,1,0,1,1
631,0.226627080456908,0.0490273686816387,IN,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1
632,0.0621946799399564,0.0436563336899303,IN,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1
633,0.751287213198442,0.2180072530824635,IN,2024-01-02,1,1,1,1,1,1,1,1,0,0,0,0
634,0.426839461265647,0.197047931027238,IN,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1
635,0.724775442040025,0.366059561416808,IN,2024-01-04,1,1,1,1,1,0,1,1,1,1,1,1
636,0.037063284714667,0.026880925186856,IN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1
637,NA,NA,IN,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,1.05907205232061,0.748497067911785,IN,2024-01-07,1,1,1,0,1,0,1,1,1,0,1,0
639,0.844017375922102,0.390646333867249,IN,2024-01-08,1,1,1,1,1,0,1,1,0,0,1,1
640,1.18041523879585,0.833231426192005,IN,2024-01-09,1,1,1,0,0,1,1,1,1,0,0,1
641,0.0683693048380143,0.01409853381294545,IN,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1
642,2.26443456261211,0.802760136049005,IN,2024-01-11,1,1,1,0,1,0,1,1,1,0,1,0
643,NA,NA,IN,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,0.0445331493173654,0.00941830485405165,IN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
645,0.0414682058929908,0.0082155004510144,IN,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
646,0.038263817909198,0.00715955476569695,IN,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
647,NA,NA,IN,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,IN,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,IN,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.00381468551683364,0.00267828065599947,IN,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
654,NA,NA,IN,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,1.18239349956818,0.3142169895708855,IN,2024-01-24,1,1,1,0,0,1,1,1,1,0,0,1
656,0.00251442928885509,0.001744433616728365,IN,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
657,1.3376485633693,0.94673343849986,IN,2024-01-26,1,1,1,0,0,1,1,1,1,0,0,1
658,NA,NA,IN,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,NA,NA,IN,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.00533969785993132,9.8155497487081e-4,IN,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
661,NA,NA,IN,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,0.00940520428185268,7.35786462964745e-4,IN,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
663,0.00368086420438472,6.37022726841545e-4,IN,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
664,NA,NA,IN,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,5.9633143460549e-4,4.13502028848235e-4,IN,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
667,NA,NA,IN,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,1.38276389933653,0.97451098991377,IN,2024-02-06,1,1,0,0,1,1,1,1,0,0,1,1
669,0.00320125767698513,2.6868665064207e-4,IN,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
670,0.00132894477454976,2.3280407422521e-4,IN,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
671,1.27133162490233,0.24360555290197,IN,2024-02-09,1,1,1,0,1,0,1,1,1,0,1,0
672,NA,NA,IN,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.332759518752297,0.0387889236554911,KS,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
676,0.410059642007798,0.142829468347775,KS,2024-01-03,1,1,1,1,1,1,1,1,1,0,1,0
677,NA,NA,KS,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,1.11125704187796,0.78918999634176,KS,2024-01-05,1,1,1,0,0,1,1,1,1,1,0,0
679,0.0329189743015243,0.02370045497978435,KS,2024-01-06,1,1,1,1,1,1,1,1,1,0,0,1
680,NA,NA,KS,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,0.0270033755444383,0.01833354429106925,KS,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1
682,NA,NA,KS,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,1.0250108117689,0.428628940761491,KS,2024-01-10,1,1,1,1,0,1,1,1,1,1,0,0
684,1.09064250626211,0.440267231232042,KS,2024-01-11,0,1,1,0,1,1,0,1,1,0,1,1
685,NA,NA,KS,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,0.0102449307172647,0.0082155004510144,KS,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1
688,NA,NA,KS,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,1.05432790825412,0.43595845133638,KS,2024-01-17,1,1,1,0,1,0,1,1,1,0,1,0
691,NA,NA,KS,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,0.0307723558997708,0.00267828065599947,KS,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
696,0.00311187794784527,0.002322391324610175,KS,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
697,0.00240024568677369,0.002013079075895865,KS,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
698,0.00256012252945771,0.001744433616728365,KS,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
699,NA,NA,KS,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.0208145783532877,9.8155497487081e-4,KS,2024-01-29,1,1,1,1,1,1,1,0,1,0,1,1
703,0.00466627160301462,8.4985243765695e-4,KS,2024-01-30,1,1,1,1,1,1,1,1,1,0,1,0
704,1.2620710821546,0.321184744887316,KS,2024-01-31,1,1,0,0,1,1,1,1,0,0,1,1
705,0.00861368499405277,6.37022726841545e-4,KS,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
706,0.00325354844350399,5.5152814414122e-4,KS,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
707,NA,NA,KS,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,0.00185874769603118,3.58097328149785e-4,KS,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
710,NA,NA,KS,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,KS,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,1.38095186749917,0.97910325211349,KS,2024-02-08,1,1,1,0,0,1,1,1,1,0,0,1
713,3.0291040363065e-4,2.0175804473984e-4,KS,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
714,NA,NA,KS,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,KY,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,2.1679845472846,0.783172051107105,KY,2024-01-02,0,1,1,0,1,1,0,1,1,0,1,1
718,0.863892047919458,0.287497860594569,KY,2024-01-03,0,1,1,1,1,1,0,1,1,0,1,1
719,1.36459808892226,0.503093911846005,KY,2024-01-04,1,1,1,0,0,1,1,1,1,0,0,0
720,0.985299272186746,0.4210962458513955,KY,2024-01-05,1,0,1,1,1,1,1,0,1,1,1,0
721,NA,NA,KY,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,KY,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1.03325420633751,0.42935757575986,KY,2024-01-08,1,1,0,1,1,1,1,1,0,1,1,0
724,NA,NA,KY,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,0.0206732000857191,0.01409853381294545,KY,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1
726,0.124393997559046,0.0123390007875321,KY,2024-01-11,1,1,1,1,1,1,1,1,1,0,0,1
727,0.014726983609663,0.0107861619853926,KY,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1
728,0.0502059865990485,0.00941830485405165,KY,2024-01-13,1,1,1,1,1,1,1,1,1,0,0,1
729,NA,NA,KY,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,KY,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,0.110262855139009,0.00623393908971205,KY,2024-01-16,1,1,1,1,1,1,1,1,1,0,0,1
732,2.08863169515335,0.43595845133638,KY,2024-01-17,1,1,1,0,1,0,1,1,1,0,1,0
733,0.00630149520441958,0.00471538958362041,KY,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
734,0.0227723349834036,0.004096912842954495,KY,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
735,NA,NA,KY,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,0.00393613817717789,0.00267828065599947,KY,2024-01-22,1,1,1,1,1,1,1,1,1,0,1,0
738,0.992126842894579,0.229627471244653,KY,2024-01-23,1,1,1,0,1,0,1,1,1,0,1,0
739,0.0234582572011754,0.002013079075895865,KY,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
740,1.2161351421336,0.317393753461666,KY,2024-01-25,1,0,1,0,1,1,1,0,1,0,1,1
741,NA,NA,KY,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,KY,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,0.0014575733538463,9.8155497487081e-4,KY,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
745,0.00952653885300223,8.4985243765695e-4,KY,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
746,9.0577550493686e-4,7.35786462964745e-4,KY,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
747,0.00290111301629807,6.37022726841545e-4,KY,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
748,8.8061664560702e-4,5.5152814414122e-4,KY,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
749,NA,NA,KY,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,4.7981437883786e-4,3.58097328149785e-4,KY,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
752,3.7374836122278e-4,3.10160622848925e-4,KY,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
753,1.2664509424283,0.1954429937379435,KY,2024-02-07,1,1,0,0,1,1,1,1,0,0,1,1
754,NA,NA,KY,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,3.433003431124e-4,2.0175804473984e-4,KY,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
756,3.1866474280057e-4,1.7489493891154e-4,KY,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
757,1.25602455293715,0.3967850564513305,LA,2023-12-31,1,1,0,1,0,1,1,1,0,1,0,0
758,1.71034997259261,0.3329838517484515,LA,2024-01-01,1,1,1,0,0,1,1,1,1,0,1,0
759,8.14945719832872,0.506846345351075,LA,2024-01-02,0,0,1,0,0,0,0,0,0,0,0,0
760,4.82338864026401,0.425333932828204,LA,2024-01-03,0,1,1,0,0,0,0,0,0,0,0,0
761,1.28981975194727,0.2163278206869295,LA,2024-01-04,1,0,1,1,1,1,0,0,0,0,1,0
762,2.17634269817102,0.393175719432709,LA,2024-01-05,1,1,0,0,1,0,1,1,0,0,1,0
763,1.72475680212726,0.4051033260636225,LA,2024-01-06,1,0,1,0,0,1,1,0,1,0,0,0
764,2.22974376658667,0.3664564703751925,LA,2024-01-07,1,0,1,0,0,1,1,0,1,0,0,1
