...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,recombinant_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,recombinant_95_CI,other_95_CI,X23B_95_CI
528,1.6275820543905,0.3812744730679385,IA,2023-10-03,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1
529,1.15572375364984,0.4836711712058815,IA,2023-10-04,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
530,1.19953063480426,0.2033696590732235,IA,2023-10-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
531,0.880615780362662,0.4520166316628175,IA,2023-10-06,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
532,1.50438020747984,0.467248299601271,IA,2023-10-07,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
533,0.915560236096432,0.38212719555068,IA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
534,0.788339767114272,0.3200211376701635,IA,2023-10-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
535,0.856875687049724,0.248085273118181,IA,2023-10-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
536,1.9643464408577,0.3261896138838885,IA,2023-10-11,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
537,1.57055712512434,0.4820402594631145,IA,2023-10-12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
538,0.93257487395638194,0.309231827355539,IA,2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
539,2.45142932098004,0.176784353130724,IA,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
540,1.86915080148697,0.4778729084883405,IA,2023-10-15,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
541,1.53682069188648,0.343490491819383,IA,2023-10-16,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
542,1.07887934627632,0.3584628783411595,IA,2023-10-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
543,1.6469488428708,0.4044062121517835,IA,2023-10-18,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0
544,0.830137084292716,0.3189680687493865,IA,2023-10-19,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
545,1.03278843434697,0.2696844773752695,IA,2023-10-20,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
546,0.673840419243622,0.467138757137681,IA,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
547,NA,NA,ID,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.504210240249102,0.349680955746959,ID,2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
551,NA,NA,ID,2023-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.361938347652075,0.2571187802708175,ID,2023-09-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,NA,NA,ID,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0.279388326047913,0.206644100771531,ID,2023-10-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,NA,NA,ID,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,0.804276998980351,0.562948683776775,ID,2023-10-06,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
574,0.809160957209959,0.56496131342976,ID,2023-10-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
575,NA,NA,ID,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,1.01316232363596,0.497101121341362,ID,2023-10-09,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
577,0.717177650398464,0.4998604146293845,ID,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
578,NA,NA,ID,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,3.07327121535618,0.4403356895776825,IL,2023-09-10,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
590,3.90405868931639,0.3743879728437325,IL,2023-09-11,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
591,3.43395867025671,0.421762596253117,IL,2023-09-12,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
592,1.24982842262486,0.3748740425344955,IL,2023-09-13,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
593,2.75645970688524,0.3594268441159115,IL,2023-09-14,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
594,2.20917683748158,0.448155078857803,IL,2023-09-15,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
595,2.04206653952132,0.422347012069482,IL,2023-09-16,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
596,1.62713840608317,0.404809475812913,IL,2023-09-17,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
597,4.29464634289331,0.4282621462398915,IL,2023-09-18,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
598,2.06341716401457,0.418956523636627,IL,2023-09-19,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
599,2.21196843300872,0.387565107733551,IL,2023-09-20,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0
600,2.32145075658334,0.423628792387814,IL,2023-09-21,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1
601,2.22089986046914,0.3444532793725755,IL,2023-09-22,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0
602,3.03675218914351,0.3704962846053575,IL,2023-09-23,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0
603,1.04634070176392,0.4586027385717315,IL,2023-09-24,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
604,3.64880020004662,0.346570216008391,IL,2023-09-25,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
605,2.95153148574749,0.419789401651416,IL,2023-09-26,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
606,1.25615595670263,0.3904616545226285,IL,2023-09-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
607,3.61513272781398,0.4692326337201435,IL,2023-09-28,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
608,2.8850124995377,0.4183206404519975,IL,2023-09-29,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
609,1.09578600715024,0.4453712359342015,IL,2023-09-30,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1
610,2.00464990287759,0.4286804596285075,IL,2023-10-01,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0
611,3.91464293258129,0.3398056249119495,IL,2023-10-02,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
612,2.91166555962395,0.3007571801617745,IL,2023-10-03,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
613,2.26216977515426,0.432491220965458,IL,2023-10-04,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0
614,2.86053397516705,0.412177112264548,IL,2023-10-05,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
615,1.89641437435154,0.428690900605119,IL,2023-10-06,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
616,1.73635022909158,0.3915132832414495,IL,2023-10-07,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0
617,1.50796599837121,0.446582736232001,IL,2023-10-08,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
618,1.82722622252425,0.3082901360057815,IL,2023-10-09,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0
619,1.4927083327078,0.325494643855363,IL,2023-10-10,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
620,1.15934492313036,0.3226508211723215,IL,2023-10-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
621,2.60663777851251,0.2468116892750645,IL,2023-10-12,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
622,1.60224873516402,0.317789396298864,IL,2023-10-13,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0
623,1.29550318406583,0.306137568966789,IL,2023-10-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
624,1.30989829488195,0.336585090909737,IL,2023-10-15,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
625,2.18660308119965,0.2842159110640235,IL,2023-10-16,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
626,1.67798265095731,0.3885259340072475,IL,2023-10-17,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
627,1.58653006932474,0.382444887057038,IL,2023-10-18,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
628,2.41690064745845,0.4249725194609215,IL,2023-10-19,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
629,2.28130195305731,0.403733177087534,IL,2023-10-20,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0
630,1.3709666107066,0.2751498289949295,IL,2023-10-21,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
631,NA,NA,IN,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,1.2422745967423101,0.4176020860383305,IN,2023-09-11,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0
633,NA,NA,IN,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,1.45920601070407,0.3333646860700485,IN,2023-09-13,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0
635,1.6153428003349,0.4652508053042525,IN,2023-09-14,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0
636,0.38503029140424,0.2765410098822535,IN,2023-09-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,NA,NA,IN,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,0.523659537504991,0.3591046292795675,IN,2023-09-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
639,0.799956490032728,0.4003500608497015,IN,2023-09-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
640,1.35183350070031,0.446993128991331,IN,2023-09-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
641,1.14104586555964,0.55245247525829,IN,2023-09-20,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
642,0.462775104573287,0.3113672609227775,IN,2023-09-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,NA,NA,IN,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,IN,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,IN,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.451933067663694,0.3094480684568365,IN,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
647,1.17929231439274,0.399724255233287,IN,2023-09-26,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1
648,0.586530416123601,0.348277431462889,IN,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
649,1.27828812679035,0.353598336711917,IN,2023-09-28,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
650,1.4644042124408,0.353677781138121,IN,2023-09-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
651,0.584896031202281,0.3956840188802225,IN,2023-09-30,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
652,NA,NA,IN,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.304668977435651,0.2133536667576865,IN,2023-10-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
654,1.272144677098,0.405222909035053,IN,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
655,1.29582126680036,0.4323967424655045,IN,2023-10-04,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0
656,1.48432759274441,0.461489218532399,IN,2023-10-05,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
657,0.456111477777099,0.3076167148486415,IN,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
658,0.597594975993338,0.418429247349624,IN,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
659,NA,NA,IN,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,0.60572417251346,0.425205319859267,IN,2023-10-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
661,0.575799047568263,0.268145689577207,IN,2023-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
662,1.22685143371396,0.5851408267703,IN,2023-10-11,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
663,0.625423417896491,0.435536378300473,IN,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
664,1.03100905447553,0.3524930057032425,IN,2023-10-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
665,0.691047620806044,0.2881620370225075,IN,2023-10-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
666,NA,NA,IN,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.644077304877671,0.449524923749081,IN,2023-10-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
668,0.747478700226058,0.3866815045545175,IN,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
669,0.584996693774265,0.344484642712791,IN,2023-10-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
670,0.474740429793914,0.3124296945860085,IN,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,0.744820094924401,0.527476757724735,IN,2023-10-20,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
672,NA,NA,IN,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,NA,NA,KS,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,0.877794493382096,0.4454817346077845,KS,2023-09-11,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
675,NA,NA,KS,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,0.406966157979654,0.2844158770393185,KS,2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
677,0.388212045649161,0.2804727546606925,KS,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
678,NA,NA,KS,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,1.1572476559125,0.3591046292795675,KS,2023-09-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
681,0.36413800129308,0.264832694751781,KS,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,0.597031286436642,0.353979199213483,KS,2023-09-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,NA,NA,KS,2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,0.461543784391448,0.3113672609227775,KS,2023-09-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
685,0.821730388451,0.572305989824815,KS,2023-09-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
686,NA,NA,KS,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,0.644010794551141,0.4631508322521945,KS,2023-09-26,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
690,NA,NA,KS,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,KS,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,KS,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,KS,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,KS,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,0.586459472576727,0.405222909035053,KS,2023-10-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
697,NA,NA,KS,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,KS,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,0.270559404911867,0.1938983307595005,KS,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,NA,NA,KS,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,1.46847611345599,0.4998604146293845,KS,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
704,NA,NA,KS,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,0.844906138374032,0.598385051594875,KS,2023-10-12,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
706,NA,NA,KS,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,KS,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,KS,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,KS,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,1.14251221395868,0.552110290280685,KS,2023-10-17,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
711,0.73804489473044,0.521983848547785,KS,2023-10-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
712,0.219714524055044,0.1647665632353895,KS,2023-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,0.227512936042752,0.16264701339624,KS,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
714,NA,NA,KS,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,KY,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1.449446762009,0.3772964020408085,KY,2023-09-11,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
717,1.82692473694755,0.3976430823321525,KY,2023-09-12,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
718,1.59502469528792,0.4281768890880555,KY,2023-09-13,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0
