...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,recombinant_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,recombinant_95_CI,other_95_CI,X23B_95_CI
28,NA,NA,AK,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.720938842081473,0.3739329622666715,AK,2023-10-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
39,NA,NA,AK,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1.07727992587196,0.51714331543635506,AK,2023-10-19,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
41,NA,NA,AK,2023-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.486170503763468,0.343239127232462,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
44,0.404548715465319,0.2923290170031815,AL,2023-09-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
45,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.493609762070998,0.349680955746959,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
47,0.504294032392371,0.351948731895613,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
48,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.52456111278845,0.3667732547758885,AL,2023-09-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
54,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.326187269179982,0.2345937801455425,AL,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.556939447407194,0.386512976053205,AL,2023-09-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
61,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.286684282111175,0.209972933968974,AL,2023-10-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
67,NA,NA,AL,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.09953078887836,0.2260489140661,AL,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
81,0.618204459787193,0.1669854368777955,AL,2023-10-18,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
82,2.47932477082902,0.4987791760354805,AL,2023-10-19,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
83,1.06241587403719,0.2577613002240955,AL,2023-10-20,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
84,0.213965505509031,0.160630448341222,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
85,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.4900207164275,0.42675558546626,AR,2023-09-11,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
87,0.878930235007235,0.3277715496463015,AR,2023-09-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
88,1.095149356035,0.53588967435463,AR,2023-09-13,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
89,0.740577143306545,0.52267899107975,AR,2023-09-14,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
90,0.934283188077429,0.2765410098822535,AR,2023-09-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
91,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.509891150240693,0.3616049840656915,AR,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
94,1.04557742291878,0.384943019631494,AR,2023-09-19,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
95,1.95738513839852,0.4654771943068185,AR,2023-09-20,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
96,1.62465959854636,0.4609413041461975,AR,2023-09-21,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
97,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.552039098416443,0.383545242239117,AR,2023-09-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
102,0.31769442175321,0.230951621336149,AR,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.582485028883405,0.3477176601597795,AR,2023-09-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
104,2.30168434441514,0.358823726960924,AR,2023-09-29,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
105,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,3.50875270942555,0.402005276472869,AR,2023-10-02,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
108,1.99852604928495,0.405222909035053,AR,2023-10-03,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
109,2.0082997289337,0.4837094028689365,AR,2023-10-04,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
110,3.95938160398638,0.4087783677702055,AR,2023-10-05,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
111,0.595725923069644,0.415081281470133,AR,2023-10-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
112,0.602953897872703,0.418429247349624,AR,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
113,0.604548862054336,0.4218046522742535,AR,2023-10-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
114,2.06670673828626,0.4252053198592665,AR,2023-10-09,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
115,2.09210060162278,0.428629021249417,AR,2023-10-10,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0
116,2.47996725205023,0.3826610092010875,AR,2023-10-11,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
117,0.852416274217654,0.3114318169674075,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
118,3.02080305565857,0.466623625565099,AR,2023-10-13,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0
119,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,4.6849252658634,0.468597041000583,AR,2023-10-16,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
122,0.748806861949116,0.519224070217775,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
123,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,3.00469473075559,0.4600928259366275,AR,2023-10-19,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
125,0.674158560727944,0.4636172768627325,AR,2023-10-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
126,0.672153969569179,0.467138757137681,AR,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
127,2.44370951745053,0.39413019666165,AZ,2023-09-10,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
128,3.5958948590369,0.377825671585532,AZ,2023-09-11,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
129,2.23015828241036,0.377065296596647,AZ,2023-09-12,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
130,1.69948708174336,0.401984591009538,AZ,2023-09-13,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
131,1.50741764728561,0.462241787340718,AZ,2023-09-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
132,1.24596376807381,0.380107074334593,AZ,2023-09-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
133,1.16964851791234,0.3755755181671305,AZ,2023-09-16,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
134,4.5216786455021,0.351255939250579,AZ,2023-09-17,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
135,4.34985061391894,0.3974559939203825,AZ,2023-09-18,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
136,2.37060849598703,0.4036223555752955,AZ,2023-09-19,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
137,1.7523688044937,0.3853030656402625,AZ,2023-09-20,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0
138,1.94478082227755,0.436277708308284,AZ,2023-09-21,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
139,1.76918704053113,0.3267293488877225,AZ,2023-09-22,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
140,1.44790557209936,0.448031111055839,AZ,2023-09-23,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1
141,1.56167634434955,0.3681755785564645,AZ,2023-09-24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
142,3.82790328161858,0.4049000271549885,AZ,2023-09-25,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0
143,4.07012658173525,0.398207163354342,AZ,2023-09-26,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
144,1.97581996690481,0.3566417611291835,AZ,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
145,1.01999157324318,0.361653895890477,AZ,2023-09-28,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
146,0.729525778147411,0.3884947584844485,AZ,2023-09-29,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
147,1.10412037290311,0.366682978858546,AZ,2023-09-30,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0
148,8.4029918634154,0.3947325182349455,AZ,2023-10-01,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
149,9.38214468774247,0.4261359619477385,AZ,2023-10-02,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
150,1.1546882877218,0.326458101332549,AZ,2023-10-03,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
151,2.72781019542041,0.482750996052316,AZ,2023-10-04,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
152,2.34707316229324,0.3756264412908375,AZ,2023-10-05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0
153,2.38788996756298,0.4041349182588085,AZ,2023-10-06,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0
154,1.43734381677574,0.549788349991915,AZ,2023-10-07,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
155,3.56612938041678,0.3657675207011685,AZ,2023-10-08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
156,2.78599202899637,0.3560140738452965,AZ,2023-10-09,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
157,2.74804395014152,0.364417567069584,AZ,2023-10-10,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
158,0.91333188886869,0.315083783655276,AZ,2023-10-11,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
159,0.622205912341341,0.435536378300473,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
160,1.29922432823251,0.613214475833935,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
161,1.1676158786651,0.3438508789683995,AZ,2023-10-14,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
162,2.2836765853532,0.4147636656786635,AZ,2023-10-15,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
163,2.62024051295645,0.3445987546713825,AZ,2023-10-16,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0
164,2.74367597459642,0.3923330254704005,AZ,2023-10-17,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
165,2.67379769143792,0.417632065754026,AZ,2023-10-18,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
166,3.67466523289699,0.4384704746608755,AZ,2023-10-19,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0
167,1.21574052539408,0.303507072810459,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
168,1.522882315424,0.3144319476345065,AZ,2023-10-21,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
169,2.09985258781894,0.3734283007492275,CA,2023-09-10,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
170,4.38693742212003,0.42586784946193,CA,2023-09-11,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
171,5.19415107336478,0.406475618652366,CA,2023-09-12,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
172,6.24869628455591,0.398880667256524,CA,2023-09-13,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0
173,3.84906836376204,0.40044896898336,CA,2023-09-14,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0
174,2.91466463127736,0.38448742240595,CA,2023-09-15,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
175,1.70968058561164,0.390495147194823,CA,2023-09-16,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
176,2.84135732990789,0.36952466898393,CA,2023-09-17,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0
177,3.56753688422436,0.4076208293212655,CA,2023-09-18,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
178,2.03581081607381,0.380069259048038,CA,2023-09-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
179,3.16589103956856,0.372141013335822,CA,2023-09-20,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
180,2.58937896698466,0.3828918800766475,CA,2023-09-21,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0
181,4.01262249798036,0.3588432445988205,CA,2023-09-22,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
182,1.12852977184007,0.3467458645029515,CA,2023-09-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
183,1.77166713185425,0.3568519373069535,CA,2023-09-24,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
184,3.08848600099411,0.3423497899765125,CA,2023-09-25,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
185,3.64757678475989,0.3433487212879505,CA,2023-09-26,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
186,3.33974882882129,0.3867017653740635,CA,2023-09-27,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
187,2.70574968117797,0.36590959215867,CA,2023-09-28,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
