...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
172,2.95213181314215,0.434398059532618,CA,2023-06-21,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1
173,2.64435588583227,0.4263200238200605,CA,2023-06-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
174,3.95146724379842,0.4140403027126605,CA,2023-06-23,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
175,1.48082406683409,0.4101677830547775,CA,2023-06-24,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
176,1.37802741626845,0.3650833177168015,CA,2023-06-25,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
177,1.47375512149303,0.3933545113823785,CA,2023-06-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
178,1.75797101378297,0.384227039808271,CA,2023-06-27,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0
179,3.36010897929121,0.453882955630299,CA,2023-06-28,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
180,2.38567429933492,0.386854097270788,CA,2023-06-29,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0
181,2.096858227464,0.39009256710291,CA,2023-06-30,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
182,1.48209806468968,0.454455952154829,CA,2023-07-01,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
183,1.73643317849474,0.393086748483558,CA,2023-07-02,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
184,3.12404652957578,0.4233823306366285,CA,2023-07-03,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
185,1.70696762340608,0.3750592548111515,CA,2023-07-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
186,6.16714801072969,0.438285638197791,CA,2023-07-05,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
187,2.56598973417803,0.3709539600896885,CA,2023-07-06,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
188,2.06390132774546,0.4428713266717995,CA,2023-07-07,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
189,1.81050823435575,0.3457340168836695,CA,2023-07-08,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
190,0.931391545591129,0.427118249337658,CA,2023-07-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
191,3.93890194431962,0.4353358839066415,CA,2023-07-10,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
192,2.59649673377682,0.4365329840019165,CA,2023-07-11,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
193,2.21948093109079,0.418920702224589,CA,2023-07-12,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
194,3.12635186512495,0.4427018801972195,CA,2023-07-13,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
195,1.97890385884358,0.401371134158615,CA,2023-07-14,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
196,1.19026899189795,0.4127808725731755,CA,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
197,2.22056433648963,0.3986448004487585,CA,2023-07-16,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
198,2.82650493582091,0.4323312013451325,CA,2023-07-17,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
199,3.67110357617435,0.430699782793641,CA,2023-07-18,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
200,3.83331500172691,0.41979632077657,CA,2023-07-19,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0
201,2.58747884693631,0.4296977184199505,CA,2023-07-20,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0
202,1.48687143635637,0.364531914780474,CA,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
203,2.26858308224746,0.403363853707535,CA,2023-07-22,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
204,2.2091894386096,0.4466468214165235,CA,2023-07-23,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
205,5.04203945505238,0.48220859407353,CA,2023-07-24,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
206,6.20454830741555,0.4690279953115725,CA,2023-07-25,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
207,4.83498745611085,0.440020381554703,CA,2023-07-26,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
208,4.92110662846653,0.428635610143936,CA,2023-07-27,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0
209,4.37706957143294,0.4086557241344235,CA,2023-07-28,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
210,4.11129555534605,0.429755668131757,CA,2023-07-29,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
211,NA,NA,CO,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.855670888706794,0.4363511428203015,CO,2023-06-20,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
214,0.468381065815235,0.3168091062607785,CO,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,1.41682700105176,0.366491695983083,CO,2023-06-22,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
216,NA,NA,CO,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.30553054805549,0.4286414407421515,CO,2023-06-26,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
220,0.708288750377025,0.3944268831229385,CO,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
221,NA,NA,CO,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.796831235411022,0.565305769662175,CO,2023-06-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
223,0.398564527341337,0.277062418293856,CO,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
224,NA,NA,CO,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0.817253008944441,0.417894254655447,CO,2023-07-02,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
226,0.569379506376499,0.405293551393477,CO,2023-07-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
227,NA,NA,CO,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.598973438374055,0.426584071249334,CO,2023-07-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
230,NA,NA,CO,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.3519142322508,0.2472079063598065,CO,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
234,NA,NA,CO,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.656451857582555,0.465854897844746,CO,2023-07-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
236,0.351139299789402,0.2421422534184515,CO,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
237,1.52380153638376,0.4742218216308365,CO,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
238,0.819915233514978,0.3111929521714145,CO,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
239,0.683921188256095,0.4893276413125295,CO,2023-07-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
240,0.767719057623419,0.3480171067481455,CO,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
241,0.594420876785074,0.344521658448448,CO,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
242,0.602614151299642,0.3507256601603965,CO,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
243,0.858339423931522,0.4203936232845985,CO,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
244,1.10672581534245,0.54077601128074,CO,2023-07-21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
245,1.08539659265321,0.3648105413697885,CO,2023-07-22,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
246,0.700761237788603,0.381745482085375,CO,2023-07-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
247,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.647034750597923,0.376885355917059,CO,2023-07-25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
249,0.662290141253808,0.470330952941849,CO,2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,1.40620086778211,0.4456217833980235,CO,2023-07-27,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
251,0.934944119667658,0.4687359605731295,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
252,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.428144741431353,0.297083524962511,CT,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
255,NA,NA,CT,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1.24995210718016,0.418905036304698,CT,2023-06-21,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
257,0.447553648795549,0.3208668386817755,CT,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,NA,NA,CT,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0.874087568684369,0.4249369448691155,CT,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
263,0.410229936607402,0.2854085092746045,CT,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
264,0.52682511316683,0.3755063915425425,CT,2023-06-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
265,NA,NA,CT,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.60364230889774,0.4325916795769805,CT,2023-07-03,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
269,0.378267112043456,0.262734766016726,CT,2023-07-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0.652169359955242,0.3664367125756315,CT,2023-07-05,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
271,0.975292563239917,0.4905276981345705,CT,2023-07-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
272,NA,NA,CT,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,0.625139585399614,0.4433139080212945,CT,2023-07-10,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
276,0.860691318056419,0.316759585726755,CT,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
277,0.652012174522986,0.465854897844746,CT,2023-07-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
278,NA,NA,CT,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0.854335047125208,0.423645285205624,CT,2023-07-14,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
280,NA,NA,CT,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.606582914155241,0.352363796536054,CT,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
283,0.660287360324644,0.466579729607841,CT,2023-07-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
284,1.5079456482162,0.477836412812181,CT,2023-07-19,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
285,NA,NA,CT,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0.836497845375553,0.237482511871935,CT,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
287,1.08811288329943,0.47363089881003,CT,2023-07-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
288,NA,NA,CT,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,2.46906377374957,0.4955888341320435,CT,2023-07-24,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
290,0.861804208665639,0.61306574334713,CT,2023-07-25,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
291,1.97490148881319,0.475052395510107,CT,2023-07-26,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
292,NA,NA,CT,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,0.350487121020271,0.2440660909693745,CT,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
294,0.768702131639037,0.55111210221885,CT,2023-07-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
295,NA,NA,DC,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,0.611571224460849,0.4333754986549495,DC,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
297,0.47139855045393,0.315735659759102,DC,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
298,0.604267716515693,0.431042636077115,DC,2023-06-21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
299,1.42365731445565,0.419805862919064,DC,2023-06-22,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
300,0.855301584011164,0.60481929678077,DC,2023-06-23,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
301,NA,NA,DC,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,0.691592207898415,0.4880783235425825,DC,2023-06-26,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
304,NA,NA,DC,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,0.528844694987073,0.3755063915425425,DC,2023-06-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
307,NA,NA,DC,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,0.883860300661018,0.434351724045819,DC,2023-07-03,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
311,NA,NA,DC,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,0.589061653919122,0.419599427163642,DC,2023-07-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
313,0.712114412453262,0.508926361132245,DC,2023-07-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
314,1.10928602488549,0.3736577018104705,DC,2023-07-07,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0
315,0.712197964186729,0.500441461103085,DC,2023-07-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
316,NA,NA,DC,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,0.360234503194665,0.2472079063598065,DC,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,0.613516772247889,0.4452826862754325,DC,2023-07-11,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
319,0.629829980242136,0.4473447017021235,DC,2023-07-12,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
320,NA,NA,DC,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,DC,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,DC,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,0.658345390542427,0.4665707557600905,DC,2023-07-16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
324,NA,NA,DC,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,0.342346992635854,0.237715668297361,DC,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,NA,NA,DC,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,0.680606894165386,0.373973527232838,DC,2023-07-20,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
328,NA,NA,DC,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,DC,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,DC,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1.65318703448869,0.58509842303023,DC,2023-07-24,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
332,1.05087352481848,0.4423392543036155,DC,2023-07-25,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
333,2.21961113644803,0.4642524256323295,DC,2023-07-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
334,0.549671917087455,0.3969915314435095,DC,2023-07-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
335,0.66845202530177406,0.4722341879942425,DC,2023-07-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
336,1.02810572495761,0.512225019425785,DC,2023-07-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
337,NA,NA,DE,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1.21759883060462,0.491259225950025,DE,2023-06-19,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
339,NA,NA,DE,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,0.468190150080095,0.320679608746725,DE,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,0.613105773479833,0.4301779701030395,DE,2023-06-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
342,0.469741966635108,0.3287828652420805,DE,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,0.434347991256878,0.304427962533183,DE,2023-06-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
344,NA,NA,DE,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,DE,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,DE,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,DE,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,DE,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,DE,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,DE,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,DE,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,DE,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,0.577504248142925,0.41250075107596,DE,2023-07-04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
354,NA,NA,DE,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,0.583893625235794,0.3466184870593515,DE,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
356,NA,NA,DE,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,DE,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,DE,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,DE,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,DE,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,NA,NA,DE,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,0.61625673518545,0.357036940681591,DE,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
