...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI,X22E_95_CI
261,5.17840789321549,0.1339116159072005,CT,2023-01-30,1,1,0,0,1,0,1,0,0,0,1,0
262,0.5977986079278,0.155716713159139,CT,2023-01-31,1,1,1,1,1,1,1,1,0,1,1,0
263,0.595276229185974,0.0779842462555285,CT,2023-02-01,1,1,1,1,1,1,1,1,0,1,1,0
264,0.345062229494211,0.164881875320099,CT,2023-02-02,1,1,1,1,1,1,1,1,0,1,1,0
265,2.03811863507679,0.1015916426906775,CT,2023-02-03,1,1,0,1,1,0,1,1,0,1,1,0
266,0.697861089928107,0.1224575149153915,CT,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
267,1.50226113691574,0.2645561055538305,CT,2023-02-05,1,1,1,0,0,0,1,1,1,0,0,0
268,1.03291518078934,0.045140476942161,CT,2023-02-06,1,1,0,1,1,1,1,1,0,1,1,0
269,2.50987894690179,0.04022419066217125,CT,2023-02-07,1,1,0,1,1,0,1,1,0,1,1,0
270,1.33039631538049,0.1230565899854445,CT,2023-02-08,1,1,1,0,1,0,1,1,0,0,1,0
271,0.461775258041819,0.1609236912628265,CT,2023-02-09,1,1,1,1,1,1,1,1,1,1,0,0
272,1.07503695811918,0.02816643771675925,CT,2023-02-10,1,1,0,1,1,1,1,1,0,1,1,0
273,0.665896752060204,0.02493224252068615,CT,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1
274,0.0293607281392299,0.0220372294841066,CT,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
275,1.28404694873627,0.01945150026190965,CT,2023-02-13,1,1,0,1,1,0,1,1,0,1,1,0
276,0.0258305823909814,0.01714679606341755,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
277,0.989021572587977,0.2311690215517125,CT,2023-02-15,0,1,1,1,1,1,0,1,0,1,1,1
278,0.733914979654468,0.058636016360673,CT,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
279,0.958724598764083,0.109000338117268,CT,2023-02-17,1,1,1,0,1,1,1,1,0,0,1,1
280,0.25137719885834803,0.0102345900479759,CT,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
281,0.22958998066611,0.0089728865200456,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
282,0.275501915642457,0.0078596814772585,CT,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
283,0.453970898474203,0.00687882499283985,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
284,0.159276756634655,0.0060156760948735,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
285,0.513524696872395,0.127555870643211,CT,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
286,0.993056568786324,0.158039652073507,CT,2023-02-24,1,0,1,1,1,1,1,0,0,1,1,1
287,0.00592093034046101,0.004006694706759265,CT,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
288,0.136011328991572,0.003494784361125275,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
289,1.04212837229074,0.1372497754866275,CT,2023-02-27,1,1,1,1,0,1,1,1,0,1,0,1
290,0.973781374920128,0.081274394780275,CT,2023-02-28,1,1,1,1,0,1,1,1,0,1,0,1
291,1.03938993954035,0.1370874416591065,CT,2023-03-01,1,0,1,1,1,1,1,0,0,1,1,1
292,0.0239628263897635,0.00201273400282922,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
293,1.09222593916594,0.3074355595378145,CT,2023-03-03,1,1,0,1,1,0,1,1,0,1,1,0
294,0.00798646061744282,0.00152367766686422,CT,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
295,0.616937204752436,0.2255184649412125,DC,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,0
296,1.53689292059912,0.698612347381375,DC,2023-01-23,0,1,0,0,1,1,0,0,1,0,1,0
297,1.97280687933721,0.165449870266685,DC,2023-01-24,1,1,0,1,1,0,1,1,0,1,1,0
298,1.72253703520412,0.244397343936896,DC,2023-01-25,1,1,0,1,0,0,1,0,0,1,0,0
299,0.843494600027637,0.2751328646983845,DC,2023-01-26,1,0,1,1,1,1,0,0,0,1,1,0
300,1.92155018507846,0.2978319721260255,DC,2023-01-27,0,1,1,0,1,0,0,0,0,0,1,0
301,1.92640159603211,0.1159524206832855,DC,2023-01-28,1,1,0,1,1,0,1,1,0,1,1,0
302,2.0421078229979,0.1408815418217265,DC,2023-01-29,1,1,0,1,1,0,1,1,1,1,1,1
303,1.0275758169413,0.0955576398453255,DC,2023-01-30,1,1,0,1,1,1,1,1,1,1,1,1
304,1.23476025735934,0.2069731015731845,DC,2023-01-31,0,1,1,1,1,1,0,1,0,1,1,0
305,2.57743214602086,0.139606747435043,DC,2023-02-01,1,0,0,1,1,0,1,0,0,1,1,0
306,0.302968956068807,0.070204930954358,DC,2023-02-02,1,1,1,1,1,1,1,0,0,1,1,0
307,0.513549475566574,0.063062013020709,DC,2023-02-03,1,1,1,1,1,1,1,1,1,1,1,1
308,0.478951383395205,0.056525355962857,DC,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
309,0.659917951169401,0.0505627248391005,DC,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1
310,0.577445881461113,0.045140476942161,DC,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1
311,0.533838563166556,0.04022419066217125,DC,2023-02-07,1,1,1,1,1,1,1,1,0,1,1,0
312,0.546918741527627,0.1917963489406985,DC,2023-02-08,1,1,1,1,1,1,1,1,0,1,1,0
313,0.624336204511025,0.03177120589251485,DC,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
314,1.01045325774304,0.164096879147479,DC,2023-02-10,1,1,1,1,0,1,1,0,0,1,0,0
315,0.67904457980516,0.02493224252068615,DC,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1
316,0.977287418779111,0.298010940810389,DC,2023-02-12,1,0,1,1,1,1,1,0,0,1,1,1
317,0.290641324939544,0.01945150026190965,DC,2023-02-13,1,1,1,1,1,1,0,1,0,0,1,1
318,0.767323894590434,0.01714679606341755,DC,2023-02-14,1,1,1,1,1,1,1,1,0,1,0,0
319,2.07763136788189,0.2732863354356295,DC,2023-02-15,1,0,0,0,0,1,1,0,0,0,0,0
320,0.973280608301534,0.187838874085534,DC,2023-02-16,0,1,1,1,1,1,0,1,0,1,1,1
321,0.124864573137782,0.01166253876707495,DC,2023-02-17,1,1,1,1,1,1,1,1,0,1,1,0
322,NA,NA,DC,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1.10264515868073,0.3075035537125625,DC,2023-02-19,0,1,1,1,1,1,0,1,1,1,1,0
324,0.267135234756659,0.0078596814772585,DC,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
325,0.39575724383952,0.111296137062408,DC,2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
326,0.96572839732571,0.120339372202931,DC,2023-02-22,0,1,1,1,1,1,0,1,0,1,1,1
327,0.188576790147355,0.005257008348605,DC,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
328,0.0513932539015239,0.004590911929064035,DC,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
329,0.112527176617068,0.004006694706759265,DC,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
330,2.46806286318528,0.273552511241207,DC,2023-02-26,1,1,0,1,0,0,1,1,0,1,0,0
331,0.00451105841795667,0.003046633086012515,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
332,0.00383488048980871,0.00265462606006732,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1
333,0.153468757038249,0.002311994520961545,DC,2023-03-01,1,1,1,1,1,1,1,1,0,1,1,0
334,1.87574835315671,0.312309125895761,DC,2023-03-02,1,1,0,1,0,0,1,1,0,1,0,0
335,0.0102040436994234,0.001751528066482465,DC,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
336,0.0440610171717655,0.00152367766686422,DC,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
337,0.624230516855206,0.2255184649412125,DE,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1
338,2.56391711254345,0.179591738490978,DE,2023-01-23,1,1,0,1,1,0,1,1,0,1,1,0
339,1.09487054847255,0.165449870266685,DE,2023-01-24,1,1,0,1,1,0,1,1,0,1,1,0
340,0.758564217122709,0.1971024930216285,DE,2023-01-25,1,1,1,1,1,1,1,1,0,1,0,0
341,1.80425400836125,0.231930488573362,DE,2023-01-26,0,1,0,1,1,0,1,0,0,1,1,0
342,1.26632218756311,0.1272390163505455,DE,2023-01-27,1,1,0,1,1,0,0,1,0,1,1,1
343,0.553356197575673,0.180627053650715,DE,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1
344,0.753532558536033,0.1053946698028855,DE,2023-01-29,1,1,1,1,1,1,1,1,0,0,1,0
345,0.975285785993311,0.312708828219448,DE,2023-01-30,0,1,1,1,1,1,0,1,1,0,1,1
346,0.372884164393391,0.08642725572428,DE,2023-01-31,1,1,1,1,1,1,1,1,0,1,1,0
347,0.598106598559693,0.0779842462555285,DE,2023-02-01,1,1,1,1,1,1,1,1,0,1,1,0
348,0.434440205097122,0.30689729186871,DE,2023-02-02,1,1,1,1,1,1,1,1,0,1,1,0
349,1.00510507171194,0.118715922543997,DE,2023-02-03,1,1,0,1,1,1,1,0,0,1,1,1
350,0.705896874775079,0.056525355962857,DE,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
351,0.443973619483849,0.0505627248391005,DE,2023-02-05,1,1,1,1,1,1,1,1,0,1,1,0
352,NA,NA,DE,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,0.0546761691182633,0.04022419066217125,DE,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
354,1.47801463289583,0.035779225029399,DE,2023-02-08,1,1,0,1,1,0,1,1,0,0,1,0
355,0.942150574719307,0.2386081056076175,DE,2023-02-09,0,1,1,1,1,1,0,1,0,1,1,0
356,0.404354793550392,0.02816643771675925,DE,2023-02-10,1,1,1,1,1,1,1,1,0,0,1,1
357,2.00083384137734,0.3555593655986535,DE,2023-02-11,1,1,0,1,0,1,1,1,0,1,0,1
358,NA,NA,DE,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0.098436012728239,0.01945150026190965,DE,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
360,0.50181317279711,0.01714679606341755,DE,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
361,1.93456133452065,0.51903502474118,DE,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
362,1.60625453739657,0.01327615370591015,DE,2023-02-16,1,1,0,1,1,0,1,1,0,1,1,0
363,0.390657523207384,0.0720854781229575,DE,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
364,0.0495755870261841,0.0102345900479759,DE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
365,0.79692576308873,0.279603556147003,DE,2023-02-19,1,1,1,1,1,0,1,1,1,0,1,0
366,0.203363153670969,0.0078596814772585,DE,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,0
367,0.0780697082428098,0.00687882499283985,DE,2023-02-21,1,1,1,1,1,1,1,0,0,1,1,1
368,0.0084990416575922,0.0060156760948735,DE,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
369,0.254704206164394,0.005257008348605,DE,2023-02-23,1,1,1,1,1,1,1,1,0,1,1,0
370,0.0841350972610122,0.004590911929064035,DE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
371,0.046647852754522,0.004006694706759265,DE,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
372,0.0050107142101696,0.003494784361125275,DE,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
373,0.00411280173809539,0.003046633086012515,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
374,0.523697643384131,0.092436809359586,DE,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
375,0.0989927746057111,0.002311994520961545,DE,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
376,0.0230501345068319,0.00201273400282922,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
377,3.71666332559947,0.4091732377536325,DE,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,1
378,0.0171471716948918,0.00152367766686422,DE,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
379,6.14800219677049,0.3521971845141255,FL,2023-01-22,0,0,0,1,0,0,0,0,0,1,0,0
380,9.11585733926091,0.28694104520368,FL,2023-01-23,1,0,0,1,1,0,0,0,0,0,1,0
381,5.32291267268812,0.3060844840904825,FL,2023-01-24,0,0,1,0,0,0,0,0,0,0,0,0
382,5.16816401413474,0.2889408225600355,FL,2023-01-25,1,0,1,0,1,0,1,0,0,1,0,0
383,9.81099328545823,0.2841197846268545,FL,2023-01-26,0,1,0,0,0,0,0,0,0,0,0,0
384,4.19387482217837,0.2869732199362265,FL,2023-01-27,0,1,1,0,0,0,1,0,0,0,0,0
385,6.03671527869713,0.168810427690842,FL,2023-01-28,1,1,0,1,0,0,1,1,0,1,0,0
386,4.27218907888987,0.2245250073701715,FL,2023-01-29,1,1,0,1,1,0,0,0,0,1,0,0
387,9.14621078982029,0.293643750766081,FL,2023-01-30,0,0,0,1,0,0,0,0,0,0,0,1
388,0.991310294083022,0.231337148865887,FL,2023-01-31,1,1,1,1,0,1,0,1,0,1,0,0
389,1.35406895093139,0.230324440408338,FL,2023-02-01,1,1,1,1,1,1,1,0,0,0,0,0
390,2.28690979924591,0.253648710976635,FL,2023-02-02,1,1,1,0,0,1,1,1,0,0,0,0
391,7.15669023622409,0.326545738271886,FL,2023-02-03,0,0,0,0,0,1,0,0,0,0,0,0
392,2.52465054553867,0.254823143596955,FL,2023-02-04,1,1,0,1,0,0,1,1,0,1,0,0
393,3.71314466622811,0.2797930267229785,FL,2023-02-05,0,1,0,0,0,1,0,1,0,0,0,0
394,4.52977208636466,0.211060768155819,FL,2023-02-06,0,0,0,1,0,0,0,0,0,1,0,0
395,3.7504124419643,0.1700674889967885,FL,2023-02-07,1,1,1,1,0,0,0,0,1,0,0,0
396,5.28874473526831,0.226102396286263,FL,2023-02-08,0,1,0,0,0,1,0,0,0,0,0,0
397,3.00952226496757,0.2089701141378875,FL,2023-02-09,1,1,0,0,0,1,1,1,0,0,0,1
398,1.73304518733402,0.1696090385432465,FL,2023-02-10,1,0,1,1,0,1,1,0,0,0,1,0
399,2.82967803109832,0.1904604335730545,FL,2023-02-11,1,1,0,0,0,1,1,1,0,0,0,0
400,3.43676338070436,0.182269519975436,FL,2023-02-12,1,1,0,1,1,0,1,1,0,0,1,0
401,11.1297987973012,0.220964700451453,FL,2023-02-13,1,0,0,1,0,0,1,0,0,0,0,0
402,3.65860909006856,0.158895217408808,FL,2023-02-14,0,1,0,0,0,1,1,1,0,0,0,0
403,2.50994176467075,0.153106361414439,FL,2023-02-15,0,0,0,1,0,1,1,0,0,0,1,0
404,6.14041654792035,0.164959773216038,FL,2023-02-16,0,1,0,1,0,0,0,0,0,1,0,0
405,4.97662167929643,0.1620124495690445,FL,2023-02-17,0,0,0,1,1,1,0,0,0,0,1,1
406,1.93287144514262,0.1198461669815115,FL,2023-02-18,0,1,1,1,1,1,0,0,0,0,1,0
407,1.9419491407117,0.133466278308421,FL,2023-02-19,0,1,0,1,0,1,0,0,0,1,0,0
408,4.27952126566738,0.1301383250887205,FL,2023-02-20,0,0,0,1,0,1,1,0,0,0,1,0
409,9.25040391882047,0.16896308625248,FL,2023-02-21,0,1,0,1,0,0,0,1,0,1,0,0
410,3.13467009392392,0.1060495104276725,FL,2023-02-22,0,0,0,1,0,1,0,0,0,0,0,0
411,3.6365124217267,0.1034198853458405,FL,2023-02-23,1,1,0,0,0,1,1,1,0,0,0,0
412,2.87421207953285,0.106182218448886,FL,2023-02-24,0,1,0,1,0,1,0,1,0,0,1,0
413,1.2408533621878,0.079696643294223,FL,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
414,0.993380844064798,0.0710940278982745,FL,2023-02-26,1,1,1,1,1,1,1,0,0,1,1,0
415,6.46910133539873,0.1265206055118245,FL,2023-02-27,1,0,0,1,0,0,1,0,0,0,0,0
416,3.2161596623783,0.0900266874468425,FL,2023-02-28,0,1,0,1,0,1,0,0,0,0,0,0
417,9.44368230328535,0.1395397276862525,FL,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0
418,2.31008262006634,0.0795123842367525,FL,2023-03-02,1,1,0,1,1,0,1,0,0,1,1,0
419,2.95445025155283,0.0631295013558335,FL,2023-03-03,1,1,1,1,0,1,1,0,0,1,0,0
420,2.3682860979371,0.09144094356992,FL,2023-03-04,1,0,0,0,1,1,1,1,0,0,1,0
421,2.97467962759965,0.35839070870024,GA,2023-01-22,1,1,0,1,0,1,1,0,0,1,0,0
422,5.35151649230622,0.353670545689423,GA,2023-01-23,1,1,1,1,0,0,0,1,0,0,0,0
423,5.2462663389627,0.31940372490865,GA,2023-01-24,0,0,0,1,1,0,0,0,0,0,1,0
424,1.42554210719336,0.266962748607125,GA,2023-01-25,1,1,1,1,1,1,0,1,0,1,0,0
425,6.77655469494646,0.361368881769772,GA,2023-01-26,0,0,0,1,1,0,0,0,0,1,1,0
426,1.69985915206752,0.2601822160950595,GA,2023-01-27,1,1,1,1,1,1,1,1,0,0,1,1
427,4.9463706291838,0.3954554105938525,GA,2023-01-28,1,0,0,1,0,0,1,0,0,1,0,0
428,0.923529467917949,0.247014401953419,GA,2023-01-29,0,1,1,1,1,1,0,0,1,1,1,1
429,1.7306566928505,0.245373481904735,GA,2023-01-30,1,0,1,1,0,1,1,0,0,1,1,0
430,13.6143541668058,0.4083165601692465,GA,2023-01-31,1,0,0,0,0,0,1,0,0,1,0,0
431,3.61679027443563,0.2787984757246075,GA,2023-02-01,1,0,0,1,0,0,1,0,0,0,1,0
432,7.24579662092274,0.3059083535684415,GA,2023-02-02,1,0,0,1,1,0,1,0,0,0,1,0
433,5.01820993890864,0.314821346341349,GA,2023-02-03,0,1,0,1,0,1,0,1,0,1,0,0
434,1.87850572108715,0.2912144397040155,GA,2023-02-04,0,1,0,1,1,1,0,0,0,0,1,0
435,2.66684602566149,0.2896346215327815,GA,2023-02-05,1,1,0,0,1,0,1,1,0,0,1,0
436,7.9503409438694,0.304149613351213,GA,2023-02-06,0,0,0,1,1,0,1,0,0,1,0,0
437,8.38841945169952,0.3211146798062725,GA,2023-02-07,0,1,0,0,0,0,0,0,0,0,0,0
438,3.89681238140298,0.254692073678759,GA,2023-02-08,1,0,0,1,0,0,1,0,0,0,1,0
439,1.55534364944573,0.1921699996193155,GA,2023-02-09,0,1,1,0,1,1,0,1,0,0,1,0
440,3.23869827314315,0.1220147059167355,GA,2023-02-10,1,1,1,1,0,0,1,0,0,0,1,0
441,0.545392158763591,0.162177396700977,GA,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0
442,3.5382199314635,0.3082168753837405,GA,2023-02-12,0,0,0,0,1,1,0,0,0,0,1,0
443,0.652228229432496,0.1335913712556215,GA,2023-02-13,1,1,1,1,1,1,1,1,0,0,1,1
444,3.58161657198498,0.2519272787388635,GA,2023-02-14,1,1,0,0,1,0,1,1,0,0,1,0
445,0.965705543320572,0.1453052284086245,GA,2023-02-15,1,0,1,1,1,1,1,0,0,1,1,0
446,3.59341691472824,0.1917139998737775,GA,2023-02-16,1,1,0,1,0,0,1,0,0,1,0,0
447,3.12860683672905,0.2381601614297115,GA,2023-02-17,1,0,0,0,1,1,1,1,0,0,1,0
448,1.84565531209396,0.4097742584356605,GA,2023-02-18,1,1,0,1,1,0,1,1,0,1,1,0
449,0.987186281984694,0.0985320866778005,GA,2023-02-19,0,1,1,1,1,1,0,1,1,1,1,0
450,1.391460038597,0.121510409948542,GA,2023-02-20,1,1,1,1,1,0,1,1,0,1,1,0
451,4.01379188297293,0.238917296258547,GA,2023-02-21,1,1,0,1,1,0,1,1,0,0,1,0
452,3.42885275798492,0.2011225042673675,GA,2023-02-22,1,0,0,0,1,1,1,0,0,0,1,0
453,2.8806792819007,0.2375345946035515,GA,2023-02-23,1,1,0,0,1,0,1,1,0,0,1,0
454,3.78401843798381,0.2822778531200885,GA,2023-02-24,1,0,0,1,0,0,1,0,0,1,0,0
455,0.685403971877918,0.004006694706759265,GA,2023-02-25,1,1,1,1,1,1,1,1,0,1,1,0
456,1.47530994388283,0.2054559443253085,GA,2023-02-26,0,1,0,1,1,1,0,1,0,1,1,0
457,0.966517687455556,0.0753098636094205,GA,2023-02-27,1,1,1,1,0,1,1,1,0,1,0,1
458,0.517153207881306,0.092436809359586,GA,2023-02-28,1,1,1,1,1,1,1,1,0,1,1,0
459,3.4402694051908,0.310641017400412,GA,2023-03-01,1,0,0,1,0,0,1,0,0,1,0,1
460,0.0819715549412148,0.00201273400282922,GA,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
461,0.607639169744673,0.093456737507882,GA,2023-03-03,1,1,1,1,1,1,1,1,0,1,1,0
462,0.884250747447841,0.155299012106741,GA,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
463,NA,NA,HI,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,HI,2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1.15742118054161,0.533024850754295,HI,2023-01-24,1,1,0,0,1,1,1,1,1,0,1,0
466,1.00028870989993,0.707332048576165,HI,2023-01-25,0,1,1,1,1,1,0,1,0,1,1,1
467,0.269877500852235,0.268565336191571,HI,2023-01-26,1,1,1,1,1,1,1,1,1,1,1,1
468,1.02862045244931,0.3283654770783475,HI,2023-01-27,1,1,1,1,0,1,1,1,0,1,0,1
469,0.317914516540772,0.2776390031018595,HI,2023-01-28,1,1,1,1,1,1,1,1,0,1,1,0
470,0.64516412805217,0.4602633899912955,HI,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1
471,NA,NA,HI,2023-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,HI,2023-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.113644745136154,0.0779842462555285,HI,2023-02-01,1,1,1,1,1,1,1,1,1,1,1,1
474,0.0977787821816457,0.070204930954358,HI,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,1
475,1.10406249906094,0.779619847162735,HI,2023-02-03,1,1,1,0,1,1,1,1,0,0,1,1
476,NA,NA,HI,2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,HI,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,0.395236050978351,0.045140476942161,HI,2023-02-06,1,1,1,1,1,1,1,1,0,1,1,0
479,0.054612303233432,0.04022419066217125,HI,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1
480,2.93557845977049,0.659847720674595,HI,2023-02-08,1,1,0,1,1,0,1,1,0,1,1,0
481,3.01220889587519,0.67753363274407,HI,2023-02-09,1,1,0,1,1,0,1,1,0,1,0,0
482,1.18232609586535,0.83740931447599,HI,2023-02-10,1,1,0,0,1,1,1,1,0,0,1,1
483,NA,NA,HI,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,HI,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,0.030296895090708698,0.01945150026190965,HI,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
486,NA,NA,HI,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,2.2041963422703,0.77100424053289,HI,2023-02-15,1,1,0,1,1,0,1,1,0,1,1,0
488,0.0675010161327682,0.01327615370591015,HI,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
489,0.0155313741469513,0.01166253876707495,HI,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1
490,0.0147951062831409,0.0102345900479759,HI,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
491,NA,NA,HI,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,HI,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,HI,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,HI,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,0.0073913588877297,0.005257008348605,HI,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
496,0.923989188945864,0.293103515069396,HI,2023-02-24,1,1,0,1,1,0,1,1,0,1,1,0
497,NA,NA,HI,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,HI,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,HI,2023-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,HI,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,0.0122193229419979,0.002311994520961545,HI,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
502,0.0841568631433792,0.00201273400282922,HI,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
503,0.993094315897682,0.2310145516699815,HI,2023-03-03,1,1,0,1,1,0,1,1,1,1,1,1
504,0.0181548662622397,0.00152367766686422,HI,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
505,0.226061974984398,0.256643841074864,IA,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,0
506,2.74884992457918,0.357613878693093,IA,2023-01-23,0,1,0,1,1,1,0,0,0,1,0,0
507,3.34607356234822,0.4064375529849075,IA,2023-01-24,1,1,0,1,0,1,0,1,0,1,0,0
508,1.38636903212331,0.3249443627718145,IA,2023-01-25,0,1,1,1,0,1,0,1,0,1,0,0
509,3.70895709124091,0.392119835720869,IA,2023-01-26,0,1,0,1,0,0,0,0,0,1,0,0
510,2.37794833939783,0.3560941744012925,IA,2023-01-27,1,1,0,1,0,0,1,1,0,1,0,0
511,1.26821962941579,0.581342779966185,IA,2023-01-28,1,0,0,1,1,1,1,0,0,1,1,0
512,1.99644151628457,0.3025439587964465,IA,2023-01-29,1,1,0,1,1,0,1,1,0,0,1,0
513,1.92467783504505,0.282070781428144,IA,2023-01-30,1,1,0,1,0,0,0,1,0,1,0,0
514,4.93641888570654,0.394800377736677,IA,2023-01-31,1,1,0,1,0,0,1,1,0,1,0,0
515,2.57937943401347,0.3349567979007335,IA,2023-02-01,0,1,0,1,1,1,0,1,0,1,1,0
516,4.55036574761701,0.415414901254862,IA,2023-02-02,0,0,0,1,0,1,0,0,0,1,0,0
517,1.33626146339431,0.285197833850581,IA,2023-02-03,0,1,1,1,0,1,0,0,1,1,0,0
518,0.729253551450202,0.2675082646109675,IA,2023-02-04,1,1,1,1,1,1,1,1,0,1,1,0
519,1.49044940911635,0.3440390109460745,IA,2023-02-05,0,1,0,1,0,1,0,1,0,1,0,1
520,1.67362942738672,0.2127605574045175,IA,2023-02-06,0,1,1,1,1,1,0,1,0,0,1,0
521,6.94425588133795,0.3383222019812205,IA,2023-02-07,0,1,0,1,0,0,0,0,0,1,0,0
522,1.64983807479319,0.178982902136233,IA,2023-02-08,0,1,1,0,1,0,1,0,0,0,0,0
