...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
239,0.0843992791768188,0.00202075391667219,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,1.76110827706176,0.235393663781067,CO,2023-03-06,1,1,0,1,1,0,0,1,1,0,1,1,0,0
241,0.54529855072754,0.072516349777672,CO,2023-03-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
242,0.652866448195745,0.085669561511995,CO,2023-03-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0
243,0.039871404136904,0.00121604573044687,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,0.0230347746111791,0.001071541416501065,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,0.00126615954754855,9.44475591119655e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,0.0049462407616875,8.3275398815621e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,0.00422704608478576,7.34528312141515e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,0.0190007282421425,6.4816864948181e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,0.120290164687527,5.72238708493785e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,0.0702568955749632,5.0547365101377e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,1.15272843017704,0.192258206956679,CO,2023-03-17,1,1,0,1,1,1,0,1,1,0,1,1,1,0
252,1.30856978973089,0.4811781196716225,CO,2023-03-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
253,1.49917808174253,0.2656876335792,CT,2023-02-05,1,1,1,0,1,0,0,1,1,0,0,1,0,1
254,1.13634544589295,0.0526503459792475,CT,2023-02-06,1,1,0,1,1,1,1,1,1,0,1,1,1,0
255,2.76886576597042,0.04730166336410965,CT,2023-02-07,1,1,0,1,1,1,0,1,1,0,1,1,1,0
256,1.40975827745623,0.1270991767696705,CT,2023-02-08,1,1,1,0,1,1,0,1,1,0,1,1,1,0
257,0.472954961171293,0.160705809919936,CT,2023-02-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0
258,1.22832014863768,0.03396929442865335,CT,2023-02-10,1,1,0,1,1,1,0,1,1,1,1,1,1,1
259,0.74866155147421,0.0303297013123274,CT,2023-02-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
260,0.0381200699501597,0.0270435316030141,CT,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,1.42542836263381,0.0240827751813869,CT,2023-02-13,1,1,0,1,1,1,0,1,1,1,1,1,1,1
262,0.0271277132092395,0.0214205788966286,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,0.961683411618132,0.2300445685834515,CT,2023-02-15,0,1,1,1,1,1,1,0,1,0,1,1,1,1
264,0.932722352344812,0.060575892101664,CT,2023-02-16,1,1,1,1,1,1,1,1,0,0,1,1,1,0
265,0.965627371437844,0.110092029680764,CT,2023-02-17,1,1,1,0,1,1,1,1,1,0,0,1,1,0
266,0.293947825246226,0.0132677656979742,CT,2023-02-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0
267,0.284503323602565,0.01174393074719655,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,0.331430203159299,0.01038721268149965,CT,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0.559159066698324,0.0091808567198272,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,0.20573343156558,0.0081094998680086,CT,2023-02-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1
271,0.462336349867073,0.1261318692195765,CT,2023-02-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
272,0.953476392073531,0.1570726833005035,CT,2023-02-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
273,0.00832653588680232,0.0055712939255862,CT,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,0.175658420265155,0.004911787097421965,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,0.977377390635893,0.136165405429945,CT,2023-02-27,1,1,1,1,0,1,1,1,1,0,1,0,1,1
276,0.909673829064338,0.0810873702667865,CT,2023-02-28,1,1,1,1,0,1,1,1,1,0,1,0,1,1
277,0.978327337139069,0.1361772718370905,CT,2023-03-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
278,0.0356531508481794,0.002959199481291895,CT,2023-03-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0
279,1.03936551595293,0.3024543763706015,CT,2023-03-03,1,1,0,1,1,1,0,1,1,0,1,1,1,0
280,0.0128346590509951,0.00229481218020508,CT,2023-03-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
281,0.0233297130876334,0.00202075391667219,CT,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,0.0733351438217025,0.00177948915024994,CT,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,1.80819385151113,0.2361881520483405,CT,2023-03-07,1,1,0,1,1,0,0,1,1,0,1,1,0,0
284,1.1097465199904,0.138137203728578,CT,2023-03-08,0,1,1,1,1,1,1,0,1,0,1,1,1,1
285,0.083944138425162,0.00121604573044687,CT,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,0.0214655400041243,0.001071541416501065,CT,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,0.019922724829639,9.44475591119655e-4,CT,2023-03-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
288,0.00531165950802802,8.3275398815621e-4,CT,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,1.22763871281561,0.194444572731973,CT,2023-03-13,0,1,0,1,1,1,1,0,1,1,1,0,1,1
290,0.0722953485717283,6.4816864948181e-4,CT,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,1.98987736092132,0.240909528241293,CT,2023-03-15,1,1,0,1,0,1,0,1,1,0,1,0,1,0
292,1.17635452303965,0.122223080214589,CT,2023-03-16,1,1,0,1,1,0,1,1,1,0,1,1,0,1
293,1.2149075897831,0.1625031773760285,CT,2023-03-17,1,1,0,1,0,1,1,1,1,0,1,0,1,1
294,0.0117182007793278,3.95119417396915e-4,CT,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,0.706873181383895,0.0585012481590045,DC,2023-02-05,1,1,1,1,1,1,1,1,1,0,1,1,1,0
296,0.659022642241946,0.0526503459792475,DC,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
297,0.603168867187449,0.04730166336410965,DC,2023-02-07,1,1,1,1,1,1,1,1,1,0,0,1,1,0
298,0.506315114076745,0.1903255643742225,DC,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,0.689223996661725,0.0379912856514249,DC,2023-02-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0
300,1.01875829945271,0.166188858652023,DC,2023-02-10,1,1,1,1,1,0,1,1,1,0,1,1,0,0
301,0.772181606126966,0.0303297013123274,DC,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,0.950475740208389,0.2956554199225985,DC,2023-02-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1
303,0.355684752828486,0.0240827751813869,DC,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,0.881283464869017,0.0214205788966286,DC,2023-02-14,1,1,0,1,1,1,1,1,1,1,1,1,1,1
305,1.98123053337568,0.271051775849314,DC,2023-02-15,1,0,0,0,1,0,1,1,0,0,0,1,0,0
306,0.946701865730493,0.187512382963389,DC,2023-02-16,0,1,1,1,1,1,1,0,1,0,1,1,1,0
307,0.152743077640066,0.01497691646201375,DC,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,NA,NA,DC,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1.05984794208975,0.3042444257926425,DC,2023-02-19,0,1,1,1,1,1,1,0,1,1,1,1,1,0
310,0.322487663126508,0.01038721268149965,DC,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,0.36639338003937,0.110497188002813,DC,2023-02-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
312,0.940188637539386,0.120372682340684,DC,2023-02-22,0,1,1,1,1,1,1,0,1,0,1,1,1,1
313,0.243452419540545,0.00715910777037895,DC,2023-02-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
314,0.069519620078769,0.0063169039202208,DC,2023-02-24,1,1,1,1,1,1,1,1,1,0,1,1,1,0
315,0.14689491534537,0.0055712939255862,DC,2023-02-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0
316,2.26548475158597,0.2690665584647375,DC,2023-02-26,1,1,0,1,0,1,0,1,1,0,1,0,1,0
317,0.00577529462736666,0.004328917227721175,DC,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,0.00621483220140435,0.003814164062731625,DC,2023-02-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,0.208514442567091,0.003359876653220525,DC,2023-03-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1
320,1.75301383519549,0.3076665183341845,DC,2023-03-02,1,1,0,1,0,1,0,1,1,0,1,0,1,0
321,0.0140270701015141,0.00260600202042731,DC,2023-03-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0
322,0.0631272506904785,0.00229481218020508,DC,2023-03-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0
323,2.50794574702978,0.4745406347454985,DC,2023-03-05,1,0,0,1,1,1,1,1,0,0,1,1,1,1
324,0.12286722063676,0.00177948915024994,DC,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,0.0481222121324829,0.001567164021791695,DC,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,0.0263957454918189,0.00138035943040433,DC,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,0.00676498569703074,0.00121604573044687,DC,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,0.00596691466036116,0.001071541416501065,DC,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,1.36564761602429,0.962848831937585,DC,2023-03-11,1,0,0,1,1,1,1,1,0,0,1,1,1,1
330,1.31717384451755,0.482903782703455,DC,2023-03-12,1,0,0,1,1,1,1,1,0,0,1,1,1,1
331,0.0225923238118787,7.34528312141515e-4,DC,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,1.29850352520461,0.3241128636640935,DC,2023-03-14,0,1,0,1,1,1,1,0,1,0,1,1,1,1
333,0.0113079066405175,5.7223870849379e-4,DC,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,7.3488193748483e-4,5.0547365101377e-4,DC,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,0.00268486970033141,4.46760287319425e-4,DC,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,1.16758992678537,0.192708319519087,DC,2023-03-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
337,0.481398245130532,0.0585012481590045,DE,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,NA,NA,DE,2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,0.0609920893080539,0.04730166336410965,DE,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,1.64673972829246,0.0424253699931719,DE,2023-02-08,1,1,0,1,1,1,0,1,0,0,1,1,1,0
341,0.891465811641354,0.2369284785124605,DE,2023-02-09,0,1,1,1,1,1,1,0,1,1,1,1,1,0
342,0.468517180620987,0.03396929442865335,DE,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,1.94967733972418,0.352255318614935,DE,2023-02-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
344,NA,NA,DE,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,0.114076256483625,0.0240827751813869,DE,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,0.590786392778276,0.0214205788966286,DE,2023-02-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1
347,1.85017343319169,0.503539681261885,DE,2023-02-15,1,1,0,1,1,1,0,1,1,0,0,1,1,0
348,1.83900988997647,0.0168910640825166,DE,2023-02-16,1,1,0,1,1,1,0,0,1,0,1,1,1,0
349,0.487643042433673,0.073263139936589,DE,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0
350,0.0618758507345908,0.0132677656979742,DE,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,0.719456544087351,0.273602048815199,DE,2023-02-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0
352,0.250269028284319,0.01038721268149965,DE,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,0.0960424037196677,0.0091808567198272,DE,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,0.0123534807135598,0.0081094998680086,DE,2023-02-22,1,1,1,1,1,1,1,1,1,0,1,1,1,0
355,0.295829853647282,0.00715910777037895,DE,2023-02-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
356,0.11183675444625,0.0063169039202208,DE,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,0.0635814884834957,0.0055712939255862,DE,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,0.00735184576006739,0.004911787097421965,DE,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,0.00638333574693209,0.004328917227721175,DE,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,0.455196321769552,0.091639000620084,DE,2023-02-28,1,1,1,1,1,1,1,1,1,0,1,1,1,0
361,0.125475540249639,0.003359876653220525,DE,2023-03-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1
362,0.0316020788543342,0.002959199481291895,DE,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,3.60715522349571,0.404542844205242,DE,2023-03-03,1,0,0,1,1,1,1,1,0,0,1,1,1,0
364,0.0269029310059165,0.00229481218020508,DE,2023-03-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1
365,1.18427030534135,0.4578549870533615,DE,2023-03-05,1,1,0,1,1,1,0,1,1,0,1,1,1,0
366,1.48097221713088,0.1571845113302135,DE,2023-03-06,1,1,0,0,1,1,1,1,1,0,1,1,1,0
367,0.13004641048141,0.001567164021791695,DE,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,1.21587888584045,0.240704836952208,DE,2023-03-08,0,1,0,1,1,1,1,0,1,0,1,1,1,1
369,0.00652071174350587,0.00121604573044687,DE,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,0.0788947386249043,0.001071541416501065,DE,2023-03-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1
371,NA,NA,DE,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,DE,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.00429260248798218,7.34528312141515e-4,DE,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,0.00103806104164885,6.4816864948181e-4,DE,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,0.00324773439174021,5.7223870849379e-4,DE,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,1.37555504469842,0.974246326159615,DE,2023-03-16,1,1,0,1,1,0,1,1,1,0,1,1,0,1
377,1.14983090226484,0.192258206956679,DE,2023-03-17,1,1,0,1,1,1,0,1,1,0,1,1,1,0
378,0.00210845796203826,3.95119417396915e-4,DE,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,3.0629830464865,0.2768147966442185,FL,2023-02-05,1,1,0,0,1,0,1,0,0,0,0,1,0,0
380,3.40874214145816,0.2099266812786745,FL,2023-02-06,0,0,1,1,1,0,0,0,0,0,0,0,1,0
381,4.44804528397534,0.1712724292231635,FL,2023-02-07,1,1,0,1,1,0,0,0,0,0,1,0,1,0
382,4.40425451614645,0.2249923037494565,FL,2023-02-08,0,1,0,0,0,1,1,0,0,0,0,0,1,0
383,2.21200473503239,0.2078024277763835,FL,2023-02-09,1,1,1,0,0,0,1,1,0,0,0,0,0,0
384,1.68568792888423,0.1695666252414285,FL,2023-02-10,1,1,1,1,1,1,1,0,0,0,0,1,0,1
385,2.13976052646162,0.1896085191299105,FL,2023-02-11,1,1,1,0,0,0,1,1,0,0,0,0,0,0
386,2.82425363599372,0.180248972351861,FL,2023-02-12,1,1,1,1,1,1,0,1,0,0,1,1,1,0
387,8.86827936329997,0.2180913625271355,FL,2023-02-13,1,0,0,1,1,1,0,0,0,0,0,0,0,0
388,2.56127478448034,0.158234616047697,FL,2023-02-14,0,1,1,1,1,1,1,0,1,0,0,0,0,0
389,2.0023815317606,0.152563253276813,FL,2023-02-15,1,0,1,1,1,0,1,0,0,0,0,1,0,0
390,4.49890366094492,0.1635510846720845,FL,2023-02-16,0,1,0,1,1,1,0,0,0,0,1,0,1,0
391,3.95306165413818,0.1608461389792175,FL,2023-02-17,0,0,0,1,1,1,1,0,0,0,1,1,1,0
392,1.7244667811567,0.11966078500556,FL,2023-02-18,0,1,1,1,1,1,1,0,0,0,1,1,0,0
393,1.55864303968899,0.132670632649954,FL,2023-02-19,0,1,1,1,1,0,1,0,1,1,1,1,0,0
394,3.35403391725475,0.1294578443241785,FL,2023-02-20,0,0,0,1,1,1,1,0,0,0,0,0,1,0
395,7.58282106163137,0.166969639528094,FL,2023-02-21,0,1,0,1,1,0,0,0,0,0,0,1,0,0
396,2.77994169353032,0.1058599239219215,FL,2023-02-22,0,0,1,1,1,0,0,0,0,0,0,1,0,0
397,2.88740509039802,0.1031921178943435,FL,2023-02-23,1,1,1,0,1,0,0,1,1,0,0,0,0,0
398,2.17700964759983,0.1056275014017965,FL,2023-02-24,0,1,1,1,0,1,1,1,1,0,1,0,1,0
399,1.01135343259831,0.079477275400326,FL,2023-02-25,1,1,1,1,1,1,1,1,1,0,0,1,1,0
400,0.916276657124763,0.0710071487419225,FL,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
401,5.11634628707994,0.125390652648844,FL,2023-02-27,1,0,0,1,1,0,1,1,0,0,0,0,0,0
402,2.51623845152265,0.0896054189254735,FL,2023-02-28,0,1,0,1,1,1,1,0,0,0,1,0,1,1
403,7.68271718134247,0.1381233946064575,FL,2023-03-01,0,0,0,1,0,0,0,0,1,0,1,0,0,0
404,1.71891801999153,0.078992070394541,FL,2023-03-02,1,1,1,1,1,1,0,1,0,0,1,0,1,0
405,2.59235370740713,0.062976384084747,FL,2023-03-03,1,1,1,1,0,1,0,1,0,0,1,0,1,0
406,1.84866581630388,0.090756047364763,FL,2023-03-04,1,0,0,0,1,1,1,1,0,0,0,1,1,0
407,2.53633670554431,0.0997044417294895,FL,2023-03-05,1,1,0,0,1,1,0,1,1,0,0,1,1,0
408,9.42314744702958,0.148551885824152,FL,2023-03-06,1,0,0,1,0,0,0,1,0,0,0,0,0,0
409,4.83232816196998,0.1058729268677655,FL,2023-03-07,0,1,0,0,0,1,1,0,0,0,0,0,1,0
410,3.61861036084761,0.093444117562488,FL,2023-03-08,0,1,0,1,0,0,1,0,1,0,0,0,0,1
411,7.29528489996725,0.115764423714151,FL,2023-03-09,1,0,0,1,1,1,0,1,0,0,1,1,1,0
412,7.14168843684574,0.154063383165236,FL,2023-03-10,0,0,0,1,0,1,0,0,0,0,0,0,1,0
413,3.9074907206017,0.1507877627187175,FL,2023-03-11,0,1,0,1,0,0,1,0,1,0,1,0,0,1
414,0.958779548350566,0.051705500570534,FL,2023-03-12,0,1,1,1,1,1,1,0,1,0,1,1,1,1
415,8.67283802293203,0.1572390137195585,FL,2023-03-13,1,0,0,1,0,1,0,1,0,0,1,0,1,0
416,3.74521020253788,0.1124889983486135,FL,2023-03-14,1,1,0,1,0,0,0,1,1,0,1,1,0,0
417,7.27185656069573,0.122818206126355,FL,2023-03-15,1,0,0,1,0,0,0,1,0,0,1,0,0,0
418,1.34485912479016,0.0446589655360043,FL,2023-03-16,1,0,1,0,1,1,1,1,0,0,0,1,1,0
419,7.24861674725867,0.18922465853954,FL,2023-03-17,1,1,0,1,0,0,1,1,0,0,1,0,0,0
420,0.884712215036057,0.03784780614458265,FL,2023-03-18,1,1,1,1,0,1,1,1,1,1,1,1,1,1
421,2.40478859749224,0.2846053797046785,GA,2023-02-05,1,1,0,0,1,1,0,1,1,0,0,1,1,0
422,7.07383947244197,0.298395767380016,GA,2023-02-06,1,0,0,1,1,1,0,0,0,0,1,1,1,0
423,7.33269703146774,0.3157978857304675,GA,2023-02-07,0,1,0,0,1,0,0,0,1,0,0,1,0,0
424,3.19031726511098,0.25170045997824553,GA,2023-02-08,1,0,0,1,1,0,1,1,0,0,0,1,0,0
425,1.51637428977545,0.19224118813855,GA,2023-02-09,0,1,1,1,1,1,1,0,0,0,1,0,1,0
426,3.63443769414573,0.124806208366604,GA,2023-02-10,1,1,0,1,0,1,0,1,0,0,0,0,0,0
427,0.492732568732965,0.1612933589987435,GA,2023-02-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
428,3.16289349899448,0.303703365929047,GA,2023-02-12,0,0,0,0,1,1,1,0,0,0,0,1,1,0
429,0.644373069432154,0.1334268720960895,GA,2023-02-13,1,1,1,1,1,1,1,1,0,0,1,1,1,0
430,3.12338559803116,0.247868182012708,GA,2023-02-14,1,1,0,0,1,1,0,1,1,0,0,1,0,0
431,0.847019285708177,0.144732262990786,GA,2023-02-15,1,0,1,1,1,1,1,1,0,1,0,1,1,1
432,2.87417403834588,0.189351415559926,GA,2023-02-16,1,1,0,1,1,0,0,0,0,0,1,1,0,0
433,2.76011029842972,0.2349695377834325,GA,2023-02-17,1,0,0,0,1,1,1,0,0,0,0,1,1,1
434,1.76070123577719,0.3992793385581595,GA,2023-02-18,1,1,0,1,1,1,0,1,1,1,1,1,1,1
435,0.990014850899055,0.0994940792608305,GA,2023-02-19,0,1,1,1,1,1,1,0,1,1,1,1,1,0
436,1.13136462185998,0.1205115017508405,GA,2023-02-20,1,1,1,1,1,1,0,1,0,0,1,0,0,0
437,3.69930792829521,0.2343282595709065,GA,2023-02-21,1,1,0,1,1,1,0,1,1,0,1,1,1,0
438,3.01268111435676,0.198610190752936,GA,2023-02-22,1,0,0,0,1,1,1,1,0,0,0,1,1,0
439,2.57405258507425,0.2336455786230075,GA,2023-02-23,1,1,0,0,1,1,0,1,0,0,0,1,1,0
440,3.46379627625868,0.2778094361698415,GA,2023-02-24,1,0,0,1,1,0,0,1,0,0,1,0,0,0
441,0.87606881758557,0.0055712939255862,GA,2023-02-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0
442,1.37147810830115,0.202932199289548,GA,2023-02-26,0,1,0,1,1,1,1,0,1,0,1,1,1,0
443,0.920128968424468,0.075317795490457,GA,2023-02-27,1,1,1,1,0,1,1,1,1,1,1,0,1,0
444,0.458268125350211,0.091639000620084,GA,2023-02-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0
445,3.22327209507278,0.3063187714731335,GA,2023-03-01,1,0,0,1,1,0,0,1,0,0,1,1,0,0
446,0.11864141705647,0.002959199481291895,GA,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,0.532382303603641,0.0925605143254795,GA,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,0.810561246144789,0.1532613116173895,GA,2023-03-04,1,1,1,1,1,1,0,1,1,0,1,1,1,0
449,2.89303816094294,0.34852014024029,GA,2023-03-05,1,1,0,1,1,0,0,1,0,0,1,1,0,0
450,3.96023816855609,0.53532938694534,GA,2023-03-06,0,1,0,1,0,1,0,0,1,0,1,0,1,0
451,7.93557068578895,0.2950387960120245,GA,2023-03-07,1,1,0,1,1,1,0,1,1,0,1,1,1,0
452,3.10893033585882,0.215345257022134,GA,2023-03-08,1,1,0,1,1,1,0,1,1,0,1,1,1,0
453,0.129056455853346,0.00121604573044687,GA,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,0.0603753163811456,0.001071541416501065,GA,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455,1.11513405635919,0.235933201838554,GA,2023-03-11,1,1,0,1,1,1,0,1,1,0,1,1,1,0
456,2.15303306308935,0.3862314920607375,GA,2023-03-12,1,1,0,0,0,1,1,1,1,0,0,0,1,1
457,1.22930178412649,0.1944466557476165,GA,2023-03-13,1,1,0,1,1,0,1,1,1,0,1,1,0,1
458,0.00793627454003329,6.4816864948181e-4,GA,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,1.91163735352009,0.1499036946646795,GA,2023-03-15,0,1,0,1,0,1,1,0,1,0,1,0,1,1
460,0.0295192346165845,5.0547365101377e-4,GA,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,3.08723279391129,0.365469470881025,GA,2023-03-17,1,1,0,0,0,0,1,1,1,0,0,0,0,1
462,0.0350618661447185,3.9511941739692e-4,GA,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,NA,NA,HI,2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,0.439381609679865,0.0526503459792475,HI,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
465,0.0642528839432487,0.04730166336410965,HI,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,2.83325381082834,0.634026147517375,HI,2023-02-08,1,1,0,1,1,1,0,1,1,0,1,1,1,0
467,2.89566450396209,0.65156390699398,HI,2023-02-09,1,1,0,1,1,1,0,1,1,0,1,1,1,0
468,1.16686932145132,0.820324904767755,HI,2023-02-10,1,1,0,0,1,1,1,1,1,0,0,1,1,1
469,NA,NA,HI,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,HI,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,0.0359842539201075,0.0240827751813869,HI,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472,NA,NA,HI,2023-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,2.12826721672383,0.74579382627095,HI,2023-02-15,1,1,0,1,1,1,0,1,1,0,1,1,1,0
474,0.0790821564130488,0.0168910640825166,HI,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,0.0218964523956894,0.01497691646201375,HI,2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,0.0196216191732799,0.0132677656979742,HI,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,NA,NA,HI,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,HI,2023-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,HI,2023-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
