...1,es_score,brier_score,location,target_date,X22B_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_50_CI,X22B_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI,X22E_95_CI
20,1.19551133162523,0.45867848851605,AK,2023-02-24,1,1,0,0,1,1,1,1,1,0,0,1,1,1
21,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.00632816727578754,0.004328917227721175,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.00324499787261097,0.00202075391667219,AK,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.00634155604127477,0.00138035943040433,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.00156501115809657,0.00121604573044687,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.00112475233311459,7.34528312141515e-4,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,6.6278532990906e-4,5.7223870849379e-4,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,5.6715620854223e-4,5.0547365101377e-4,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,6.1545160180791e-4,3.95119417396915e-4,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,0.827295912732109,0.57881756389717,AL,2023-02-05,1,1,1,1,1,1,0,1,1,0,1,1,1,0
44,0.52919174910798,0.3251322865611315,AL,2023-02-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0
45,0.873182617355341,0.616030865932835,AL,2023-02-07,1,1,0,1,1,1,0,1,1,0,1,1,1,0
46,0.567213768237197,0.0424253699931719,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,1.15735866452955,0.812452287799365,AL,2023-02-09,1,1,0,0,1,1,1,1,1,0,0,1,1,1
48,0.0468891839780675,0.03396929442865335,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0336768937836086,0.0240827751813869,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0990698279150006,0.0214205788966286,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.184264264700781,0.0190313912437632,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.0221274924649147,0.0168910640825166,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0145939485448522,0.01038721268149965,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0125014498782089,0.0091808567198272,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,1.18282783058968,0.8301002472487,AL,2023-02-22,1,1,0,1,1,1,0,1,1,0,1,1,1,0
61,0.00910199160778184,0.00715910777037895,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,1.20431185392399,0.461468304146215,AL,2023-02-24,1,1,0,1,1,0,1,1,1,0,1,1,0,1
63,1.2950559439593201,0.91874573959942,AL,2023-02-25,1,1,0,1,0,1,1,1,1,0,1,0,1,1
64,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.00601063390516386,0.004328917227721175,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0143630573147035,0.002959199481291895,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,1.16047813322289,0.4523785635456885,AL,2023-03-03,1,1,0,1,1,1,0,1,1,0,1,1,1,0
70,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.0108829279568499,0.00202075391667219,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.00207770600157698,0.001567164021791695,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.00733713629289169,0.00138035943040433,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1.25770195545055,0.3202084879649955,AL,2023-03-09,1,0,0,1,1,1,1,1,0,0,1,1,1,1
76,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,8.4405922474892e-4,6.4816864948181e-4,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0031620300068028,5.7223870849379e-4,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,6.2515310690258e-4,5.0547365101377e-4,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,6.701392404471e-4,4.46760287319425e-4,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.077857363847317,0.0585012481590045,AR,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1.73342791373989,0.2861084192906325,AR,2023-02-06,0,1,1,1,1,1,1,0,1,1,1,1,1,0
87,3.43532882924753,0.4617718117241145,AR,2023-02-07,0,1,0,0,1,0,1,0,1,0,0,1,0,1
88,2.65660744014698,0.4659328320956775,AR,2023-02-08,0,1,0,1,1,1,0,0,1,0,1,1,1,0
89,2.19639228985909,0.4061348584569575,AR,2023-02-09,1,1,0,1,1,1,0,1,1,0,1,1,1,0
90,8.29642293692488,0.55437068726457,AR,2023-02-10,0,1,0,1,1,1,0,0,1,0,1,1,1,0
91,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.01583616375201,0.70114747089794,AR,2023-02-12,1,1,0,1,1,1,0,1,1,0,1,1,1,0
93,3.80007729384358,0.657264381878905,AR,2023-02-13,0,1,0,1,1,1,1,0,1,0,1,1,1,1
94,4.4579449735743,0.4262307645062935,AR,2023-02-14,0,1,0,1,1,1,1,0,1,0,1,0,1,0
95,1.01648261034663,0.226677801251531,AR,2023-02-15,1,1,1,1,1,1,0,1,1,0,1,1,1,0
96,0.942605414710542,0.202551583163893,AR,2023-02-16,1,1,1,1,1,1,0,1,1,0,1,1,1,0
97,0.334488518474082,0.01497691646201375,AR,2023-02-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0
98,0.884028054773673,0.3992793385581595,AR,2023-02-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
99,0.0540463425291557,0.01174393074719655,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,2.43210518237632,0.4239821596835395,AR,2023-02-20,0,1,0,1,1,1,0,0,1,0,1,1,1,0
101,4.41694014988804,0.308589915498343,AR,2023-02-21,1,1,0,0,1,1,0,1,1,0,0,1,1,0
102,4.52652040555995,0.426716344798425,AR,2023-02-22,0,1,0,1,1,1,0,0,1,0,0,1,1,0
103,1.40656909585412,0.215361440306475,AR,2023-02-23,1,1,0,1,1,1,0,1,1,1,1,1,1,1
104,1.46539555802788,0.2170704905252415,AR,2023-02-24,1,1,0,1,1,1,0,1,1,0,0,1,1,0
105,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.925336941856642,0.292143263046789,AR,2023-02-26,1,1,0,1,1,1,0,1,1,0,1,1,1,0
107,9.03451829032875,0.4455591978773245,AR,2023-02-27,0,1,0,1,1,1,0,0,1,0,0,1,1,0
108,2.40834425514945,0.468805860970445,AR,2023-02-28,1,1,0,1,1,0,1,1,1,0,1,1,0,1
109,0.0863585424453273,0.003359876653220525,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0172728215188638,0.002959199481291895,AR,2023-03-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0
111,0.00342167557170826,0.00260600202042731,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.118266501332044,0.00177948915024994,AR,2023-03-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.0466193075051722,0.001567164021791695,AR,2023-03-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
116,1.17436023693152,0.1928399414478475,AR,2023-03-08,0,1,0,1,1,1,1,0,1,1,1,1,1,0
117,0.0141421766005621,0.00121604573044687,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.0127738088814033,0.001071541416501065,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,1.36496728030591,0.962489380311555,AR,2023-03-11,1,1,0,1,0,1,1,1,1,0,1,0,1,1
120,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,8.0796849459751e-4,7.34528312141515e-4,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1.25199842118941,0.2424977718821525,AR,2023-03-14,1,1,0,0,1,1,1,1,1,0,0,1,1,1
123,0.00273825350466322,5.7223870849379e-4,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0024834095777507,5.0547365101377e-4,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,1.17811587133544,0.192258206956679,AR,2023-03-17,1,1,0,1,1,1,0,1,1,0,1,1,1,0
126,1.31689643391301,0.4811781196716225,AR,2023-03-18,1,1,0,1,1,1,0,1,1,1,1,0,1,0
127,1.64275025861055,0.246764402646892,AZ,2023-02-05,0,1,1,1,1,1,1,0,0,0,1,0,1,0
128,1.73641975849695,0.2420788815775865,AZ,2023-02-06,0,0,1,1,1,1,1,0,0,0,1,0,1,0
129,1.28278528630154,0.247716589873927,AZ,2023-02-07,1,0,1,1,1,0,1,1,0,0,0,1,0,0
130,2.7345697624454,0.0903155224958235,AZ,2023-02-08,0,1,0,1,1,1,0,1,1,0,1,1,1,0
131,0.470142340071646,0.160705809919936,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0
132,1.50503876040345,0.3283209698214155,AZ,2023-02-10,0,1,0,1,1,1,1,0,1,0,1,1,1,0
133,0.547671451601129,0.1758448765194565,AZ,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,6.58046464786656,0.296532597701301,AZ,2023-02-12,0,0,0,1,1,1,1,0,0,0,1,0,0,0
135,8.59865319937053,0.2444590488260845,AZ,2023-02-13,1,0,0,1,1,0,0,1,0,0,1,1,0,0
136,1.00208740041057,0.124479240193923,AZ,2023-02-14,1,1,1,1,1,0,1,1,1,1,1,1,0,0
137,1.81804127148009,0.2371977247638685,AZ,2023-02-15,1,0,0,1,1,1,1,1,0,0,1,1,1,0
138,1.33952981684914,0.191271081274659,AZ,2023-02-16,1,0,1,1,0,1,1,1,0,0,0,0,1,1
139,1.74948889890553,0.184695213387778,AZ,2023-02-17,1,0,0,1,1,1,1,1,0,0,1,1,1,0
140,1.61339038778167,0.206273552128067,AZ,2023-02-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
141,3.73801363028357,0.2981272904401585,AZ,2023-02-19,0,0,0,0,1,0,1,0,0,0,0,0,0,0
142,5.69742554524105,0.172700838017005,AZ,2023-02-20,0,1,0,1,1,0,0,0,0,0,0,1,0,0
143,1.46418252694172,0.1611553536443055,AZ,2023-02-21,1,1,0,1,1,1,0,1,1,0,1,1,1,0
144,2.71533524387861,0.266430418866766,AZ,2023-02-22,1,0,0,1,1,1,0,1,0,0,1,1,1,0
145,0.341015696847485,0.0904400407848175,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1.20643980394986,0.181615071225196,AZ,2023-02-24,0,1,0,1,1,1,1,0,1,0,1,1,1,0
147,1.78108052611367,0.309881834332693,AZ,2023-02-25,1,0,0,1,1,0,1,1,0,0,1,1,0,1
148,2.04662174380605,0.159895080254536,AZ,2023-02-26,0,1,0,1,1,0,1,0,1,0,1,1,0,0
149,3.76037576016853,0.103922856408525,AZ,2023-02-27,0,0,0,1,1,1,0,0,0,0,1,0,1,0
150,0.87309954128041,0.0783076499930675,AZ,2023-02-28,1,0,1,1,1,1,1,1,0,1,1,1,0,1
151,4.49894947257656,0.198167949105871,AZ,2023-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0
152,2.79755526047798,0.2203512690120825,AZ,2023-03-02,1,0,0,0,0,1,1,1,0,0,0,0,1,0
153,4.20235212843953,0.4151730040586745,AZ,2023-03-03,1,0,0,1,1,1,1,1,0,0,1,1,1,0
154,5.75143347049448,0.4644522075530095,AZ,2023-03-04,1,0,0,1,1,0,0,1,0,0,1,1,0,0
155,0.945713943710025,0.0762890830339135,AZ,2023-03-05,1,0,1,1,1,1,1,1,0,0,1,1,1,0
156,4.55050380281098,0.120284597820294,AZ,2023-03-06,0,0,0,1,0,1,0,0,0,0,1,0,1,0
157,0.838065535599977,0.0551021145160785,AZ,2023-03-07,1,0,1,1,1,1,1,1,1,0,1,1,1,0
158,1.06023018328212,0.233175665154778,AZ,2023-03-08,1,1,0,1,1,1,0,1,1,0,1,1,1,0
159,0.037105186127881,0.00121604573044687,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0.021906245584245,0.001071541416501065,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2.0676112599222,0.188935456589067,AZ,2023-03-11,1,1,0,1,1,1,0,1,1,0,1,1,1,0
162,1.20426454460589,0.07419148185983,AZ,2023-03-12,1,1,0,1,0,1,1,1,1,1,0,0,1,1
163,5.82352661892846,0.1604853875749915,AZ,2023-03-13,1,1,0,0,1,0,0,1,1,0,0,0,0,0
164,1.03333796449718,0.081332320050019,AZ,2023-03-14,1,0,1,1,1,1,1,1,0,0,1,1,1,1
165,2.30541055419286,0.121103672297525,AZ,2023-03-15,1,0,0,1,0,1,1,1,0,0,1,0,1,0
166,0.0659793125947461,5.0547365101377e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,2.32033199391146,0.64902982896948,AZ,2023-03-17,1,0,0,1,0,1,1,1,0,0,1,0,1,1
168,2.66937738831585,0.641439119756365,AZ,2023-03-18,1,1,0,1,1,1,0,1,1,0,1,1,1,0
169,34.2547688819342,0.31379554268502,CA,2023-02-05,0,0,0,0,1,1,0,0,0,0,0,1,0,0
170,15.9197274641148,0.2553195734047045,CA,2023-02-06,0,1,0,0,1,0,0,0,0,0,0,1,0,0
171,28.1030038162874,0.3230683444742915,CA,2023-02-07,0,1,0,1,1,0,0,0,0,0,0,0,0,0
172,18.0614694633608,0.2521634986388755,CA,2023-02-08,0,0,0,1,1,0,0,0,0,0,0,1,0,0
173,29.0465291245475,0.265411717393559,CA,2023-02-09,1,1,0,1,0,0,0,0,0,0,1,0,0,0
174,18.708130075437,0.2713704675826905,CA,2023-02-10,0,0,0,1,1,0,0,1,0,0,0,1,0,0
175,15.873861274642,0.315055878331453,CA,2023-02-11,0,1,0,1,1,0,0,0,1,0,0,1,0,0
176,6.95239261350209,0.193777330263936,CA,2023-02-12,0,1,0,1,1,0,0,0,0,0,0,0,1,0
177,2.53616296414608,0.155710733277871,CA,2023-02-13,0,0,1,1,1,0,1,0,0,0,0,1,0,1
178,2.09530380481004,0.15418355157316951,CA,2023-02-14,1,1,1,1,1,1,0,1,0,0,0,1,1,0
179,34.9039447394374,0.2329614001732595,CA,2023-02-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,37.8405917586244,0.237612084936941,CA,2023-02-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0
181,11.2903286808387,0.230897291769845,CA,2023-02-17,1,0,0,1,0,0,0,0,0,0,1,0,0,0
182,7.30585304096966,0.2160849194931905,CA,2023-02-18,0,1,0,1,1,0,0,0,0,0,1,1,0,0
183,2.79063674820549,0.167282766287598,CA,2023-02-19,1,0,0,1,1,1,1,1,0,0,1,1,1,0
184,3.7698160795114,0.145783982266426,CA,2023-02-20,1,1,0,1,1,0,0,1,0,0,0,1,0,0
185,8.98635219170745,0.192577934950882,CA,2023-02-21,1,1,0,1,0,0,0,1,1,0,0,1,0,0
186,10.9303254211897,0.1749691414738305,CA,2023-02-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,27.1929996644973,0.1961027922692235,CA,2023-02-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,6.33434876886803,0.1201076090903505,CA,2023-02-24,0,1,0,1,1,0,0,0,0,0,1,1,0,0
189,12.7899469937242,0.256929059131277,CA,2023-02-25,0,1,0,1,0,0,0,0,0,0,0,0,0,0
190,3.95275792585371,0.1533430730543305,CA,2023-02-26,1,0,0,1,1,1,0,1,0,0,0,1,1,0
191,17.6773070534815,0.2073493310052075,CA,2023-02-27,1,1,0,1,1,0,0,1,1,0,0,1,0,0
192,17.8746188309495,0.1827487058439455,CA,2023-02-28,1,1,0,1,0,0,0,1,1,0,0,0,0,0
193,23.9694258080896,0.1651552624106245,CA,2023-03-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0
194,18.7303022467018,0.1461392324545505,CA,2023-03-02,1,1,0,1,0,0,0,1,0,0,0,0,0,0
195,24.6546484136033,0.1635443111672155,CA,2023-03-03,0,0,0,1,1,0,0,0,0,0,1,1,0,0
196,11.2229490399488,0.1360655898424155,CA,2023-03-04,0,0,0,1,0,0,1,0,0,0,1,0,0,0
197,0.938377514098057,0.055346331611296,CA,2023-03-05,1,1,1,1,1,1,1,1,1,0,0,0,1,0
198,7.86448449150272,0.180740477473576,CA,2023-03-06,1,1,0,1,1,1,0,1,1,0,1,1,1,0
199,14.8801756880348,0.190464606850785,CA,2023-03-07,1,0,0,1,0,0,0,1,0,0,0,0,0,0
200,29.5299394230639,0.1920013242505935,CA,2023-03-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,7.57171233423581,0.092642406634833,CA,2023-03-09,0,1,0,1,0,0,0,0,1,0,0,0,0,0
202,14.69925375459,0.134422330987724,CA,2023-03-10,0,1,0,1,0,0,0,0,1,0,0,0,0,0
203,5.54775359361596,0.089735622144343,CA,2023-03-11,1,1,0,1,0,1,0,1,1,0,1,0,1,0
204,12.7948509244349,0.1567431066080605,CA,2023-03-12,1,1,0,1,0,0,0,1,1,0,0,0,0,0
205,15.6602883767003,0.1786379113034005,CA,2023-03-13,1,0,0,1,0,0,0,1,0,0,0,0,0,0
206,13.4341593972228,0.1400646782020295,CA,2023-03-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,14.062660850587,0.1401706412378885,CA,2023-03-15,0,0,0,1,1,1,0,0,0,0,1,1,1,0
208,8.56114208634423,0.1013917207665245,CA,2023-03-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,13.6580048188766,0.1619929531063135,CA,2023-03-17,1,0,0,1,0,0,0,1,0,0,1,0,0,0
210,6.90746422171967,0.139245526285057,CA,2023-03-18,1,0,0,1,0,0,0,1,0,0,1,0,0,0
211,0.707957329869631,0.0585012481590045,CO,2023-02-05,1,1,1,1,1,1,1,1,1,0,1,1,1,0
212,0.913201370995584,0.193341367854354,CO,2023-02-06,0,1,1,1,1,1,1,0,1,0,1,1,1,0
213,0.644735948612149,0.1894839640062905,CO,2023-02-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0
214,1.72935461744445,0.268036209745287,CO,2023-02-08,1,1,1,0,1,1,1,1,1,0,0,1,1,0
215,0.0535717531777751,0.0379912856514249,CO,2023-02-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1
216,0.299175550269714,0.1397432708201785,CO,2023-02-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
217,0.362282378798901,0.1940342734203475,CO,2023-02-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0
218,0.395325460893083,0.0270435316030141,CO,2023-02-12,1,1,1,1,1,1,1,1,1,0,1,1,1,0
219,1.42998554346101,0.188185601607009,CO,2023-02-13,0,0,1,1,1,1,0,0,0,1,1,1,1,0
220,0.358129146763297,0.100316072293767,CO,2023-02-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0
221,0.326581309701382,0.1401584637482945,CO,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.945527680125749,0.1104272172144195,CO,2023-02-16,1,1,1,0,1,1,1,1,0,0,1,1,1,0
223,0.992851726873049,0.1949112635577495,CO,2023-02-17,0,1,1,1,1,1,1,0,1,0,1,1,1,1
224,0.325145040284091,0.1097706589130205,CO,2023-02-18,1,1,1,1,1,1,1,1,0,0,1,1,1,0
225,0.574345864181162,0.2081375192981985,CO,2023-02-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0
226,0.786553413937962,0.14345406197362,CO,2023-02-20,1,1,1,1,1,1,1,1,0,1,1,1,1,0
227,0.462752858146181,0.05983902236132,CO,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,0,1,0
228,0.930059200321042,0.1568094506749705,CO,2023-02-22,1,0,1,1,1,1,1,1,0,0,1,1,1,1
229,0.243782230526703,0.00715910777037895,CO,2023-02-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0
230,0.406330589709312,0.0063169039202208,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,0.106638685369036,0.0055712939255862,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0927778107287689,0.004911787097421965,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.336212078149921,0.062343843755532,CO,2023-02-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
234,1.75968619973524,0.161565075444619,CO,2023-02-28,1,0,0,1,1,1,0,1,0,0,0,1,1,0
235,0.711017877473094,0.003359876653220525,CO,2023-03-01,1,1,1,1,1,1,1,1,1,0,0,1,1,0
236,0.183730446712734,0.002959199481291895,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,0.0740203149535873,0.00260600202042731,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1.22011752395452,0.3174202785572065,CO,2023-03-04,1,1,0,1,1,0,1,1,1,0,1,1,0,1
