...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
1664,NA,NA,PR,2024-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,PR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,PR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,PR,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,PR,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,PR,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,PR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,PR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,PR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,NA,NA,PR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,PR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,PR,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,PR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,RI,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,NA,NA,RI,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,NA,NA,RI,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,0.31449476029884,0.274113671440189,RI,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1685,0.49527480035942,0.342495676995259,RI,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1686,NA,NA,RI,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,0.258280325896387,0.1769805606546315,RI,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1688,NA,NA,RI,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,1.28172644578772,0.4135126023760285,RI,2023-12-18,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1690,0.837500081744338,0.4022584762569965,RI,2023-12-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0
1691,0.897060057047653,0.4165968493430685,RI,2023-12-20,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1692,1.80700713542497,0.54360236161136,RI,2023-12-21,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0
1693,NA,NA,RI,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,RI,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,0.108862977935398,0.083875225622378,RI,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1696,NA,NA,RI,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,2.96888520769086,0.4163073703550015,RI,2023-12-26,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
1698,1.7843990453833,0.321769514913307,RI,2023-12-27,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
1699,2.19713754556391,0.146081265953791,RI,2023-12-28,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
1700,2.10367578189908,0.1028698630434075,RI,2023-12-29,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0
1701,0.419684619380492,0.1438096387178205,RI,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1702,NA,NA,RI,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,NA,NA,RI,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,2.9261962983456,0.02907823424980645,RI,2024-01-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0
1705,2.32099146587279,0.2577194280514035,RI,2024-01-03,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1706,1.3399656995892,0.3087499997536155,RI,2024-01-04,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1707,0.190554080146858,0.0196378480034698,RI,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1708,0.368789327419535,0.01717082174864195,RI,2024-01-06,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
1709,0.0190874848464928,0.01499089048548555,RI,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1710,0.865489363459694,0.0811943450538785,RI,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1711,1.56442389960566,0.04093576563076275,RI,2024-01-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0
1712,2.20003349396297,0.0098949728979921,RI,2024-01-10,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
1713,2.54751669738829,0.2932048234204155,RI,2024-01-11,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
1714,5.17314783530973,0.3243415420617635,RI,2024-01-12,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
1715,0.0300661769410978,0.0064652320176964,RI,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,0.0983667714629575,0.0055997538439898,RI,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1717,0.025819176478349,0.004846281580370105,RI,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1718,0.301023694402664,0.004191168418014185,RI,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
1719,0.448866586702644,0.071828435604175,RI,2024-01-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1720,0.454094751283942,0.00312872595307913,RI,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1721,0.0132105094163736,0.002701027678567545,RI,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1722,0.0428234891971472,0.00233071161667568,RI,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,NA,NA,SC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,0.980527204477817,0.296721434301634,SC,2023-12-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
1725,1.26734576139541,0.352805709678705,SC,2023-12-12,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
1726,1.22736400734835,0.3002818659880765,SC,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1727,3.00385763663995,0.62892596719351,SC,2023-12-14,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0
1728,0.837797207656717,0.344875236996518,SC,2023-12-15,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
1729,NA,NA,SC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,NA,NA,SC,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,5.95905568216471,0.552753616553515,SC,2023-12-18,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
1732,1.63963335996779,0.524485071055265,SC,2023-12-19,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0
1733,2.69577717716362,0.3902066443767385,SC,2023-12-20,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
1734,0.832819220069731,0.3978498256618175,SC,2023-12-21,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
1735,4.12393485688743,0.55097680846327,SC,2023-12-22,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
1736,NA,NA,SC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,SC,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,NA,NA,SC,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,3.08256102610416,0.73386935641493,SC,2023-12-26,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
1740,1.11943371082871,0.2815434554954155,SC,2023-12-27,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1741,2.08601841369645,0.405677478883448,SC,2023-12-28,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0
1742,3.21093129632032,0.76926361250445,SC,2023-12-29,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1
1743,NA,NA,SC,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,SC,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,0.043883711449191,0.033018186874853,SC,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1746,0.717958144394811,0.367149929087058,SC,2024-01-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
1747,3.66531832142126,0.65634412474314,SC,2024-01-03,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
1748,4.03056071348099,0.4819573882375945,SC,2024-01-04,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
1749,0.888675750358185,0.22557990318695,SC,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1750,NA,NA,SC,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,2.23013468065318,0.78293702063941,SC,2024-01-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1752,0.406770752284219,0.1109991092585285,SC,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1753,0.0152783430493523,0.01137879770687385,SC,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1754,2.76631860837877,0.630711317649385,SC,2024-01-10,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1755,0.991436329727889,0.4209349400269435,SC,2024-01-11,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0
1756,1.02593315321055,0.425853750295891,SC,2024-01-12,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1757,NA,NA,SC,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,SC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,1.23942585944198,0.873561841622325,SC,2024-01-15,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1760,0.0461143920926101,0.004191168418014185,SC,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1761,NA,NA,SC,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,1.05343312413087,0.1889650362577435,SC,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1763,1.24422792663347,0.469774018675377,SC,2024-01-19,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1764,NA,NA,SC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,NA,NA,SD,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,NA,NA,SD,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1767,NA,NA,SD,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,0.89634546966153394,0.63251308021803,SD,2023-12-13,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1769,0.804765896153144,0.395748612615904,SD,2023-12-14,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1770,0.879808151243203,0.62292662317475,SD,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1771,0.878767007222293,0.61788494141374,SD,2023-12-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1772,1.11043364332299,0.527027466084325,SD,2023-12-17,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0
1773,1.15068726196034,0.407752209559775,SD,2023-12-18,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0
1774,0.821723844843201,0.303084353881425,SD,2023-12-19,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1775,0.17219584529829,0.1250122006947765,SD,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1776,NA,NA,SD,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,0.835722844411889,0.397683405741086,SD,2023-12-22,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1778,1.01355865759153,0.713706556921715,SD,2023-12-23,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1779,1.56201060630934,0.715715014852355,SD,2023-12-24,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
1780,NA,NA,SD,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,1.40974421667626,0.513213300025045,SD,2023-12-26,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
1782,0.951332659950061,0.3632418187270735,SD,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1783,2.40588354659802,0.589037003843175,SD,2023-12-28,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
1784,1.28730949210234,0.485639961663673,SD,2023-12-29,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
1785,NA,NA,SD,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,1.2071205289518,0.390004067710502,SD,2024-01-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
1788,0.969814066688055,0.2722706114365105,SD,2024-01-02,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
1789,0.122828012563787,0.02555820691113215,SD,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1790,1.00842383898077,0.4243673490878075,SD,2024-01-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1791,NA,NA,SD,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,NA,NA,SD,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,NA,NA,SD,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,SD,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,SD,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,SD,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,NA,NA,SD,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,NA,NA,SD,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,0.00533274477492364,0.004191168418014185,SD,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1803,2.48742253808676,0.62004130257384,SD,2024-01-17,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1804,NA,NA,SD,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,0.0032443897580318,0.002701027678567545,SD,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1806,NA,NA,SD,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,0.399433165438497,0.28308985867129,TN,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1808,1.04011451341598,0.380252042920803,TN,2023-12-11,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
1809,1.65240956038367,0.311181815272794,TN,2023-12-12,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1810,0.714200703472544,0.339646267535316,TN,2023-12-13,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
1811,1.768090367574,0.524417463459865,TN,2023-12-14,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1812,0.876245999178316,0.347257296873896,TN,2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
1813,NA,NA,TN,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,0.226409722198026,0.1630597201636925,TN,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1815,2.94762474270184,0.478511367181734,TN,2023-12-18,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1816,2.04377776294607,0.3358834341625445,TN,2023-12-19,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
1817,2.97836157479175,0.4645871490575895,TN,2023-12-20,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0
1818,2.82558717762178,0.4493554653659755,TN,2023-12-21,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
1819,1.19492212272012,0.3774438652866625,TN,2023-12-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
1820,1.78331730278936,0.54325907107748,TN,2023-12-23,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
1821,0.794672483432823,0.3471955107303145,TN,2023-12-24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1822,1.0994769425627,0.4510752701969595,TN,2023-12-25,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1823,5.0601834082736,0.4692763155206525,TN,2023-12-26,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
1824,4.42494579667874,0.4127336642344595,TN,2023-12-27,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
1825,1.12968022541841,0.333360807819235,TN,2023-12-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1826,0.835123569550136,0.112682723574134,TN,2023-12-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1827,1.91370094544472,0.559839721956975,TN,2023-12-30,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
1828,1.58828498760837,0.4590277510078895,TN,2023-12-31,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1829,0.854220629339555,0.2668577939439735,TN,2024-01-01,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1830,4.53667866393332,0.4490014720646975,TN,2024-01-02,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
1831,4.10652474138394,0.450811938569395,TN,2024-01-03,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
1832,1.04613972131452,0.27604191034533,TN,2024-01-04,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
1833,0.18202006800884,0.0196378480034698,TN,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1834,0.167170410123312,0.01717082174864195,TN,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1835,2.41975807540404,0.4910640367634225,TN,2024-01-07,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0
1836,2.80758400625912,0.4219126788009655,TN,2024-01-08,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1
1837,0.261573847318806,0.01137879770687385,TN,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1838,3.19982080791726,0.3779265957814535,TN,2024-01-10,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
1839,2.82982036751302,0.87171364713281,TN,2024-01-11,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0
1840,0.00988150611696348,0.0074579695131868,TN,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1841,0.00887071111780161,0.0064652320176964,TN,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1842,0.0282268829601887,0.0055997538439898,TN,2024-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843,3.20343149033918,0.88752585883697,TN,2024-01-15,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
1844,1.2222927106934,0.463178849674593,TN,2024-01-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
1845,0.0650820089858815,0.00362225105975422,TN,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1846,0.0162151308792039,0.00312872595307913,TN,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1847,0.876194986712327,0.183164250346177,TN,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1848,0.00353160238876758,0.00233071161667568,TN,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1849,NA,NA,TX,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,2.19969570665481,0.393981293632399,TX,2023-12-11,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1851,1.56526910738857,0.395327755620864,TX,2023-12-12,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
1852,2.0000570610425,0.4102460619809365,TX,2023-12-13,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
