...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.417673338533408,0.2534917171364835,AK,2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
2,1.17802791497506,0.219343586034054,AK,2023-01-30,1,0,1,1,1,1,1,0,1,0,1,1
3,1.10447056039171,0.278380267937472,AK,2023-01-31,1,1,1,0,1,1,0,0,1,1,1,1
4,1.03516186067221,0.3143803687157895,AK,2023-02-01,1,1,1,0,1,1,1,0,1,0,1,1
5,2.69579293055416,0.2836535295812155,AK,2023-02-02,1,1,1,0,1,1,0,0,1,0,1,0
6,0.954375939188373,0.3574200712801775,AK,2023-02-03,1,1,0,1,1,1,1,1,0,0,1,1
7,0.80996030198842,0.265789931654001,AK,2023-02-04,1,1,1,1,1,1,1,0,1,0,1,0
8,1.60091542108329,0.2969367357484725,AK,2023-02-05,1,0,1,0,1,1,0,0,1,0,1,1
9,7.31923164747882,0.2899854690938005,AK,2023-02-06,1,0,1,0,1,1,1,0,1,0,0,1
10,1.7450892828334,0.341085981631684,AK,2023-02-07,1,0,1,0,0,1,0,0,0,0,0,1
11,1.69533884508921,0.3143274032371055,AK,2023-02-08,1,1,1,0,1,1,0,1,0,1,1,1
12,0.275620193330083,0.2700400586232615,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
13,3.91709782520974,0.281972583031822,AK,2023-02-10,1,0,1,0,1,1,1,0,0,0,1,1
14,2.06504597938806,0.2767246282714495,AK,2023-02-11,1,0,1,0,1,1,0,0,1,0,1,0
15,2.08434285305962,0.278151451567182,AK,2023-02-12,1,0,1,0,1,1,1,0,1,0,1,1
16,1.84356133980025,0.300459013164955,AK,2023-02-13,1,1,1,1,1,1,0,0,1,0,1,0
17,1.14291982898979,0.272607307887778,AK,2023-02-14,1,1,1,0,1,1,1,0,1,0,1,1
18,0.767790263120131,0.272111333321477,AK,2023-02-15,1,1,1,1,1,1,1,1,1,0,1,0
19,3.71567263806384,0.274143452946489,AK,2023-02-16,1,0,1,0,1,1,1,0,1,0,0,0
20,2.44587490719274,0.2734011871523455,AK,2023-02-17,1,0,1,0,1,1,0,0,1,0,1,1
21,0.967085231851708,0.2732620117124555,AK,2023-02-18,1,1,1,0,1,1,0,0,1,0,1,1
22,0.298895058511634,0.2730745641011315,AK,2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
