...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
42,NA,NA,AK,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.899561035703703,0.4027482143547365,AL,2023-04-10,1,0,1,1,1,1,1,1,0,1,1,0,1,1
45,1.08450669736366,0.74434301652495,AL,2023-04-11,0,1,0,1,1,1,1,0,1,0,1,1,1,1
46,0.0376904035676119,0.0269797608674007,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.0412698629427418,0.02849166723865145,AL,2023-04-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1
49,0.042706421078035,0.0293435911589975,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.045264917257388,0.03125790952064365,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0466637866013392,0.03232866412051155,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0492232727301312,0.0334812792789968,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.0686759641122071,0.0463287661656691,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.77560651629768,0.392225514904751,AL,2023-05-03,1,1,1,0,1,1,1,1,1,0,0,1,1,1
68,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.651967593973682,0.3559330415566555,AL,2023-05-19,1,1,1,1,0,1,1,1,1,0,1,0,1,1
84,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.00932579570983222,0.002323716621381035,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.0204663474869069,0.002250980949483315,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.00272701386943591,0.002187784338865675,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,0.0102578579863676,0.002133909696744565,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.28670396664696,0.4730303626720155,AR,2023-04-16,1,1,0,0,1,1,1,1,1,0,0,1,1,1
93,0.00693917374177762,0.00200442537028622,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00169117315076311,0.00209083556652025,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,0.014678066246384,0.002145968498747675,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.00180672854116395,0.002217592445451445,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00162716584483551,0.002307865842203875,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.0123061503204134,0.00342937912586269,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.33212885955097,0.88096957521717,AR,2023-05-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
109,0.00161670066448947,0.004605795728048395,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.33105841302081,0.89222600186968,AR,2023-05-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
115,0.00797891399899475,0.00937723163543865,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,2.59681932326556,0.59142862705921,AR,2023-05-10,1,0,0,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.4284509732566,0.1392862483967415,AZ,2023-04-09,1,1,1,1,0,1,1,1,1,1,1,0,1,0
128,1.46905882854635,0.1382149722440535,AZ,2023-04-10,1,1,1,0,1,1,1,0,1,0,0,1,1,1
129,2.13181815799217,0.213027313720896,AZ,2023-04-11,1,0,0,1,1,0,1,1,0,0,1,1,0,1
130,0.0499126609501895,0.00860288490500605,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,0.338866490039138,0.00887885180914325,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1
132,0.950950320890984,0.298299181960531,AZ,2023-04-14,0,1,1,1,1,1,1,0,1,1,1,0,1,1
133,0.423516305591773,0.0094822211347521,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.29527173571054,0.2547628920315865,AZ,2023-04-16,1,1,0,1,0,1,0,1,1,0,1,0,1,0
135,1.03441083540548,0.1062321203438725,AZ,2023-04-17,1,0,1,1,1,1,1,1,0,0,1,1,1,1
136,1.1641494121058,0.174989859804126,AZ,2023-04-18,1,1,1,0,1,1,1,1,0,0,0,0,1,1
137,1.86390301126755,0.04531099614411575,AZ,2023-04-19,1,1,0,0,1,1,1,1,0,0,1,0,0,1
138,3.496838506671,0.2420292618609265,AZ,2023-04-20,1,1,0,0,1,1,0,1,1,0,0,1,0,0
139,1.18057552576179,0.850035147947695,AZ,2023-04-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
140,0.119471276735625,0.012152369755155,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.7116868687737,0.076737784101183,AZ,2023-04-23,1,1,1,0,0,1,1,1,1,0,0,0,1,1
142,1.34530137717809,0.04719804629406235,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,0,0,0,1,1
143,1.25332298094031,0.1317237991009225,AZ,2023-04-25,1,1,1,1,1,1,1,1,1,0,1,0,0,0
144,1.15620846215642,0.0970418229463485,AZ,2023-04-26,1,1,1,1,1,1,1,0,1,1,0,0,1,1
145,0.594724584467795,0.0738768277322015,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,1,1
146,0.601580250802242,0.01521565115387285,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,0.299036441671711,0.01580867248927995,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1
148,1.79195519071504,0.2050133006123935,AZ,2023-04-30,1,1,0,0,1,1,1,1,1,1,0,1,1,0
149,1.44819312251626,0.092494980714583,AZ,2023-05-01,1,0,1,0,1,1,1,1,0,0,0,0,1,1
150,4.20491430922487,0.208890246600996,AZ,2023-05-02,1,1,0,0,1,0,1,1,0,0,0,0,0,1
151,1.65570330936524,0.1406936545441925,AZ,2023-05-03,1,1,1,1,1,0,1,0,1,0,0,0,0,1
152,0.977359787729193,0.076960248284027,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1
153,1.62081288503933,0.2486127229358135,AZ,2023-05-05,1,0,0,0,1,1,1,1,0,1,0,1,1,1
154,0.528061530612518,0.02080855109985735,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,0,0,0,1,1
155,4.66085262422038,0.315792398700554,AZ,2023-05-07,0,0,0,1,0,0,1,0,0,0,0,0,0,0
156,7.66424702571033,0.3086680051009615,AZ,2023-05-08,1,0,0,0,1,1,0,1,0,0,0,1,1,0
157,1.47322280078015,0.1008805297846455,AZ,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0
158,1.6840745354417,0.140477297519459,AZ,2023-05-10,1,0,1,1,1,1,1,1,0,0,0,0,1,1
159,0.0781099928494798,0.02555190945717195,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1
160,0.899151540605505,0.1432545860593915,AZ,2023-05-12,1,0,1,1,1,1,1,1,0,0,0,0,1,1
161,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1.96157019435388,0.4209633438569195,AZ,2023-05-14,1,1,0,1,0,1,1,1,1,0,1,0,1,1
163,3.66852074077473,0.2126377989248425,AZ,2023-05-15,1,0,0,0,1,1,1,1,0,0,0,0,1,1
164,1.9287918512831,0.1930187450147355,AZ,2023-05-16,0,1,1,1,1,0,1,0,1,0,1,0,0,1
165,1.55668356500712,0.1820510539376395,AZ,2023-05-17,1,1,1,1,0,1,1,1,1,0,1,0,1,1
166,1.73647097931743,0.291944126331447,AZ,2023-05-18,1,1,0,1,0,1,1,1,1,0,1,0,1,1
167,1.07311298682854,0.660606574791295,AZ,2023-05-19,1,1,0,0,1,1,1,1,1,0,0,1,1,1
168,2.13705646118303,0.653899426381985,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,0,0,1,1,1
169,0.833828841043883,0.072278094180298,CA,2023-04-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1
170,6.42795455592674,0.1893962475018195,CA,2023-04-10,1,0,0,0,1,1,1,0,0,0,0,0,0,0
171,4.45326990224966,0.1081051003806285,CA,2023-04-11,1,1,0,1,0,1,0,0,1,0,1,0,0,0
172,6.10973030350944,0.210739386148075,CA,2023-04-12,0,1,0,0,0,1,1,0,1,0,0,0,0,1
173,2.01737223558107,0.143815271638522,CA,2023-04-13,1,1,1,1,1,1,1,0,0,0,0,0,0,0
174,6.64779022900062,0.081046385594265,CA,2023-04-14,1,1,0,0,1,1,1,0,0,0,0,0,0,0
175,3.19170528842226,0.147923934951215,CA,2023-04-15,0,0,1,0,1,1,1,0,0,0,0,0,1,0
176,2.33254350719976,0.147440382704611,CA,2023-04-16,1,1,1,0,0,1,1,1,0,0,0,0,1,1
177,2.92758892613364,0.1476335573980465,CA,2023-04-17,1,1,1,1,1,0,1,1,0,0,0,1,0,0
178,2.45166723251301,0.128607393398801,CA,2023-04-18,1,1,0,1,1,1,0,0,1,0,0,0,1,1
179,2.76220149762128,0.211618210375995,CA,2023-04-19,1,1,0,1,1,0,0,1,1,0,1,0,0,0
180,2.00333656417845,0.2051709274979295,CA,2023-04-20,1,1,1,1,1,1,1,0,0,0,0,1,0,1
181,5.0916364342197,0.08037819514653,CA,2023-04-21,1,1,0,0,0,1,1,1,0,0,0,0,1,1
182,5.20633451189928,0.3183287420986035,CA,2023-04-22,0,1,0,1,0,0,1,0,1,0,0,1,0,0
183,2.00873927343896,0.267125059713363,CA,2023-04-23,1,1,0,1,0,1,1,1,0,0,0,0,1,1
184,2.38147143687339,0.1584214911323135,CA,2023-04-24,1,1,1,0,0,1,1,1,1,0,0,0,1,0
185,4.72744473579134,0.240078097676401,CA,2023-04-25,1,0,0,0,1,1,1,0,0,0,0,0,0,0
186,4.80976946904128,0.143017805563632,CA,2023-04-26,1,1,0,1,0,0,1,1,0,0,0,1,0,1
187,2.98126794364987,0.16973607434652,CA,2023-04-27,1,1,0,1,1,1,0,0,0,0,0,0,0,0
188,2.68866649041919,0.1790389830248725,CA,2023-04-28,1,1,1,0,1,1,1,1,1,1,0,0,0,1
189,4.95316569717179,0.277982628107473,CA,2023-04-29,1,0,0,1,0,1,1,1,0,0,0,0,0,0
190,2.14293253762191,0.1880337418051425,CA,2023-04-30,1,1,1,1,1,1,0,1,0,0,0,0,1,0
191,5.17932581970359,0.2494918615721015,CA,2023-05-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0
192,6.14731181918988,0.2770521879468065,CA,2023-05-02,1,1,0,1,0,1,1,1,0,0,0,0,0,1
193,2.68119837459272,0.192735930033925,CA,2023-05-03,1,1,1,1,1,1,1,0,0,0,0,0,0,0
194,1.98712682348261,0.234868045566734,CA,2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,0,0
195,4.00260959693945,0.2062209908848225,CA,2023-05-05,1,0,1,0,0,0,1,0,0,0,1,1,1,0
196,1.80979168255285,0.1924369775462975,CA,2023-05-06,1,1,1,1,1,1,1,1,0,0,0,0,0,0
197,1.37131027804679,0.2716587363531945,CA,2023-05-07,1,1,1,1,1,1,1,1,1,0,0,0,1,1
198,9.33539333551091,0.366037272580661,CA,2023-05-08,0,1,0,0,1,0,1,0,0,0,0,0,1,0
199,4.23586329414455,0.1965682123594975,CA,2023-05-09,1,1,0,1,0,1,1,1,0,0,0,1,1,0
200,3.57113090614027,0.2862367240519685,CA,2023-05-10,1,1,1,0,1,1,1,1,0,0,0,1,0,1
201,5.15075330747855,0.2879967799950235,CA,2023-05-11,1,1,1,1,0,0,1,1,0,0,0,0,1,1
202,1.38821815777401,0.220538516182986,CA,2023-05-12,1,1,1,1,1,1,1,0,0,0,0,0,1,0
203,1.46629623929978,0.409019742843218,CA,2023-05-13,1,1,0,0,1,1,1,1,1,0,0,1,0,1
204,4.74776098700178,0.53694537807112,CA,2023-05-14,1,1,0,0,1,0,0,1,1,0,1,0,0,0
205,5.59022126071643,0.357861484305137,CA,2023-05-15,1,1,0,1,0,1,1,1,0,0,0,0,0,1
206,1.80842988974855,0.2389396328110415,CA,2023-05-16,1,1,1,1,0,1,1,1,0,0,0,1,0,1
207,1.53842294283285,0.316341189956724,CA,2023-05-17,0,1,1,1,1,1,1,0,0,0,1,1,0,1
208,2.6423423594901,0.3319419537532295,CA,2023-05-18,1,1,1,0,0,1,1,1,1,0,1,0,1,1
209,1.52587706485551,0.2398802536683595,CA,2023-05-19,1,1,1,1,1,1,1,1,0,0,0,0,1,1
210,0.993869535785957,0.119364470665628,CA,2023-05-20,1,1,0,1,1,1,1,1,0,0,1,1,1,1
211,0.0180194424786785,0.01252886787942185,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.0179598899456537,0.01352190652284245,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.83793950919851,0.181668787715422,CO,2023-04-11,1,0,1,1,1,1,1,1,0,0,1,1,1,1
214,0.139593945213149,0.015832590293037,CO,2023-04-12,1,1,1,1,1,1,1,0,1,0,1,1,1,1
215,0.238043412848551,0.0171733806884918,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.683821578644688,0.117258923101088,CO,2023-04-14,0,1,1,1,1,1,1,1,1,0,0,1,1,1
217,0.0260305097484749,0.0202927990821938,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.797133743133022,0.1806617627538745,CO,2023-04-17,1,1,1,1,1,0,1,1,1,1,0,1,0,1
220,0.661322530479866,0.2660001106262105,CO,2023-04-18,1,1,1,0,1,1,1,0,1,0,1,1,1,1
221,0.226501918907728,0.02874334488923915,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.11766902959258,0.77491786234401006,CO,2023-04-21,1,1,0,1,1,0,1,1,1,0,1,1,0,1
224,1.10469065030834,0.73298983331586,CO,2023-04-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
225,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.804738930506693,0.1856962032475955,CO,2023-04-24,1,1,1,1,1,0,1,0,1,1,1,1,0,1
227,0.825799151161702,0.2814804852387025,CO,2023-04-25,1,1,1,1,1,1,0,1,1,0,1,1,1,0
228,0.348154430027125,0.054164207932817,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.952022834507485,0.2515924756219545,CO,2023-04-28,1,1,1,0,1,1,1,1,1,0,0,1,1,1
231,0.0769674275182506,0.0708955549384065,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.256719053250138,0.077407379635295,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.935014217568639,0.084406396789089,CO,2023-05-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1
234,0.54844092019451,0.187695655409189,CO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0.112282390761557,0.0998738437490665,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
