"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.344577161267994,0.560581016503192,"AK",2023-01-22,1,1,1,1,1,1,1,0,1,0,1,1
"2",0.594479874960587,0.389172175908802,"AK",2023-01-23,1,1,1,1,1,1,1,0,1,0,1,1
"3",1.55545629381934,0.538911550614145,"AK",2023-01-24,1,0,1,1,1,1,0,0,1,0,1,0
"4",1.38881589817184,0.684993574143126,"AK",2023-01-25,1,1,1,1,1,0,0,0,0,0,1,0
"5",2.51291272882314,0.435904883378887,"AK",2023-01-26,1,0,1,0,1,1,0,0,1,0,1,0
"6",1.14538771835485,0.667666690731603,"AK",2023-01-27,1,1,1,1,1,1,0,0,1,1,1,1
"7",0.234918507810307,0.409410343264315,"AK",2023-01-28,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.388409063566784,0.50617484056266,"AK",2023-01-29,1,1,1,1,1,1,0,0,1,1,1,1
"9",1.06015515781518,0.416370481492277,"AK",2023-01-30,1,0,1,1,1,1,1,0,1,0,0,1
"10",1.34222455377042,0.570563262259002,"AK",2023-01-31,1,1,1,0,1,1,1,1,1,0,1,0
"11",1.16667511264039,0.679934628910916,"AK",2023-02-01,1,1,1,0,1,1,1,0,1,0,1,1
"12",3.32179752411327,0.592835309025634,"AK",2023-02-02,1,0,1,0,1,1,1,1,1,0,1,0
"13",1.10236450786408,0.764967461088163,"AK",2023-02-03,1,1,0,1,1,1,1,1,0,0,1,1
"14",0.852127210731488,0.533658709182045,"AK",2023-02-04,1,1,1,1,1,1,0,0,1,0,1,1
"15",1.81324071156574,0.667851012692421,"AK",2023-02-05,1,0,1,0,1,1,1,1,1,1,1,1
"16",8.24434853260918,0.649160886436945,"AK",2023-02-06,1,0,1,0,1,1,0,0,1,0,1,0
"17",2.10444408291847,0.730600378423016,"AK",2023-02-07,1,0,1,0,0,1,0,0,1,0,0,1
"18",2.19950985804997,0.684049145532245,"AK",2023-02-08,1,0,0,0,1,1,0,0,1,0,1,1
"19",0.315499540406365,0.551478982797545,"AK",2023-02-09,1,1,1,1,1,1,1,0,1,0,1,1
"20",4.46229840078298,0.658545252648779,"AK",2023-02-10,1,0,1,0,1,1,1,0,1,0,1,1
