...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
1,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.279400035683833,0.197679127157102,AK,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.26018449375934,0.187540364975508,AK,2022-12-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
10,0.259689321021429,0.184549477526306,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.257580997299689,0.179119102145495,AK,2022-12-15,1,1,1,1,1,1,1,0,1,1,0,1,1,1
13,0.991871684057879,0.498113397716005,AK,2022-12-16,0,1,1,1,1,1,1,0,1,1,0,1,1,1
14,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.531884589289531,0.361509827015039,AK,2022-12-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
17,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.543612181528686,0.366801353525169,AK,2022-12-21,1,1,1,1,1,1,1,0,0,1,1,1,1,1
19,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.242039285218577,0.1597690319997645,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1
26,0.931222182294606,0.691266845109455,AK,2022-12-29,1,1,1,1,1,1,0,1,1,0,1,1,1,0
27,0.549042549469444,0.381098356232363,AK,2022-12-30,1,1,1,1,1,1,1,1,0,1,0,1,1,1
28,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.761176596992134,0.4264348046227955,AK,2023-01-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1
32,0.61601843487725,0.159876576833543,AK,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1
33,0.263800538827912,0.1604969780926055,AK,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1
34,0.260199880387187,0.1612735804397985,AK,2023-01-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1
35,NA,NA,AK,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.776379783780355,0.688333042085465,AK,2023-01-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1
38,0.885535250390301,0.3397336534768465,AK,2023-01-10,1,1,1,1,1,0,1,1,1,1,0,1,0,1
39,0.287315742546158,0.1675746574549835,AK,2023-01-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1
40,0.288264580861709,0.169333816688284,AK,2023-01-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1
41,NA,NA,AK,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.700676676773731,0.256054784254481,AL,2022-12-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
44,0.858036266581738,0.2771267236743295,AL,2022-12-05,1,1,1,1,1,1,1,1,0,1,0,1,1,0
45,1.04466255201569,0.3407617246429265,AL,2022-12-06,1,1,1,1,0,1,1,1,1,1,1,1,1,1
46,0.296250390232399,0.2290813721659505,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.918272199614435,0.28094944597407,AL,2022-12-08,1,0,1,1,1,1,1,1,0,1,0,1,0,1
48,1.12924226741923,0.2685052487771145,AL,2022-12-09,1,1,1,1,1,0,1,1,0,1,1,1,0,1
49,1.19320701281469,0.166723690581876,AL,2022-12-10,1,1,1,0,1,1,1,1,1,0,0,1,1,1
50,1.42250364920204,0.480495130862695,AL,2022-12-11,0,1,0,0,1,1,1,0,1,0,0,1,1,1
51,1.20418468730001,0.41002391644356,AL,2022-12-12,1,1,0,1,0,1,1,1,1,0,0,0,1,1
52,0.164181610192978,0.1150568449933155,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.658501021843794,0.286164362133033,AL,2022-12-14,1,1,1,1,1,1,1,0,0,1,0,1,1,1
54,0.830020890817066,0.2618302759307025,AL,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.936996885723942,0.310907472843884,AL,2022-12-16,1,1,1,1,1,1,0,1,0,0,0,1,1,0
56,0.440289639044307,0.111804067652676,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0.456222929347988,0.1116093986294215,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.41243727161089,0.199505893327229,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,2.5026502663255,0.2487755292991425,AL,2022-12-20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
60,2.69540515215864,0.452564573463605,AL,2022-12-21,1,0,1,1,1,0,0,1,0,0,1,1,0,0
61,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.161608759741015,0.115641924264662,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.45335401662709,0.2878579788392845,AL,2022-12-26,1,1,1,1,1,1,1,1,0,0,0,0,0,1
66,1.91321882162924,0.2409283019796135,AL,2022-12-27,1,0,1,0,1,1,1,1,0,0,1,0,1,1
67,1.61265864172423,0.356299914256509,AL,2022-12-28,1,1,1,1,0,0,1,1,0,1,0,0,0,0
68,3.04262004133212,0.320835377806965,AL,2022-12-29,1,0,1,1,0,1,0,1,0,1,0,0,0,0
69,1.48133367932991,0.3769304207306065,AL,2022-12-30,1,1,1,1,1,0,1,1,0,1,1,1,0,1
70,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,3.63121767399221,0.262197272685873,AL,2023-01-02,1,0,1,0,1,0,1,1,0,1,0,1,0,1
73,1.84029310909319,0.238757689199098,AL,2023-01-03,1,1,1,0,1,1,0,1,0,1,0,1,1,0
74,2.6985551223351,0.38873157517178353,AL,2023-01-04,1,0,1,1,0,0,1,1,0,0,0,0,0,1
75,2.6797288636606,0.328390745761836,AL,2023-01-05,1,0,1,1,1,0,1,1,0,1,0,1,0,1
76,1.60299732465532,0.407826084226024,AL,2023-01-06,1,1,0,1,1,1,1,1,0,0,1,1,1,1
77,1.7776270483306,0.4093945052100755,AL,2023-01-07,1,1,1,1,1,1,0,1,0,1,1,0,0,0
78,1.10295696525176,0.523123196116645,AL,2023-01-08,1,1,1,1,1,1,0,1,0,1,1,1,1,0
79,1.99852855798043,0.3416500470824855,AL,2023-01-09,1,1,1,1,1,0,0,1,0,0,0,1,0,0
80,2.20308583582289,0.2944843109366695,AL,2023-01-10,1,1,1,0,1,0,1,1,0,1,0,1,0,1
81,0.762180450762642,0.4242506303108985,AL,2023-01-11,1,1,1,1,1,0,1,1,0,1,0,1,0,1
82,1.19883656797024,0.506175168111905,AL,2023-01-12,1,1,1,1,1,0,0,1,0,1,1,1,0,0
83,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.24243647961272,0.2611142557165365,AR,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,1.69255401050613,0.316337558974533,AR,2022-12-05,1,1,0,1,1,1,1,1,0,0,0,0,1,0
87,4.14618547163276,0.3668213667569165,AR,2022-12-06,0,0,0,1,1,1,1,0,0,0,0,0,0,1
88,1.13839110186923,0.2712664254508005,AR,2022-12-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
89,2.63818772793877,0.348556083073668,AR,2022-12-08,1,1,0,0,1,1,1,1,0,0,0,0,1,1
90,1.78589392618798,0.2759545942679415,AR,2022-12-09,1,0,0,1,1,1,1,1,0,0,1,1,1,1
91,0.51242933453792,0.2479398806011805,AR,2022-12-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
92,0.805778318998711,0.2706076637913795,AR,2022-12-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1
93,3.58694684827341,0.3248686532076595,AR,2022-12-12,1,1,0,0,1,1,1,1,0,0,0,0,0,1
94,1.26822615583501,0.2851038776006215,AR,2022-12-13,1,1,1,1,1,1,1,1,0,0,0,1,1,0
95,1.96655496905888,0.2905001751389835,AR,2022-12-14,1,1,0,1,1,1,1,1,0,0,0,1,0,0
96,1.94121087906167,0.1972889532367785,AR,2022-12-15,1,0,1,0,1,1,1,1,0,0,0,1,1,0
97,2.69265411812796,0.4201641499830365,AR,2022-12-16,1,0,0,0,1,1,0,1,0,0,0,1,0,0
98,0.879178666636766,0.2694833154977855,AR,2022-12-17,1,1,1,1,0,1,1,1,0,0,0,0,1,1
99,0.655311994122031,0.259324678327916,AR,2022-12-18,1,1,1,1,1,1,1,1,0,0,1,0,1,0
100,1.96983956547418,0.236659164035031,AR,2022-12-19,1,1,0,1,1,0,1,0,0,0,0,1,0,1
101,2.04913916456647,0.3122704105834575,AR,2022-12-20,1,1,0,1,1,1,1,0,0,0,0,0,1,0
102,1.7518331350066,0.2420391464217515,AR,2022-12-21,1,1,1,1,1,1,1,1,0,0,0,1,0,0
103,1.15103360480277,0.2748017544193955,AR,2022-12-22,1,0,1,1,1,1,1,1,0,1,0,1,1,1
104,1.65670935933057,0.3536567986282945,AR,2022-12-23,1,0,1,1,1,1,1,1,0,1,0,1,1,1
105,1.76037830955028,0.0819884210198385,AR,2022-12-24,1,1,1,0,1,1,1,1,1,0,0,1,1,1
106,0.747103875780139,0.227275787536116,AR,2022-12-25,1,1,0,1,1,1,1,1,1,1,1,1,1,1
