...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
201,17.1865862954439,0.268830973932041,CA,2022-12-01,1,0,1,1,0,0,0,0,0,0,0,0
202,22.9963348393614,0.2905077799100495,CA,2022-12-02,0,0,1,1,0,0,0,0,0,0,0,0
203,28.2260215177375,0.289945951607497,CA,2022-12-03,0,0,1,1,0,0,0,0,0,0,0,0
204,14.3177500864897,0.2747052559430625,CA,2022-12-04,1,0,1,1,0,0,0,0,0,0,0,0
205,38.8787567543487,0.261409165562104,CA,2022-12-05,0,0,1,1,0,1,0,0,0,0,0,0
206,22.6214819692641,0.2459759286959895,CA,2022-12-06,1,1,1,0,0,1,0,0,0,0,0,0
207,37.5612857387097,0.265322432506528,CA,2022-12-07,1,0,0,1,0,0,0,0,0,0,0,0
208,41.9077067670337,0.2383584024546125,CA,2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0
209,39.1681258870579,0.2224336559025305,CA,2022-12-09,1,1,1,0,0,0,1,0,0,0,0,0
210,40.2178458698756,0.278625618848977,CA,2022-12-10,1,0,1,1,0,0,0,0,0,0,0,0
211,0.955228170476588,0.2031237819897545,CO,2022-10-30,1,1,1,1,1,1,0,0,1,0,1,1
212,1.85569432762599,0.322156424347836,CO,2022-10-31,1,0,1,0,1,1,1,0,1,0,1,1
213,1.12519547601529,0.301232597027958,CO,2022-11-01,1,1,1,1,1,1,0,0,0,0,1,1
214,1.92261772277138,0.3465106737649185,CO,2022-11-02,1,0,0,1,1,1,0,0,0,0,1,1
215,1.88874074380356,0.2487103634484415,CO,2022-11-03,1,0,1,1,1,1,1,1,0,0,1,1
216,1.11623787800431,0.2934899778302085,CO,2022-11-04,1,1,1,1,1,1,0,0,0,0,1,1
217,2.29735050025055,0.3859669871659095,CO,2022-11-05,0,1,1,0,1,0,1,0,0,0,1,0
218,2.46001139537018,0.33033980973172,CO,2022-11-06,1,0,1,0,1,1,0,0,0,0,0,1
219,2.59754382731201,0.2731751231390965,CO,2022-11-07,0,1,1,0,1,1,0,0,1,0,1,1
220,1.6610190132096,0.301176264022146,CO,2022-11-08,1,1,1,1,1,1,0,0,1,0,1,1
221,2.19991516651673,0.258457798963547,CO,2022-11-09,0,1,1,1,1,1,0,0,0,0,1,1
222,1.98609609820132,0.303288176144353,CO,2022-11-10,1,1,1,1,0,0,0,1,1,0,0,0
223,1.25179414139922,0.3375346228951845,CO,2022-11-11,0,1,1,1,1,1,0,0,0,0,0,1
224,2.77022219801684,0.302490392175657,CO,2022-11-12,1,0,1,0,1,1,0,0,1,0,1,1
225,1.18483457644937,0.3428788036188745,CO,2022-11-13,1,1,0,1,1,1,1,0,0,0,1,1
226,1.82324753577373,0.297726066501,CO,2022-11-14,0,1,1,1,1,1,0,0,0,0,1,1
227,1.94907977384802,0.329465543420866,CO,2022-11-15,1,1,1,1,1,0,0,0,0,1,0,0
228,1.40769322807445,0.315619091071594,CO,2022-11-16,1,1,1,1,1,0,0,0,0,1,1,0
229,1.8508064147734,0.257315278775949,CO,2022-11-17,1,1,1,1,1,1,1,0,0,0,1,1
230,3.28811964326544,0.3240069038594855,CO,2022-11-18,1,0,1,0,1,1,0,0,0,1,1,1
231,1.00355942427726,0.2349187431460255,CO,2022-11-19,1,1,1,1,1,1,1,0,0,0,1,1
232,1.55375146403547,0.168234624892783,CO,2022-11-20,1,0,1,0,1,1,1,0,1,0,1,1
233,1.72048679025666,0.297200625927851,CO,2022-11-21,1,1,1,1,1,1,0,0,0,0,1,1
234,1.39614793567115,0.290639086866735,CO,2022-11-22,1,1,1,1,0,1,0,0,0,0,0,1
235,7.63961452250772,0.18442760503308,CO,2022-11-23,0,0,1,0,1,1,0,0,0,0,0,1
236,0.216997678413442,0.134592939697059,CO,2022-11-24,1,1,1,1,1,1,1,0,1,0,1,1
237,4.02931160729785,0.1829367210323065,CO,2022-11-25,1,0,1,0,1,1,0,0,0,0,1,1
238,1.92678599646455,0.3923639880543975,CO,2022-11-26,1,1,1,1,0,1,1,0,1,1,0,1
239,1.05623381824414,0.246024476826695,CO,2022-11-27,1,1,1,1,1,1,1,0,1,0,1,1
240,2.61929953227844,0.2901397709614195,CO,2022-11-28,1,0,1,1,1,1,1,0,0,0,1,1
241,1.38449438819524,0.336522842450995,CO,2022-11-29,1,1,0,1,1,1,1,0,0,0,1,1
242,3.5045736849183,0.350771593236841,CO,2022-11-30,1,0,1,0,0,1,1,1,0,0,0,0
243,3.58632905635921,0.224706025884794,CO,2022-12-01,1,0,0,0,1,1,0,0,0,0,1,0
244,2.81072062537797,0.3468943895896325,CO,2022-12-02,1,0,1,0,1,1,0,0,0,0,0,1
245,1.09390204816656,0.304929356382093,CO,2022-12-03,1,0,1,1,1,1,1,1,1,0,0,1
246,1.40224808941034,0.321958648325478,CO,2022-12-04,1,1,1,1,0,1,1,0,0,0,0,1
247,1.6857790617994,0.306643108898341,CO,2022-12-05,1,1,1,1,1,0,1,0,0,0,1,0
248,2.07462382639231,0.203137760406175,CO,2022-12-06,1,1,1,1,1,1,0,0,0,0,1,1
249,1.54291444881663,0.234200899269482,CO,2022-12-07,1,1,1,1,1,1,1,0,0,0,1,1
250,1.10673194986559,0.3537676749995515,CO,2022-12-08,1,1,1,1,1,0,1,1,1,0,1,0
251,1.87740250780388,0.45951253525747,CO,2022-12-09,1,0,1,0,1,1,1,0,1,0,1,1
252,0.998844627883938,0.2363723150579015,CO,2022-12-10,1,1,1,1,1,0,1,1,0,0,1,0
253,1.26944215028002,0.224189816169668,CT,2022-10-30,1,0,1,1,1,1,0,0,1,0,1,1
254,3.57021884693418,0.267280913304442,CT,2022-10-31,1,0,1,0,1,0,0,0,1,0,1,0
255,1.63130523038271,0.278959812896795,CT,2022-11-01,1,1,1,1,1,1,0,0,1,0,0,1
256,0.97204346717886,0.2999236023618425,CT,2022-11-02,1,1,1,1,1,1,1,0,1,0,1,1
257,3.24171491584227,0.2880464957871505,CT,2022-11-03,1,0,1,0,1,1,1,0,0,0,1,1
258,1.17091287800831,0.303032448676296,CT,2022-11-04,1,1,1,1,1,0,0,0,1,0,1,0
259,2.50918642091765,0.36218663169525,CT,2022-11-05,0,1,1,1,1,0,0,0,1,0,1,0
260,1.45663610833249,0.256585070449153,CT,2022-11-06,1,0,1,1,1,1,0,0,1,1,1,1
