...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
1,0.89440952450321,0.652652289728985,AK,2022-10-30,1,1,1,0,1,1,1,1,1,1,1,1
2,NA,NA,AK,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.266899655719086,0.059595578862033,AK,2022-11-02,1,1,1,1,1,1,1,0,0,1,1,1
5,NA,NA,AK,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,AK,2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,AK,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,AK,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.73796230470449,0.55819515419983,AK,2022-11-14,1,1,1,0,1,1,1,0,1,0,1,1
17,NA,NA,AK,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.151293853713971,0.107444998269701,AK,2022-11-17,1,1,1,1,1,1,1,0,1,1,1,0
20,NA,NA,AK,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.950090405020466,0.3195594198258265,AK,2022-11-22,1,1,1,1,1,0,0,0,1,0,1,0
25,0.96688864836067,0.67926489192208,AK,2022-11-23,1,1,0,1,1,1,1,0,0,1,1,1
26,NA,NA,AK,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.452511360585046,0.326563212054658,AK,2022-11-26,1,1,1,1,1,1,0,1,1,0,1,1
29,1.04708992083466,0.475120647258509,AK,2022-11-27,0,0,1,1,1,1,1,1,1,1,1,1
30,0.187790166123008,0.1603155575680645,AK,2022-11-28,1,1,1,1,1,1,1,0,0,1,1,1
31,NA,NA,AK,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.620375410865336,0.49119431972775,AK,2022-11-30,1,1,1,1,1,1,1,0,1,0,1,1
33,NA,NA,AK,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.576189425330355,0.4707798292299475,AK,2022-12-09,1,1,1,1,1,1,1,0,1,0,1,1
42,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.678231112106518,0.3504197856121555,AL,2022-10-30,0,1,1,1,1,1,0,0,1,1,1,1
44,0.554916684832844,0.183300040056395,AL,2022-10-31,1,1,1,1,1,1,1,1,1,1,1,1
45,0.555724374939106,0.2852116849997525,AL,2022-11-01,1,1,1,1,1,1,0,1,1,0,1,1
46,0.399431753435308,0.239665023434893,AL,2022-11-02,1,1,1,1,1,1,0,1,1,0,1,1
47,1.69225938787118,0.3999122650966455,AL,2022-11-03,0,0,1,1,1,1,0,0,1,1,1,1
48,0.721273594714759,0.4749119811294865,AL,2022-11-04,1,1,1,0,1,1,1,1,1,1,1,1
49,0.956238149458863,0.63985328717052,AL,2022-11-05,1,1,0,1,1,1,1,0,0,1,1,1
50,0.66941586830166,0.4473761619721215,AL,2022-11-06,1,1,1,0,1,1,1,0,1,0,1,1
51,0.6494113708375,0.259086151685773,AL,2022-11-07,1,1,1,1,1,1,1,0,1,0,1,1
52,0.500448670015418,0.1503970892729535,AL,2022-11-08,1,1,1,1,1,1,0,0,1,0,1,1
53,0.622636795651057,0.3260653455342095,AL,2022-11-09,1,1,1,1,1,1,0,0,1,1,1,1
54,0.892745850305209,0.264183946257445,AL,2022-11-10,1,1,1,1,1,1,1,0,1,0,1,1
55,0.572218964191148,0.3812722848375655,AL,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
56,0.361906251454836,0.24566900379043,AL,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
57,0.311102330310463,0.2748108772426825,AL,2022-11-13,1,1,1,1,1,1,1,0,1,0,1,1
58,1.1610912521665,0.344464657655098,AL,2022-11-14,1,0,1,0,1,1,1,0,1,0,1,0
59,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.54108279776658,0.271433428212335,AL,2022-11-16,1,1,1,1,1,1,1,1,0,0,1,1
61,0.939306446579991,0.35879362645167,AL,2022-11-17,1,1,0,1,1,1,1,0,0,1,1,1
62,1.63545892988506,0.2996669102606575,AL,2022-11-18,1,0,1,0,1,1,0,0,1,0,1,1
63,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.0148236863216,0.464898085209364,AL,2022-11-21,1,1,1,1,1,0,1,0,1,0,1,0
66,0.88102553731943,0.413096213922036,AL,2022-11-22,0,1,1,1,1,1,1,1,1,1,1,1
67,0.370029911829263,0.251317822904074,AL,2022-11-23,1,1,1,1,1,1,1,0,1,0,1,1
68,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.694216803825407,0.369528343698863,AL,2022-11-25,1,1,0,1,1,1,1,0,0,1,1,1
70,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.14243305982078,0.2381416088133245,AL,2022-11-28,1,1,1,0,1,1,1,0,1,0,1,1
73,0.662133742876287,0.304272297174495,AL,2022-11-29,1,1,1,1,1,1,1,0,1,0,1,1
74,1.56395004479768,0.285920668139219,AL,2022-11-30,1,1,1,1,0,1,0,1,1,1,0,1
75,0.906671806254287,0.2830644188893225,AL,2022-12-01,1,1,1,1,1,1,1,0,0,0,1,1
76,0.638467287044198,0.285037628847396,AL,2022-12-02,1,1,1,1,1,1,1,0,1,0,1,1
77,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.993104620725093,0.272943392550055,AL,2022-12-04,1,1,1,1,1,1,1,0,0,0,1,1
79,1.0334137582907,0.291398661730462,AL,2022-12-05,1,1,1,1,1,1,1,0,1,0,1,1
80,1.12281732950344,0.3392449103070635,AL,2022-12-06,1,1,1,1,0,1,1,0,1,0,0,1
81,0.461735217656906,0.2510097266345765,AL,2022-12-07,1,1,1,1,1,1,1,0,1,0,1,1
82,1.12136192383723,0.2981648231993855,AL,2022-12-08,1,1,1,1,1,1,1,1,1,1,1,1
83,1.15872666964876,0.283459116119542,AL,2022-12-09,1,1,1,1,1,0,1,0,1,0,1,0
84,1.3861527589922,0.1934591627079075,AL,2022-12-10,1,1,1,0,1,1,1,0,1,0,1,0
85,1.12531804043677,0.3772288439692435,AR,2022-10-30,1,1,1,1,1,0,1,1,0,1,1,0
86,1.32041705113761,0.268116800876988,AR,2022-10-31,1,1,1,1,1,1,0,0,1,0,1,1
87,1.40250910279077,0.361038098940815,AR,2022-11-01,1,0,1,0,1,1,0,0,1,0,1,1
88,2.31359833423671,0.1788991741080625,AR,2022-11-02,0,1,1,0,1,1,0,0,0,0,1,0
89,1.78905928290077,0.1521098131060725,AR,2022-11-03,0,0,0,1,1,1,0,0,1,0,1,1
90,1.34309311418811,0.364059346408391,AR,2022-11-04,1,1,1,0,1,1,1,0,1,0,1,1
91,1.05612799651723,0.278957028956093,AR,2022-11-05,0,1,1,1,1,1,0,1,1,0,1,1
92,1.35214875625014,0.62201319084947,AR,2022-11-06,1,0,1,0,1,1,0,0,1,0,1,1
93,0.512995579555357,0.0709716057834815,AR,2022-11-07,1,1,1,1,1,1,1,0,0,1,1,1
94,0.968288052868183,0.276187979412343,AR,2022-11-08,1,1,0,1,1,1,0,0,0,0,1,1
95,0.628004250934886,0.1875703856014235,AR,2022-11-09,1,1,1,1,1,1,0,0,1,1,1,1
96,1.65663611098882,0.0820196572307595,AR,2022-11-10,1,0,1,1,1,1,0,0,1,1,1,1
97,0.322237231088811,0.0861639512808785,AR,2022-11-11,1,1,1,1,1,1,0,0,1,1,1,1
98,0.111519167991745,0.090562987769215,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.69508160068135,0.426646190629234,AR,2022-11-14,1,0,1,0,1,1,1,0,1,0,1,1
101,0.849292540047044,0.3996929733137465,AR,2022-11-15,1,1,1,1,1,1,1,1,1,0,1,0
102,0.125429202880251,0.1110083148169195,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
103,2.41207006304947,0.284543600460313,AR,2022-11-17,0,1,1,0,1,1,0,0,0,0,1,1
104,0.609078927410906,0.2159772346992295,AR,2022-11-18,1,1,1,1,1,1,0,0,1,1,1,1
105,0.867287289119087,0.4103271871704665,AR,2022-11-19,1,1,1,1,1,0,1,0,1,1,1,0
106,1.21921798080548,0.3950298592348515,AR,2022-11-20,1,1,1,0,1,1,0,1,1,0,1,1
107,1.0796219447146,0.2406519000569545,AR,2022-11-21,1,1,1,1,1,1,1,0,0,1,1,0
108,5.58823408068229,0.4830932172674205,AR,2022-11-22,1,0,0,0,1,1,1,0,0,0,1,1
109,3.42738236618052,0.435488818700822,AR,2022-11-23,1,0,1,0,1,0,0,0,0,0,0,0
110,1.02321027793072,0.4424425497000255,AR,2022-11-24,1,1,1,1,1,0,1,0,0,0,1,0
111,3.96748128786871,0.477008741770758,AR,2022-11-25,1,0,1,0,1,1,1,0,1,0,1,1
112,2.27221505152802,0.659349084292455,AR,2022-11-26,1,0,0,1,1,0,1,0,0,1,1,0
113,0.683172247969962,0.3533685089220145,AR,2022-11-27,1,1,1,1,1,1,0,1,0,0,1,0
114,3.34177324861256,0.304735620726767,AR,2022-11-28,0,1,1,1,1,1,1,0,0,0,1,0
115,1.96683503719075,0.2919051998572855,AR,2022-11-29,0,1,1,1,1,1,0,0,0,0,1,1
116,3.46562817525701,0.361101080504477,AR,2022-11-30,1,0,1,0,1,1,0,0,0,0,0,0
117,2.68404751538811,0.367470268110562,AR,2022-12-01,0,1,1,0,0,1,0,0,0,0,0,0
118,4.7767472145069,0.4226093145227535,AR,2022-12-02,1,0,0,0,1,1,0,0,1,0,1,0
119,0.900626869637427,0.433791697132392,AR,2022-12-03,1,1,0,1,1,1,1,0,1,0,1,1
120,0.450022758820031,0.338607896774244,AR,2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1
121,2.80532274972135,0.375783723528315,AR,2022-12-05,0,1,0,0,1,1,0,0,0,0,0,0
122,6.90518262417253,0.4035044904028335,AR,2022-12-06,1,0,0,0,1,0,1,0,0,0,1,1
123,4.5656839882426,0.369087909693476,AR,2022-12-07,0,1,1,0,1,1,0,0,1,0,0,0
124,4.09392617565413,0.4174911487352035,AR,2022-12-08,0,1,0,0,1,1,0,0,0,0,1,0
125,4.69679524375027,0.4090947355250245,AR,2022-12-09,0,0,0,0,1,1,1,0,0,0,0,0
126,1.34033413983881,0.360508614443515,AR,2022-12-10,1,1,1,0,1,1,1,0,1,0,1,1
127,2.5899760967013,0.3320590090616535,AZ,2022-10-30,0,1,1,0,1,0,0,0,1,0,1,0
128,2.21378670828607,0.293481684293088,AZ,2022-10-31,1,1,0,1,1,1,0,0,1,0,1,1
129,1.85110721692998,0.2565298364889205,AZ,2022-11-01,1,1,1,1,1,1,1,0,0,0,1,1
130,2.96671876417638,0.273897893115005,AZ,2022-11-02,1,1,0,0,1,1,0,0,0,0,0,1
131,6.84305265322305,0.3762296341289905,AZ,2022-11-03,0,0,1,1,0,1,0,0,0,0,0,1
132,2.29842121203634,0.2551220939420025,AZ,2022-11-04,1,1,0,1,1,1,0,0,0,1,0,0
133,4.04253533449321,0.317556738017514,AZ,2022-11-05,1,1,0,0,0,1,0,1,0,0,0,0
134,4.91902779472184,0.262518447044007,AZ,2022-11-06,1,0,1,0,1,1,1,0,0,0,0,1
135,3.41905060704902,0.2770531357233325,AZ,2022-11-07,0,1,1,1,1,1,0,0,1,0,1,0
136,2.42467780138707,0.2977741206974095,AZ,2022-11-08,0,1,1,1,1,1,0,0,0,0,0,1
137,4.16845252895761,0.312134517093239,AZ,2022-11-09,1,0,1,1,0,0,0,0,0,0,0,0
138,2.83438357525612,0.313276446832918,AZ,2022-11-10,1,0,1,1,1,1,0,0,0,0,0,0
139,9.98394381728983,0.350005808017089,AZ,2022-11-11,0,1,0,0,0,1,0,0,0,0,0,1
140,4.9254857836208,0.2666211322514885,AZ,2022-11-12,1,0,1,0,1,1,0,0,0,0,0,1
141,2.93853529237628,0.319743432815717,AZ,2022-11-13,1,0,1,1,1,0,0,0,0,0,0,1
142,3.60124487983988,0.2813222863971345,AZ,2022-11-14,1,1,0,1,1,1,0,0,0,0,0,0
143,2.71917432917358,0.2829941471963875,AZ,2022-11-15,1,1,1,1,1,1,0,0,0,0,0,1
144,2.25114396422382,0.303144161630915,AZ,2022-11-16,0,1,1,1,1,1,0,0,0,0,0,0
145,5.47838650249737,0.283439139590402,AZ,2022-11-17,1,0,0,1,0,1,0,0,0,0,0,0
146,3.36629429003404,0.283783875493244,AZ,2022-11-18,1,1,0,1,1,1,0,0,0,0,0,0
147,2.75971440254496,0.2520433523269755,AZ,2022-11-19,1,1,0,0,1,1,1,0,0,0,0,1
148,3.72212775395945,0.292723349720421,AZ,2022-11-20,1,0,1,0,1,1,1,0,1,0,1,0
149,5.00874072438771,0.2793327733946935,AZ,2022-11-21,1,1,0,1,1,1,0,0,0,0,0,1
150,16.8839997420063,0.310718452625848,AZ,2022-11-22,0,0,1,0,1,1,0,0,1,0,1,1
151,6.29560350222867,0.278096765322163,AZ,2022-11-23,1,0,1,1,1,1,1,0,0,0,1,0
152,1.01783869634319,0.317693265090592,AZ,2022-11-24,1,1,1,1,1,0,1,0,0,1,0,0
153,4.70004388536173,0.2701768631216085,AZ,2022-11-25,1,1,0,1,1,1,1,0,0,0,0,0
154,4.79052348059865,0.301034442056684,AZ,2022-11-26,0,0,0,1,1,0,0,0,0,0,0,0
155,4.15147893330872,0.275793513379945,AZ,2022-11-27,1,1,0,1,1,1,1,0,0,0,0,0
156,7.38157301063168,0.2750721546804855,AZ,2022-11-28,0,1,0,1,1,1,0,0,0,0,1,1
157,6.03470315468307,0.3008465836934895,AZ,2022-11-29,1,0,0,1,0,0,0,1,0,0,1,1
158,4.01171444662729,0.2820723190430385,AZ,2022-11-30,1,0,1,1,1,1,1,0,0,0,0,1
159,7.20805030986173,0.3201655765630705,AZ,2022-12-01,1,0,1,0,0,1,0,0,0,0,1,0
160,4.62311834366429,0.3163608837034015,AZ,2022-12-02,1,1,1,1,0,1,1,0,0,1,0,1
161,2.24962886136528,0.2844670870650245,AZ,2022-12-03,1,1,1,1,1,0,1,0,0,0,0,0
162,2.66823535813975,0.2888101685689585,AZ,2022-12-04,1,1,1,1,1,1,1,0,0,0,0,0
163,8.33174381036039,0.301984030743815,AZ,2022-12-05,1,1,1,1,0,0,1,0,0,0,0,1
164,3.29588123656373,0.289885721600362,AZ,2022-12-06,1,1,1,1,1,1,0,0,0,0,0,0
165,6.72475978895992,0.266307915913091,AZ,2022-12-07,1,1,0,1,1,0,1,0,0,0,0,0
166,3.35592509674056,0.268613290974018,AZ,2022-12-08,1,0,1,0,1,0,1,0,0,0,1,0
167,4.05410652706516,0.2733912854288575,AZ,2022-12-09,0,1,0,1,1,1,0,0,0,0,1,0
168,2.48217152170799,0.299374857142262,AZ,2022-12-10,1,1,1,1,0,1,1,0,0,0,0,1
169,8.22822587644653,0.291309525810056,CA,2022-10-30,0,1,1,0,1,1,0,0,0,0,0,0
170,4.22444801435087,0.288715124620035,CA,2022-10-31,1,1,1,1,1,1,0,0,0,0,0,0
171,3.62843662454251,0.294488907732924,CA,2022-11-01,1,1,1,1,1,1,0,0,0,0,0,0
172,2.8618294601235,0.292328183799347,CA,2022-11-02,1,1,1,1,1,1,0,0,0,0,0,0
173,4.69891748995876,0.3009290299410935,CA,2022-11-03,0,1,1,1,1,0,0,0,0,0,0,0
174,8.79612661774895,0.279651665931138,CA,2022-11-04,0,0,0,1,1,1,0,0,0,0,0,0
175,4.44686933475481,0.3057485474057915,CA,2022-11-05,1,1,0,1,0,1,0,0,0,0,0,0
176,4.4231632300907,0.310761633189328,CA,2022-11-06,1,1,1,1,1,1,0,0,0,0,0,1
177,4.44030224219808,0.3065592737519915,CA,2022-11-07,1,1,1,1,1,1,0,0,0,0,1,0
178,4.50602871634588,0.3094244315411655,CA,2022-11-08,1,1,1,1,1,0,0,0,1,1,0,0
179,7.69927990531994,0.2950491283646165,CA,2022-11-09,0,0,1,1,1,0,0,0,0,0,0,0
180,9.44979574815045,0.312971685605194,CA,2022-11-10,1,0,1,0,1,1,0,0,0,0,0,0
181,7.24911920384528,0.3152961205344095,CA,2022-11-11,1,0,1,0,0,1,0,0,0,0,0,0
182,6.75662293206368,0.3187248577149065,CA,2022-11-12,1,0,1,1,0,1,0,0,0,0,0,0
183,12.6560801880304,0.3118816841471855,CA,2022-11-13,0,0,1,0,0,0,0,0,0,0,0,0
184,7.3446635975884,0.3111601011661455,CA,2022-11-14,1,1,0,1,0,1,0,0,0,0,0,0
185,8.68148184043882,0.311115218279971,CA,2022-11-15,1,0,1,1,0,1,0,0,0,0,0,0
186,13.0058943955249,0.3141828682910865,CA,2022-11-16,0,0,1,1,1,0,0,0,0,0,0,0
187,14.3319808555398,0.3099379350095875,CA,2022-11-17,0,0,0,1,0,0,0,0,0,0,0,0
188,17.2652215552185,0.3097583809790365,CA,2022-11-18,0,0,1,0,1,0,0,0,0,0,0,0
189,16.4160089280303,0.316514323608277,CA,2022-11-19,1,0,1,0,0,0,0,0,0,0,0,0
190,12.3852435512631,0.2893599714469405,CA,2022-11-20,1,0,0,1,0,0,0,0,0,0,0,0
191,8.29460514937596,0.312019977620846,CA,2022-11-21,1,0,1,1,1,1,0,0,0,0,0,0
192,10.9987133271622,0.2927992466411075,CA,2022-11-22,0,0,1,1,1,0,0,0,0,1,1,0
193,9.1245883161599,0.2973371223630835,CA,2022-11-23,0,0,1,1,1,0,0,0,0,0,1,0
194,1.52259838715776,0.26874617189398,CA,2022-11-24,1,1,1,1,1,1,1,0,0,0,1,0
195,21.3556210920842,0.273753599702415,CA,2022-11-25,0,1,0,0,1,1,0,0,0,0,0,0
196,26.1233115014818,0.2721834331575185,CA,2022-11-26,1,1,0,0,0,0,0,0,0,0,0,0
197,17.7543107228325,0.30132171402806,CA,2022-11-27,1,0,1,1,1,0,0,0,0,0,0,0
198,20.7578761380772,0.2735615752473,CA,2022-11-28,0,1,0,0,0,0,0,0,0,0,0,0
199,17.5652521571134,0.269016667581275,CA,2022-11-29,0,1,1,0,0,0,0,0,0,0,0,0
200,15.3516341667773,0.2623906127974075,CA,2022-11-30,0,0,0,0,0,0,0,0,1,0,0,0
