...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
20,0.369690189439428,0.3430658165278395,AK,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.360986129222995,0.321508887299919,AK,2022-12-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1
24,0.351028863661295,0.3147421883687965,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.343742467692065,0.301850217829111,AK,2022-12-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0
27,0.821082448958998,0.3792522881763745,AK,2022-12-16,0,1,1,1,1,1,1,0,1,0,1,1,1,1
28,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.46657941722834,0.28141473595648703,AK,2022-12-19,1,1,1,1,1,1,1,1,0,0,1,1,1,1
31,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.477531483033804,0.293678861370577,AK,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.326093577442779,0.238689444245444,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.890729189248725,0.648731847506835,AK,2022-12-29,1,1,1,1,1,1,0,1,1,0,1,1,1,0
41,0.52862970610751,0.343495795856928,AK,2022-12-30,1,1,1,1,1,1,1,1,0,1,0,1,1,1
42,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.949337286466311,0.457346387142302,AL,2022-11-21,1,1,1,1,1,1,0,1,0,1,1,1,1,0
45,0.887867436119509,0.4428636846134195,AL,2022-11-22,0,1,1,1,1,1,1,0,0,1,0,1,1,1
46,0.228772986219308,0.197457554633369,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.811286721953065,0.3945444212500055,AL,2022-11-25,1,1,0,1,1,1,1,1,0,0,0,1,1,1
49,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.68373024821249,0.203658716644045,AL,2022-11-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1
52,0.860781312438323,0.300401283484723,AL,2022-11-29,1,0,1,1,1,1,1,1,1,1,1,1,1,1
53,0.950559412395631,0.265588967595951,AL,2022-11-30,1,1,1,1,0,1,1,1,0,1,0,0,1,1
54,0.958016842806032,0.2675650145498555,AL,2022-12-01,1,0,1,1,1,1,1,1,0,1,1,0,1,1
55,0.678124524326329,0.2688738101620865,AL,2022-12-02,1,1,1,1,1,1,1,0,0,1,1,1,1,1
56,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.877098232176273,0.252138680520386,AL,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
58,1.09388774250718,0.2724961763922605,AL,2022-12-05,1,0,1,1,1,1,1,1,0,0,0,1,1,1
59,1.16198827108225,0.344963571094006,AL,2022-12-06,1,1,1,1,0,1,1,1,0,0,0,0,1,1
60,0.314737658126173,0.225748526418901,AL,2022-12-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
61,1.16649290140586,0.275423116939608,AL,2022-12-08,1,0,1,1,1,1,1,1,0,1,0,1,1,1
62,1.02621296958959,0.2763595986832585,AL,2022-12-09,1,1,1,1,1,0,1,1,0,1,0,1,0,1
63,0.881137718699581,0.1664510854599985,AL,2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,1.53602703807474,0.4917128274337175,AL,2022-12-11,0,1,0,0,1,1,1,0,0,0,0,1,1,1
65,1.31029781749378,0.4185459747508335,AL,2022-12-12,1,1,0,0,0,1,1,1,1,0,0,0,1,1
66,0.122611085380293,0.119080639742492,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.839917306590553,0.2782926028822285,AL,2022-12-14,1,0,1,1,1,1,1,1,1,0,0,1,1,1
68,1.06509917654355,0.2554760021214785,AL,2022-12-15,1,0,1,1,1,1,1,1,0,1,0,1,1,1
69,0.90320972273207,0.3232482827240235,AL,2022-12-16,1,1,1,1,1,1,0,1,0,1,0,1,1,0
70,0.338627558854633,0.1188979899892185,AL,2022-12-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
71,0.341109167909075,0.119596651477563,AL,2022-12-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
72,0.388589074453751,0.198842688198428,AL,2022-12-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
73,1.94692796187778,0.259280539564883,AL,2022-12-20,0,0,0,1,1,1,1,0,0,0,0,1,0,1
74,2.78988371199683,0.472266969441243,AL,2022-12-21,1,0,1,0,1,0,0,1,0,0,0,1,0,0
75,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.120059561270343,0.130526902255642,AL,2022-12-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
78,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.41823983980962,0.2985018274062295,AL,2022-12-26,1,1,1,1,1,0,1,0,0,0,0,0,0,1
80,1.43514993939792,0.255774177614329,AL,2022-12-27,1,1,1,1,1,1,1,1,0,0,0,0,0,1
81,1.87067094713539,0.36525188311072,AL,2022-12-28,1,1,1,1,0,0,1,1,0,0,0,0,0,1
82,2.8080657310534902,0.3405982281680545,AL,2022-12-29,1,0,1,1,0,0,0,1,0,1,0,0,0,0
83,1.82528306177865,0.380452865485963,AL,2022-12-30,1,1,1,1,1,0,1,1,0,1,0,1,0,1
84,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.709502399769611,0.2864773171417175,AR,2022-11-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,2.68852177869916,0.2941439444079285,AR,2022-11-21,1,0,1,0,1,1,1,0,0,0,0,1,1,1
87,3.38390374557342,0.3040353244612735,AR,2022-11-22,1,0,1,0,1,1,1,0,0,1,0,1,1,0
88,1.67650020844317,0.341700374457052,AR,2022-11-23,1,1,1,0,1,1,0,1,0,0,0,1,1,1
89,0.775158021688256,0.393841153034103,AR,2022-11-24,1,1,1,1,1,1,0,0,0,1,0,1,1,0
90,2.57596079219596,0.2306777126407735,AR,2022-11-25,1,0,1,0,1,1,1,1,0,0,0,1,1,1
91,1.60890549843764,0.58975448880169,AR,2022-11-26,1,1,1,0,1,0,0,0,0,0,0,1,0,0
92,0.680389719651556,0.387079473977445,AR,2022-11-27,0,1,1,1,1,1,1,1,0,0,0,0,1,1
93,6.63289858142565,0.34409129369578,AR,2022-11-28,0,0,0,0,1,1,1,0,0,1,0,0,1,0
94,3.89454450025024,0.3406442363627555,AR,2022-11-29,1,0,0,1,1,1,1,0,0,1,0,1,1,1
95,1.87113175852438,0.321887890609346,AR,2022-11-30,0,1,0,1,1,1,1,0,0,0,0,1,1,1
96,2.80104962867802,0.3552802800718115,AR,2022-12-01,1,0,1,1,1,1,1,0,0,1,1,1,1,1
97,1.97541661028439,0.2341164648838785,AR,2022-12-02,1,1,1,0,1,1,1,0,1,1,0,1,1,1
98,0.584239510330356,0.3712159867602505,AR,2022-12-03,1,1,1,1,1,1,1,1,0,0,0,1,1,1
99,0.50128274972802,0.333113593535897,AR,2022-12-04,1,1,1,1,1,1,1,1,0,0,1,1,1,1
100,3.43117780163328,0.366356947336849,AR,2022-12-05,1,0,1,1,1,1,1,0,0,1,0,0,1,1
101,2.61392498088584,0.353660081360489,AR,2022-12-06,0,1,1,1,1,1,1,0,0,0,0,1,0,0
102,3.93063883540708,0.3241759480030005,AR,2022-12-07,1,0,0,1,1,1,1,0,0,0,0,0,0,0
103,2.936068444974,0.3628793308164275,AR,2022-12-08,1,0,1,1,1,1,1,0,0,0,0,1,1,1
104,1.54351838799456,0.268143046579613,AR,2022-12-09,1,1,1,0,1,1,1,0,0,1,0,1,0,0
105,1.37656738094885,0.32976937987175,AR,2022-12-10,1,0,1,1,1,1,1,0,0,0,1,1,1,1
106,0.853025099890327,0.2716621589855735,AR,2022-12-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,7.07692967927916,0.357654897788036,AR,2022-12-12,1,0,0,1,1,1,1,0,0,1,0,1,0,0
108,3.07008391445146,0.3174760634253855,AR,2022-12-13,1,0,0,1,1,1,1,1,0,0,0,1,0,1
109,8.03334044394255,0.3420625089797725,AR,2022-12-14,1,0,0,1,1,1,1,0,0,0,0,0,0,0
110,2.76647105655928,0.2332268466594505,AR,2022-12-15,1,1,0,0,1,1,1,1,1,1,0,1,0,0
111,3.09572614046732,0.449484845651659,AR,2022-12-16,1,0,1,0,1,1,0,1,0,0,0,1,0,1
112,1.67088668410764,0.3454438225422575,AR,2022-12-17,1,1,0,1,0,1,1,1,0,0,0,0,0,1
113,1.11729001519599,0.2935882845902445,AR,2022-12-18,1,0,1,1,1,1,1,0,0,0,0,1,0,0
114,8.44439866341219,0.347304323617361,AR,2022-12-19,1,0,0,0,1,1,1,0,0,0,0,1,0,0
115,5.24158754319047,0.3700296929817095,AR,2022-12-20,1,0,0,1,1,1,1,0,0,0,0,1,0,0
116,7.2623837639605,0.327643782290535,AR,2022-12-21,1,0,0,0,1,1,1,0,0,0,0,0,0,0
117,2.91714595692563,0.422837417735237,AR,2022-12-22,1,0,0,1,1,1,1,0,0,1,0,1,1,0
118,2.6809755812195,0.506907416012065,AR,2022-12-23,1,0,0,1,1,1,1,1,0,1,0,1,0,0
119,3.43611932119549,0.250343573204444,AR,2022-12-24,1,1,0,0,1,1,1,0,1,0,0,1,1,1
120,0.866819687675182,0.2570493800861,AR,2022-12-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1
121,9.38580487702325,0.315353151645482,AR,2022-12-26,1,0,0,0,1,1,1,0,0,0,0,1,0,0
122,2.69084886077744,0.4648823480343625,AR,2022-12-27,1,0,0,1,1,1,1,1,0,0,0,1,0,1
123,2.51628027681494,0.388133315208461,AR,2022-12-28,1,0,0,1,1,1,1,0,0,0,0,0,1,0
124,7.62157942555043,0.514909266036445,AR,2022-12-29,1,0,0,1,1,1,1,0,0,0,0,1,0,0
125,6.71782424967459,0.4208270635410215,AR,2022-12-30,1,0,0,0,1,0,1,1,0,0,0,1,1,0
126,1.39326396238554,0.3800542978576915,AR,2022-12-31,1,0,1,1,1,1,1,1,0,0,1,1,0,1
127,2.14439354530232,0.289804321552388,AZ,2022-11-20,1,0,1,1,1,1,1,1,0,0,0,1,1,0
128,6.29462705068616,0.2755222303482235,AZ,2022-11-21,1,1,1,0,0,1,1,0,0,0,0,0,1,0
129,10.5971945804471,0.3040454797778505,AZ,2022-11-22,1,0,0,0,1,1,1,0,1,0,0,0,1,0
130,6.77515411632216,0.278496695700493,AZ,2022-11-23,1,0,1,0,0,1,1,0,0,0,0,0,1,1
131,2.28482434163287,0.338269306582447,AZ,2022-11-24,1,1,0,0,1,1,0,0,0,0,0,0,1,0
132,3.20280532051757,0.271180944545953,AZ,2022-11-25,1,1,0,1,1,1,1,1,0,0,0,0,1,0
133,2.9386897939813,0.3008178512305985,AZ,2022-11-26,0,1,0,1,1,1,0,0,0,1,0,1,1,0
134,2.29722083492147,0.273062936074202,AZ,2022-11-27,1,1,1,1,1,1,1,0,0,0,0,1,1,0
135,8.69240526466259,0.272927353111282,AZ,2022-11-28,1,0,1,0,1,1,1,0,0,1,0,0,1,1
136,2.95521757431849,0.301261158606916,AZ,2022-11-29,1,1,1,1,1,0,1,1,0,1,0,0,0,0
137,2.10292940512474,0.282228819523515,AZ,2022-11-30,1,1,1,1,1,1,1,0,0,0,1,0,1,1
138,5.64848685401404,0.325934702887528,AZ,2022-12-01,1,0,0,0,1,1,1,1,0,0,0,0,1,0
139,3.40420547468137,0.319918640826012,AZ,2022-12-02,1,1,0,0,1,1,1,1,0,0,0,0,1,0
140,3.01240082394767,0.2786059888469515,AZ,2022-12-03,1,0,1,0,1,1,0,1,0,0,0,0,1,0
141,2.14640188063762,0.2857301724103385,AZ,2022-12-04,1,1,0,1,1,1,1,1,0,0,0,0,1,1
142,3.16821308837505,0.301455913849495,AZ,2022-12-05,1,1,1,1,1,1,0,0,0,0,1,0,1,0
143,4.44117961078344,0.286649906734801,AZ,2022-12-06,1,0,0,1,1,1,1,1,0,0,1,0,1,1
144,4.05182435332145,0.2585271364234835,AZ,2022-12-07,1,1,0,0,1,0,1,0,0,0,0,0,0,1
145,5.04580964339217,0.255106295335608,AZ,2022-12-08,1,0,1,0,1,1,0,0,0,0,0,0,1,0
146,2.90182663224898,0.2659452829753865,AZ,2022-12-09,0,1,1,1,0,0,1,0,1,1,0,0,0,0
147,2.03689387046258,0.294326867869373,AZ,2022-12-10,1,0,1,1,0,1,1,0,0,1,0,1,1,1
148,7.85203306048191,0.228604606432189,AZ,2022-12-11,1,0,1,0,1,1,0,0,0,0,0,0,1,0
149,3.78715862229004,0.286995672951679,AZ,2022-12-12,1,0,1,1,0,1,0,0,0,0,0,0,1,0
150,4.68742796175644,0.2753044579882945,AZ,2022-12-13,1,0,0,1,0,1,0,1,0,0,0,0,1,0
151,6.0567089479717,0.242910303384259,AZ,2022-12-14,1,0,1,0,1,1,1,0,1,0,0,1,1,1
152,3.90995301231841,0.2615096323680545,AZ,2022-12-15,1,0,1,0,1,0,1,1,0,1,0,1,0,1
153,3.25936318333987,0.23838771850940851,AZ,2022-12-16,1,1,0,0,1,1,0,0,0,0,0,0,1,1
154,1.74056788612875,0.2924342861853,AZ,2022-12-17,1,1,0,1,1,1,1,1,0,0,1,1,1,1
155,3.14736370776899,0.2229151369216855,AZ,2022-12-18,1,0,1,0,0,1,0,1,1,0,0,0,1,0
156,8.48098954614748,0.2453034774222985,AZ,2022-12-19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
157,2.04176282360537,0.279041064301605,AZ,2022-12-20,1,1,0,1,1,0,1,1,0,1,0,0,0,1
158,1.98351803532824,0.272351016030268,AZ,2022-12-21,1,1,0,1,1,0,1,1,0,0,1,1,0,1
159,5.4321643454838,0.220933071194935,AZ,2022-12-22,1,0,0,0,1,0,1,1,0,0,0,0,0,1
160,2.53405508554834,0.2457426448966465,AZ,2022-12-23,1,0,1,0,1,1,0,1,0,0,0,0,1,0
161,0.984294056231944,0.236668216078704,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
162,0.195464169743036,0.0965399443913685,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1
163,5.56282518239112,0.2446645366806965,AZ,2022-12-26,1,0,1,0,1,0,1,1,0,0,0,0,0,1
164,12.2355402635104,0.2133948915447705,AZ,2022-12-27,1,0,1,0,0,0,1,1,0,0,0,0,0,1
165,2.32879024441973,0.284187036279925,AZ,2022-12-28,1,1,0,1,1,0,1,1,0,1,0,0,0,1
166,2.47357755950594,0.2876297325631385,AZ,2022-12-29,1,1,1,1,0,0,0,0,0,1,1,0,0,0
167,4.99508404922956,0.2782473999769615,AZ,2022-12-30,1,0,1,0,1,0,1,1,0,0,0,0,0,0
168,2.41274012815228,0.2484882701324185,AZ,2022-12-31,1,0,1,0,1,0,1,1,1,1,0,0,0,1
169,8.09391126562888,0.285666254876624,CA,2022-11-20,1,0,0,1,0,1,1,0,0,0,0,0,0,1
170,7.7212987114635,0.310287773566302,CA,2022-11-21,1,1,1,0,0,1,0,1,0,0,0,0,1,0
171,5.21542704400856,0.291446995171861,CA,2022-11-22,0,1,1,1,0,1,0,0,0,0,0,0,1,0
172,5.16468042887001,0.295444159739523,CA,2022-11-23,1,1,1,1,0,1,0,0,0,0,0,0,0,0
173,1.14892903169661,0.2682225898676185,CA,2022-11-24,1,1,1,1,1,1,1,0,1,0,0,0,1,1
174,23.0013080074215,0.276434996475664,CA,2022-11-25,1,0,0,0,1,1,1,0,0,0,0,0,0,0
175,16.8118922242829,0.2723152705630105,CA,2022-11-26,0,0,0,0,0,1,1,0,0,0,0,0,0,1
176,9.72759674245925,0.297901631297015,CA,2022-11-27,0,1,1,0,0,1,1,0,1,0,0,0,0,0
177,9.77323476237977,0.273124627024643,CA,2022-11-28,1,0,0,0,1,1,1,0,0,1,0,0,0,0
178,11.5081778210435,0.2695053769559085,CA,2022-11-29,1,0,1,0,1,1,1,0,0,1,0,0,1,0
179,6.17787804871837,0.2605851032989305,CA,2022-11-30,0,1,1,0,1,1,0,0,0,0,0,0,0,0
180,5.82839668639123,0.267408170648642,CA,2022-12-01,1,1,1,1,1,0,1,0,0,0,0,0,0,0
181,10.491809233243,0.2867209900904825,CA,2022-12-02,0,1,0,0,0,1,1,0,0,0,0,0,0,0
182,11.0601741353293,0.283488209159502,CA,2022-12-03,1,1,0,0,0,1,1,0,0,0,0,0,0,0
183,4.22309413728372,0.2718729609312175,CA,2022-12-04,1,1,1,1,0,1,1,1,0,0,0,0,0,0
184,11.770445072398,0.258391514895161,CA,2022-12-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0
185,15.0712409246502,0.2472630864874025,CA,2022-12-06,1,0,1,0,1,0,1,1,0,0,0,0,0,0
186,16.1880178843587,0.2615775104380365,CA,2022-12-07,1,0,0,1,0,0,0,0,0,0,0,0,0,0
187,22.0453960203614,0.2376256494492455,CA,2022-12-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,28.6715030191377,0.2247556403469785,CA,2022-12-09,1,0,1,0,0,1,1,1,0,0,0,0,0,0
189,8.9212163836247,0.269335604571931,CA,2022-12-10,1,1,0,1,0,1,1,0,0,0,0,0,1,0
190,8.27949692627304,0.242596211283469,CA,2022-12-11,1,1,1,0,0,1,1,0,0,0,0,0,0,0
191,22.544650109103902,0.232903283010091,CA,2022-12-12,1,0,0,0,0,1,1,1,0,0,0,1,0,0
192,17.1929962322437,0.2459409798839125,CA,2022-12-13,1,0,0,0,0,0,0,0,0,1,0,0,0,1
193,10.7812356452619,0.276493675668728,CA,2022-12-14,0,0,0,0,1,0,1,0,0,1,0,0,0,0
194,27.0538198161647,0.229518846895992,CA,2022-12-15,1,0,1,0,0,0,1,0,0,0,0,0,0,0
195,10.2483065306577,0.2361584751016595,CA,2022-12-16,1,0,1,0,1,0,1,1,0,0,0,0,0,0
196,4.9603841157555,0.2502536301981815,CA,2022-12-17,1,1,0,1,0,1,1,0,0,0,0,0,1,1
197,19.9033091016787,0.2062829534624235,CA,2022-12-18,0,0,1,0,0,1,0,0,0,0,0,0,0,0
198,21.8061301489634,0.227564836228217,CA,2022-12-19,0,0,0,0,0,1,1,0,0,0,0,1,0,0
199,31.7771954783929,0.1943600620586385,CA,2022-12-20,1,0,0,0,1,1,1,0,0,0,0,0,0,0
200,20.6140381105045,0.2287489070233135,CA,2022-12-21,1,0,0,0,1,0,0,0,0,1,0,0,0,0
201,17.7889031143223,0.248299249271527,CA,2022-12-22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
202,40.6937562771429,0.2281594222023665,CA,2022-12-23,1,0,0,0,0,0,1,0,0,0,0,0,0,0
203,20.6808224937788,0.2532680157449015,CA,2022-12-24,1,0,0,0,1,0,0,0,0,0,0,0,0,0
204,0.594871551899974,0.112528580826516,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205,46.4726862748801,0.25028376899678,CA,2022-12-26,0,0,1,0,1,1,0,0,0,0,0,1,0,0
206,33.8525858578987,0.247245271125148,CA,2022-12-27,1,0,1,0,1,1,0,0,0,0,0,0,0,0
207,48.6272326419035,0.2425777756843715,CA,2022-12-28,1,0,1,0,1,0,0,1,0,0,0,0,0,0
208,31.6270917719998,0.2552589658222685,CA,2022-12-29,1,0,1,0,1,0,0,0,0,0,0,0,0,0
209,25.0227613342314,0.2772540427200635,CA,2022-12-30,1,0,0,1,1,1,0,0,0,0,0,0,0,0
210,10.0279316880795,0.290086479344955,CA,2022-12-31,1,0,0,1,1,1,0,1,0,0,0,1,0,0
211,1.59167691087486,0.194407553181551,CO,2022-11-20,1,0,1,0,1,1,1,0,0,1,0,1,1,1
212,1.55402867246844,0.292031733558314,CO,2022-11-21,1,1,1,1,1,1,1,0,0,1,0,1,1,1
213,1.19635524873987,0.291752942310176,CO,2022-11-22,1,1,1,1,1,1,1,0,0,0,1,0,1,1
214,8.23874192879521,0.2041241781742125,CO,2022-11-23,1,0,1,0,1,1,1,1,0,1,0,0,1,1
215,0.222172002998232,0.171282334745792,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,4.42020820889948,0.212971658025931,CO,2022-11-25,1,0,1,0,1,1,1,0,0,1,0,0,1,1
217,1.85007832933531,0.3727528815002345,CO,2022-11-26,1,1,1,0,0,1,1,1,0,1,0,0,1,1
218,1.09847910333958,0.2623668166724985,CO,2022-11-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1
219,2.12404408682803,0.275418434043863,CO,2022-11-28,1,0,1,1,1,1,1,0,0,0,0,1,1,1
220,1.37052240427454,0.3263864217640995,CO,2022-11-29,1,1,0,1,1,1,1,1,0,0,0,0,1,1
221,3.2335933141448,0.314821986067266,CO,2022-11-30,1,0,1,0,0,1,1,1,0,1,0,0,1,1
222,4.07741664768015,0.2574461757407605,CO,2022-12-01,1,0,0,0,1,1,1,1,0,0,0,1,1,1
223,2.54195489230173,0.310535523211021,CO,2022-12-02,1,0,1,0,1,1,1,1,0,0,0,1,1,1
224,0.923000424732798,0.2731192174290235,CO,2022-12-03,1,0,1,1,1,1,1,1,0,1,0,1,1,1
225,1.11587829043637,0.305489869977386,CO,2022-12-04,1,1,1,1,0,1,1,1,0,0,1,0,1,1
226,1.53383204729719,0.2996409345482165,CO,2022-12-05,1,1,1,1,1,1,0,1,0,0,1,1,1,0
227,1.81155503709748,0.2099633687369505,CO,2022-12-06,1,1,1,0,1,1,1,1,0,1,0,1,1,1
228,1.10653379298552,0.227573225699023,CO,2022-12-07,1,1,1,1,1,1,1,1,0,1,0,1,1,0
229,0.950522225607425,0.3242591623842275,CO,2022-12-08,1,1,1,1,1,1,0,1,1,1,0,1,1,0
230,1.70670199662541,0.3541507625778275,CO,2022-12-09,1,0,1,0,1,1,1,1,0,1,0,1,1,1
231,1.09303332069333,0.270005347318175,CO,2022-12-10,1,1,1,1,1,0,1,1,1,1,0,1,0,1
232,2.44807408437202,0.318167265150027,CO,2022-12-11,1,0,1,0,1,1,1,1,0,0,0,1,1,1
233,1.7455030252458,0.2577877720633535,CO,2022-12-12,1,0,1,1,1,0,0,1,0,0,0,1,0,1
234,2.49460026428092,0.2256446388865215,CO,2022-12-13,1,0,0,0,1,1,1,1,0,0,0,1,1,1
235,0.754556528067268,0.268433937079065,CO,2022-12-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1
236,0.786841530271995,0.2294389243392845,CO,2022-12-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
237,6.73603119715318,0.4059216600346705,CO,2022-12-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
238,0.596892358213553,0.251125494142074,CO,2022-12-17,1,1,1,1,1,1,1,1,0,0,0,1,1,1
239,0.725864792221859,0.282271020086293,CO,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,1.51328699141633,0.3015487301828315,CO,2022-12-19,1,1,1,1,1,0,0,1,0,1,0,0,0,0
