...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.450931339922839,0.0729336590139705,AK,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1.77146003605557,0.3495437083616755,AK,2022-12-26,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
3,6.08994220287119,0.626453171832535,AK,2022-12-27,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
4,1.5787484680891,0.397966178256563,AK,2022-12-28,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
5,0.855473865577882,0.290199411576539,AK,2022-12-29,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
6,2.37753438309775,0.565797404932695,AK,2022-12-30,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
7,1.06383308468275,0.3930034963384815,AK,2022-12-31,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
8,0.811696468180821,0.3992800010966845,AK,2023-01-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
9,0.934133964628997,0.2308710265154515,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10,2.04240764333767,0.2757539319394795,AK,2023-01-03,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
11,1.35306921165554,0.1955751991696675,AK,2023-01-04,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
12,0.747132613721982,0.0598568856548215,AK,2023-01-05,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
13,0.823469080430336,0.28698556746129,AK,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
14,0.647475205940965,0.376883956666981,AK,2023-01-07,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
15,0.150115955227026,0.0585062461306045,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.997438757767249,0.321687708492776,AK,2023-01-09,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
17,1.13561617875194,0.162643100675368,AK,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
18,0.89993294775679,0.265626008209238,AK,2023-01-11,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
19,1.04943376095096,0.058186343276596,AK,2023-01-12,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
20,1.18117444975913,0.263348763663423,AK,2023-01-13,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
21,0.160678079924532,0.058694179846772,AK,2023-01-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
22,0.160801936748483,0.0591246499609075,AK,2023-01-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
23,0.722685449736994,0.209494528098295,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
24,2.10502904078529,0.2506551645020525,AK,2023-01-17,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
25,1.00006573176729,0.2048981167949585,AK,2023-01-18,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
