...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
36,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.127485681532555,0.0794795694921465,AK,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.134751189562845,0.083568927944237,AK,2022-12-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
40,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.237839514182564,0.2584825713899395,AL,2022-11-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
44,0.792425408560726,0.212464936934856,AL,2022-11-14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
45,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.466188422604062,0.2633900805547245,AL,2022-11-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
47,0.716158786749668,0.337610759632944,AL,2022-11-17,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
48,1.04749092712481,0.1606210918335895,AL,2022-11-18,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.919494845060135,0.4211700858819555,AL,2022-11-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
52,0.815487590497224,0.3964504052621915,AL,2022-11-22,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
53,0.170346817646006,0.1118453149165345,AL,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.926803479901385,0.423408126652056,AL,2022-11-25,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.487518872581407,0.1710879285402505,AL,2022-11-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
59,1.24317069132012,0.39521111807199,AL,2022-11-29,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
60,0.966712638353639,0.2550183172676135,AL,2022-11-30,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
61,1.59101678362713,0.323682078471285,AL,2022-12-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
62,1.09008184287624,0.3280475788032455,AL,2022-12-02,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1.57065042240889,0.2959924617978755,AL,2022-12-04,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
65,1.82422303708417,0.3404575482827555,AL,2022-12-05,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
66,1.68726909074229,0.371154205486038,AL,2022-12-06,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
67,0.498847702316046,0.247062357907122,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,2.01241737587001,0.3515878179497945,AL,2022-12-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
69,0.857399619344258,0.228572170986648,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
70,0.578990569224645,0.1303304007064715,AL,2022-12-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
71,1.88137160971414,0.55527035852905,AL,2022-12-11,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1
72,1.68896277136061,0.4596437599430375,AL,2022-12-12,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
73,0.0497245973015472,0.03506320316714985,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.48842715512884,0.369344438917826,AL,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
75,2.07224676817297,0.3233423426158165,AL,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
76,0.893149358957033,0.2898364824211985,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
77,0.140255855833395,0.0319805744898967,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.133544929011529,0.0316154684059964,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
79,0.598805632996786,0.205446312034775,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
80,1.27588624909007,0.222590616846992,AL,2022-12-20,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
81,3.01765660119975,0.4742380969421275,AL,2022-12-21,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0432905761334899,0.0330377728582105,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.57926013025467,0.381065388047899,AR,2022-11-14,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
87,0.687354017641452,0.3841557290530395,AR,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.214437513449774,0.152410367079135,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,1.49656891775679,0.2530073598594195,AR,2022-11-17,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
90,1.10319426710555,0.273140546970086,AR,2022-11-18,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
91,0.910375743766311,0.428890966254689,AR,2022-11-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
92,0.655648452290381,0.295726196266858,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,2.39581735993561,0.2653355827666615,AR,2022-11-21,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
94,3.44737479773205,0.3355433506341065,AR,2022-11-22,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
95,1.68702573749749,0.352481422701727,AR,2022-11-23,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
96,0.834218249710024,0.397978647201513,AR,2022-11-24,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
97,2.51830310603329,0.2606364445565815,AR,2022-11-25,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
98,1.85993864284208,0.646807930714245,AR,2022-11-26,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
99,0.653184728142357,0.368410876075028,AR,2022-11-27,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5.37055961827812,0.3029722005431485,AR,2022-11-28,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0
101,3.20537853334089,0.292983137174755,AR,2022-11-29,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
102,1.13724994744348,0.3008265219906235,AR,2022-11-30,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
103,2.2793184184147,0.3305929331637285,AR,2022-12-01,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
104,1.77083853291868,0.240832925280437,AR,2022-12-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
105,0.823169629181539,0.396958462219847,AR,2022-12-03,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
106,0.364309451666132,0.2847323917691265,AR,2022-12-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
107,3.17220312483155,0.3453078763963085,AR,2022-12-05,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
108,3.03404453724643,0.3505895103742665,AR,2022-12-06,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
109,2.33481792703794,0.2859198714823775,AR,2022-12-07,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
110,3.95934772370266,0.371765201662454,AR,2022-12-08,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1
111,1.28765911277997,0.260242913730447,AR,2022-12-09,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
112,0.818912920513067,0.2672334703298375,AR,2022-12-10,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
113,0.712684016363387,0.2583532032428565,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
114,7.13428072651806,0.3472883538376645,AR,2022-12-12,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1
115,1.70032281225955,0.28565124739702,AR,2022-12-13,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1
116,5.40225630716978,0.3083086104309845,AR,2022-12-14,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1
117,1.03582401650491,0.1696888716498465,AR,2022-12-15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
118,3.95617499655868,0.478183910161082,AR,2022-12-16,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
119,0.902357885289542,0.2657173605904455,AR,2022-12-17,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
120,0.774546113852948,0.258822101208415,AR,2022-12-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
121,2.89654631300378,0.24494949083733,AR,2022-12-19,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
122,4.4665334074604,0.338896085705661,AR,2022-12-20,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0
123,2.15277888071067,0.241521818774366,AR,2022-12-21,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
124,2.01261319983708,0.320137370509747,AR,2022-12-22,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
125,2.42166471611599,0.4361843983686095,AR,2022-12-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
126,0.918011185011706,0.0387310562926857,AR,2022-12-24,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
127,4.26786745175482,0.3196768870193035,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
128,3.56405011325592,0.279436811257184,AZ,2022-11-14,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
129,2.0874813580901,0.281420773013229,AZ,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
130,2.37369119420617,0.2988964770101145,AZ,2022-11-16,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
131,3.82561873228768,0.2814038391977745,AZ,2022-11-17,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
132,2.32594364855013,0.280835057800779,AZ,2022-11-18,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
133,2.60805443581106,0.2481827532405095,AZ,2022-11-19,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
134,2.13177652998773,0.290351626177117,AZ,2022-11-20,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
135,6.11009490980509,0.2748653641364705,AZ,2022-11-21,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
136,10.4759417126939,0.304622056355275,AZ,2022-11-22,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
137,6.53641224162901,0.278016085655696,AZ,2022-11-23,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
138,2.32010788172208,0.3388062723476915,AZ,2022-11-24,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1
139,3.02093204805692,0.270709702247167,AZ,2022-11-25,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
140,2.76760609398396,0.3003701568236735,AZ,2022-11-26,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
141,2.28345594863081,0.272861787190367,AZ,2022-11-27,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
142,8.78918753716168,0.2737464290937235,AZ,2022-11-28,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
143,3.06337110642479,0.3007284219970035,AZ,2022-11-29,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
144,2.04021354412078,0.2812598781947055,AZ,2022-11-30,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
145,5.73709730379054,0.32488386365555,AZ,2022-12-01,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
146,3.90334352896137,0.320327250309632,AZ,2022-12-02,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
147,3.14095920197331,0.2817773246982155,AZ,2022-12-03,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
148,2.28094800795672,0.289513402724432,AZ,2022-12-04,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
149,4.19768407206322,0.302537256711576,AZ,2022-12-05,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
150,4.72051558302102,0.290001725507146,AZ,2022-12-06,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0
151,3.89095291294312,0.259038296284887,AZ,2022-12-07,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
152,5.03018290200715,0.2633530428269595,AZ,2022-12-08,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
153,2.59662370298299,0.2657594131577175,AZ,2022-12-09,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1
154,2.46356479339075,0.299564969364864,AZ,2022-12-10,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
155,7.48933532747253,0.236209925353968,AZ,2022-12-11,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
156,4.55961880336269,0.2899935466251985,AZ,2022-12-12,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1
157,4.76158983796731,0.278752789565512,AZ,2022-12-13,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
158,5.89160181741297,0.2491429723318655,AZ,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
159,3.87104214036134,0.2653344139334995,AZ,2022-12-15,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
160,3.19386240823467,0.242739619889727,AZ,2022-12-16,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
161,1.99002288975004,0.298673037219345,AZ,2022-12-17,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
162,2.80701426234987,0.2275251546149815,AZ,2022-12-18,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
163,7.43010018463304,0.2524966133566345,AZ,2022-12-19,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
164,2.20765634058893,0.279658599831206,AZ,2022-12-20,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1
165,2.31112385977527,0.258283348851323,AZ,2022-12-21,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0
166,4.82793165915668,0.241602397973862,AZ,2022-12-22,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
167,2.60359568964746,0.2565419134853045,AZ,2022-12-23,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0
168,0.969060949206112,0.2469318516713285,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
169,11.3542981136115,0.309706264029085,CA,2022-11-13,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
170,7.55929550616494,0.3114416876376845,CA,2022-11-14,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
171,7.20991096177992,0.309803183437274,CA,2022-11-15,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
172,10.7733568010699,0.3125841678494245,CA,2022-11-16,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
173,12.5215398921963,0.307575256825548,CA,2022-11-17,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
174,15.7973484103657,0.304376503299196,CA,2022-11-18,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
175,15.6557265269266,0.309294465916364,CA,2022-11-19,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
176,8.66722679254746,0.2860627049173135,CA,2022-11-20,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0
177,7.39906664779957,0.3105871840074295,CA,2022-11-21,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
178,5.1620492692493,0.291449887407267,CA,2022-11-22,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
179,5.02019218971134,0.295427670252699,CA,2022-11-23,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
180,1.10527125591645,0.2677898702764835,CA,2022-11-24,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
181,19.9602045360533,0.275846348865871,CA,2022-11-25,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
182,15.1309449003113,0.272121306260055,CA,2022-11-26,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
183,11.308019293924,0.2983381010911995,CA,2022-11-27,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
184,7.21588176250755,0.27280930472017,CA,2022-11-28,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
185,8.83489454457113,0.269068259435937,CA,2022-11-29,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1
186,5.39739065796323,0.260218536372306,CA,2022-11-30,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
187,5.57996214255385,0.267228949422832,CA,2022-12-01,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
188,13.0633369871092,0.2874530066987845,CA,2022-12-02,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0
189,17.7170617722928,0.2850898935789455,CA,2022-12-03,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
190,4.20412181368605,0.271968627695473,CA,2022-12-04,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
191,14.1741447325439,0.258826497854085,CA,2022-12-05,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
192,10.9414136781295,0.246043156987151,CA,2022-12-06,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
193,18.9174048235034,0.2623079850182775,CA,2022-12-07,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
194,15.8316487569692,0.2362564076781805,CA,2022-12-08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
195,20.8300677049314,0.2222681835580915,CA,2022-12-09,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1
196,20.6895995000112,0.272078795689556,CA,2022-12-10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
197,12.4003986415001,0.2432920311833695,CA,2022-12-11,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
198,16.4042917213153,0.2308097084496065,CA,2022-12-12,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
199,16.5941815025748,0.2460263012311305,CA,2022-12-13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
200,16.5009787306795,0.279526727446582,CA,2022-12-14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
201,20.2715975447893,0.2274064879175205,CA,2022-12-15,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
202,8.73908831849436,0.2349019729450675,CA,2022-12-16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
203,10.6636483892183,0.253232265788724,CA,2022-12-17,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
204,17.4869549429754,0.202625325844148,CA,2022-12-18,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
205,18.3644253398002,0.224653184517994,CA,2022-12-19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
206,24.1746858857743,0.1849846188480365,CA,2022-12-20,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
207,18.9834281836628,0.225413705246379,CA,2022-12-21,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
208,26.9882074315608,0.2480394755597235,CA,2022-12-22,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
209,45.4818485588937,0.223917901468145,CA,2022-12-23,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
210,16.7330724542256,0.2466798597416675,CA,2022-12-24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,1.32521652722765,0.3534910273459225,CO,2022-11-13,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
212,1.56575942592059,0.2963005863147205,CO,2022-11-14,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
213,1.90112506529001,0.329104494878844,CO,2022-11-15,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
214,1.56205661694872,0.3179900300122055,CO,2022-11-16,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
215,1.88376174324629,0.258294895835487,CO,2022-11-17,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
216,3.8387574198521,0.3396496015869455,CO,2022-11-18,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
217,0.788217248822453,0.2296554831026455,CO,2022-11-19,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
218,1.37606812498047,0.1443779447528695,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
219,2.28138831692373,0.303084104991239,CO,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
220,1.24513549841738,0.2912544232434855,CO,2022-11-22,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
221,6.25938426742072,0.1707741786165395,CO,2022-11-23,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
222,0.158025694123608,0.110733242247447,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
