...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.08527784644473,0.238737742341222,AK,2022-07-17,1,1,1,1,1,0,0,0,1,1
2,2.05751942258451,0.060211519343458,AK,2022-07-18,1,1,0,1,1,1,0,0,0,1
3,2.65863734361977,0.0280707976620532,AK,2022-07-19,1,0,0,1,1,1,0,0,1,1
4,0.665774109814019,0.1457726928710625,AK,2022-07-20,1,1,1,1,1,1,1,1,1,1
5,0.765929518978586,0.1416320711796835,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
6,0.745331320272248,0.1025820366793215,AK,2022-07-22,1,1,1,1,1,1,0,1,0,1
7,0.542520232862387,0.02393465464401645,AK,2022-07-23,1,1,1,1,1,1,1,0,0,1
8,0.409821047468975,0.0939974297487335,AK,2022-07-24,1,1,1,1,1,1,1,0,0,1
9,1.28825270132842,0.199943297530081,AK,2022-07-25,0,1,0,1,1,0,1,0,0,1
10,1.74479933975473,0.063837504804994,AK,2022-07-26,1,0,0,1,1,1,0,0,1,1
11,1.05653679343182,0.0525245595007805,AK,2022-07-27,1,1,1,1,1,1,0,0,0,1
12,1.23741137530616,0.105886389854615,AK,2022-07-28,0,0,1,1,1,1,0,0,0,1
13,0.927068886060633,0.117825183666894,AK,2022-07-29,1,1,1,1,0,1,0,0,0,0
14,0.68107750630873,0.1055065214080635,AK,2022-07-30,1,1,1,1,1,1,0,1,0,1
15,1.18101716499643,0.0198229911668611,AK,2022-07-31,1,1,0,1,1,1,1,1,1,1
16,1.30708949369946,0.104021872235591,AK,2022-08-01,1,1,1,0,1,1,0,0,0,1
17,0.384001668759476,0.0755429036467495,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
18,0.317309740393957,0.01943414824072605,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
19,1.26076851081141,0.1519424521320055,AK,2022-08-04,1,0,0,1,1,1,0,0,1,1
20,2.10562461451676,0.165159075658073,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
21,0.22016409456768,0.01965096281368205,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
22,0.189791415860895,0.0198661838126202,AK,2022-08-07,1,1,1,1,1,1,1,1,1,1
23,0.909398352448417,0.096373485390744,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
24,1.26758805084738,0.0903757958866305,AK,2022-08-09,1,0,1,1,1,1,0,0,1,1
25,0.698621472766504,0.0209908803679676,AK,2022-08-10,1,1,1,1,1,1,1,1,1,1
26,0.745054839547809,0.1408134538829415,AK,2022-08-11,1,0,1,1,1,1,0,0,1,1
27,0.144209334085693,0.02219437617195445,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
28,1.55968665793575,0.1515836982950405,AK,2022-08-13,1,0,0,1,1,1,0,0,1,1
29,0.854788960047225,0.1643448755950445,AK,2022-08-14,1,0,1,1,1,1,0,1,0,1
30,0.172724217112497,0.02483226304415095,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
31,0.642298155341242,0.102763129198702,AK,2022-08-16,1,1,1,1,1,1,0,0,1,1
32,0.914334568723675,0.1001627114797665,AK,2022-08-17,1,1,1,0,1,1,1,0,0,1
33,0.02380667621795,0.0287209874364435,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
34,0.669511272983694,0.0973053832965855,AK,2022-08-19,1,1,1,1,1,1,0,0,1,1
35,1.19505985821217,0.3627364355830795,AK,2022-08-20,1,0,0,1,1,1,0,0,1,1
36,0.0712305002527327,0.0342159235656928,AK,2022-08-21,1,1,1,1,1,0,1,0,1,1
37,2.18304846356256,0.2506559354510305,AK,2022-08-22,1,0,0,1,1,1,0,0,1,1
38,0.00266405308568032,0.03896609448057975,AK,2022-08-23,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.00917953117243557,0.0447095207778213,AK,2022-08-25,1,1,1,1,1,1,1,1,1,1
