...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.792311484579967,0.387627684109604,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
2,1.05960877585886,0.250437139414709,AK,2023-01-02,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
3,1.70546802287182,0.2579645481474185,AK,2023-01-03,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1
4,1.90012043244797,0.2210505454333165,AK,2023-01-04,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
5,0.977927418116583,0.113139323966271,AK,2023-01-05,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
6,0.902086275948422,0.297310441374556,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
7,0.451009661796545,0.3194125248358995,AK,2023-01-07,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
8,0.239240683855345,0.1146997108647495,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.928666550647433,0.3051433328779,AK,2023-01-09,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
10,1.44531099845092,0.181464693744935,AK,2023-01-10,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
11,1.36765204647094,0.284041431005641,AK,2023-01-11,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1
12,1.57367380550515,0.11896125270815,AK,2023-01-12,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
13,1.00698363307201,0.242499877780739,AK,2023-01-13,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
14,0.289505143119915,0.121858670727154,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
15,0.286565162831524,0.1234466452367165,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
16,0.842811069330905,0.210773386638312,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
17,2.61792184945307,0.246545022107999,AK,2023-01-17,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
18,1.92272761032668,0.227388699084092,AK,2023-01-18,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
19,0.645394592024235,0.3434575132072805,AK,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,2.3859687554127,0.2014552232599995,AK,2023-01-20,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
21,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.338357980151558,0.28486176161765,AK,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
23,0.905718215826932,0.1369058032181695,AK,2023-01-23,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
24,2.55069504360636,0.241584597728703,AK,2023-01-24,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1
25,2.01865576877197,0.3485231092503745,AK,2023-01-25,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
26,3.80068854319637,0.171877033680389,AK,2023-01-26,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
27,0.858133546495095,0.3580754818219425,AK,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
28,0.454472858197656,0.1435808667770005,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.73468815213723,0.2323620606677675,AK,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,1.61103355404721,0.145645230949797,AK,2023-01-30,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
31,1.13800817786112,0.292811147197447,AK,2023-01-31,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
