"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","other_95_CI"
"1",0.0274905149841151,0.0209172377897177,"AK",2022-08-28,1,1,1,1,1,1
"2",0.0594735311286654,0.0214461167613918,"AK",2022-08-29,1,1,1,1,1,1
"3",0.0275481386610561,0.022025120116499,"AK",2022-08-30,1,1,1,1,1,1
"4",0.683875011487406,0.33793303292875,"AK",2022-08-31,1,1,1,1,0,0
"5",NA,NA,"AK",2022-09-01,NA,NA,NA,NA,NA,NA
"6",0.0087563012480871,0.0240963673048288,"AK",2022-09-02,1,1,1,1,1,1
"7",NA,NA,"AK",2022-09-03,NA,NA,NA,NA,NA,NA
"8",0.00791750290151455,0.0257956629104664,"AK",2022-09-04,1,1,1,1,1,1
"9",NA,NA,"AK",2022-09-05,NA,NA,NA,NA,NA,NA
"10",0.0640391123248278,0.0277949503805953,"AK",2022-09-06,1,1,1,1,1,1
"11",0.0082203001669774,0.0289216677473378,"AK",2022-09-07,1,1,1,1,1,1
"12",NA,NA,"AK",2022-09-08,NA,NA,NA,NA,NA,NA
"13",NA,NA,"AK",2022-09-09,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2022-09-10,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2022-09-11,NA,NA,NA,NA,NA,NA
"16",NA,NA,"AK",2022-09-12,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2022-09-13,NA,NA,NA,NA,NA,NA
"18",0.0119721097455069,0.039901528456908,"AK",2022-09-14,1,1,1,1,1,1
"19",NA,NA,"AK",2022-09-15,NA,NA,NA,NA,NA,NA
"20",0.0461783598068249,0.0443350934127155,"AK",2022-09-16,1,1,1,1,1,1
"21",0.0144020821951099,0.0468313355683659,"AK",2022-09-17,1,1,1,1,1,1
"22",0.0507343843383504,0.0495348161895121,"AK",2022-09-18,1,1,1,1,1,1
"23",0.170795282836082,0.0524627924014706,"AK",2022-09-19,1,1,1,1,1,1
"24",NA,NA,"AK",2022-09-20,NA,NA,NA,NA,NA,NA
"25",0.0182518543491765,0.0590678364558193,"AK",2022-09-21,1,1,1,0,0,1
"26",NA,NA,"AK",2022-09-22,NA,NA,NA,NA,NA,NA
"27",0.0205609539662705,0.0668112719216446,"AK",2022-09-23,1,1,1,1,1,1
"28",NA,NA,"AK",2022-09-24,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2022-09-25,NA,NA,NA,NA,NA,NA
"30",0.328746117972191,0.0809749580515073,"AK",2022-09-26,1,1,1,1,0,0
"31",NA,NA,"AK",2022-09-27,NA,NA,NA,NA,NA,NA
"32",0.0317633921299313,0.0924255051884781,"AK",2022-09-28,1,1,1,1,1,1
"33",NA,NA,"AK",2022-09-29,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2022-09-30,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2022-10-01,NA,NA,NA,NA,NA,NA
"36",0.0418445003639448,0.121186705203855,"AK",2022-10-02,1,1,1,1,1,1
"37",0.722394908958723,0.621704688438297,"AK",2022-10-03,1,1,1,0,0,1
"38",1.15695946032929,1.54586513608384,"AK",2022-10-04,1,0,0,1,0,0
"39",0.919170325117928,1.06072318656302,"AK",2022-10-05,0,0,1,0,0,1
"40",NA,NA,"AK",2022-10-06,NA,NA,NA,NA,NA,NA
"41",0.0626994552058203,0.170470310777304,"AK",2022-10-07,1,1,1,1,1,1
"42",NA,NA,"AK",2022-10-08,NA,NA,NA,NA,NA,NA
"43",0.44226421824375,0.246031113814719,"AL",2022-08-28,1,1,1,0,0,1
"44",4.18965342239153,0.123888187780304,"AL",2022-08-29,0,0,1,0,0,1
"45",1.01033692903131,0.338359954393789,"AL",2022-08-30,1,1,0,0,0,0
"46",1.45651480461798,0.410971626549023,"AL",2022-08-31,0,0,1,1,1,1
"47",0.816708715319164,0.158428561765554,"AL",2022-09-01,1,1,1,0,0,1
"48",0.556898724814304,0.177189314135243,"AL",2022-09-02,1,1,1,0,0,1
"49",0.962875253249034,0.388258199159214,"AL",2022-09-03,1,1,1,0,0,1
"50",1.3439638257495,0.0573739185366156,"AL",2022-09-04,0,0,1,0,0,1
"51",NA,NA,"AL",2022-09-05,NA,NA,NA,NA,NA,NA
"52",0.485278953172073,0.321674499634729,"AL",2022-09-06,1,1,1,0,0,1
"53",0.451265847711749,0.190443090388486,"AL",2022-09-07,1,1,1,1,1,1
"54",1.1390327094851,0.367526513121448,"AL",2022-09-08,1,1,1,0,0,1
"55",0.280342521007817,0.27791622586678,"AL",2022-09-09,1,1,1,0,0,1
"56",0.699068928308688,0.709713079008136,"AL",2022-09-10,1,1,1,0,0,1
"57",0.307985465206724,0.320995107442766,"AL",2022-09-11,1,1,1,1,1,1
"58",0.550013899695903,0.349337396918419,"AL",2022-09-12,1,1,1,0,0,1
"59",0.576228240613858,0.181655267725449,"AL",2022-09-13,1,1,1,0,0,1
"60",0.659704104664453,0.383886827454161,"AL",2022-09-14,1,1,1,0,0,1
"61",0.8701622170901,0.0688442650165505,"AL",2022-09-15,1,1,1,1,1,1
"62",0.376940936267886,0.382730973879738,"AL",2022-09-16,1,1,1,1,1,1
