...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
1,1.37852595587766,0.1582583197746235,AK,2023-02-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
2,6.17971448814152,0.165827751927886,AK,2023-02-06,1,0,1,0,1,1,1,0,0,0,0,0,1,1
3,1.43234606576044,0.2773316073089365,AK,2023-02-07,1,1,1,1,0,1,1,0,0,1,0,1,1,1
4,1.3022322917442,0.2711324373228015,AK,2023-02-08,1,1,1,1,1,1,1,1,0,0,0,1,1,1
5,0.275237549246723,0.2805596252005095,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,3.31973147844656,0.1127542352588375,AK,2023-02-10,1,0,1,0,1,1,1,1,0,1,0,0,1,1
7,1.5767238926134,0.165972452368185,AK,2023-02-11,1,1,1,0,1,1,1,1,0,1,0,0,1,1
8,1.67028762247282,0.0978347405004795,AK,2023-02-12,1,0,1,0,1,1,1,1,0,1,0,0,1,0
9,1.3680716719607,0.280448105565043,AK,2023-02-13,1,1,1,1,1,1,1,0,0,1,0,0,1,0
10,0.82991187557696,0.2280686193764145,AK,2023-02-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
11,0.619454668176245,0.258856962539254,AK,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
12,2.98269580002284,0.073498163301879,AK,2023-02-16,1,0,1,0,1,1,1,1,0,1,0,0,1,1
13,1.80962354090587,0.138103886002997,AK,2023-02-17,1,1,1,0,1,1,1,1,0,0,0,0,1,1
14,0.680817436840693,0.1900613636518995,AK,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
15,0.313049887046865,0.320274010909555,AK,2023-02-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1
16,3.95504528095136,0.1273778364080275,AK,2023-02-20,1,0,1,0,1,1,1,1,0,0,0,1,1,0
17,2.05735972256373,0.121220527703647,AK,2023-02-21,1,1,1,0,1,1,1,1,0,1,0,1,1,0
