...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
95,0.482189251982933,0.3843919708323615,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.467127453276707,0.366904227850959,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.333778654325855,0.225774690837515,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
101,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.352047663112519,0.2533983336211385,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
104,0.362941336041618,0.263065242608919,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.64558333084053,0.293638521804519,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
108,0.343596662271749,0.2837052978019705,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
109,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.93961281531882,0.54525965374832,AR,2023-07-10,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
122,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.582566071839551,0.483988934882212,AR,2023-07-13,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
125,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.807064125921011,0.197155742379416,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
128,0.675327951650412,0.2340372286287915,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
129,1.32988888712284,0.387792254309988,AZ,2023-06-06,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
130,0.992077300171241,0.2794578088373545,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
131,1.46986394743363,0.3614560485862725,AZ,2023-06-08,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
132,1.05696439577238,0.385961432363029,AZ,2023-06-09,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
133,1.01651315453363,0.4349392396501275,AZ,2023-06-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
134,1.09557771014157,0.2305191351856905,AZ,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
135,1.21243899903237,0.3494951693323465,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
136,2.0294163064015,0.4394355550482045,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
137,2.25564345263711,0.297251622993415,AZ,2023-06-14,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
138,1.32104073963738,0.620608806183115,AZ,2023-06-15,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0
139,1.10186370510872,0.2588018110588875,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
140,0.517094946594792,0.332036365202059,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
141,6.18429701599146,0.436259234112327,AZ,2023-06-18,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
142,3.01361074116272,0.3982725629001775,AZ,2023-06-19,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0
143,3.13556486692698,0.4498874570068295,AZ,2023-06-20,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
144,2.16455232305011,0.372751353822783,AZ,2023-06-21,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
145,1.75766218807668,0.4071023272032385,AZ,2023-06-22,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1
146,0.319909589306936,0.2351140118249795,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.20305634023547,0.417947966789447,AZ,2023-06-24,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
148,1.4352391795098,0.380693839501859,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
149,2.86498645757819,0.378861335311232,AZ,2023-06-26,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
150,4.27658146088818,0.3556327438012965,AZ,2023-06-27,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
151,2.54745408926572,0.3757171047491515,AZ,2023-06-28,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
152,2.99812556066384,0.405176719555898,AZ,2023-06-29,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1
153,1.23167520199386,0.4019449350578745,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
154,1.57732763194652,0.362867117251337,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
155,3.4938471583678,0.4093414990744985,AZ,2023-07-02,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
156,5.99165136906613,0.401176425611422,AZ,2023-07-03,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
157,3.81615450449645,0.4035354512871805,AZ,2023-07-04,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0
158,2.11843563177838,0.4540713670616205,AZ,2023-07-05,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1
159,1.23905536774733,0.429694463889159,AZ,2023-07-06,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
160,0.610606886406728,0.439955645699533,AZ,2023-07-07,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
161,2.43875168198734,0.459741034906595,AZ,2023-07-08,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1
162,5.28058153523635,0.47331015828029,AZ,2023-07-09,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1
163,6.93371139032479,0.496713942531742,AZ,2023-07-10,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1
164,8.36606100804113,0.510313627621485,AZ,2023-07-11,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
165,7.02006656083593,0.50293659283681,AZ,2023-07-12,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
166,5.94654839794911,0.5364751258238,AZ,2023-07-13,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1
167,1.64403799874837,0.4624614373171,AZ,2023-07-14,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
168,3.41787479286079,0.5794134733918,AZ,2023-07-15,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1
169,2.3901219799697,0.438080079320523,CA,2023-06-04,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1
170,1.45389803036742,0.2939734906688635,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
171,2.00169140147532,0.4041811909331635,CA,2023-06-06,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
172,2.3445239241681,0.4068913064830315,CA,2023-06-07,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1
173,1.04823547465378,0.3581384527851355,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
174,3.28239385086265,0.4664648993972775,CA,2023-06-09,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1
175,1.2413440080381,0.587261479185595,CA,2023-06-10,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
176,0.805801903237655,0.34438108617825,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
177,1.50151876017237,0.369092934920981,CA,2023-06-12,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0
178,1.72792213617267,0.3274957598537015,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
179,2.11127548915531,0.3833580744991105,CA,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
180,1.19820455204075,0.3498176317768265,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
181,1.47785892189773,0.3892662806091515,CA,2023-06-16,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
182,1.28725095858255,0.4771539992501485,CA,2023-06-17,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
183,0.547239342490557,0.387996432959646,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
184,2.28943645341023,0.370189787176919,CA,2023-06-19,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
185,2.93593745003344,0.401649685515024,CA,2023-06-20,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
