...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
1,0.0254839002942401,0.004389228101051255,AK,2022-09-18,1,1,1,1,1,1,1,1,1,1
2,0.0902256290463839,0.00442905404219057,AK,2022-09-19,1,1,1,1,1,1,1,1,1,1
3,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.00866478748568328,0.004522020489868095,AK,2022-09-21,1,1,1,1,1,1,1,1,1,1
5,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.00870646435943755,0.00463510669960423,AK,2022-09-23,1,1,1,1,1,1,0,0,1,1
7,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.145281396515713,0.004850899925373885,AK,2022-09-26,1,1,1,1,1,0,0,0,1,1
10,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.00927849960136178,0.00503307655799695,AK,2022-09-28,1,1,1,1,1,1,1,1,1,1
12,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.0107791357506103,0.0055210936614871,AK,2022-10-02,1,1,1,1,1,1,1,1,1,1
16,0.99486213987261,0.4325116982493185,AK,2022-10-03,0,0,1,1,1,0,0,1,1,1
17,1.25296976857945,0.903044477526555,AK,2022-10-04,1,0,1,0,1,1,0,1,0,1
18,1.17130276786817,0.8556278712459,AK,2022-10-05,0,0,1,1,1,0,0,1,1,1
19,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.0120604415188796,0.0064651740502888,AK,2022-10-07,1,1,1,1,1,1,1,1,1,1
