...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
60,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA
61,0.132255597609035,0.0179450043546138,AL,2024-02-01,1,1,1,1,1,1,1,1
62,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
65,0.797421386594139,0.84001929394096,AL,2024-02-05,0,1,1,1,0,0,1,1
66,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
67,0.875100828316227,0.84578961144876,AL,2024-02-07,1,1,1,0,1,0,1,0
68,0.109986344346203,0.0071691380675606,AL,2024-02-08,1,1,1,1,1,1,1,1
69,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
75,0.104171607297074,0.0033690397997388,AL,2024-02-15,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0877782133946588,0.00223922559777942,AL,2024-02-20,1,1,1,1,1,1,1,1
81,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0806979249141559,0.059742042566953,AR,2024-01-19,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0662461048135406,0.051345098596483,AR,2024-01-22,1,1,1,1,0,0,1,1
94,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA
95,0.178412992869923,0.04659761676864675,AR,2024-01-24,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA
103,0.0273364228418022,0.03309062168510825,AR,2024-02-01,1,1,1,1,1,1,1,1
104,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0195112398007939,0.0288902306486942,AR,2024-02-05,1,1,1,1,1,1,1,1
108,0.0172654686670475,0.0280458333218086,AR,2024-02-06,1,1,1,1,1,0,0,1
109,0.016008133817736,0.0272745121794749,AR,2024-02-07,1,1,1,1,1,0,1,0
110,0.0494202074909812,0.02657212657272155,AR,2024-02-08,1,1,1,1,1,0,0,1
111,0.0477965895709834,0.02593478866730555,AR,2024-02-09,1,1,1,1,0,0,1,0
112,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0120392141725861,0.02437780209765185,AR,2024-02-12,1,1,1,1,1,1,1,1
115,1.05969975157467,0.383385185864233,AR,2024-02-13,1,0,1,0,1,0,1,0
116,0.0341968306718431,0.02360437761657345,AR,2024-02-14,1,1,1,1,1,1,1,1
117,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0235819064594309,0.0224469668160447,AR,2024-02-19,1,1,1,1,1,1,1,1
122,0.0215116157760862,0.02233196076342765,AR,2024-02-20,1,1,1,1,1,0,1,0
123,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
127,1.87257686745156,0.248854408205155,AZ,2024-01-14,0,1,1,1,0,0,1,1
128,1.88952721202506,0.1686137067425575,AZ,2024-01-15,0,1,0,1,0,0,1,0
129,0.138276158223528,0.0251888841039194,AZ,2024-01-16,1,1,1,1,1,1,1,1
130,1.26380286607234,0.180085565536354,AZ,2024-01-17,1,1,0,1,0,0,0,0
131,0.586483145456356,0.20774323016581,AZ,2024-01-18,1,1,1,1,1,0,1,0
132,0.326291139384172,0.01913950985173715,AZ,2024-01-19,1,1,1,1,0,0,1,1
133,0.597011582658769,0.210983960965257,AZ,2024-01-20,1,1,1,1,1,1,1,1
134,2.67075645022476,0.195839855221029,AZ,2024-01-21,1,0,1,0,1,0,0,0
135,1.2634561952269,0.058380101592511,AZ,2024-01-22,1,0,1,1,0,0,1,0
136,1.43855699767968,0.0776334114473255,AZ,2024-01-23,1,1,1,0,0,0,1,0
137,2.41350908014561,0.341470933552167,AZ,2024-01-24,0,0,0,1,0,0,0,1
138,0.127259005403054,0.01122712846832805,AZ,2024-01-25,1,1,1,1,1,1,1,1
139,0.991568058668318,0.42083027669326,AZ,2024-01-26,1,0,1,0,1,0,1,0
140,0.919325413042667,0.130509425653484,AZ,2024-01-27,1,1,0,1,0,1,0,1
141,0.0145414529345403,0.0087040581806586,AZ,2024-01-28,1,1,1,1,1,0,1,0
142,1.54639799432399,0.1141651203084975,AZ,2024-01-29,0,1,1,1,0,0,1,0
143,1.00626800037039,0.097437355591117,AZ,2024-01-30,0,1,1,1,0,0,1,0
144,0.949789971231697,0.07071967748016,AZ,2024-01-31,1,1,0,1,1,0,0,0
145,0.0746585164641729,0.00630829087776795,AZ,2024-02-01,1,1,1,1,0,0,1,1
146,0.0681777355128682,0.00584199242029895,AZ,2024-02-02,1,1,1,1,1,1,1,1
147,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
148,0.0958037246493371,0.00503573046771585,AZ,2024-02-04,1,1,1,1,1,0,1,0
149,2.21264703360767,0.161063272817926,AZ,2024-02-05,0,0,1,1,0,0,1,0
150,0.744697345047234,0.0411417236705183,AZ,2024-02-06,1,1,1,1,1,0,1,0
151,0.822782482704253,0.004087776448222125,AZ,2024-02-07,1,1,1,1,1,1,1,1
152,0.0058076235467229,0.00382942425002049,AZ,2024-02-08,1,1,1,1,1,1,1,1
153,1.02290347663638,0.301386695202008,AZ,2024-02-09,1,0,1,0,1,0,1,0
154,0.020913855739274,0.003384550584973525,AZ,2024-02-10,1,1,1,1,1,1,1,1
155,0.715134670523068,0.115639274704845,AZ,2024-02-11,1,1,1,0,1,0,1,0
156,0.225831049442284,0.00302244665838019,AZ,2024-02-12,1,1,1,1,1,1,1,1
157,0.813183921762634,0.064526170161205,AZ,2024-02-13,1,1,0,1,1,0,0,1
158,0.553082557294854,0.00273034864510088,AZ,2024-02-14,1,1,1,1,1,0,1,0
159,0.00419041377480239,0.002607339830737,AZ,2024-02-15,1,1,1,1,1,1,1,1
160,0.0334262598279265,0.002498291845389635,AZ,2024-02-16,1,1,1,1,1,1,1,1
161,0.165809204870715,0.002402333735515955,AZ,2024-02-17,1,1,1,1,1,1,1,1
162,0.609199167145243,0.0504877011310425,AZ,2024-02-18,1,1,1,1,1,0,1,0
163,0.471838356444525,0.002246866211366915,AZ,2024-02-19,1,1,1,1,1,0,1,0
164,0.94999388937522,0.0658881760033795,AZ,2024-02-20,1,1,0,1,0,1,0,1
165,0.88323273438401,0.0353222831293459,AZ,2024-02-21,1,1,0,1,0,0,0,1
166,1.03739344351596,0.234345695566734,AZ,2024-02-22,1,0,0,1,0,1,0,1
167,0.0336385048226294,0.002069006159091375,AZ,2024-02-23,1,1,1,1,1,1,1,1
168,0.0173264262191144,0.00205106457229568,AZ,2024-02-24,1,1,1,1,1,1,1,1
169,1.59166059191892,0.18999700256604,CA,2024-01-14,1,1,1,0,0,0,1,0
170,2.31885849458032,0.2345244596074255,CA,2024-01-15,1,0,0,1,0,0,0,0
171,1.76324290108929,0.1734554371724795,CA,2024-01-16,0,1,1,1,0,1,1,0
172,0.985798693471449,0.056846183335878,CA,2024-01-17,1,1,1,1,0,0,1,1
173,1.32027896439523,0.15359440727096,CA,2024-01-18,0,1,1,1,0,0,1,1
174,0.885571460490656,0.0093452542809335,CA,2024-01-19,1,0,1,1,1,1,1,1
175,0.87495062532149,0.0756010283669975,CA,2024-01-20,1,1,0,1,0,0,1,1
176,1.20704193771307,0.2510563136473845,CA,2024-01-21,1,0,1,0,1,0,1,0
177,0.962122629186426,0.071285236101572,CA,2024-01-22,1,1,1,1,0,0,0,0
178,0.773524294034103,0.0058076273640005,CA,2024-01-23,1,1,1,1,0,0,0,1
179,0.601940520307495,0.084987160729903,CA,2024-01-24,1,1,1,1,1,1,1,1
180,2.50469141496653,0.1525278102982365,CA,2024-01-25,0,0,1,1,0,0,1,0
181,1.77351758548605,0.111069976189695,CA,2024-01-26,1,0,0,1,0,0,0,0
182,0.860609748154381,0.003604736294677985,CA,2024-01-27,1,0,1,1,0,0,1,0
183,0.816242342994054,0.0449963888794926,CA,2024-01-28,1,1,0,1,0,0,1,1
184,2.2781137817272,0.0869941770799395,CA,2024-01-29,1,1,1,0,0,1,1,0
185,1.74385838263488,0.07304094954889,CA,2024-01-30,0,1,1,1,0,0,0,0
186,2.82969934826744,0.084921821969627,CA,2024-01-31,0,0,1,1,0,0,0,0
187,5.89512898384095,0.105748282766027,CA,2024-02-01,0,0,1,0,0,0,0,0
188,5.23243235082945,0.106670636975097,CA,2024-02-02,1,0,0,1,0,1,0,0
189,1.04786826938759,0.0421480961025572,CA,2024-02-03,0,1,1,1,0,0,0,0
190,0.619339687544929,0.03483503627455825,CA,2024-02-04,1,1,1,1,0,0,0,0
191,1.48634721838975,0.064272295391915,CA,2024-02-05,1,1,0,1,0,0,0,0
192,5.97258402013402,0.1085855291941305,CA,2024-02-06,0,0,0,1,0,0,0,1
193,3.4244839533315,0.086121378846649,CA,2024-02-07,0,0,0,1,0,0,0,0
194,1.09864512623799,0.0336326122293309,CA,2024-02-08,1,1,1,1,0,0,0,0
195,6.63292320518465,0.118439801774813,CA,2024-02-09,1,0,0,0,0,0,0,0
196,4.69932919463864,0.1479965832007735,CA,2024-02-10,0,0,0,1,0,0,0,0
197,0.0134824922787216,6.42623132997635e-4,CA,2024-02-11,1,1,1,1,1,1,1,1
198,4.2576444544721,0.109920455238717,CA,2024-02-12,1,0,0,1,0,0,0,1
199,3.5794770178858,0.0880243347771595,CA,2024-02-13,1,0,0,0,0,1,0,0
200,1.3570440881931,0.03856999726454125,CA,2024-02-14,1,1,0,1,1,0,0,0
201,6.07031360422537,0.117562439523812,CA,2024-02-15,0,0,0,0,0,0,0,0
202,1.31164807971217,0.03628001130448705,CA,2024-02-16,1,1,0,1,0,0,0,0
203,0.679493425943237,0.0326981769952113,CA,2024-02-17,1,1,0,1,0,0,0,0
204,1.25300085926846,0.054251238298868,CA,2024-02-18,1,0,1,0,0,0,0,0
205,1.06245379865038,0.0384479799348655,CA,2024-02-19,0,1,1,1,0,0,0,1
206,0.0886073464612193,2.56472266245275e-4,CA,2024-02-20,1,1,1,1,0,0,0,1
207,4.98343758383737,0.0862137856767315,CA,2024-02-21,1,0,0,0,0,1,0,0
208,3.01057312133702,0.0642288917499035,CA,2024-02-22,0,0,1,0,0,0,0,0
209,2.85306426236838,0.0642443994035565,CA,2024-02-23,1,0,0,0,0,0,0,0
210,1.69096266465939,0.057708228788472,CA,2024-02-24,1,0,0,1,0,0,0,1
211,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
212,0.0317751866606097,0.01914094378536525,CO,2024-01-15,1,1,1,1,1,1,1,1
213,0.0309307314592907,0.01724068745462595,CO,2024-01-16,1,1,1,1,1,1,1,1
214,0.0910723602882749,0.01551725980947855,CO,2024-01-17,1,1,1,1,1,1,1,1
215,0.169456434949244,0.0139561720958207,CO,2024-01-18,1,1,1,1,1,1,1,1
216,0.081164609140415,0.0125437858470867,CO,2024-01-19,1,1,1,1,1,0,0,1
217,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
219,0.272342129306631,0.0090752871881704,CO,2024-01-22,1,1,1,1,1,1,1,1
220,0.052971180514611,0.0081383641286754,CO,2024-01-23,1,1,1,1,1,1,1,1
221,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
223,0.0413977469151028,0.0058523799193558,CO,2024-01-26,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
226,0.100362596958725,0.004192140807966755,CO,2024-01-29,1,1,1,1,1,1,1,1
227,0.00831112095676899,0.00374784523301808,CO,2024-01-30,1,1,1,1,1,1,1,1
228,0.00757584304338675,0.003349287035919135,CO,2024-01-31,1,1,1,1,1,1,1,1
229,0.0807278250632449,0.002991904612585775,CO,2024-02-01,1,1,1,1,1,1,1,1
230,0.0442697388410067,0.00267156943805863,CO,2024-02-02,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0047167274931709,0.001897306725385585,CO,2024-02-05,1,1,1,1,1,1,1,1
234,0.0040668680792641,0.001691303754853455,CO,2024-02-06,1,1,1,1,1,1,1,1
235,0.00380641236853445,0.001506998229882065,CO,2024-02-07,1,1,1,1,1,1,1,1
236,0.0131866885620068,0.0013421681713009,CO,2024-02-08,1,1,1,1,1,1,1,1
237,0.0116475592287419,0.001194814165162335,CO,2024-02-09,1,1,1,1,1,1,1,1
238,1.26336412221325,0.4817088153301585,CO,2024-02-10,1,0,0,1,1,0,0,1
239,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
240,0.00975783901905086,8.40512063487835e-4,CO,2024-02-12,1,1,1,1,1,1,1,1
241,1.27247445530302,0.484562567618743,CO,2024-02-13,1,0,0,1,1,0,0,1
242,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
243,0.00254568340941981,5.8870170302734e-4,CO,2024-02-15,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
248,0.00190872162306963,3.2215089601167e-4,CO,2024-02-20,1,1,1,1,1,1,1,1
249,0.0230560850218589,2.8518916482083e-4,CO,2024-02-21,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
251,1.28308055414843,0.4914429138211085,CO,2024-02-23,1,0,0,1,1,0,0,1
252,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
254,2.07300786526109,0.424869010787166,CT,2024-01-15,0,0,1,1,0,0,1,1
255,0.0969248526197613,0.00683187072463385,CT,2024-01-16,1,1,1,1,1,1,1,1
256,0.212491632857153,0.00582489363241335,CT,2024-01-17,1,1,1,1,1,1,1,1
257,0.0185345998917674,0.00495850955802974,CT,2024-01-18,1,1,1,1,1,1,1,1
258,0.0868763352560375,0.00421468941608429,CT,2024-01-19,1,1,1,1,1,1,1,1
259,0.078158572085837,0.00357739286973584,CT,2024-01-20,1,1,1,1,1,1,1,1
260,0.010719775486934,0.003032414802483435,CT,2024-01-21,1,1,1,1,1,1,1,1
261,0.123962038556713,0.00256722936339627,CT,2024-01-22,1,1,1,1,1,1,1,1
262,0.1482045705201,0.002170835628402045,CT,2024-01-23,1,1,1,1,1,1,1,1
263,0.0532711040558679,0.00183360797391432,CT,2024-01-24,1,1,1,1,0,0,1,0
264,1.11524944211411,0.188816232321449,CT,2024-01-25,1,0,1,0,1,0,1,0
265,0.0102563915032539,0.001304177593271005,CT,2024-01-26,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
267,9.6213191533388e-4,9.2423978148044e-4,CT,2024-01-28,1,1,1,1,1,1,1,1
268,1.17281234576052,0.1215757448258095,CT,2024-01-29,1,0,0,1,1,0,0,1
269,0.00240676053369776,6.52928325710675e-4,CT,2024-01-30,1,1,1,1,1,1,1,1
270,0.00228380003087567,5.48222776858415e-4,CT,2024-01-31,1,1,1,1,1,1,1,1
271,1.16075083366752,0.1607240708801395,CT,2024-02-01,0,0,1,1,0,0,1,1
272,0.0213268305860734,3.858013804861e-4,CT,2024-02-02,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
274,2.5936676774617e-4,2.7095011948199e-4,CT,2024-02-04,1,1,1,1,1,1,1,1
275,0.0020770811963292,2.26922325101935e-4,CT,2024-02-05,1,1,1,1,1,1,1,1
276,1.27059784794531,0.1953387949542955,CT,2024-02-06,0,0,1,1,0,0,1,1
277,0.00199078051294882,1.59004423456305e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
278,1.36971028242785,0.4902384961965435,CT,2024-02-08,1,0,1,0,1,0,1,0
279,9.7487544347118e-4,1.1129726483739e-4,CT,2024-02-09,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
281,8.76529564298855e-5,7.7849804127805e-5,CT,2024-02-11,1,1,1,1,1,1,1,1
282,0.00265185743039006,6.5099337646705e-5,CT,2024-02-12,1,1,1,1,1,1,1,1
283,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
284,4.20304269850135e-5,4.55162542728201e-5,CT,2024-02-14,1,1,1,1,1,1,1,1
285,4.97378908856198e-5,3.806013750130355e-5,CT,2024-02-15,1,1,1,1,1,1,1,1
286,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
287,3.93292790924135e-5,2.661787631495695e-5,CT,2024-02-17,1,1,1,1,1,1,1,1
288,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
289,1.0781964179787e-4,1.862513284628115e-5,CT,2024-02-19,1,1,1,1,1,1,1,1
290,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
291,1.935585523487e-4,1.304227249803685e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
292,1.39373528262837,0.497343913644282,CT,2024-02-22,0,0,1,1,0,0,1,1
293,6.28335084444931e-5,9.1417232948242e-6,CT,2024-02-23,1,1,1,1,1,1,1,1
294,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,DC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,DC,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,DC,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA
298,0.0181779475414023,0.0068391279649534,DC,2024-01-17,1,1,1,1,1,1,1,1
299,0.0186812237211057,0.00609503748870185,DC,2024-01-18,1,1,1,1,1,1,1,1
300,NA,NA,DC,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
302,1.15962439025567,0.88006230497423,DC,2024-01-21,0,0,1,1,0,1,0,1
303,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
304,0.0438183947870642,0.00342452154226174,DC,2024-01-23,1,1,1,1,0,0,1,1
305,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
312,0.00955524705156759,0.00136863225238733,DC,2024-01-31,1,1,1,1,0,0,1,1
