...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
1,3.59610145423326,0.68817252295924,AK,2023-03-26,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
2,0.957924796001849,0.231635631922572,AK,2023-03-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
3,0.0293034722096217,0.00348252275461302,AK,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.0602062617938917,0.003460367391813595,AK,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.102076089091367,0.00345228470221574,AK,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.0652651371599437,0.00345830565170931,AK,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.110617605615894,0.00347862554396094,AK,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.161217393392671,0.003513612816091365,AK,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.886831534478421,0.2298592849820635,AK,2023-04-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
10,0.122008204576822,0.003630007457918625,AK,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.284208315068448,0.00371315015434589,AK,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0430156975670039,0.003814478829651055,AK,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
13,0.781815604296632,0.1832401541254775,AK,2023-04-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
14,0.0513933452077899,0.004078067878256685,AK,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.014777386179892,0.00424437484696743,AK,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1.1542244986003,0.891685102287545,AK,2023-04-10,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
17,0.174529138374323,0.00465931050217461,AK,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0.0197296085136392,0.00491484165028628,AK,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0.200724542844221,0.0052081193334649,AK,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.024177041459555,0.00554443214043855,AK,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0.0284924999972071,0.0059300585650735,AK,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.0306017146697563,0.00637245350921825,AK,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.02486462523098,0.4525762816236735,AK,2023-04-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
24,0.109397980756994,0.00746462612352205,AK,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.0494019020526281,0.00891363828477045,AK,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,NA,NA,AK,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.133154433490605,0.03646716157574065,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
45,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.052947406151704,0.0474382745492958,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
52,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.057225402173829,0.051807503993274,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,1.5752439273176,0.69914270383614,AL,2023-04-06,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
55,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.213378376219888,0.059562022995501,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
57,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.772851903663408,0.3663737024916345,AL,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
59,0.973724178917731,0.64892269529314,AL,2023-04-11,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
60,0.0847204432372342,0.072336134154301,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
61,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.0925074990867891,0.079828971690759,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
63,0.10019389121466,0.083863669185701,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
64,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.120854122994574,0.092541228911328,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
66,0.126960442595502,0.097208107998167,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
67,0.133924298873754,0.1021211429853235,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
68,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.204618218562992,0.158503893997,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
76,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.69071009372281,0.3815593371452045,AL,2023-05-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
82,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.192251402486,0.4562856671098495,AR,2023-03-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
86,0.00571188128702961,0.004161563151076075,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,2.041260598018,0.30126010806141,AR,2023-03-28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
88,0.449033393888305,0.003564062542833445,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
89,0.0155069571907058,0.003303733598720745,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
90,0.00397344512964917,0.003065847695168415,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.00270034180246333,0.00284832717858116,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,0.0128621121266248,0.002649307146037145,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.00288192682273385,0.00246711458562565,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.13221572641618,0.002300249402897205,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
95,0.058534055918282,0.00214736722361052,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
96,0.00211463111637505,0.00200726386481562,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1.26325001620777,0.4696974911519865,AR,2023-04-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.00725133466516457,0.001653404659409485,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.015099978722117,0.001554719955752375,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
101,0.00164205751363133,0.001464456685290585,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,0.0064916051747209,0.00138200681101642,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1.3072082750657,0.4782196566762755,AR,2023-04-16,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
107,0.004679181051904,0.00107033051820279,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
108,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.00129380742338357,9.2280333057165e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,0.00958359045364776,8.9872611477631e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
113,0.0012892677979066,8.7978312099045e-4,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.00147037198710455,8.66109459402295e-4,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
115,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.0144380457550306,9.15945986975495e-4,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1.32353182701528,0.9541885162759,AR,2023-05-02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
123,0.00300485026353527,0.001063732206156885,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.654814184991381,0.1026787918818375,AZ,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
128,1.12564534312059,0.1122986393068515,AZ,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
129,2.31345474643497,0.04775940142743515,AZ,2023-03-28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
130,0.882187580963506,0.0079478878045371,AZ,2023-03-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
131,1.40376120548152,0.2217413257602125,AZ,2023-03-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
132,0.0436971469131076,0.00817231801348995,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.918284331962794,0.291739978934509,AZ,2023-04-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,0.7044331557648,0.149949087238744,AZ,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
135,1.13214438258526,0.0543518473684335,AZ,2023-04-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
136,1.41201362503671,0.1701052534323165,AZ,2023-04-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
137,1.02248396207542,0.083516204733676,AZ,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
138,0.168810575619482,0.00947085798761685,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.404375568258008,0.0097933920744193,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
140,0.59320406301258,0.092841458175458,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.62462069895997,0.139431135215074,AZ,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
142,1.63376625461214,0.138009462788543,AZ,2023-04-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
143,2.5168335830187,0.2086673236367555,AZ,2023-04-11,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
144,0.0653204133158733,0.0119959848660911,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0.398355353551044,0.0125767719808225,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,0.858845264020947,0.288443898861066,AZ,2023-04-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
147,0.510962127261432,0.0139101981436182,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
148,1.30786331754977,0.254051947170532,AZ,2023-04-16,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
149,1.2114088186368701,0.106591913667148,AZ,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
150,1.1513724983894,0.1733107465925625,AZ,2023-04-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
151,2.36645263098823,0.0498737457013557,AZ,2023-04-19,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0
152,2.58374342886304,0.236459599208123,AZ,2023-04-20,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
153,1.16181828801016,0.825326195535175,AZ,2023-04-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
154,0.218321032016239,0.02094787025703525,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
155,2.6933853404334,0.0834704784904915,AZ,2023-04-23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
156,2.25349964305981,0.0547998452852295,AZ,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
157,1.60231988419732,0.1323159337602715,AZ,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
158,2.80230116609354,0.102165357190335,AZ,2023-04-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
159,1.17282739360226,0.0813667956297775,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
160,1.13309759646554,0.0312638920878269,AZ,2023-04-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
161,0.650879182262897,0.03349900562436845,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
162,1.31088844161535,0.196076632169915,AZ,2023-04-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
163,2.90253074462945,0.1057824862900065,AZ,2023-05-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
