...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,other_95_CI
98,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0358530290369001,0.0201559811202982,AR,2024-02-05,1,1,1,1,1,0,0,1
101,0.0307806834003195,0.01842817060631545,AR,2024-02-06,1,1,1,1,1,0,0,1
102,0.0295664962056593,0.0168467241542375,AR,2024-02-07,1,1,1,1,1,1,1,1
103,0.0865536795396718,0.0154006253857116,AR,2024-02-08,1,1,1,1,1,0,0,1
104,0.0802339644770609,0.01407944344098005,AR,2024-02-09,1,1,1,1,1,1,0,0
105,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0223743575798445,0.01077001889624125,AR,2024-02-12,1,1,1,1,1,1,1,1
108,0.963457880331037,0.420656508424422,AR,2024-02-13,1,1,0,0,1,1,1,1
109,0.0583186332957246,0.0090237657287918,AR,2024-02-14,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0493303341914232,0.00586070834054645,AR,2024-02-19,1,1,1,1,1,1,0,0
115,0.0437279645905128,0.0053893632741777,AR,2024-02-20,1,1,1,1,1,0,0,0
116,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0378575493622417,0.003339700324419035,AR,2024-02-26,1,1,1,1,1,0,0,0
122,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
124,1.19513602820047,0.90758833764527,AR,2024-02-29,1,1,0,0,1,1,1,1
125,0.0128777296761169,0.002502123091337175,AR,2024-03-01,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
127,2.64511366984117,0.195097014974674,AZ,2024-01-21,1,1,0,0,1,0,0,0
128,1.34053709092418,0.0605691080940385,AZ,2024-01-22,1,0,0,1,1,0,0,0
129,1.49381627869893,0.077996399242781,AZ,2024-01-23,1,1,1,0,1,0,1,0
130,2.44556465219619,0.332402151633265,AZ,2024-01-24,1,0,0,0,1,0,0,0
131,0.133886250616992,0.0122624196435227,AZ,2024-01-25,1,1,1,1,1,1,1,1
132,0.966908210480719,0.4220620784024435,AZ,2024-01-26,1,1,0,0,1,1,0,0
133,0.789595125779787,0.1283460148963245,AZ,2024-01-27,1,1,1,1,1,0,0,1
134,0.0148454381396158,0.00848391511840095,AZ,2024-01-28,1,1,1,1,1,1,1,1
135,1.46894124938724,0.113498290577282,AZ,2024-01-29,1,0,1,1,1,0,0,1
136,0.985334579280196,0.0968561994914665,AZ,2024-01-30,1,1,1,1,1,1,0,0
137,0.598696892827154,0.067936368748516,AZ,2024-01-31,1,1,1,1,1,1,1,1
138,0.0805523919453195,0.0051055975374715,AZ,2024-02-01,1,1,1,1,1,0,0,1
139,0.0767248928681939,0.004484533486953705,AZ,2024-02-02,1,1,1,1,1,0,0,1
140,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
141,0.109144720480095,0.003449344385158925,AZ,2024-02-04,1,1,1,1,1,1,1,1
142,2.08442363275858,0.1625060898784815,AZ,2024-02-05,1,0,0,1,1,0,0,0
143,0.826707833564639,0.0406421639598066,AZ,2024-02-06,1,1,1,1,1,0,0,1
144,0.94587937452713,0.002310479343579945,AZ,2024-02-07,1,1,0,1,1,0,0,0
145,0.00708614331471173,0.00201809303987335,AZ,2024-02-08,1,1,1,1,1,1,1,1
146,1.01001681821801,0.3111269477447515,AZ,2024-02-09,1,1,0,0,1,1,0,0
147,0.0227657181993904,0.00153604204483164,AZ,2024-02-10,1,1,1,1,1,1,1,1
148,0.669725703589777,0.118500831318937,AZ,2024-02-11,1,1,1,1,1,1,0,0
149,0.276416452445549,0.00116583989900268,AZ,2024-02-12,1,1,1,1,1,1,1,1
150,0.550037313794466,0.064041455956703,AZ,2024-02-13,1,1,1,1,1,0,1,0
151,0.66758524682695,8.8270270376392e-4,AZ,2024-02-14,1,1,1,1,1,1,0,0
152,0.0054197754792891,7.6746798951575e-4,AZ,2024-02-15,1,1,1,1,1,0,0,1
153,0.0397762068983381,6.6697515719146e-4,AZ,2024-02-16,1,1,1,1,1,1,1,1
154,0.198422561581831,5.79412014018745e-4,AZ,2024-02-17,1,1,1,1,1,1,1,1
155,0.565979486663437,0.051111936602989,AZ,2024-02-18,1,1,1,1,1,1,0,0
156,0.562091193926563,4.36850660200385e-4,AZ,2024-02-19,1,1,1,1,1,1,1,1
157,1.04741431936844,0.0670447659744825,AZ,2024-02-20,1,1,1,1,1,1,0,0
158,0.691459673916252,0.03493412262296485,AZ,2024-02-21,1,1,1,1,1,0,0,1
159,0.973622748735049,0.24305459807805949,AZ,2024-02-22,1,1,0,0,1,1,0,0
160,0.0341486165088652,2.47839059487555e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1
161,0.0168552580250779,2.1509275209503e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1
162,1.40512421551737,0.2171519045511545,AZ,2024-02-25,1,0,0,0,1,1,0,0
163,0.14086032804843,1.6209029148087e-4,AZ,2024-02-26,1,1,1,1,1,0,0,0
164,0.648039823433907,0.0892081182406025,AZ,2024-02-27,1,1,1,1,1,1,0,0
165,0.0795168331544102,1.22293333505575e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1
166,0.0354768334093199,1.06292753942165e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1
167,0.00483788316883176,9.2434842565315e-5,AZ,2024-03-01,1,1,1,1,1,1,1,1
168,0.0585119225997925,8.043282880307e-5,AZ,2024-03-02,1,1,1,1,1,1,1,1
169,1.1533907702898,0.253752822494579,CA,2024-01-21,1,1,0,1,1,0,0,0
170,0.629369696535544,0.070044137472604,CA,2024-01-22,1,1,1,1,0,0,0,0
171,0.826717449608886,0.00429804031144161,CA,2024-01-23,1,1,1,1,1,1,0,0
172,0.562966653777279,0.085567824230978,CA,2024-01-24,1,1,1,1,1,0,0,1
173,2.62081168303018,0.153764489110324,CA,2024-01-25,1,0,0,0,1,1,0,0
174,2.19156932430885,0.1114722710344625,CA,2024-01-26,1,1,0,0,1,0,0,0
175,0.926250993980458,0.00220531488243238,CA,2024-01-27,1,1,0,1,1,1,1,1
176,0.635350513533826,0.04409546782674145,CA,2024-01-28,1,1,1,1,1,1,1,1
177,2.66022181407394,0.0877818277590445,CA,2024-01-29,1,1,1,0,1,0,0,0
178,1.47548113754928,0.073359703752013,CA,2024-01-30,1,0,1,1,1,0,0,1
179,2.51263299952872,0.085623618916849,CA,2024-01-31,1,0,0,1,1,0,0,0
180,6.39359022845853,0.107220847556785,CA,2024-02-01,1,1,0,0,1,0,0,0
181,5.51312164161589,0.107895869125762,CA,2024-02-02,1,1,0,0,1,0,0,0
182,0.994256125310986,0.04214537393831925,CA,2024-02-03,1,1,1,1,1,0,0,1
183,0.578863174201774,0.03489225488360955,CA,2024-02-04,1,1,1,1,1,0,0,1
184,1.13285048632058,0.0647588776564095,CA,2024-02-05,1,1,1,0,1,0,0,0
185,6.11056498298156,0.110331860846153,CA,2024-02-06,1,0,0,0,1,0,0,0
186,3.62787642639928,0.0874333067721775,CA,2024-02-07,1,0,0,0,1,0,0,0
187,0.875996146817058,0.0338203903216743,CA,2024-02-08,1,1,1,1,1,0,1,0
188,7.7592617250392,0.1204635663888765,CA,2024-02-09,1,1,0,0,1,0,0,0
189,5.03491467555325,0.150753160101014,CA,2024-02-10,1,0,0,0,1,0,0,0
190,0.0144822211200114,1.2405019089092e-4,CA,2024-02-11,1,1,1,1,1,1,1,1
191,4.87483300314597,0.111844629082284,CA,2024-02-12,1,1,0,0,1,0,0,0
192,4.58797500949188,0.089629831147145,CA,2024-02-13,1,1,0,0,1,0,0,0
193,1.85422081492636,0.03900867955698865,CA,2024-02-14,1,1,1,0,1,1,0,0
194,6.73391351485107,0.1197661241061375,CA,2024-02-15,1,0,0,0,1,0,0,0
195,1.28735672241962,0.03667989279185305,CA,2024-02-16,1,1,1,0,1,1,0,0
196,0.67906842540409,0.0330457836730068,CA,2024-02-17,1,1,1,1,1,1,1,1
197,1.64766412490703,0.0551049263442245,CA,2024-02-18,1,1,0,0,1,0,0,0
198,0.991891738752291,0.03892678098998315,CA,2024-02-19,1,1,1,1,1,1,0,0
199,0.0734329059227153,1.648500167846955e-5,CA,2024-02-20,1,1,1,1,1,1,1,1
200,6.20942213263931,0.0877144632896305,CA,2024-02-21,1,1,0,0,1,1,0,0
201,2.88252219148443,0.065221635520908,CA,2024-02-22,1,0,0,0,1,0,0,0
202,3.83471935675686,0.065269849582286,CA,2024-02-23,1,1,0,0,1,1,0,0
203,1.90031136902617,0.058582211106714,CA,2024-02-24,1,1,0,0,1,1,0,0
204,0.130845271854106,4.86022701732173e-6,CA,2024-02-25,1,1,1,1,1,1,1,1
205,4.63109288524939,0.079105962682457,CA,2024-02-26,1,1,0,0,1,0,0,0
206,8.63436913135377,0.117308091471361,CA,2024-02-27,1,1,0,0,1,0,0,0
207,5.3420103000216,0.0779287518639,CA,2024-02-28,1,1,0,0,1,1,0,0
208,0.00846118499780235,1.733115481869155e-6,CA,2024-02-29,1,1,1,1,1,1,1,1
209,0.0121992725074107,1.328963981011795e-6,CA,2024-03-01,1,1,1,1,1,1,1,1
210,0.0790198290439369,1.01585643745198e-6,CA,2024-03-02,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
212,0.318899008193867,0.009691264120401,CO,2024-01-22,1,1,1,1,1,0,0,1
213,0.071620313645998,0.00878165077499805,CO,2024-01-23,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
216,0.0525233975671875,0.00656912180454625,CO,2024-01-26,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
219,0.140416628760287,0.004973557915772275,CO,2024-01-29,1,1,1,1,1,1,1,1
220,0.0113224058881705,0.004549448198361715,CO,2024-01-30,1,1,1,1,1,1,1,1
221,0.0110483595845516,0.004170530593012175,CO,2024-01-31,1,1,1,1,1,1,1,1
222,0.113141455855654,0.00383231440289016,CO,2024-02-01,1,1,1,1,1,1,1,1
223,0.0679117497227063,0.00353073970672873,CO,2024-02-02,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0078279973208317,0.00281105582791784,CO,2024-02-05,1,1,1,1,1,1,1,1
227,0.00857376869896088,0.002622958919040335,CO,2024-02-06,1,1,1,1,1,1,1,1
228,0.00726802532037989,0.00245658298347875,CO,2024-02-07,1,1,1,1,1,1,1,1
229,0.0227999286734976,0.002309826014829025,CO,2024-02-08,1,1,1,1,1,1,1,1
230,0.0239348240985575,0.00218082370230016,CO,2024-02-09,1,1,1,1,1,1,1,1
231,1.13198676070772,0.463534587523566,CO,2024-02-10,1,1,0,0,1,1,0,0
232,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
233,0.018354347661299,0.00188484850818642,CO,2024-02-12,1,1,1,1,1,1,1,1
234,1.1522132168218,0.4660284055329885,CO,2024-02-13,1,1,0,0,1,0,1,0
235,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
236,0.00495072326813827,0.00170040487052252,CO,2024-02-15,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
241,0.005054342695509,0.001585400888117065,CO,2024-02-20,1,1,1,1,1,1,1,1
242,0.0452262104055171,0.001587706184569615,CO,2024-02-21,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
244,1.18098542759913,0.4688828295045915,CO,2024-02-23,1,1,0,0,1,1,0,0
245,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0275158433585201,0.001723889679731465,CO,2024-02-26,1,1,1,1,1,1,1,1
248,0.00529183157814161,0.00177793517081454,CO,2024-02-27,1,1,1,1,1,1,1,1
249,0.00481733464554272,0.00184205144192818,CO,2024-02-28,1,1,1,1,1,1,1,1
250,0.0143811879359437,0.001916967752485925,CO,2024-02-29,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0187500537226113,0.00300717787038537,CT,2024-01-21,1,1,1,1,1,1,1,1
254,0.170508808567863,0.00260482178775858,CT,2024-01-22,1,1,1,1,1,1,1,1
255,0.216552337638227,0.00225730727151418,CT,2024-01-23,1,1,1,1,1,0,0,1
256,0.0780075721011082,0.001957353689493345,CT,2024-01-24,1,1,1,1,1,1,1,1
257,1.0576222359235,0.189347512149196,CT,2024-01-25,1,1,0,0,1,1,0,0
258,0.0167797005105445,0.0014754520922669,CT,2024-01-26,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00140299885207538,0.001117302001179935,CT,2024-01-28,1,1,1,1,1,1,1,1
261,1.00329475432805,0.120154305788363,CT,2024-01-29,1,1,0,0,1,1,0,0
262,0.0042541007733449,8.51270223052315e-4,CT,2024-01-30,1,1,1,1,1,1,1,1
263,0.00419763340559215,7.4511925135076e-4,CT,2024-01-31,1,1,1,1,1,1,1,1
264,1.09942127224899,0.1592140739122905,CT,2024-02-01,1,0,0,1,1,0,0,1
265,0.0378748612995637,5.7465473529464e-4,CT,2024-02-02,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
267,3.7021282720161e-4,4.47723617978545e-4,CT,2024-02-04,1,1,1,1,1,1,1,1
268,0.00434207868447309,3.9691321190779e-4,CT,2024-02-05,1,1,1,1,1,1,1,1
269,1.22005229181083,0.1931804235827625,CT,2024-02-06,1,0,0,1,1,0,0,1
270,0.00461327784387938,3.149761218964e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
271,1.35182586627476,0.4879850991694575,CT,2024-02-08,1,1,0,0,1,1,0,0
272,0.00228683374208023,2.5353526845952e-4,CT,2024-02-09,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
274,2.1849599563881e-4,2.07302391187715e-4,CT,2024-02-11,1,1,1,1,1,1,1,1
275,0.00514129410782528,1.88631513709885e-4,CT,2024-02-12,1,1,1,1,1,1,1,1
276,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
277,1.3046120090585e-4,1.5826561998763e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
278,1.1258554149737e-4,1.4596485208414e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
280,7.67352277455235e-5,1.2592646264153e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
282,2.9035856421347e-4,1.10752193268745e-4,CT,2024-02-19,1,1,1,1,1,1,1,1
283,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
284,4.7097269830189e-4,9.932566003425e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
285,1.38205743273865,0.4906978246546875,CT,2024-02-22,1,0,0,1,1,0,0,1
286,2.3314303831954e-4,9.083366274745e-5,CT,2024-02-23,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
288,4.4343880483523e-4,8.468819888788e-5,CT,2024-02-25,1,1,1,1,1,1,1,1
289,3.23713483798812e-5,8.235912392283e-5,CT,2024-02-26,1,1,1,1,1,1,1,1
290,1.8094519394537e-4,8.047053328413e-5,CT,2024-02-27,1,1,1,1,1,1,1,1
291,3.61331564442818e-5,7.8990054197845e-5,CT,2024-02-28,1,1,1,1,1,1,1,1
292,2.608309119425e-4,7.7891644305565e-5,CT,2024-02-29,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
295,1.18773638201306,0.83126882762691,DC,2024-01-21,1,0,0,1,1,0,0,1
296,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
297,0.034201037099519,0.00742680982596785,DC,2024-01-23,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
305,0.00660953920412385,0.003590269065615455,DC,2024-01-31,1,1,1,1,1,1,1,1
306,0.00570338186703274,0.003288640397327965,DC,2024-02-01,1,1,1,1,1,1,1,1
307,0.00583217429532902,0.003015152572001945,DC,2024-02-02,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
