...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
14,0.581746191866531,0.2565940172788485,AK,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
15,0.664570683635759,0.2936179170127155,AK,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
16,2.13999596258206,0.4580588630291855,AK,2022-12-26,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
17,5.47595992155681,0.54243760957785,AK,2022-12-27,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
18,1.65262069096452,0.485717479704846,AK,2022-12-28,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
19,1.00720995985333,0.430274995280697,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
20,2.02284115460345,0.4578933770085095,AK,2022-12-30,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
21,1.25990275652516,0.494771044445256,AK,2022-12-31,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
22,0.82419936775003,0.4939430683818665,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
23,1.1512062529964,0.408288719245529,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
24,2.87497188911992,0.442660422049049,AK,2023-01-03,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
25,1.8373983263459,0.3516736318583375,AK,2023-01-04,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
26,0.958098623078551,0.332690016035169,AK,2023-01-05,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
27,0.936634542283116,0.448938196468835,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
28,0.812890327983674,0.50631184440688,AK,2023-01-07,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
29,0.237413166381956,0.345546988791541,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
30,1.31190997042145,0.4776745729886395,AK,2023-01-09,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
31,1.65554413962037,0.4056072585514725,AK,2023-01-10,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
32,1.06803362896693,0.380162101769276,AK,2023-01-11,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
33,1.28341886799717,0.362882508886116,AK,2023-01-12,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
34,1.75725618487475,0.4612572079282725,AK,2023-01-13,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
35,0.236018384109596,0.3712958175895115,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
36,0.23988197313528,0.375373896788344,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
37,1.08364482036991,0.442418959272557,AK,2023-01-16,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
38,3.19786792570773,0.4590074960473195,AK,2023-01-17,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
39,1.5340291511542,0.3878044728091595,AK,2023-01-18,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
40,1.44742335801447,0.535335543076725,AK,2023-01-19,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
41,2.3735114173081,0.4393460023382435,AK,2023-01-20,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
42,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.44349390600992,0.4915260345545115,AL,2022-12-11,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
44,1.23622752615082,0.41570534951807,AL,2022-12-12,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
45,0.128000822964051,0.0931436956804755,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
46,0.872986386640152,0.3028249306140955,AL,2022-12-14,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
47,1.12675005725874,0.273741502323369,AL,2022-12-15,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
48,0.84983179065416,0.2966882922222655,AL,2022-12-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
49,0.345867730449578,0.0874788613424525,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.349133427629781,0.0866673334397875,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
51,0.40816780852696,0.197980751516351,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
52,1.82638526231476,0.235745153563477,AL,2022-12-20,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
53,2.46490642154161,0.431145941850592,AL,2022-12-21,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1
54,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.114900623323347,0.0875995137018025,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.02816701910279,0.2782375706259285,AL,2022-12-26,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
59,1.36061116024011,0.2278981062928665,AL,2022-12-27,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
60,1.69795035927321,0.355010944352076,AL,2022-12-28,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
61,2.40388731363499,0.305159223645943,AL,2022-12-29,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
62,1.50554053013517,0.3639991074864725,AL,2022-12-30,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.96832296463083,0.2425898638937795,AL,2023-01-02,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
66,1.79106232835203,0.252179057124153,AL,2023-01-03,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
67,1.95352031835017,0.343786904266873,AL,2023-01-04,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
68,1.63693811436632,0.250581361795092,AL,2023-01-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
69,1.48448878991561,0.3880851144246055,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
70,1.6397716568455,0.41178888204052,AL,2023-01-07,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1
71,1.26341426233434,0.59396199218643,AL,2023-01-08,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
72,1.20312962684255,0.304478361955218,AL,2023-01-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
73,1.32202781233086,0.2606714412374695,AL,2023-01-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
74,0.486412042460828,0.280280156268395,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.92576120016757,0.4012155716523555,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
76,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1.61602934408612,0.336082777235809,AL,2023-01-18,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
82,0.336229486422263,0.269459261899807,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
83,0.349819003964317,0.2779518176284395,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.77463569022953,0.3052830601766445,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,3.25898682009658,0.3262629093938125,AR,2022-12-12,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
87,1.23508228508415,0.303267656317224,AR,2022-12-13,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
88,1.77237452288849,0.2905678855903785,AR,2022-12-14,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
89,1.9304653666532,0.19383642921135,AR,2022-12-15,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
90,2.56148466656408,0.4187110159190795,AR,2022-12-16,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
91,0.945312089710581,0.273459395557307,AR,2022-12-17,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
92,0.571725576762032,0.254437018488731,AR,2022-12-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
93,2.62787751964987,0.242928439757346,AR,2022-12-19,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
94,1.79458161864888,0.311175660498106,AR,2022-12-20,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0
95,1.82274162501733,0.2429905853240775,AR,2022-12-21,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
96,1.29967973482027,0.2869301868923885,AR,2022-12-22,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
97,1.72766591673553,0.3676015481393185,AR,2022-12-23,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
98,1.91796927491819,0.0919300076083475,AR,2022-12-24,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
99,0.630186091707098,0.213700797752019,AR,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
100,3.99810705183068,0.137933304215928,AR,2022-12-26,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
101,1.09220582396935,0.3139061363239635,AR,2022-12-27,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
102,0.765038547455377,0.272933330952447,AR,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
103,5.32158814836002,0.387733236083235,AR,2022-12-29,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
104,2.55180213777455,0.231749333069206,AR,2022-12-30,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
105,0.568883820114407,0.284918185759974,AR,2022-12-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
106,0.114928172205971,0.090311087384461,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1.26809324104542,0.1560290115277185,AR,2023-01-02,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
108,2.24110135125904,0.25037839073544,AR,2023-01-03,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
109,4.39855721828919,0.2364607520551285,AR,2023-01-04,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
110,3.48576101500656,0.3398924138255495,AR,2023-01-05,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
111,0.870568410146936,0.268207845611373,AR,2023-01-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
112,0.751244965352784,0.206241082836237,AR,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
113,1.13715137878431,0.105061495520173,AR,2023-01-08,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
114,3.95555123295351,0.3559784230621435,AR,2023-01-09,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
115,3.45123754550216,0.253545839977226,AR,2023-01-10,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
116,3.21196546673608,0.275773821306987,AR,2023-01-11,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
117,2.07987381920511,0.300701154817351,AR,2023-01-12,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
118,1.90663104000518,0.31275523567194,AR,2023-01-13,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
119,1.21508404065978,0.4902067963510155,AR,2023-01-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
120,1.40545340657893,0.674059794867705,AR,2023-01-15,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
121,2.6715305706438,0.4951921449458855,AR,2023-01-16,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
122,2.92826347167512,0.2991248696612725,AR,2023-01-17,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
123,1.78433597963078,0.325377590415567,AR,2023-01-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
124,1.39841032502336,0.3327042343242715,AR,2023-01-19,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1
125,1.44604214294992,0.3387879570243265,AR,2023-01-20,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1
126,0.75985986020389,0.61752181882605,AR,2023-01-21,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
127,5.01284823319806,0.2247051634390095,AZ,2022-12-11,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
128,3.21779666525602,0.287138777829783,AZ,2022-12-12,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
129,3.26344720462204,0.2746828315508165,AZ,2022-12-13,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
130,2.57372672141808,0.240789207974956,AZ,2022-12-14,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
131,1.75125635399978,0.2599726166597855,AZ,2022-12-15,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
132,1.72668843288412,0.2359102673809355,AZ,2022-12-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
133,1.73986338706798,0.293831220392198,AZ,2022-12-17,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
134,1.54390625407276,0.218473888567214,AZ,2022-12-18,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
135,2.2058288667211,0.242986557762605,AZ,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
136,3.36333407666237,0.281078854848726,AZ,2022-12-20,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
137,2.7819975132937,0.2735826103821975,AZ,2022-12-21,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
138,2.64082128895946,0.212138162281069,AZ,2022-12-22,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
139,1.4693016514013,0.243508284725992,AZ,2022-12-23,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1
140,0.693120459580443,0.233248426966566,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
141,0.0919500868248671,0.077311264289012,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
142,1.812870697192,0.241088878871674,AZ,2022-12-26,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
143,3.28531303618005,0.206540140933692,AZ,2022-12-27,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
144,2.30990849872253,0.282821441882806,AZ,2022-12-28,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
145,2.17309424872907,0.281685803528238,AZ,2022-12-29,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
146,2.7175278743507,0.2733159384303855,AZ,2022-12-30,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
147,0.953885314176305,0.240568049779876,AZ,2022-12-31,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
148,0.960560349170155,0.079256630144185,AZ,2023-01-01,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
149,3.14100214067674,0.2716186671101515,AZ,2023-01-02,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
150,2.48717928404655,0.2506675658382135,AZ,2023-01-03,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
151,1.84408486481085,0.243728855568715,AZ,2023-01-04,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
152,1.80652767467352,0.245498320196621,AZ,2023-01-05,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
153,3.27865074845026,0.2140362542115765,AZ,2023-01-06,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
154,0.926154310687136,0.1858317732931245,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
155,1.16916215051784,0.2577434369247835,AZ,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
156,5.22212692263677,0.308162169490244,AZ,2023-01-09,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
157,2.99942857265058,0.239855102205744,AZ,2023-01-10,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
158,2.803668762618,0.305400697251455,AZ,2023-01-11,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
159,1.64077276825309,0.31824795391162,AZ,2023-01-12,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
160,1.35956801955084,0.33872001779943,AZ,2023-01-13,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
161,1.24473175696681,0.3221665353040355,AZ,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
162,2.9708172101927,0.326721837613358,AZ,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
163,5.49318211026337,0.342055196255697,AZ,2023-01-16,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
164,3.74059899981748,0.287743501035543,AZ,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
165,2.15085144108999,0.332451598302559,AZ,2023-01-18,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
166,3.839977108434,0.333521909879506,AZ,2023-01-19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
167,2.11739445687733,0.259922712038022,AZ,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
168,0.91612297953657,0.2566153539766535,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
169,6.2504556138377,0.241812836324855,CA,2022-12-11,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
170,10.8899097536895,0.228750293741549,CA,2022-12-12,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1
171,6.69939079048842,0.2437421269616775,CA,2022-12-13,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172,15.2639847092971,0.2784666179438245,CA,2022-12-14,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
173,8.69942991168893,0.224655200860838,CA,2022-12-15,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
174,3.62635730647457,0.233176482663191,CA,2022-12-16,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
175,8.26869244527634,0.250768420981397,CA,2022-12-17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
176,8.96235853543995,0.1975828134805295,CA,2022-12-18,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
177,6.25249457914062,0.2204638992864595,CA,2022-12-19,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1
178,17.0371617627429,0.1785740896991215,CA,2022-12-20,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0
179,5.46746275766926,0.2209788522031435,CA,2022-12-21,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
180,10.6072081852854,0.2436829331691065,CA,2022-12-22,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
181,11.5508884652306,0.2153536890951625,CA,2022-12-23,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
182,9.51801457649248,0.241265402922466,CA,2022-12-24,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
183,0.406191817802291,0.04615073876695035,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
184,15.4314101534434,0.231923155912848,CA,2022-12-26,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,9.94956090767172,0.2257614685982705,CA,2022-12-27,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
186,9.88438672736509,0.2169700006369845,CA,2022-12-28,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
187,5.58936510883959,0.2304833700435185,CA,2022-12-29,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
188,19.5827397622505,0.2557118893191015,CA,2022-12-30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
189,8.33949943140754,0.27356142680059,CA,2022-12-31,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
190,1.17362869185126,0.197312348646258,CA,2023-01-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
191,16.9595242556566,0.228424830350135,CA,2023-01-02,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
192,21.8727628424224,0.29971009844616753,CA,2023-01-03,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
193,8.96530963451786,0.2636151679477475,CA,2023-01-04,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
194,8.97854559137048,0.263579521629411,CA,2023-01-05,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
195,11.0383119098288,0.2830213602434025,CA,2023-01-06,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
196,8.45639770209755,0.26494344968306,CA,2023-01-07,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
197,6.85724120471094,0.266154976797353,CA,2023-01-08,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
198,9.71049819783659,0.24950713264197,CA,2023-01-09,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
199,15.7223076112123,0.304604892691791,CA,2023-01-10,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
200,21.4193511131263,0.322355041562882,CA,2023-01-11,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
201,12.2649653761206,0.283772098014244,CA,2023-01-12,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
202,12.6754870305079,0.3064577838021085,CA,2023-01-13,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
203,8.35111696636516,0.291926759258367,CA,2023-01-14,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
204,14.2863739584674,0.330445522278082,CA,2023-01-15,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
205,15.9766366969469,0.3155876682169655,CA,2023-01-16,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
206,15.7500603687563,0.3173680055721855,CA,2023-01-17,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
207,9.10805852698913,0.2949063557132565,CA,2023-01-18,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
208,5.04606759806936,0.3428669656313785,CA,2023-01-19,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
209,9.51594973571892,0.313068780796097,CA,2023-01-20,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
