...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
123,1.28000615809598,0.614032409711055,AR,2023-07-26,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1
124,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2.23933009679798,0.6000514640464,AR,2023-07-28,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
126,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,5.9163111683192,0.425110413305803,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1
128,3.52308917962532,0.4059024648178475,AZ,2023-06-19,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
129,2.89888699752265,0.445234643746371,AZ,2023-06-20,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
130,1.93891035605722,0.365687544262078,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
131,1.74180439940639,0.4056931670337425,AZ,2023-06-22,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
132,0.324673325249035,0.2188083118290095,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
133,1.07412971848716,0.3927784792385735,AZ,2023-06-24,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,1.21713750809513,0.364215467725006,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
135,1.93268477772915,0.363942529217918,AZ,2023-06-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
136,4.66618758784721,0.356830608462267,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
137,2.21170300603401,0.3541091980299245,AZ,2023-06-28,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0
138,2.17634187956895,0.371540588172644,AZ,2023-06-29,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
139,0.960688263971349,0.355777591506792,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
140,1.44037412647795,0.325761482046075,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
141,1.98001108360924,0.3572989532199285,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
142,4.77846350127903,0.347230302028139,AZ,2023-07-03,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1
143,3.3477561125167,0.3574241991118105,AZ,2023-07-04,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
144,1.459527191518,0.3914997120496755,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
145,1.23258162739286,0.4324258674096235,AZ,2023-07-06,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
146,0.491696288688461,0.337400103213263,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
147,1.58628612205209,0.377802235017175,AZ,2023-07-08,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
148,2.67804867699371,0.374293196201055,AZ,2023-07-09,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1
149,3.27347507617271,0.394218867279762,AZ,2023-07-10,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
150,4.90597383055192,0.4149194573788175,AZ,2023-07-11,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
151,4.26271056830094,0.406181541848601,AZ,2023-07-12,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
152,4.39884183615711,0.421967237759629,AZ,2023-07-13,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
153,1.03161610955969,0.384141870967553,AZ,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
154,2.54242211017161,0.461036616635864,AZ,2023-07-15,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
155,2.6493208923242,0.3719230248174865,AZ,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
156,7.10669290528379,0.4245105728818385,AZ,2023-07-17,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
157,3.74468104808246,0.426006848473647,AZ,2023-07-18,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
158,4.32952949727818,0.421100938545978,AZ,2023-07-19,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
159,0.924198539054316,0.378932061982635,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
160,1.19304141251957,0.308853480665584,AZ,2023-07-21,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
161,2.07342052563564,0.4352332060344315,AZ,2023-07-22,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
162,0.773738689785855,0.396940426446618,AZ,2023-07-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
163,7.41736827253139,0.4423477206256355,AZ,2023-07-24,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
164,6.88788276822836,0.458144475346704,AZ,2023-07-25,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
165,2.94002611460513,0.439865442063604,AZ,2023-07-26,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
166,1.86622407490055,0.449202367097583,AZ,2023-07-27,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
167,1.38805678142129,0.435063536056276,AZ,2023-07-28,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
168,0.857708235900578,0.417230982952362,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
169,0.587774422563549,0.413276680312884,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
170,2.14669906800826,0.362449150638914,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
171,2.69262345136337,0.388099809760951,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
172,2.84025383222065,0.4311296162001755,CA,2023-06-21,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0
173,2.08598403309969,0.414699171862191,CA,2023-06-22,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
174,2.43681519427186,0.399125614569667,CA,2023-06-23,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
175,1.36402188897197,0.407335619930192,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
176,1.24864341567515,0.358370849135716,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,1.77239943446405,0.396625582246178,CA,2023-06-26,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
178,1.57486856329281,0.376623211957049,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
179,2.42073117266798,0.420326538632808,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
180,3.12261787659778,0.404506987351243,CA,2023-06-29,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
181,1.93519897952541,0.3887503077481145,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
182,1.17179000020798,0.4104960182681125,CA,2023-07-01,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1
183,1.85545779901168,0.39909318080269,CA,2023-07-02,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
184,2.51421726161564,0.393572207615339,CA,2023-07-03,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1
185,1.67833339507652,0.3863407490658435,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
186,4.88006982244288,0.41916240845635,CA,2023-07-05,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
