...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
50,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0468394036519146,0.025118477318737,AL,2023-02-27,1,1,1,1,1,1,0,1,0,1,1,1
52,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.12875211906799,0.021556864543679,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
55,0.745698154464472,0.390416864592965,AL,2023-03-03,0,1,1,1,1,1,0,1,0,1,1,1
56,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.119828827248187,0.01866189596727205,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
58,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.0389727700055587,0.01702261085203085,AL,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
60,0.11796824829687,0.0162760682420163,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
61,0.917062257735911,0.2959821881887335,AL,2023-03-09,1,0,1,1,1,1,1,0,0,1,1,1
62,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.0398213688529462,0.01260794844808755,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
67,0.123033061942183,0.01210864214243855,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
68,0.042049151191544,0.01163648197790205,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
69,0.0430408967358804,0.0111901782100991,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.966051247186338,0.4384709178866725,AL,2023-03-20,1,1,1,1,1,0,1,1,0,1,1,0
73,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.0543501787375639,0.00931350747948395,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0621354102514578,0.0087164716031322,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
77,0.954234705425644,0.4419450819045075,AL,2023-03-25,1,1,1,1,1,0,1,1,0,1,1,0
78,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.183577004823309,0.00797598563853645,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.377927542917556,0.103530916381818,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
86,0.933563507445051,0.3239062896718525,AR,2023-02-20,1,1,1,1,1,1,0,1,0,1,1,0
87,2.36220505718286,0.277818954574386,AR,2023-02-21,1,1,1,0,1,0,1,1,0,0,1,0
88,2.04619432580767,0.3252721571511585,AR,2023-02-22,0,1,0,1,1,1,0,1,0,1,1,0
89,0.691040994588838,0.1953626479793535,AR,2023-02-23,1,1,1,1,1,1,1,0,0,1,1,1
90,0.699435706553722,0.1949683422807425,AR,2023-02-24,1,1,1,1,1,1,0,1,0,1,1,1
91,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.501916567244622,0.2433185229467515,AR,2023-02-26,1,1,1,1,1,1,0,1,1,1,1,0
93,5.32100168029371,0.3539722559630015,AR,2023-02-27,0,1,0,1,1,1,0,0,0,1,1,0
94,1.67451106604048,0.3851060887313315,AR,2023-02-28,1,1,0,1,1,0,1,1,0,0,1,0
95,0.555415523210356,0.0360247008101156,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
96,0.122281682928139,0.03194888562566105,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
97,0.0326573447943621,0.02826359122332735,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.657994641508913,0.0192853117760104,AR,2023-03-06,1,1,1,1,1,1,1,1,0,1,1,0
101,0.309755757460109,0.01689874614399665,AR,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
102,0.715754807560619,0.1758716680525095,AR,2023-03-08,1,1,1,1,1,0,1,1,0,1,1,0
103,0.107935477999865,0.0128878972320076,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0931096845754882,0.0112183488550405,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
105,1.26980749424358,0.891415835617235,AR,2023-03-11,1,1,0,1,0,1,1,1,0,1,0,1
106,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.00863032309769431,0.00730823484939225,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
108,1.01566786682807,0.2302584369002165,AR,2023-03-14,1,1,1,0,1,1,1,1,0,0,1,1
109,0.0232104190590217,0.0054395404070582,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0211981151030305,0.004680406550770305,AR,2023-03-16,1,1,1,1,1,1,0,1,0,1,1,1
111,0.873899531863425,0.1815805921358925,AR,2023-03-17,0,1,1,1,1,1,0,1,0,1,1,1
112,1.16189302963779,0.451716087487231,AR,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
113,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.030164142475721,0.002525883201608415,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
115,0.260973645361428,0.002157740669344355,AR,2023-03-21,1,1,1,1,1,1,0,1,0,1,1,1
116,0.677023850221812,0.001841299832178335,AR,2023-03-22,1,1,1,1,1,1,0,1,0,1,1,1
117,0.0107729096192023,0.00156986529647355,AR,2023-03-23,1,1,1,1,1,1,1,1,0,1,0,1
118,0.00981714672124095,0.00133751191337689,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.26074348161896,0.4794379440317405,AR,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
121,0.00241860217755675,8.25797769930545e-4,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
122,2.31911198714843,0.3192298759254575,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
123,0.18010474143673,5.9998711449636e-4,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
124,0.00822588062532489,5.12468033064945e-4,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.59143969647031,0.281619465345163,AZ,2023-02-19,1,0,0,0,1,0,0,0,0,0,1,0
128,2.86390878299775,0.167782651833388,AZ,2023-02-20,1,0,1,1,1,0,0,0,0,1,1,0
129,1.03370702904122,0.1564902025305615,AZ,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,1
130,1.6772782912142,0.248848536014351,AZ,2023-02-22,0,1,0,1,1,1,0,0,0,1,1,1
131,0.509534054136651,0.09330210484838,AZ,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,0
132,0.750325719499368,0.174178083306159,AZ,2023-02-24,1,1,1,1,1,0,0,1,0,1,1,0
133,1.26966202279661,0.288366823315721,AZ,2023-02-25,1,0,0,1,1,0,1,0,0,1,1,0
134,1.31658767870658,0.1540566496560865,AZ,2023-02-26,1,1,1,1,1,0,0,1,0,1,1,0
135,3.20045890101824,0.103917112795609,AZ,2023-02-27,0,0,1,1,1,1,0,0,0,1,1,0
136,1.50298284030198,0.080480488333452,AZ,2023-02-28,1,1,0,1,1,1,0,1,0,1,1,0
137,2.16968739910523,0.187728030094855,AZ,2023-03-01,1,1,0,0,1,0,1,0,0,0,1,0
138,1.67489543485959,0.209309637139962,AZ,2023-03-02,1,1,0,0,0,1,0,0,1,0,0,0
139,3.17588963929453,0.3773270814086575,AZ,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,1
140,4.25324084989121,0.4203378692239925,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
141,0.927248397614323,0.0771844112224405,AZ,2023-03-05,1,1,1,1,1,1,0,0,1,1,1,1
142,1.31067414575658,0.11629224617943,AZ,2023-03-06,1,1,1,1,0,1,0,0,0,0,0,0
143,1.61527736662238,0.0580981197611515,AZ,2023-03-07,1,1,0,1,1,1,0,0,0,1,1,1
144,0.698996704152942,0.213466296347891,AZ,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
145,0.241780820522628,0.01059583374747355,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
146,0.164035889870618,0.01043692066051345,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
147,1.19493139068981,0.1737346334451265,AZ,2023-03-11,0,1,1,1,1,1,0,0,1,1,1,1
148,1.18385976068621,0.075351141648184,AZ,2023-03-12,1,1,1,1,0,1,0,1,0,0,0,1
149,2.53352997590457,0.1508471755475895,AZ,2023-03-13,1,1,1,0,1,0,0,1,0,0,1,0
150,0.68551898819898,0.080187802966251,AZ,2023-03-14,1,1,1,1,1,1,1,0,0,1,1,1
151,1.00029644801505,0.1157376206192745,AZ,2023-03-15,1,1,1,1,0,1,1,1,0,1,0,1
152,0.715895885429671,0.0105904851169103,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
153,1.85612331463641,0.577499860625785,AZ,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
154,2.12998438997386,0.555329157543705,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
155,1.51972092384793,0.1693573844197755,AZ,2023-03-19,1,1,1,0,1,1,0,0,0,0,1,1
156,2.12965813343158,0.092421311408083,AZ,2023-03-20,1,0,1,1,0,1,0,1,0,1,0,1
157,1.18137789758474,0.1675124811410785,AZ,2023-03-21,1,1,1,1,0,1,0,0,0,1,0,1
158,0.736953632288335,0.0982147987349635,AZ,2023-03-22,1,1,1,1,1,1,0,0,0,0,1,0
159,0.574229328261352,0.113909623605519,AZ,2023-03-23,1,1,1,1,1,1,0,1,0,1,1,1
160,0.344110377565514,0.0146897380711964,AZ,2023-03-24,1,1,1,1,1,1,0,1,0,1,1,1
161,0.0184402417244909,0.01570270894561075,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
162,0.801730492956327,0.1040469673985485,AZ,2023-03-26,1,1,1,1,1,1,0,0,1,1,1,1
163,2.1338388033836,0.115185953558553,AZ,2023-03-27,1,1,1,1,0,1,0,1,0,1,0,0
164,2.67162979290172,0.0558340249066705,AZ,2023-03-28,0,1,0,1,1,1,0,0,0,1,1,0
165,1.10173958467411,0.0216579084295759,AZ,2023-03-29,1,1,0,1,1,1,0,1,0,1,1,1
166,1.49346716891748,0.217226482757354,AZ,2023-03-30,1,1,1,0,0,1,1,1,0,0,0,0
167,0.0949765771893878,0.02621105502889235,AZ,2023-03-31,1,1,1,1,1,1,0,1,0,1,1,1
168,0.783731318169179,0.2716318009448405,AZ,2023-04-01,0,1,1,1,1,1,0,1,0,1,1,1
169,2.69610791978403,0.167590240577717,CA,2023-02-19,0,0,1,1,1,1,0,0,0,1,1,0
170,3.20826874245903,0.1451929728564335,CA,2023-02-20,1,1,0,1,1,1,0,0,0,1,1,1
171,1.76509619016852,0.1814402535782105,CA,2023-02-21,1,1,1,1,1,1,0,0,1,0,1,0
172,4.03874453588692,0.1700462134190255,CA,2023-02-22,0,1,1,1,1,1,0,1,0,0,1,0
173,4.22088859226969,0.185467501976519,CA,2023-02-23,1,1,1,0,1,0,0,1,0,1,0,0
174,9.86460544958741,0.121680630265467,CA,2023-02-24,0,1,0,1,1,1,0,0,0,0,1,0
175,4.77037623040311,0.2358760487134175,CA,2023-02-25,1,1,0,1,0,0,0,1,0,0,1,0
176,1.25725226569519,0.14580956616972,CA,2023-02-26,1,1,1,1,1,1,0,0,0,1,0,1
177,6.99504074395152,0.188060549821584,CA,2023-02-27,0,1,0,1,1,1,0,1,0,1,0,0
178,4.64729961884904,0.169336279561405,CA,2023-02-28,0,0,1,1,0,1,0,0,0,0,0,1
179,2.73023493438725,0.155482854634908,CA,2023-03-01,1,1,1,1,1,1,0,0,0,0,0,0
180,2.62113794345494,0.139105906039516,CA,2023-03-02,1,1,1,1,0,1,0,1,0,1,1,1
181,4.08716192847019,0.1532857388254065,CA,2023-03-03,1,1,1,1,0,0,0,0,0,0,0,0
182,5.12796438844362,0.132256887228796,CA,2023-03-04,0,0,1,1,0,1,0,0,0,0,0,0
183,5.48792719187674,0.0606934257384215,CA,2023-03-05,0,1,0,1,1,1,0,0,0,0,1,0
184,3.21090921463922,0.1643295869945295,CA,2023-03-06,0,1,1,1,1,1,0,1,0,1,0,1
185,3.8623237610375,0.176185811993825,CA,2023-03-07,0,1,0,1,1,1,0,0,0,0,0,1
186,8.65713600171288,0.178959426272045,CA,2023-03-08,1,0,0,0,0,1,0,0,0,0,0,0
187,6.43072852800693,0.091970107477563,CA,2023-03-09,0,0,0,1,1,0,0,1,0,0,0,0
188,2.95043966520566,0.127405563241527,CA,2023-03-10,1,0,1,1,0,1,0,0,0,1,0,0
189,3.11302577892778,0.0879764271965405,CA,2023-03-11,1,1,0,1,1,0,0,1,0,0,0,1
190,3.4997067037586,0.146964599396795,CA,2023-03-12,1,1,1,1,0,0,1,1,0,0,0,0
191,4.3001856670451,0.1661490955685765,CA,2023-03-13,1,0,0,1,0,1,0,0,0,0,0,1
192,1.97382524674241,0.131226144921021,CA,2023-03-14,1,1,1,1,1,0,0,1,1,0,0,0
193,2.91388599218811,0.1311348952277155,CA,2023-03-15,1,0,1,1,0,1,0,0,0,0,0,1
194,3.72831079934896,0.09818006808386,CA,2023-03-16,0,1,0,1,1,0,0,0,0,0,0,0
195,3.61053473325291,0.15082631349056,CA,2023-03-17,1,0,1,1,0,1,1,0,0,1,0,1
196,2.17026394470048,0.1311274281666405,CA,2023-03-18,1,1,1,1,1,0,0,0,0,1,0,0
197,2.60260582125904,0.168701225208185,CA,2023-03-19,0,1,0,0,1,1,0,0,0,0,0,1
198,6.12658291281504,0.0638605938117315,CA,2023-03-20,0,1,0,1,0,1,0,1,0,1,1,0
199,4.79412887273588,0.0914033798725635,CA,2023-03-21,0,1,0,0,0,0,0,1,0,0,0,0
200,3.61827239925602,0.1220441278839655,CA,2023-03-22,1,1,1,1,1,0,0,1,0,1,0,0
201,3.30788322526278,0.135088928212492,CA,2023-03-23,0,0,1,1,1,1,0,0,0,0,0,0
202,3.61680109199767,0.1324952003692815,CA,2023-03-24,0,1,1,0,1,0,1,0,0,0,1,0
203,6.2332913633152804,0.229998358226889,CA,2023-03-25,1,0,0,0,0,0,0,0,0,1,0,0
204,5.54507391345439,0.172389873764629,CA,2023-03-26,1,1,1,0,0,0,1,1,0,0,0,0
205,9.10965425737963,0.1020693235461165,CA,2023-03-27,0,1,0,1,0,0,0,0,0,1,0,0
206,7.64582145031858,0.062019224088887,CA,2023-03-28,1,1,0,1,0,1,1,1,0,1,0,0
207,6.74083999894279,0.1978674388242105,CA,2023-03-29,1,0,1,0,0,0,0,0,0,0,0,0
208,9.85779937068383,0.08347974001693,CA,2023-03-30,0,1,0,1,0,1,0,0,0,0,0,0
209,9.16490270558111,0.1297536630587915,CA,2023-03-31,1,1,0,0,0,0,0,0,0,0,0,0
210,4.33634610792874,0.189600319365618,CA,2023-04-01,0,0,1,0,1,1,0,0,0,0,0,1
211,0.693554092002006,0.2120402600323485,CO,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
212,1.00700613979015,0.1451920820912725,CO,2023-02-20,0,1,1,1,1,1,0,1,0,1,1,1
213,0.435384445176027,0.0595995845607245,CO,2023-02-21,1,1,1,1,1,1,1,1,0,1,1,0
214,0.91535381142444,0.155998164354872,CO,2023-02-22,1,0,1,1,1,1,1,0,0,1,1,1
215,0.215523438174559,0.00650888327498675,CO,2023-02-23,1,1,1,1,1,1,0,0,0,1,1,1
216,0.370491446601073,0.00594442980170695,CO,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
217,0.0954371803547595,0.0054438957536296,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
218,0.0843331463202409,0.00500030202974895,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
219,0.393513488002167,0.062497379246078,CO,2023-02-27,1,1,1,1,1,1,0,0,0,1,0,0
220,1.70172719777899,0.160930960277073,CO,2023-02-28,0,0,0,1,1,1,0,1,0,1,1,1
221,0.751129886198288,0.003953243719456885,CO,2023-03-01,1,1,1,1,1,1,1,1,0,0,0,1
222,0.210339162124478,0.003682887777976985,CO,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,0
223,0.0942694652476251,0.003445365714303395,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
224,1.14195050426553,0.311304727883645,CO,2023-03-04,1,1,0,1,1,0,0,1,1,1,1,0
225,0.117178085539633,0.00305667515581475,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
226,1.54451604939073,0.2308944811144915,CO,2023-03-06,1,1,0,1,1,0,1,1,0,1,1,0
227,0.477797899558004,0.0718619725921075,CO,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
228,0.550414730672948,0.0845062120271175,CO,2023-03-08,1,1,1,1,1,1,0,1,0,1,1,1
229,0.0760155460102027,0.00256204112755465,CO,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
230,0.052300879850708,0.00248828050272194,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
231,0.00356957402348147,0.00243264235175408,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0134329508200536,0.00239472823194001,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
233,0.0144128352199363,0.002374439286425155,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
234,0.0734965660400311,0.002371987709709165,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.36221016647764,0.00238791533474595,CO,2023-03-15,1,1,1,1,1,1,1,1,0,1,0,1
236,0.254777910620122,0.00242311975337701,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
237,0.897506097189973,0.1833672031330955,CO,2023-03-17,0,1,1,1,1,1,0,1,0,1,1,1
238,1.1485787607287,0.454102322499599,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
239,0.809334396276566,0.1528811731612215,CO,2023-03-19,0,1,1,1,1,1,0,1,0,1,1,1
240,0.30569915123308,0.00278923757893149,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
241,0.911817547878425,0.1186622806450455,CO,2023-03-21,1,1,1,1,1,0,1,1,0,1,1,0
242,4.73114929246329,0.513457004089465,CO,2023-03-22,1,0,0,1,0,1,0,0,0,1,0,1
243,0.935427293619085,0.1184579861695135,CO,2023-03-23,1,1,1,1,0,1,1,1,1,1,1,1
244,0.124295966460906,0.00365769846952718,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
245,0.00783809480308918,0.00398785607174956,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
246,0.990065369826578,0.1855808734924845,CO,2023-03-26,1,1,1,1,0,1,0,1,1,1,0,1
247,0.151912572848295,0.00483068148420385,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
248,0.123693924630968,0.00535952774671345,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
249,0.17423946273816,0.00597142798844715,CO,2023-03-29,1,1,1,1,1,1,1,1,0,1,0,1
250,0.143051076680626,0.0066748943853548,CO,2023-03-30,1,1,1,1,1,1,1,1,0,1,0,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.0146167173759098,0.00838641681877655,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.13237915905181,0.00572178700581075,CT,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
254,0.176638834977673,0.00554301728751415,CT,2023-02-20,1,1,1,1,1,1,1,1,0,0,1,1
255,0.325610504350132,0.00537866442471525,CT,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,1
256,0.125631128106232,0.00522827968341895,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
257,0.623040397271918,0.1288762551411925,CT,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
258,0.939064822858788,0.156366314728899,CT,2023-02-24,1,0,1,1,1,1,1,0,0,1,0,0
