...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
78,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.444035212692513,0.2635227831230705,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
80,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.435807756610926,0.2607428430765825,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
83,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.14853686035154,0.1961014124298065,AR,2023-10-02,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
87,1.17474720196502,0.193878748432658,AR,2023-10-03,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,1.33588913735779,0.363239732387138,AR,2023-10-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
89,1.86657070950327,0.267685916565942,AR,2023-10-05,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
90,0.262625129380839,0.187147754346983,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.267926407919602,0.184888662228675,AR,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
92,0.261314294832511,0.182624743900828,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1.1381442565787,0.180357791087567,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
94,1.11936605617095,0.178089634332252,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.12645201322475,0.2241729848279915,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
96,1.64352772885313,0.3961447320499785,AR,2023-10-12,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
97,1.36195285044385,0.2464406232187385,AR,2023-10-13,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
98,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.14937352078991,0.219837486425917,AR,2023-10-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
101,0.807214391193417,0.57669193524368,AR,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
102,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.47635487971569,0.157942983057952,AR,2023-10-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
104,0.232076475932071,0.1557718485848995,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
105,0.224145467280979,0.1536221537301925,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
106,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.44151292165275,0.3984090822523785,AR,2023-10-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
108,0.62621018729779,0.458652136740907,AR,2023-10-24,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
109,1.18349923992242,0.577535351360485,AR,2023-10-25,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
110,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.437617072887101,0.30494284785145,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
112,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.83057008575533,0.59720251928761,AR,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
115,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.920879020274147,0.662726378684685,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
117,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.831383498971632,0.60303140892394,AR,2023-11-03,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
119,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.94006027831326,0.567387086159075,AR,2023-11-06,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
122,0.836728844401378,0.608330534914215,AR,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
123,0.199263171614912,0.121362782455984,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
124,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,5.62607259795877,0.381633498274335,AZ,2023-10-01,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
128,6.91077524763244,0.411255698592709,AZ,2023-10-02,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
129,1.39174144496005,0.334618905149999,AZ,2023-10-03,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
130,2.27606482691811,0.4513946596112915,AZ,2023-10-04,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
131,1.8616213045632,0.358880387855613,AZ,2023-10-05,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
132,1.76357053569771,0.392074523706962,AZ,2023-10-06,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1
133,1.33585074217352,0.52970171652167,AZ,2023-10-07,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1
134,2.48688448006185,0.35759644754581,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
135,3.65320582910584,0.3584918937021655,AZ,2023-10-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
136,3.08794341631836,0.366158610480962,AZ,2023-10-10,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
137,1.31507627198141,0.350451823597778,AZ,2023-10-11,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1
138,0.499848734860956,0.3643614745969255,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,1.2033384553047,0.582841809187195,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
140,1.12414787793232,0.3405241150459725,AZ,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
141,1.94088932709989,0.4072488680783395,AZ,2023-10-15,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
142,4.31536660663609,0.355365863678121,AZ,2023-10-16,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
143,2.52331970703647,0.3915758742315165,AZ,2023-10-17,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
144,2.58655995807134,0.4172777435443505,AZ,2023-10-18,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
145,2.11250775607583,0.379893478351948,AZ,2023-10-19,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
146,1.58633573680065,0.317333148190095,AZ,2023-10-20,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
147,2.77964006165477,0.344122005149571,AZ,2023-10-21,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
148,3.47161472190237,0.353101262719548,AZ,2023-10-22,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
149,4.50534707837509,0.381164837379188,AZ,2023-10-23,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1
150,3.76469072151666,0.3249620700601135,AZ,2023-10-24,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
151,1.84498837938358,0.345760036910098,AZ,2023-10-25,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
152,0.392282604783604,0.281500163408821,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
153,0.996322794727576,0.3206954259469685,AZ,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
154,2.07461723011606,0.47183263120238,AZ,2023-10-28,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1
155,4.2346989760483,0.3663613675658515,AZ,2023-10-29,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
156,5.88033177479073,0.3852479773721585,AZ,2023-10-30,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
157,2.7780365593852,0.370043302002933,AZ,2023-10-31,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
158,1.44764513979913,0.333546556494173,AZ,2023-11-01,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
159,3.96743095563923,0.3899000251226685,AZ,2023-11-02,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
160,2.23114480541819,0.4253972902231675,AZ,2023-11-03,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
161,0.740095860694471,0.3784325824682015,AZ,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
162,4.07912679124217,0.390863348128465,AZ,2023-11-05,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
163,8.67752126078116,0.38044120112325,AZ,2023-11-06,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
164,4.2892588996905,0.3602688347520835,AZ,2023-11-07,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
165,3.49566017096355,0.397782142069522,AZ,2023-11-08,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1
166,2.43905946581508,0.405998508049865,AZ,2023-11-09,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
167,1.18582287186736,0.3638262399336845,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
168,1.52747486778971,0.360844444014914,AZ,2023-11-11,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
169,1.23496085876224,0.4040756306799015,CA,2023-10-01,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
170,3.10761281481871,0.336213973444811,CA,2023-10-02,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0
171,2.7726248393236,0.3488189847257685,CA,2023-10-03,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
172,4.51815270786693,0.3443129276910925,CA,2023-10-04,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
173,5.15362679412988,0.4302153475045965,CA,2023-10-05,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0
174,2.40592741676467,0.408915644077473,CA,2023-10-06,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1
175,1.8482652749221,0.2503439563493645,CA,2023-10-07,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
176,0.720700750971455,0.301787541729427,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
177,1.77824344782218,0.3406798823909375,CA,2023-10-09,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
178,2.97541673099061,0.386674471290373,CA,2023-10-10,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
179,3.11882512843775,0.3788381818132305,CA,2023-10-11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
180,1.58461591311366,0.333929950938419,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
181,2.40154933841117,0.3820288071791335,CA,2023-10-13,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
182,1.59431455314059,0.372918987345767,CA,2023-10-14,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0
183,1.83986649754028,0.411063909968246,CA,2023-10-15,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
184,3.30245024766562,0.35548397345159,CA,2023-10-16,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
185,1.62068026885411,0.350410308787352,CA,2023-10-17,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0
186,4.85427719855973,0.407670354388164,CA,2023-10-18,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
187,2.13052793012944,0.38401578829281,CA,2023-10-19,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
