...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.454277773786717,0.171946157701443,AK,2022-08-14,1,1,1,1,0,0
2,0.745500351692764,0.00889583185336535,AK,2022-08-15,1,1,1,0,0,1
3,0.330236709534208,0.099470363318121,AK,2022-08-16,1,1,1,1,0,0
4,1.02880713077662,0.088459403636059,AK,2022-08-17,1,1,0,0,0,1
5,0.143772390487071,0.0089795805069936,AK,2022-08-18,1,1,1,1,1,1
6,0.366726579792387,0.090398207930277,AK,2022-08-19,1,1,1,0,0,1
7,0.823938824976751,0.415449202838854,AK,2022-08-20,0,1,1,0,0,1
8,0.471749558606003,0.00923499531100625,AK,2022-08-21,1,1,1,0,0,1
9,1.21805419431458,0.2794495144774865,AK,2022-08-22,0,0,1,0,0,1
10,0.0267969145191306,0.0095087966401364,AK,2022-08-23,1,1,1,1,1,1
11,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
12,0.0990923803178259,0.00987445754404965,AK,2022-08-25,1,1,1,1,1,1
13,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
14,0.101312928851805,0.01034274679522435,AK,2022-08-27,1,1,1,0,0,1
15,0.10969791447979,0.0106196027931832,AK,2022-08-28,1,1,1,1,1,1
16,0.21557423857741,0.0109276391939148,AK,2022-08-29,1,1,1,1,1,1
17,0.121111199818837,0.0112692073599709,AK,2022-08-30,1,1,1,1,1,1
18,0.37916520591586,0.169388471652687,AK,2022-08-31,1,1,1,1,0,0
19,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
20,0.0461165001210027,0.01252313071554175,AK,2022-09-02,1,1,1,1,1,1
21,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
22,0.0545202379355966,0.01358431509274335,AK,2022-09-04,1,1,1,1,1,1
23,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
24,0.332657168886229,0.01486556364221425,AK,2022-09-06,1,1,1,1,1,1
25,0.0689122085187786,0.0156019434147754,AK,2022-09-07,1,1,1,1,1,1
26,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
32,0.106125300924112,0.02323175341519975,AK,2022-09-14,1,1,1,1,0,0
33,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
34,0.312827364716242,0.0265094827053,AK,2022-09-16,1,1,1,1,1,1
35,0.129296695162187,0.02839708836153085,AK,2022-09-17,1,1,1,1,1,1
36,0.345349020655557,0.03047292531842925,AK,2022-09-18,1,1,1,1,1,1
37,0.847381288978326,0.0327556786377342,AK,2022-09-19,1,1,1,1,1,1
38,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
39,0.167766627451756,0.0380244878835451,AK,2022-09-21,1,1,1,1,1,1
40,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
41,0.196461515601548,0.0443841908462561,AK,2022-09-23,1,1,1,1,1,1
42,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
43,2.1799492333706,0.066465377285108,AL,2022-08-14,0,0,1,0,0,1
44,1.34866546859834,0.157619610596484,AL,2022-08-15,1,1,1,0,0,1
45,1.01686700199971,0.165697397754802,AL,2022-08-16,1,1,1,0,0,1
46,0.889021384280383,0.1713549364885535,AL,2022-08-17,1,1,0,0,0,0
47,4.5294019364142,0.255592777436542,AL,2022-08-18,0,0,1,0,0,1
48,2.59112178303081,0.246931702080593,AL,2022-08-19,0,0,1,0,0,1
49,1.49963086198033,0.03043137342256745,AL,2022-08-20,0,0,1,0,0,1
50,1.3757619145012,0.02968560719437985,AL,2022-08-21,0,0,1,0,0,1
51,0.69724802152019,0.123237507997902,AL,2022-08-22,1,1,1,0,0,1
52,3.94398618741392,0.2496363091782385,AL,2022-08-23,0,0,1,0,0,1
53,1.00434276997175,0.0720891161823305,AL,2022-08-24,1,1,1,0,0,1
54,0.81186549068137,0.074878386749249,AL,2022-08-25,1,1,1,0,0,1
55,0.951239340485925,0.1625545298049685,AL,2022-08-26,1,1,0,0,1,0
56,0.577773453692643,0.1183347270735425,AL,2022-08-27,1,1,1,1,0,0
57,0.428897519283453,0.1226882476253025,AL,2022-08-28,1,1,1,1,1,1
58,3.41158263494138,0.05954815225046,AL,2022-08-29,0,0,1,0,0,1
59,1.11079876627697,0.1694924004237425,AL,2022-08-30,1,1,0,1,0,0
60,1.75417982217216,0.208803190112671,AL,2022-08-31,0,0,1,0,0,1
61,0.640773902309667,0.076316151957716,AL,2022-09-01,1,1,1,0,0,1
62,0.44299634741304,0.0858935212621115,AL,2022-09-02,1,1,1,1,1,1
63,1.19785118548349,0.198336893708068,AL,2022-09-03,0,0,1,0,0,1
64,1.09295296060813,0.02077917895009995,AL,2022-09-04,0,0,1,0,0,1
65,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
66,0.634234041622522,0.1635363660202875,AL,2022-09-06,1,1,1,1,1,1
67,0.361843951597009,0.091517628740155,AL,2022-09-07,1,1,1,0,0,1
68,1.56440461771166,0.1895522454131025,AL,2022-09-08,0,0,1,0,0,1
69,0.334916623096752,0.139856731837644,AL,2022-09-09,1,1,1,0,0,1
70,0.803844181218104,0.383907668685915,AL,2022-09-10,0,0,1,1,1,1
71,0.397514722558776,0.164549645585756,AL,2022-09-11,1,1,1,1,1,1
72,0.789148050791191,0.181139795494427,AL,2022-09-12,1,1,1,0,0,1
73,0.410704708272923,0.0841556727246075,AL,2022-09-13,1,1,1,1,1,1
74,0.923807412218561,0.2022808781453555,AL,2022-09-14,1,1,1,0,0,1
75,0.585359437709057,0.01617616411159615,AL,2022-09-15,1,1,1,0,0,1
76,0.502138903438124,0.2028794416952925,AL,2022-09-16,1,1,1,0,0,1
77,0.48814779274352,0.2031573267816995,AL,2022-09-17,1,1,1,0,0,1
78,0.0255108852790442,0.0153355323648204,AL,2022-09-18,1,1,1,0,0,1
79,0.632487717057817,0.2665214472047775,AL,2022-09-19,1,1,1,0,0,1
80,0.258310111511917,0.01487712911444745,AL,2022-09-20,1,1,1,1,1,1
81,0.348589789568982,0.1229208270343515,AL,2022-09-21,1,1,1,0,0,1
82,0.431792224407585,0.166334048594503,AL,2022-09-22,1,1,1,0,0,1
83,2.02543838171114,0.2995209522374915,AL,2022-09-23,0,0,1,0,0,1
84,0.164664425263874,0.01420779218340735,AL,2022-09-24,1,1,1,1,1,1
85,0.164670345671026,0.0065820661278911,AR,2022-08-14,1,1,1,1,1,1
86,2.3475325975198,0.139698850352754,AR,2022-08-15,0,0,1,0,0,0
87,2.49845077501178,0.0059931758750781,AR,2022-08-16,0,0,1,0,0,1
88,0.88853781169715,0.0426888600706185,AR,2022-08-17,1,1,1,0,0,0
89,0.671807429885636,0.066440509928311,AR,2022-08-18,1,1,1,1,1,1
90,1.89779055301018,0.2678821131091475,AR,2022-08-19,0,0,0,0,0,0
91,0.974815503579619,0.00488541174529108,AR,2022-08-20,1,0,1,0,0,0
