"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","other_95_CI"
"1",NA,NA,"AK",2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,"AK",2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,"AK",2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,"AK",2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,"AK",2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.149107309845561,0.148365024083418,"AK",2022-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",NA,NA,"AK",2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.121323854052251,0.125965142334263,"AK",2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10",0.112753635015216,0.119495238050511,"AK",2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",NA,NA,"AK",2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.104363841341901,0.108058938618756,"AK",2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13",1.40953705717032,0.598937422055882,"AK",2022-12-16,0,1,1,0,1,1,1,0,0,1,1,1,1,1
"14",NA,NA,"AK",2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.844097307233414,0.527995480027221,"AK",2022-12-19,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"17",NA,NA,"AK",2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.878864474875017,0.549170460885404,"AK",2022-12-21,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"19",NA,NA,"AK",2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.0871089226754069,0.0858780863488337,"AK",2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26",1.07490701567524,0.7145612530271,"AK",2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"27",0.93351573975401,0.616160733081026,"AK",2022-12-30,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"28",NA,NA,"AK",2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.543077769346367,0.294249331350666,"AK",2023-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32",0.314339116076714,0.121468874909543,"AK",2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"33",0.120461806035913,0.130080721823504,"AK",2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"34",0.138667599474501,0.139630689830204,"AK",2023-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"35",NA,NA,"AK",2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.635557658157998,0.354588655150831,"AK",2023-01-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"38",0.417344467904729,0.236230791153988,"AK",2023-01-10,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"39",0.186017520149049,0.20107433168129,"AK",2023-01-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"40",0.207277010792634,0.215870451137801,"AK",2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.824647145959989,0.25771212653539,"AL",2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"44",0.997147334590883,0.285069691011139,"AL",2022-12-05,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"45",1.09594651834614,0.347366170661896,"AL",2022-12-06,1,1,1,1,0,1,1,1,0,1,0,0,1,1
"46",0.297180895750307,0.227290719878737,"AL",2022-12-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"47",1.17195713096224,0.297912805712265,"AL",2022-12-08,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"48",0.96651797374146,0.246052853465044,"AL",2022-12-09,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"49",0.843618596592416,0.142444098533694,"AL",2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"50",1.60025146120297,0.52116249719876,"AL",2022-12-11,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"51",1.39661992904604,0.434597845149475,"AL",2022-12-12,1,1,0,0,0,1,1,1,1,0,0,0,1,0
"52",0.0898748557084127,0.0620778054609797,"AL",2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",1.05755622667151,0.325710970233,"AL",2022-12-14,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"54",1.42201899823133,0.290882830028444,"AL",2022-12-15,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"55",0.869464078390701,0.292268382961998,"AL",2022-12-16,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"56",0.238978041364702,0.0479659541709143,"AL",2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",0.228732280362901,0.0452971683776618,"AL",2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58",0.423305157954541,0.195357505524703,"AL",2022-12-19,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"59",1.51776122756147,0.227956168769866,"AL",2022-12-20,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"60",2.72699998721206,0.456371275954104,"AL",2022-12-21,1,1,1,0,1,0,0,1,1,1,0,1,0,0
"61",NA,NA,"AL",2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",0.0565095838456681,0.0358907933951322,"AL",2022-12-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"64",NA,NA,"AL",2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1.38352184303885,0.286702995534855,"AL",2022-12-26,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"66",1.10783034331945,0.21565557441398,"AL",2022-12-27,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"67",2.39997323234358,0.388211334150297,"AL",2022-12-28,1,0,1,0,0,1,1,1,0,1,0,0,1,1
"68",2.55358726168857,0.307283974770017,"AL",2022-12-29,1,1,1,0,0,1,0,1,1,1,0,0,0,0
"69",2.09409081511677,0.420481102689858,"AL",2022-12-30,1,0,1,0,1,0,1,1,0,1,0,1,0,1
"70",NA,NA,"AL",2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1.47554746898066,0.227746315562901,"AL",2023-01-02,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"73",2.5285869102082,0.246795189748668,"AL",2023-01-03,1,0,1,1,1,0,0,1,0,0,1,0,1,0
"74",2.18956416720787,0.36911694766813,"AL",2023-01-04,1,1,1,0,0,1,1,1,1,1,0,0,0,1
"75",0.957394955825574,0.238163991308494,"AL",2023-01-05,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"76",1.77338225833322,0.409370211584088,"AL",2023-01-06,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"77",2.81965356521239,0.471896506824142,"AL",2023-01-07,1,0,1,0,1,1,0,1,0,1,0,1,0,0
"78",1.59403265093461,0.750738872846067,"AL",2023-01-08,1,0,1,0,1,1,0,1,0,1,0,1,1,0
"79",1.28392608941202,0.301929060233879,"AL",2023-01-09,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"80",1.08027009756987,0.233754590492632,"AL",2023-01-10,1,0,1,1,1,1,1,1,0,1,0,1,0,1
"81",0.324372760196839,0.294067064307231,"AL",2023-01-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"82",1.00646933728851,0.443371999512515,"AL",2023-01-12,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"83",NA,NA,"AL",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.252007318565864,0.26147458012441,"AR",2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",1.80014214962968,0.318027316493182,"AR",2022-12-05,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"87",4.19854534998731,0.366063495409393,"AR",2022-12-06,0,0,0,1,1,1,1,0,0,0,0,0,0,1
"88",1.15816673543376,0.27179692210711,"AR",2022-12-07,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"89",2.87109414951471,0.351984199632193,"AR",2022-12-08,1,1,0,0,1,1,1,0,0,0,0,1,1,1
"90",1.78097407199258,0.273324105512828,"AR",2022-12-09,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"91",0.523728594857417,0.248876230392914,"AR",2022-12-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"92",0.831298611547661,0.267883144385513,"AR",2022-12-11,1,1,0,1,1,1,1,0,0,0,0,1,1,1
"93",4.21900445790528,0.329250138227177,"AR",2022-12-12,1,1,0,0,1,1,1,0,1,0,0,0,0,0
"94",1.35282963942275,0.284391788824282,"AR",2022-12-13,1,1,0,1,1,1,1,1,0,0,0,1,0,1
"95",2.55004603691816,0.293391757791781,"AR",2022-12-14,1,1,0,1,1,1,1,0,0,0,0,0,0,1
"96",1.6837288808641,0.188417179736892,"AR",2022-12-15,1,0,1,0,1,1,1,0,0,0,0,1,1,1
"97",3.10090500543545,0.436574225019996,"AR",2022-12-16,1,0,0,0,1,1,0,1,0,1,0,1,1,0
"98",0.8023607640474,0.262998933425581,"AR",2022-12-17,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"99",0.694779299610404,0.259197235224091,"AR",2022-12-18,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"100",1.5742709150543,0.234709301955854,"AR",2022-12-19,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"101",3.05132799856381,0.321038552498628,"AR",2022-12-20,1,0,0,0,1,1,0,1,0,0,0,1,1,0
"102",1.65876301319684,0.239529060584886,"AR",2022-12-21,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"103",1.43704635248952,0.288941816322917,"AR",2022-12-22,1,0,1,1,1,1,1,1,0,1,1,1,0,1
