"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","other_95_CI"
"1",0.577098862370371,0.0735565747152419,"AK",2023-02-12,1,1,1,1,1,1,1,0,1,0,1,0
"2",2.15016570749461,0.287886568387478,"AK",2023-02-13,1,0,1,0,1,0,1,0,1,0,1,0
"3",0.811409720461955,0.231789141808167,"AK",2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"4",1.08179609841651,0.26991242646531,"AK",2023-02-15,1,0,1,1,1,1,1,0,1,0,1,1
"5",0.932032974382153,0.0490647871862418,"AK",2023-02-16,1,1,1,0,1,1,1,0,0,0,1,1
"6",0.355460431784885,0.127668764157386,"AK",2023-02-17,1,1,1,1,1,1,1,0,1,0,1,1
"7",0.447358448676067,0.191242978869468,"AK",2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.778095133013286,0.349136813580171,"AK",2023-02-19,1,0,1,1,1,1,1,0,1,0,1,1
"9",0.603360254034468,0.118180669424927,"AK",2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"10",0.383391357189964,0.111829238315761,"AK",2023-02-21,1,1,1,1,1,1,1,1,0,0,1,1
"11",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.20778394478163,0.0228137695977999,"AK",2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"13",1.13114955737557,0.436787717730137,"AK",2023-02-24,1,1,1,0,1,0,1,0,1,1,1,0
"14",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.0119274205930187,0.0143998066746435,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"17",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.00587054190940099,0.00711575232122034,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"23",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.0145298209681131,0.00499726360893602,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.00318011375341007,0.0044441914618629,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.00200693875502419,0.00279472445595879,"AK",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.00175006100316203,0.00222658591535114,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"33",0.0016406008731855,0.00199049951413228,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",0.00131005673675127,0.00159659432988894,"AK",2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"36",NA,NA,"AK",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.00112049555056677,0.00128786490165279,"AK",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
"38",NA,NA,"AK",2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1.35516204270262,0.946585672572965,"AK",2023-03-24,1,0,1,0,1,1,1,0,1,0,1,1
"42",NA,NA,"AK",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.0739412792113747,0.052110325999577,"AL",2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.205360243840274,0.0469418479483055,"AL",2023-02-14,1,1,1,1,1,1,1,1,0,0,1,1
"46",0.356747312319387,0.0422239442977526,"AL",2023-02-15,1,1,1,1,1,1,1,0,0,0,1,1
"47",0.0550003492885108,0.0379279377613237,"AL",2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.0329522790360961,0.0243996276942473,"AL",2023-02-20,1,1,1,1,1,1,1,0,1,0,1,1
"52",0.0310834099565325,0.0217970470894719,"AL",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"53",1.05576347141373,0.743805438933144,"AL",2023-02-22,1,0,1,0,1,1,1,0,1,0,1,1
"54",0.0248709819165355,0.0173541090122328,"AL",2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"55",1.07420879406909,0.442965467792308,"AL",2023-02-24,1,1,1,1,1,0,1,1,1,0,1,0
"56",1.1939931880642,0.870138885945757,"AL",2023-02-25,1,1,1,0,0,1,1,1,1,0,0,1
"57",NA,NA,"AL",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
