"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.569282183866212,0.282625342341255,"AK",2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
"2",1.59472995488796,0.347562420966317,"AK",2023-01-30,1,0,1,0,1,1,1,0,1,0,1,1
"3",0.669108520791456,0.249863602940715,"AK",2023-01-31,1,1,1,1,1,1,1,0,1,0,1,1
"4",0.667543493753222,0.148985741883186,"AK",2023-02-01,1,1,1,1,1,1,1,0,1,0,1,0
"5",1.06660041511884,0.226587529600972,"AK",2023-02-02,1,1,1,1,1,1,1,0,0,0,0,0
"6",0.79894653450361,0.345322837454115,"AK",2023-02-03,1,1,0,1,1,1,1,1,0,0,1,1
"7",1.29681787000753,0.304579105316266,"AK",2023-02-04,1,0,1,1,1,1,1,0,1,0,1,1
"8",0.841080410916361,0.103323020076961,"AK",2023-02-05,1,1,1,0,1,1,1,1,1,1,1,1
"9",3.42874270881091,0.121916530043879,"AK",2023-02-06,1,0,1,0,1,1,1,0,1,0,1,1
"10",0.844969163577958,0.2636354963836,"AK",2023-02-07,1,1,1,1,0,1,1,0,0,0,0,0
"11",0.818847903928217,0.273745573061559,"AK",2023-02-08,1,1,0,1,1,1,1,0,0,0,1,1
"12",0.409571808826152,0.310006413956388,"AK",2023-02-09,1,1,1,1,1,1,1,1,1,0,0,1
"13",1.67264838871031,0.0616636789017992,"AK",2023-02-10,1,0,1,0,1,1,1,0,1,0,1,1
"14",0.530513610848954,0.144607322535119,"AK",2023-02-11,1,1,1,1,1,1,1,0,1,0,1,1
"15",0.727892527764701,0.0493513063230885,"AK",2023-02-12,1,1,1,1,1,1,1,1,1,0,0,1
"16",1.71889022132263,0.302811216594251,"AK",2023-02-13,1,1,1,1,1,0,1,0,1,0,1,0
"17",0.692019458068901,0.242420345555445,"AK",2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"18",0.917609511644535,0.287707252844915,"AK",2023-02-15,1,0,1,1,1,1,1,0,1,1,0,1
"19",1.12997290472975,0.0308673015931983,"AK",2023-02-16,1,1,1,0,1,1,1,1,1,1,1,1
"20",0.40666775129964,0.123664692194996,"AK",2023-02-17,1,1,1,1,1,1,1,0,1,0,1,1
"21",0.369752139256996,0.197640301648612,"AK",2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
"22",0.706799848884498,0.377595269337195,"AK",2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
"23",0.714394419771768,0.116162953163525,"AK",2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
"24",0.391073318448697,0.109924288077442,"AK",2023-02-21,1,1,1,1,1,1,1,0,1,0,1,1
"25",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.27643949689351,0.0127874366409645,"AK",2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
"27",1.06963325539756,0.443752049121027,"AK",2023-02-24,1,1,1,1,0,1,1,0,1,1,0,1
"28",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.0169647785829791,0.0075450641937431,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",0.00688976562128729,0.00335534387167157,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"37",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",0.0178791286724695,0.00222715032856365,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"40",0.00435318975682879,0.00194215615818156,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1.06739441136691,0.149201012293824,"AL",2023-01-30,1,1,1,0,1,1,1,0,1,0,1,1
"45",0.219603649748697,0.13648650711078,"AL",2023-01-31,1,1,1,1,1,1,1,0,1,0,1,1
"46",NA,NA,"AL",2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.852122467739256,0.349600737137631,"AL",2023-02-02,0,1,1,1,1,1,0,0,1,0,1,1
"48",NA,NA,"AL",2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",0.15523335773267,0.0932008658693883,"AL",2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"50",0.677468994311965,0.512606967746905,"AL",2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1
"51",0.390963150201178,0.304647223722558,"AL",2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"52",0.738618881653392,0.553830946214627,"AL",2023-02-07,1,0,1,1,1,1,1,0,1,0,1,1
"53",0.822215827471991,0.0613786965514984,"AL",2023-02-08,1,1,1,0,1,1,1,0,1,0,1,1
"54",1.06713578487966,0.760652594942053,"AL",2023-02-09,1,1,1,1,0,1,1,1,1,0,0,1
"55",0.0833556140403962,0.0492301222777361,"AL",2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1
"56",NA,NA,"AL",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0536975616138047,0.0349259102587921,"AL",2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
"59",0.17589715245034,0.0310584795767583,"AL",2023-02-14,1,1,1,1,1,1,1,0,1,0,0,1
"60",0.283349812176951,0.0275831658256217,"AL",2023-02-15,1,1,1,1,1,1,1,0,0,0,1,1
"61",0.0389937286605632,0.0244669038462393,"AL",2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"62",NA,NA,"AL",2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.031206333401509,0.0149893073355336,"AL",2023-02-20,1,1,1,1,1,1,1,1,1,0,0,1
"66",0.0238646982598478,0.0132320129218437,"AL",2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
"67",1.11090668464131,0.801160119583634,"AL",2023-02-22,1,0,1,0,1,1,1,0,1,0,1,1
"68",0.0176456799856913,0.0102896083845783,"AL",2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
"69",1.15536413527363,0.454062765375702,"AL",2023-02-24,1,1,1,0,1,0,1,1,1,0,1,0
"70",1.27062472583552,0.90465817186432,"AL",2023-02-25,1,1,1,0,1,0,1,1,1,0,1,0
"71",NA,NA,"AL",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.0113234948342068,0.0061817483950769,"AL",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"73",NA,NA,"AL",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.0268621797753544,0.00420246101514985,"AL",2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"76",1.08141734722951,0.44510871311965,"AL",2023-03-03,1,0,1,0,1,1,1,0,1,0,1,1
"77",NA,NA,"AL",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.0185024953369627,0.00285222341383103,"AL",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"79",NA,NA,"AL",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.00329995421062224,0.00220212509302276,"AL",2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"81",0.0120502333740653,0.00193502602905018,"AL",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"82",1.19571428758659,0.317450031772225,"AL",2023-03-09,1,1,0,0,1,1,1,1,0,0,1,1
"83",NA,NA,"AL",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.525542522111314,0.270290336469438,"AR",2023-01-29,1,1,1,1,1,1,0,1,1,0,1,1
