"","es_score","brier_score","location","target_date","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","recombinant_50_CI","other_50_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","recombinant_95_CI","other_95_CI"
"1",0.180644258122359,0.190123237001123,"AK",2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.796498762513824,0.31705706518013,"AK",2023-01-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"3",1.12888302710457,0.231488653380647,"AK",2023-01-10,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
"4",1.45824340429762,0.355341566282098,"AK",2023-01-11,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1
"5",1.42668551214336,0.239487953612974,"AK",2023-01-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"6",0.763002756240464,0.259588995779357,"AK",2023-01-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"7",0.277158577900796,0.270749197976235,"AK",2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",0.301776514630052,0.287936341588863,"AK",2023-01-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"9",0.743264408090162,0.283500288671644,"AK",2023-01-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"10",2.54242158563782,0.321035996620618,"AK",2023-01-17,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
"11",2.45278621854899,0.362611912670244,"AK",2023-01-18,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
"12",0.436175887523928,0.233179039438762,"AK",2023-01-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"13",2.77994203417167,0.334779095845419,"AK",2023-01-20,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
"14",NA,NA,"AK",2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",0.257968848628952,0.278012368391419,"AK",2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1.12469308553441,0.453593342856992,"AK",2023-01-23,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"17",3.58947527584386,0.460798504205782,"AK",2023-01-24,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
"18",2.31943999950672,0.458314539509188,"AK",2023-01-25,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0
"19",5.42445345307104,0.473007333285519,"AK",2023-01-26,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
"20",0.952890207209508,0.342202886645466,"AK",2023-01-27,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"21",0.665392642867308,0.56710828734106,"AK",2023-01-28,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"22",1.01177593594179,0.411674359123977,"AK",2023-01-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"23",2.38284553636794,0.610858748451996,"AK",2023-01-30,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"24",1.10106559945093,0.296006546302002,"AK",2023-01-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"25",0.286764105029043,0.0386414294782157,"AK",2023-02-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"26",1.27026012519021,0.246753399811518,"AK",2023-02-02,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"27",1.08915796121509,0.391669581882529,"AK",2023-02-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"28",2.66865871823275,0.416989531161696,"AK",2023-02-04,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
"29",0.321154157698028,0.0224933462503268,"AK",2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",1.16841067632349,0.0713853256504151,"AK",2023-02-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"31",1.01089712852931,0.280681634209156,"AK",2023-02-07,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
"32",1.46650651834287,0.311277510584543,"AK",2023-02-08,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
"33",0.736711939650128,0.402149062976716,"AK",2023-02-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"34",0.657882977734379,0.0110002572064636,"AK",2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"35",0.394925411018946,0.144347794613497,"AK",2023-02-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36",0.215130113094057,0.00818865875190432,"AK",2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37",3.52765500553074,0.36076291983961,"AK",2023-02-13,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
"38",1.47443440839319,0.288590139566259,"AK",2023-02-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"39",1.68389429527978,0.348699291940129,"AK",2023-02-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"40",0.304086686856242,0.00448797947055333,"AK",2023-02-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"41",0.515943067670798,0.129386404161255,"AK",2023-02-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",0.722464721843279,0.225233675952095,"AK",2023-02-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"43",1.46734670358427,0.676789744063097,"AL",2023-01-08,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
"44",0.925974794676522,0.295537120144016,"AL",2023-01-09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"45",0.854960896044577,0.236199426932584,"AL",2023-01-10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"46",0.437585959731916,0.29819725352588,"AL",2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47",0.953632507167795,0.423017565882744,"AL",2023-01-12,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"48",NA,NA,"AL",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1.49890983291193,0.269520231559493,"AL",2023-01-18,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
"54",0.243521678031492,0.188075832083649,"AL",2023-01-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"55",0.279136779836898,0.202800288086783,"AL",2023-01-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"56",NA,NA,"AL",2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
