"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","X23D_50_CI","X23B_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","X23D_95_CI","X23B_95_CI","other_95_CI"
"46",0.0241885107282546,0.0228301905767004,"AL",2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47",NA,NA,"AL",2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",0.0233168177735489,0.0236590439260628,"AL",2023-03-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"49",0.999865296676654,0.412583332102083,"AL",2023-03-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"50",NA,NA,"AL",2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.0837088196987867,0.025481574415417,"AL",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52",NA,NA,"AL",2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",0.0291764702386799,0.033007672710236,"AL",2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59",NA,NA,"AL",2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.0327737769884793,0.0361940129583614,"AL",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",1.82616641608572,0.778425935297199,"AL",2023-04-06,1,1,0,0,1,1,0,1,1,0,0,1,1,0
"62",NA,NA,"AL",2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",0.1109764701089,0.0420289375537133,"AL",2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",NA,NA,"AL",2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.960531404970811,0.401336740228793,"AL",2023-04-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"66",1.03586015497842,0.729830973396614,"AL",2023-04-11,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"67",0.0408415542251634,0.0520435414735911,"AL",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68",NA,NA,"AL",2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.0436110227836683,0.0580984502804495,"AL",2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70",0.04563155212429,0.0613979405599583,"AL",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"71",NA,NA,"AL",2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.0536208829372218,0.0685421517102125,"AL",2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73",0.0528007522086911,0.0723831212369892,"AL",2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",0.0534766472964889,0.0763983462558749,"AL",2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",NA,NA,"AL",2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.082036760877468,0.113832065152701,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0621282746339901,0.0102204185417571,"AR",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",0.534973507676398,0.00951256037554422,"AR",2023-03-21,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"88",1.41026315443423,0.00886967412011835,"AR",2023-03-22,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"89",0.0224280719499285,0.00828633737048425,"AR",2023-03-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"90",0.020753026410331,0.00775762273847312,"AR",2023-03-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"91",NA,NA,"AR",2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1.23221183622291,0.454961102118433,"AR",2023-03-26,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"93",0.00378430820917242,0.0064567926310599,"AR",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",2.12169988329154,0.290146054043148,"AR",2023-03-28,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"95",0.359863526253509,0.00579223593784468,"AR",2023-03-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"96",0.0115919631061195,0.00551225225241003,"AR",2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"97",0.00295863376649665,0.00526419312140131,"AR",2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",0.00231619897434461,0.0050462846964423,"AR",2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"99",0.00869656668842342,0.00485709266202849,"AR",2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",0.00229095526230139,0.00469552446490474,"AR",2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"101",0.0952624975116468,0.00456083743947096,"AR",2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",0.0359466691453597,0.00445265357565223,"AR",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"103",0.00185018732391679,0.00437098173240101,"AR",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"104",1.28865371102982,0.462584765432374,"AR",2023-04-07,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"105",NA,NA,"AR",2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",0.0051781090366583,0.00429163362866297,"AR",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"107",0.0112656287480961,0.00432509535208696,"AR",2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108",0.00136358472055837,0.00439230725960779,"AR",2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109",0.00563654921715089,0.00449656387437011,"AR",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",NA,NA,"AR",2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1.25488567028311,0.444294937505902,"AR",2023-04-16,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"114",0.00661803816269184,0.00574798865779002,"AR",2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0024321644882624,0.00807663740806937,"AR",2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",0.0189652499637537,0.00892240037903893,"AR",2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"120",0.00403434116880032,0.00989281818487868,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"121",0.0044667652483418,0.0109952791866409,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.60197628399942,0.172045333003301,"AZ",2023-03-19,1,1,0,0,1,1,1,1,0,1,0,1,1,1
"128",1.60867384001236,0.0910379117402019,"AZ",2023-03-20,0,1,1,1,1,1,1,0,1,0,1,0,1,0
"129",1.16950446161898,0.169853292675827,"AZ",2023-03-21,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"130",0.660641279159575,0.0976498444285298,"AZ",2023-03-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"131",0.538553505531604,0.113690058923287,"AZ",2023-03-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"132",0.260546068289112,0.00668535835676147,"AZ",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.0101072570253213,0.00673011661034899,"AZ",2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",0.692118617654944,0.102817240851398,"AZ",2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135",1.33946154824834,0.11283138358753,"AZ",2023-03-27,1,1,1,1,0,1,1,0,0,0,1,0,1,0
"136",2.15649018615172,0.0477086016744451,"AZ",2023-03-28,0,1,0,1,1,1,1,0,0,0,1,1,0,1
"137",0.791927123456482,0.0071109789703776,"AZ",2023-03-29,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"138",1.59369862945857,0.224573075259047,"AZ",2023-03-30,1,1,0,0,0,1,1,1,1,0,0,0,1,1
"139",0.0389304493974584,0.00742903924443652,"AZ",2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140",0.912490990967514,0.291254223720379,"AZ",2023-04-01,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"141",0.751884345632924,0.151440109358225,"AZ",2023-04-02,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"142",1.11042875963531,0.0541639989322587,"AZ",2023-04-03,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"143",1.70274403351183,0.171441352091834,"AZ",2023-04-04,1,1,0,1,0,1,0,0,1,0,1,0,1,0
"144",0.952147598555338,0.0831693790194029,"AZ",2023-04-05,1,1,1,1,1,0,1,1,0,0,1,0,0,1
"145",0.143674909004411,0.00898518563658776,"AZ",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.3678001115557,0.00934832742291358,"AZ",2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"147",0.643161386623396,0.0938002418715015,"AZ",2023-04-08,1,1,1,1,0,1,1,0,1,0,0,0,1,1
"148",1.91114825467849,0.140541993882094,"AZ",2023-04-09,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"149",1.97183196532274,0.139508863271772,"AZ",2023-04-10,1,1,1,1,0,0,1,0,0,1,1,0,0,1
"150",2.2370824821627,0.211071837874705,"AZ",2023-04-11,1,1,0,0,0,1,1,1,1,0,0,1,1,0
"151",0.055530024317073,0.0117491465955794,"AZ",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"152",0.331074092576,0.0123696537936056,"AZ",2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"153",0.852162095128024,0.284039916045918,"AZ",2023-04-14,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"154",0.43665490865132,0.0137849958444788,"AZ",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"155",1.30311493491594,0.250970417974014,"AZ",2023-04-16,1,1,1,1,1,0,0,1,1,0,1,1,0,0
"156",1.35253188968541,0.107904261013402,"AZ",2023-04-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"157",1.43944886623367,0.175755924592367,"AZ",2023-04-18,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"158",1.96625230072892,0.0498059907270087,"AZ",2023-04-19,1,1,0,1,1,1,1,0,0,0,1,0,1,0
"159",3.33031437298533,0.23861741511057,"AZ",2023-04-20,1,1,0,0,0,1,1,1,1,0,0,0,0,1
"160",1.19016768379995,0.820924659124587,"AZ",2023-04-21,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"161",0.160225292110582,0.0212398000022686,"AZ",2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",2.22505717674751,0.0833003733405291,"AZ",2023-04-23,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"163",1.93372273943141,0.0563794596555471,"AZ",2023-04-24,1,1,0,1,1,1,1,0,1,0,1,0,0,1
"164",1.87296852745416,0.135169081022658,"AZ",2023-04-25,1,1,1,1,0,1,1,0,0,1,1,0,1,1
"165",2.58732591907961,0.104771543621555,"AZ",2023-04-26,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"166",1.0516616587833,0.0845538842496183,"AZ",2023-04-27,1,1,1,1,1,1,1,0,0,0,1,0,1,0
"167",0.872083494301187,0.0326569749093391,"AZ",2023-04-28,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"168",0.481413841217429,0.0352516482815651,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"169",3.11655333336999,0.168468974406131,"CA",2023-03-19,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"170",4.93249278283691,0.064240926233378,"CA",2023-03-20,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"171",3.15689394666664,0.0912057809489746,"CA",2023-03-21,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"172",1.82164353788074,0.122115546830273,"CA",2023-03-22,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"173",2.36488095683756,0.135181671516081,"CA",2023-03-23,1,0,1,1,0,1,1,0,0,0,1,0,0,0
"174",2.2912309578632,0.132328525205321,"CA",2023-03-24,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"175",5.94366831217229,0.228335313101029,"CA",2023-03-25,1,0,0,1,1,0,1,0,0,0,1,0,0,0
"176",3.31137269029628,0.170890261683315,"CA",2023-03-26,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"177",3.8466673925584,0.0990658614076767,"CA",2023-03-27,0,1,0,1,0,1,1,0,0,0,0,0,1,0
"178",4.1012865768684,0.0570320734219077,"CA",2023-03-28,1,1,0,1,0,1,1,0,1,0,1,0,0,1
"179",4.39385476385733,0.196345637069887,"CA",2023-03-29,1,1,0,1,1,0,1,0,1,0,1,0,0,1
"180",4.09984231792818,0.0749304291971873,"CA",2023-03-30,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"181",2.17536925562965,0.119898496880704,"CA",2023-03-31,1,1,1,1,0,1,1,0,0,0,1,0,0,0
"182",4.10118333096547,0.193396995811981,"CA",2023-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"183",2.22745185870193,0.165215087932233,"CA",2023-04-02,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"184",3.19714478447579,0.15612602325897,"CA",2023-04-03,0,0,1,0,1,1,1,0,0,0,0,0,0,1
"185",5.31305116651231,0.0880236664291431,"CA",2023-04-04,1,1,0,1,0,1,1,1,1,0,1,0,1,0
"186",2.69766698663434,0.161964482046245,"CA",2023-04-05,0,1,1,0,1,1,1,0,1,0,0,1,0,0
"187",3.98137804801859,0.197164591712017,"CA",2023-04-06,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"188",2.8691841996234,0.145767272684967,"CA",2023-04-07,0,1,1,1,1,1,1,0,0,1,0,0,0,0
"189",4.83775578454126,0.137973291086003,"CA",2023-04-08,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"190",1.28034611437457,0.0828368727015027,"CA",2023-04-09,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"191",3.101745486747,0.187453839490578,"CA",2023-04-10,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"192",9.24200571073677,0.118797713351591,"CA",2023-04-11,1,1,0,1,0,0,1,0,1,0,0,1,0,0
"193",2.65579196241549,0.207951429856888,"CA",2023-04-12,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"194",7.18935422893677,0.156874455544622,"CA",2023-04-13,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"195",13.0248371470646,0.10951568413864,"CA",2023-04-14,0,0,0,1,0,1,1,0,1,0,1,0,0,0
"196",6.55985419327083,0.173246260833212,"CA",2023-04-15,1,1,0,1,0,1,1,0,0,0,1,0,0,0
"197",4.08244208437713,0.162476786347524,"CA",2023-04-16,1,1,0,1,1,0,1,0,0,0,0,0,0,1
"198",10.6821158392996,0.176225696228646,"CA",2023-04-17,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"199",7.67663197588794,0.166921985535966,"CA",2023-04-18,1,1,0,1,0,1,0,0,0,0,0,0,1,0
"200",4.89933338101227,0.228312121233201,"CA",2023-04-19,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"201",5.07875052524072,0.232486404489223,"CA",2023-04-20,1,1,0,1,0,1,0,0,0,0,1,0,0,0
"202",11.5223395844614,0.163205298144244,"CA",2023-04-21,1,1,0,1,0,0,1,0,0,0,1,0,1,1
"203",3.49742300617618,0.320574093069706,"CA",2023-04-22,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"204",2.14701947234269,0.29788357366332,"CA",2023-04-23,1,1,1,1,0,0,1,1,1,0,0,0,0,1
"205",7.21140257922839,0.259616516021299,"CA",2023-04-24,1,1,0,1,0,1,1,1,0,0,0,0,0,0
"206",10.6823581717241,0.289512921149715,"CA",2023-04-25,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"207",21.0796966756851,0.24989952705534,"CA",2023-04-26,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"208",21.3618943707794,0.281210729481994,"CA",2023-04-27,1,1,0,0,0,1,1,0,0,0,0,0,1,0
"209",17.1538503584072,0.311836337219188,"CA",2023-04-28,1,1,0,1,0,1,0,0,0,0,1,0,0,0
"210",10.8265101225439,0.356495901423827,"CA",2023-04-29,1,1,0,1,0,1,0,1,0,0,0,0,0,0
"211",0.869635326851495,0.154057322231675,"CO",2023-03-19,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"212",0.439704948089065,0.00477860971225724,"CO",2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",0.862721962801907,0.117694735043709,"CO",2023-03-21,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"214",4.51261562912237,0.491337291864551,"CO",2023-03-22,0,0,0,1,0,1,1,0,0,0,1,0,1,1
"215",0.563024841054614,0.112821693643783,"CO",2023-03-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"216",0.197704495896293,0.00694887050008497,"CO",2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"217",0.00806412855624687,0.00775039607607921,"CO",2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"218",0.662137941951056,0.173333088453973,"CO",2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"219",0.25016700275296,0.0098001074218121,"CO",2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"220",0.215884671679624,0.0111030024920397,"CO",2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"221",0.310172893469777,0.0126365674410134,"CO",2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"222",0.265190679281973,0.0144427723465517,"CO",2023-03-30,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"223",NA,NA,"CO",2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",0.0202091541931074,0.0190799912599803,"CO",2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",NA,NA,"CO",2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.390607478611928,0.140273371456611,"CO",2023-04-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"227",0.109504204532658,0.02962063884818,"CO",2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"228",0.0364190538759072,0.0344372237803305,"CO",2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"229",0.743536907643792,0.0400815549516548,"CO",2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
