"","es_score","brier_score","location","target_date","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","recombinant_50_CI","X23H_50_CI","X24A_50_CI","X23I_50_CI","other_50_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","recombinant_95_CI","X23H_95_CI","X24A_95_CI","X23I_95_CI","other_95_CI"
"96",2.02667726090862,0.487161561491143,"AR",2023-12-21,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
"97",1.23817151916651,0.458164263884941,"AR",2023-12-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"98",NA,NA,"AR",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.761786283467866,0.375574409870179,"AR",2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
"103",1.70312023258998,0.412951450230763,"AR",2023-12-28,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"104",NA,NA,"AR",2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",0.159194188055517,0.0868963529236101,"AR",2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"109",0.697819086305189,0.0834283025580957,"AR",2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
"110",1.11575841918671,0.318749611618652,"AR",2024-01-04,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
"111",0.145371650559379,0.0773472235599616,"AR",2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"112",NA,NA,"AR",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.972808277631415,0.715279475082316,"AR",2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"117",0.324718046984615,0.0649691925652416,"AR",2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
"118",0.842309362591161,0.391592914872946,"AR",2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0
"119",NA,NA,"AR",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.104542725203275,0.0580337545758929,"AR",2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"126",NA,NA,"AR",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.06665812793765,0.45263305439461,"AZ",2023-12-10,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1
"128",1.67181154144609,0.396234657057809,"AZ",2023-12-11,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
"129",3.48021488651863,0.471519920995276,"AZ",2023-12-12,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"130",2.52933937497664,0.40977049790886,"AZ",2023-12-13,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0
"131",1.66160267012414,0.343205884055407,"AZ",2023-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"132",0.90717805882193,0.353280068937519,"AZ",2023-12-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1
"133",3.36396133612796,0.437133933927102,"AZ",2023-12-16,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
"134",1.80120598738198,0.244677115433775,"AZ",2023-12-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"135",6.00956706060771,0.415817828600504,"AZ",2023-12-18,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"136",8.46192211557887,0.459994444847912,"AZ",2023-12-19,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
"137",2.27182731244432,0.399253552889268,"AZ",2023-12-20,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1
"138",1.49325381395756,0.384301229568569,"AZ",2023-12-21,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
"139",1.43442203038557,0.417230954599656,"AZ",2023-12-22,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
"140",0.783749061750935,0.305141325867895,"AZ",2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"141",5.09600272417964,0.436302933058189,"AZ",2023-12-24,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"142",4.84605865198307,0.495740464234864,"AZ",2023-12-25,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
"143",15.7545118575923,0.458013556806842,"AZ",2023-12-26,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"144",6.80411580957295,0.453673072408428,"AZ",2023-12-27,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1
"145",2.37067557763559,0.381901019192205,"AZ",2023-12-28,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
"146",1.38896327197777,0.432451131084396,"AZ",2023-12-29,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
"147",1.49955382113218,0.51302742306773,"AZ",2023-12-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"148",3.69150798238107,0.454038389602161,"AZ",2023-12-31,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
"149",15.0298542982482,0.457540947120106,"AZ",2024-01-01,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"150",23.1079330931055,0.456443996762879,"AZ",2024-01-02,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"151",3.41077572919244,0.446163996386841,"AZ",2024-01-03,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"152",2.47418910002101,0.529876160523909,"AZ",2024-01-04,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
"153",1.24984203984984,0.39837828497266,"AZ",2024-01-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
"154",5.49722520764641,0.478234418765202,"AZ",2024-01-06,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"155",4.97806584538081,0.527480903036239,"AZ",2024-01-07,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
"156",10.7126697903389,0.485992547557018,"AZ",2024-01-08,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
"157",15.0244223997595,0.486541422319057,"AZ",2024-01-09,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1
"158",1.53910052257612,0.53351094413464,"AZ",2024-01-10,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1
"159",3.35263319433168,0.412536202604894,"AZ",2024-01-11,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
"160",3.54162943061758,0.425070801700864,"AZ",2024-01-12,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1
"161",4.19334132797343,0.544328828591207,"AZ",2024-01-13,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
"162",8.41603496226436,0.4465182954251,"AZ",2024-01-14,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1
"163",29.7401530007265,0.528893301350624,"AZ",2024-01-15,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
"164",1.56070985553013,0.545074129900136,"AZ",2024-01-16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"165",16.0264716552101,0.501012657266939,"AZ",2024-01-17,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"166",2.52094199703178,0.553626178087517,"AZ",2024-01-18,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1
"167",3.29977873579185,0.550233192537941,"AZ",2024-01-19,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
"168",2.13740865638287,0.449310097412268,"AZ",2024-01-20,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"169",2.05040140184096,0.390282430458734,"CA",2023-12-10,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"170",2.79714767261929,0.344207259680177,"CA",2023-12-11,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
"171",2.5035671524447,0.344499201759227,"CA",2023-12-12,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"172",6.29098565427397,0.356101410413925,"CA",2023-12-13,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
"173",3.01908801287031,0.371672668447505,"CA",2023-12-14,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
"174",1.6132710087078,0.380540037578056,"CA",2023-12-15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"175",2.47467989586053,0.309416062123758,"CA",2023-12-16,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"176",0.793553772742756,0.266927535454104,"CA",2023-12-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
"177",2.42651401468229,0.317579277762398,"CA",2023-12-18,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
"178",1.8687788597166,0.318889861517298,"CA",2023-12-19,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
"179",2.28759344161769,0.346910423168313,"CA",2023-12-20,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"180",7.21417205656893,0.335573763785253,"CA",2023-12-21,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1
"181",2.57228608039644,0.265206056120056,"CA",2023-12-22,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1
