"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"1",0.0104655480302244,0.00794487178773098,"AK",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2",1.21996872740163,0.841984113820034,"AK",2023-04-10,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"3",0.130309365132629,0.0090837981709069,"AK",2023-04-11,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"4",0.012255122152239,0.00975940805439631,"AK",2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"5",0.144852570869528,0.0105149110803346,"AK",2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"6",0.0144543798005276,0.0113578606119299,"AK",2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7",0.0156418807843766,0.0122963836393723,"AK",2023-04-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.0158143299856901,0.0133391844064591,"AK",2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1.09150127728899,0.44283117317481,"AK",2023-04-17,1,1,1,1,1,0,1,1,1,0,0,1,0,1
"10",0.0618952404125973,0.0157753323536582,"AK",2023-04-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"11",NA,NA,"AK",2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.0228764882401903,0.0187475334747676,"AK",2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13",NA,NA,"AK",2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,"AK",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
