"","es_score","brier_score","location","target_date","X21L_50_CI","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","other_50_CI","X21L_95_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","other_95_CI"
"1",NA,NA,"AK",2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1.32741530667918,0.293601628157413,"AK",2022-10-10,1,1,0,0,1,1,1,1,0,0,0,1,1,1
"3",0.0166496493709081,0.00850010158363754,"AK",2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4",NA,NA,"AK",2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,"AK",2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,"AK",2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"AK",2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,"AK",2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,"AK",2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.07392010176595,0.00968534703961144,"AK",2022-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11",0.021470689254998,0.00988218040777952,"AK",2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",NA,NA,"AK",2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,"AK",2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.0257607909431373,0.0110111411967579,"AK",2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",NA,NA,"AK",2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1.07887030680044,0.826140679136095,"AK",2022-10-30,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"23",NA,NA,"AK",2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.118787891547152,0.0140967700361058,"AK",2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26",NA,NA,"AK",2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.969234418588986,0.741241200070244,"AK",2022-11-14,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"38",NA,NA,"AK",2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.0691217808065542,0.0304568356352819,"AK",2022-11-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41",NA,NA,"AK",2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.2331943052997,0.0308728375468407,"AL",2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44",0.122683133736359,0.0309313364850028,"AL",2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.223769864471474,0.0310005074628808,"AL",2022-10-11,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"46",2.12387611216076,0.396562528246257,"AL",2022-10-12,1,1,0,1,0,1,1,1,0,0,1,0,1,1
"47",0.35691414797476,0.162167501738617,"AL",2022-10-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"48",0.373395050644662,0.0312884799565147,"AL",2022-10-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49",0.0347658099374588,0.0314179410638672,"AL",2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50",0.866953609771241,0.187903854840906,"AL",2022-10-16,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"51",1.00828766288287,0.421657978197131,"AL",2022-10-17,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"52",0.0373853435739677,0.0319424914722014,"AL",2022-10-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.124477731130258,0.0321734330766204,"AL",2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",0.0342043954364805,0.0324387246442977,"AL",2022-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55",0.0384509676319734,0.0327427854768475,"AL",2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
