"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.31830491039011,0.2736799671467,"AK",2023-01-22,1,1,1,1,1,1,0,1,1,0,1,1
"2",0.690434531019084,0.186635081973635,"AK",2023-01-23,1,0,1,1,1,1,1,1,1,1,1,1
"3",1.88608560130181,0.265000816058001,"AK",2023-01-24,1,0,1,0,1,1,0,0,0,1,1,0
"4",1.44451048803598,0.341922872864996,"AK",2023-01-25,1,1,1,1,1,0,1,0,0,0,1,0
"5",3.03488963963374,0.209188274285051,"AK",2023-01-26,1,0,1,0,1,1,0,0,1,0,1,0
"6",0.905237695733366,0.336947194267745,"AK",2023-01-27,1,1,1,1,1,1,1,0,1,0,1,0
"7",0.307805575744092,0.19441060315691,"AK",2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1
"8",0.455797517605316,0.244523709342845,"AK",2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
"9",1.26014529031419,0.196770052242623,"AK",2023-01-30,1,0,1,1,1,1,1,0,1,0,1,1
"10",1.02060340786442,0.278045420115374,"AK",2023-01-31,1,1,1,1,1,1,0,0,1,0,1,1
"11",0.973707450182958,0.336484554324016,"AK",2023-02-01,1,1,1,0,1,1,1,0,1,0,1,1
"12",2.4128348757854,0.28976626097261,"AK",2023-02-02,1,1,1,0,1,1,1,0,0,0,1,1
"13",0.946673495685366,0.374817948618034,"AK",2023-02-03,1,1,0,1,1,1,1,0,0,0,1,0
"14",0.880383923276502,0.257121475250241,"AK",2023-02-04,1,1,1,1,1,1,0,0,1,0,1,1
"15",1.47179596285037,0.331070060811046,"AK",2023-02-05,1,0,1,0,1,1,1,0,1,0,1,1
"16",6.60559159080122,0.320909845763075,"AK",2023-02-06,1,0,1,0,1,1,0,0,1,0,1,1
"17",1.57192344388966,0.36411772484372,"AK",2023-02-07,1,0,1,1,0,1,1,0,1,0,1,1
"18",1.55981289164408,0.335073966794024,"AK",2023-02-08,1,1,0,1,1,1,0,0,0,0,1,1
"19",0.282678239660982,0.26518337557621,"AK",2023-02-09,1,1,1,1,1,1,1,0,1,0,1,1
"20",3.5992040872343,0.32725498613133,"AK",2023-02-10,1,0,1,0,1,1,1,0,1,0,1,1
"21",1.82656380281443,0.306119403087435,"AK",2023-02-11,1,1,1,0,1,1,0,0,1,0,1,1
"22",1.85639034674131,0.326395440876398,"AK",2023-02-12,1,0,1,0,1,1,0,0,1,0,1,1
"23",1.67183918424758,0.312419382987668,"AK",2023-02-13,1,1,1,1,1,1,0,0,0,0,1,0
"24",0.996167812111348,0.284783583275685,"AK",2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
"25",0.710767479699107,0.276418535045637,"AK",2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
"26",3.32511971231142,0.325360750364336,"AK",2023-02-16,1,0,1,0,1,1,0,0,1,0,1,1
"27",2.14473201514239,0.30766551901654,"AK",2023-02-17,1,0,1,0,1,1,1,0,1,0,1,1
"28",0.83510429801262,0.294383336399981,"AK",2023-02-18,1,1,1,1,1,1,0,0,1,0,1,1
"29",0.312284071257041,0.263624323731354,"AK",2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
"30",4.76770614199272,0.308391470431278,"AK",2023-02-20,1,0,1,0,1,1,1,0,0,0,0,0
"31",2.52169129288269,0.309258359654161,"AK",2023-02-21,1,0,1,0,1,1,0,0,1,0,1,1
"32",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1.6529829177898,0.324150465325148,"AK",2023-02-23,1,0,1,0,1,1,1,0,1,0,1,1
"34",0.958474992165583,0.500183080426598,"AK",2023-02-24,1,1,1,1,0,1,1,0,1,0,0,1
"35",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.328456912136852,0.322989102258658,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"38",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.308876856657338,0.163564206481348,"AL",2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1
"45",0.299742493687149,0.168804082847459,"AL",2023-01-24,1,1,1,1,1,1,1,0,1,0,1,1
"46",0.434030132451739,0.376052374087954,"AL",2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1
"47",0.905305594850287,0.48394805642564,"AL",2023-01-26,0,1,1,1,1,1,0,0,1,1,1,1
"48",0.706635061067439,0.288946570631508,"AL",2023-01-27,1,1,1,1,1,1,1,1,1,1,1,1
"49",0.909250762404416,0.644679123498387,"AL",2023-01-28,1,1,1,1,1,0,1,0,1,1,1,0
"50",NA,NA,"AL",2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1.33950725352114,0.333953351913201,"AL",2023-01-30,1,0,1,0,1,1,1,0,1,0,1,1
"52",0.319341075358951,0.326385049608926,"AL",2023-01-31,1,1,1,1,1,1,1,1,0,0,1,1
"53",NA,NA,"AL",2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.738115011557016,0.362715357282268,"AL",2023-02-02,0,1,1,1,1,1,0,1,1,0,1,1
"55",NA,NA,"AL",2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",0.279843151224449,0.299139596503343,"AL",2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
"57",0.48004964587004,0.230910955486829,"AL",2023-02-05,1,1,1,1,1,1,1,0,1,1,1,0
"58",0.281443642419854,0.261441173733772,"AL",2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1
"59",0.504084021516451,0.239980237028965,"AL",2023-02-07,1,1,1,1,1,1,1,0,1,0,1,1
"60",1.48510569302223,0.276802529522049,"AL",2023-02-08,1,0,1,0,1,1,1,1,1,1,1,1
"61",0.961719825063625,0.652642818377785,"AL",2023-02-09,1,1,1,1,0,1,1,1,1,0,0,1
"62",0.230753705444012,0.267450434947764,"AL",2023-02-10,1,1,1,1,1,1,1,1,1,0,1,0
"63",NA,NA,"AL",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.208736224618709,0.255616372752466,"AL",2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
"66",0.528551824012412,0.252238503729905,"AL",2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
"67",0.86962946718699,0.249135413138716,"AL",2023-02-15,1,1,1,0,1,1,1,0,1,0,1,1
"68",0.190650893889817,0.246301488108724,"AL",2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
"69",NA,NA,"AL",2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
