"","es_score","brier_score","location","target_date","X22B_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","other_50_CI","X22B_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","other_95_CI"
"1",0.930156712324585,0.0675649993760155,"AK",2023-02-12,1,1,1,0,1,1,1,1,1,0,1,0
"2",1.27420445986291,0.289332450077558,"AK",2023-02-13,1,1,1,1,1,1,1,0,1,0,1,0
"3",0.592674762112661,0.233063254679714,"AK",2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
"4",0.70704659415216,0.269134448363449,"AK",2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
"5",1.57991419345855,0.0558108962646244,"AK",2023-02-16,1,0,1,0,1,1,1,0,1,0,1,1
"6",0.663400302285435,0.131654562111794,"AK",2023-02-17,1,1,1,1,1,1,0,0,1,1,1,1
"7",0.350563041900122,0.190410944709417,"AK",2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.513078886407891,0.331617513012521,"AK",2023-02-19,1,1,1,1,1,1,1,0,1,0,1,1
"9",1.33306927567182,0.124074313794132,"AK",2023-02-20,1,1,1,1,1,1,1,0,0,1,1,1
"10",0.683087464714119,0.118654928641279,"AK",2023-02-21,1,1,1,1,1,1,1,0,1,1,1,0
"11",NA,NA,"AK",2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.560542231572586,0.043846442433786,"AK",2023-02-23,1,1,1,1,1,1,1,0,1,0,1,1
"13",0.939135844529012,0.414183586331928,"AK",2023-02-24,1,1,1,1,1,0,1,1,1,0,1,0
"14",NA,NA,"AK",2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.0541627530184662,0.0406039908482339,"AK",2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"17",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.0457140856389783,0.0395519997443036,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"23",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.124767823105359,0.0406508617404488,"AK",2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"26",0.0413157541841246,0.0412700077659682,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.0381131968648248,0.0451597699876177,"AK",2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"31",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
