...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.196647302520328,0.0449493733487244,AK,2022-07-10,1,1,1,1,1,1,1,0,0,1
2,2.24251923018196,0.247668740478485,AK,2022-07-11,1,0,0,1,1,1,0,0,0,1
3,0.936826017457926,0.219744874059505,AK,2022-07-12,1,1,1,0,1,1,1,1,1,1
4,1.32697931891103,0.113082653412688,AK,2022-07-13,1,1,1,1,1,1,1,1,1,1
5,0.525053379209812,0.1702589569204155,AK,2022-07-14,1,1,1,1,1,1,0,0,1,1
6,0.604077276225493,0.160465276151378,AK,2022-07-15,1,1,1,1,1,1,1,0,0,1
7,1.02945911962438,0.14352148668258,AK,2022-07-16,1,1,1,1,1,1,1,0,0,1
8,0.99329513425719,0.2415523611597035,AK,2022-07-17,1,1,1,1,1,1,0,1,0,1
9,2.23272302022407,0.055694508331098,AK,2022-07-18,1,1,0,1,1,1,0,0,0,1
10,2.93372521687118,0.02125880353576935,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
11,0.610293755307127,0.1451240180886295,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
12,0.660857610920425,0.142515753905441,AK,2022-07-21,1,1,1,1,1,1,0,0,0,1
13,0.72981915190523206,0.1006567099614565,AK,2022-07-22,1,1,1,1,1,1,0,0,0,1
14,0.626840568378378,0.0155800866783246,AK,2022-07-23,1,1,1,1,1,1,0,0,0,1
15,0.389853882646031,0.091503912002852,AK,2022-07-24,1,1,1,1,1,1,0,1,0,1
16,1.31904850210392,0.2040119264227265,AK,2022-07-25,0,1,1,1,1,0,0,0,0,1
17,2.31884923295598,0.0575935457514985,AK,2022-07-26,1,0,0,1,1,1,1,0,0,1
18,1.35532518628137,0.04603083038954945,AK,2022-07-27,1,1,0,1,1,0,0,0,0,1
19,1.5193551712623,0.102218740198868,AK,2022-07-28,0,0,1,1,1,0,0,0,1,1
