...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
61,1.08881534934979,0.306453412155218,AL,2023-03-09,1,0,0,1,1,1,1,0,0,1,1,1
62,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.00593659982173846,0.004587494531117895,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0202082840261023,0.004451260434611515,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
68,0.00567332982579882,0.00433499898242814,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
69,0.00526648886988532,0.00423683054550757,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.23351003974551,0.4668953710537135,AL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
73,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.00509505790327129,0.003965684268023825,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.00482679573416879,0.003938889526739255,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
77,1.26195484339418,0.4684234214475315,AL,2023-03-25,1,1,0,1,1,0,1,1,0,1,1,0
78,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0158232273797889,0.00396656595903744,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.399617306526874,0.118150072305894,AR,2023-02-19,1,1,1,1,1,1,1,1,0,1,1,0
86,1.03951964982296,0.325915430238573,AR,2023-02-20,1,1,1,1,1,0,0,1,0,1,1,0
87,2.34716692848904,0.278642006390516,AR,2023-02-21,1,1,1,0,1,1,0,1,0,0,1,1
88,1.82126654682713,0.315698693985191,AR,2023-02-22,0,1,0,1,1,0,0,1,0,1,1,0
89,0.464239656293465,0.1901267219327835,AR,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
90,0.45199364246748,0.189234160687421,AR,2023-02-24,1,1,1,1,1,1,1,1,0,0,1,1
91,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.356359240069962,0.229861968709506,AR,2023-02-26,1,1,1,1,1,1,0,1,0,1,1,1
93,4.8141689215712,0.340674226711627,AR,2023-02-27,0,1,0,1,1,0,0,1,0,1,1,0
94,1.94656184862708,0.4196144600291795,AR,2023-02-28,1,1,0,1,1,0,1,1,0,1,1,0
95,0.667513962632791,0.04828290497481615,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
96,0.151956533567764,0.0438271670759589,AR,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
97,0.0435035849977033,0.03974236815564455,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.895677820984279,0.02947993761310145,AR,2023-03-06,1,1,0,1,1,1,0,1,0,1,1,0
101,0.423765965877748,0.02664782390992555,AR,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
102,0.928117650701568,0.188252091335253,AR,2023-03-08,1,1,1,1,1,0,0,1,1,1,1,0
103,0.163995975743452,0.02173908474005465,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
104,0.138332134177034,0.01962318280216455,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
105,1.24061860714312,0.857087058771595,AR,2023-03-11,1,1,0,1,0,1,1,1,1,0,0,1
106,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0149917951035497,0.01441556375020045,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
108,0.974790494524078,0.228782920093788,AR,2023-03-14,1,1,1,0,1,1,1,1,0,0,1,1
109,0.0441446231469333,0.01173717848021045,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0411247732437012,0.01059452881598185,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
111,0.64520374698254,0.1711714164637255,AR,2023-03-17,1,1,1,1,1,1,0,1,0,1,1,1
112,1.03229003459691,0.417555371309022,AR,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
113,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0585848265936649,0.0070693882647158,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
115,0.478443350381609,0.00640165061914955,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
116,1.28769682970447,0.00580301633644265,AR,2023-03-22,1,1,0,1,1,1,0,1,0,1,0,1
117,0.0194205684132852,0.0052665885893853,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
118,0.0181594090120195,0.00478610946532426,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.236789184111,0.4642871456652965,AR,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
121,0.00318758080030805,0.003626352189372455,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
122,2.13782424518427,0.3001685731635875,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
123,0.327351213854235,0.00304263260534197,AR,2023-03-29,1,1,1,1,1,1,1,1,0,0,0,1
124,0.0105654849948102,0.00279629392957377,AR,2023-03-30,1,1,1,1,1,1,1,1,0,0,1,1
125,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.10910680993411,0.2877750823159145,AZ,2023-02-19,1,0,0,0,1,0,0,0,0,0,0,0
128,3.79024848970028,0.1688098030566085,AZ,2023-02-20,1,0,1,1,1,0,0,0,0,1,1,0
129,1.05500971091961,0.1566520561099785,AZ,2023-02-21,0,1,1,1,1,1,0,1,0,1,1,1
130,2.03677644870759,0.254648388019482,AZ,2023-02-22,0,1,0,1,1,1,0,0,0,1,1,1
131,0.378852108823874,0.0908343046216415,AZ,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
132,0.977743127460539,0.1777754155010465,AZ,2023-02-24,1,1,1,1,1,0,0,1,1,1,1,0
133,1.54912740744529,0.3006749177938055,AZ,2023-02-25,1,0,0,1,1,0,1,1,0,1,1,0
134,1.89370587472151,0.157113617700129,AZ,2023-02-26,1,1,0,1,1,0,1,0,0,1,1,0
135,2.87232601189339,0.1030639356662815,AZ,2023-02-27,0,0,1,1,1,0,0,0,0,1,1,0
136,0.667081861625431,0.0780902468740065,AZ,2023-02-28,1,1,1,1,1,1,0,1,0,1,1,1
137,3.72834658083579,0.194384668102882,AZ,2023-03-01,1,0,0,0,1,0,0,0,0,0,1,0
138,2.35638450372346,0.216519390110091,AZ,2023-03-02,1,1,0,0,0,1,1,0,0,1,0,1
139,3.84933507672007,0.4038901281350955,AZ,2023-03-03,1,0,0,1,1,1,1,0,0,1,1,1
140,5.33291470888049,0.453406401098549,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
141,0.642923558003193,0.075650200088375,AZ,2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
142,3.32205015712991,0.118826229569565,AZ,2023-03-06,0,1,0,1,0,0,0,0,0,1,0,0
143,0.611106767503216,0.0548831111738645,AZ,2023-03-07,1,1,1,1,1,1,0,0,1,1,1,1
144,0.99157508950384,0.2297124773088555,AZ,2023-03-08,0,1,0,1,1,1,0,1,0,1,1,1
145,0.0558630937349638,0.00190290153205848,AZ,2023-03-09,1,1,1,1,1,1,1,1,0,1,1,0
146,0.0356143204820577,0.00165544005187479,AZ,2023-03-10,1,1,1,1,1,1,0,1,0,1,1,1
147,1.94646399962719,0.1869229373435545,AZ,2023-03-11,0,1,0,1,1,1,0,1,0,1,1,1
148,1.06301777256605,0.0738252339199145,AZ,2023-03-12,1,1,1,1,0,1,0,1,1,1,0,1
149,5.43869863957336,0.159465255750149,AZ,2023-03-13,0,1,0,0,1,0,0,1,0,0,1,0
150,0.89098816244854,0.08057004242171,AZ,2023-03-14,1,0,1,1,1,1,1,0,0,1,1,1
151,2.01474589779968,0.120223012103807,AZ,2023-03-15,1,0,0,1,0,1,1,0,0,1,0,1
152,0.0942768093336191,7.26699665768905e-4,AZ,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
153,2.27157115823546,0.643714802625785,AZ,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
154,2.63426139577609,0.63764644511503,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
155,3.57518407737569,0.184186992892908,AZ,2023-03-19,0,0,0,0,1,1,0,0,0,0,1,1
156,4.22704816411942,0.0948701669790065,AZ,2023-03-20,0,1,0,1,0,1,0,0,0,1,0,1
157,2.69837933223999,0.182121247221442,AZ,2023-03-21,0,0,0,1,0,1,0,0,0,1,0,1
158,1.68036887847414,0.102399150983765,AZ,2023-03-22,0,0,0,1,1,1,0,0,1,1,1,1
159,1.10598476062264,0.121345630880631,AZ,2023-03-23,0,1,0,1,1,1,0,1,0,1,1,1
160,0.0121644716319419,2.58202170065675e-4,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
161,2.4419225631016e-4,2.2862709840595e-4,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
162,1.84200513410281,0.108693173406707,AZ,2023-03-26,0,0,0,1,1,1,0,0,0,1,1,1
163,4.55577524136087,0.1195479106840195,AZ,2023-03-27,0,1,0,1,0,0,0,1,0,1,0,0
164,1.53895080502124,0.04586714066687545,AZ,2023-03-28,1,0,0,1,1,0,1,1,0,1,1,0
165,0.027922497921627,1.43764319843485e-4,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
166,3.11824139278964,0.245769825051821,AZ,2023-03-30,0,1,0,0,0,1,0,1,0,0,0,1
167,6.5056482170412e-4,1.15773849645275e-4,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
168,1.3438376040954,0.327486041715935,AZ,2023-04-01,0,1,0,1,1,1,0,1,0,1,1,1
169,2.53893828268448,0.167486323588728,CA,2023-02-19,0,0,1,1,1,1,1,0,0,1,0,1
170,2.14036626808835,0.144346720569876,CA,2023-02-20,1,1,1,1,1,1,0,0,0,0,0,0
171,2.04295343682573,0.181617462855838,CA,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,0
172,4.85587461253413,0.1704435287901395,CA,2023-02-22,0,0,1,1,1,0,0,0,0,0,0,0
173,9.66544811584791,0.1867277610649105,CA,2023-02-23,1,1,0,0,1,0,1,0,0,0,1,0
174,5.86529114755285,0.120287410088487,CA,2023-02-24,0,1,0,0,1,0,0,1,0,0,0,0
175,7.52427717080158,0.2404293052654405,CA,2023-02-25,0,1,0,1,0,0,0,0,0,1,0,0
176,1.41242372068839,0.1461423961971085,CA,2023-02-26,1,1,1,1,1,1,1,0,1,1,1,0
177,10.4927889561435,0.1919239170867295,CA,2023-02-27,0,1,0,1,1,1,0,0,0,0,0,0
178,8.83934498399954,0.171926898394064,CA,2023-02-28,0,1,0,1,0,1,0,0,0,0,0,1
179,10.2394298146706,0.157482193107698,CA,2023-03-01,0,0,0,1,1,0,0,0,0,0,0,0
180,6.66430494369314,0.140184970583144,CA,2023-03-02,0,1,0,1,0,0,0,0,0,0,0,0
181,13.3302362951359,0.156216263249831,CA,2023-03-03,0,1,0,1,0,0,0,0,0,0,0,0
182,6.31522045179642,0.1327579124923135,CA,2023-03-04,0,0,0,1,0,0,0,0,0,1,0,0
183,1.98936202513355,0.0565811700976925,CA,2023-03-05,1,1,0,1,1,1,0,1,0,0,0,1
184,5.44637736015481,0.170531547357856,CA,2023-03-06,0,1,0,1,1,1,0,0,0,1,0,1
185,10.0619929433867,0.182199045536562,CA,2023-03-07,0,0,0,1,0,0,0,0,0,1,1,0
186,21.2266224929828,0.1847940521567315,CA,2023-03-08,0,0,0,0,0,0,0,0,0,0,0,0
187,4.13073732449698,0.091073275553954,CA,2023-03-09,1,1,0,1,0,0,0,0,0,0,0,0
188,9.19755044371319,0.130165998340633,CA,2023-03-10,0,1,0,1,0,0,0,0,0,1,0,0
189,2.22597825818287,0.087602361203225,CA,2023-03-11,1,1,0,1,1,1,0,1,0,0,0,1
190,9.36209482357201,0.151896017658734,CA,2023-03-12,0,1,0,1,0,0,0,1,0,1,0,0
191,12.0441950854702,0.173076312441832,CA,2023-03-13,0,0,0,1,0,0,0,0,0,1,0,0
192,9.63065865125462,0.135946558902229,CA,2023-03-14,0,1,0,1,0,0,0,1,0,0,1,0
193,10.3511109520416,0.136148825072495,CA,2023-03-15,0,0,0,1,1,0,0,0,0,0,0,0
194,5.69864326851435,0.0993473306168385,CA,2023-03-16,1,1,0,1,0,0,0,0,0,0,1,0
195,11.0614375014974,0.1579266049303875,CA,2023-03-17,1,0,0,1,0,0,0,0,0,0,0,0
196,5.38665915861902,0.1362173214232935,CA,2023-03-18,1,0,0,1,0,0,0,0,0,1,0,0
197,8.5956613376424,0.1793169759084395,CA,2023-03-19,0,0,0,0,0,0,0,1,0,0,0,0
198,2.03271866285939,0.0616098916674825,CA,2023-03-20,1,0,0,1,0,0,0,0,0,1,0,0
199,4.6225261209219,0.091786807000715,CA,2023-03-21,1,0,0,0,1,0,0,0,0,0,1,0
200,11.7216549175151,0.127683201036964,CA,2023-03-22,0,0,0,1,0,0,0,0,0,1,0,0
201,11.6179775973859,0.1426945614738295,CA,2023-03-23,1,0,0,0,0,0,1,0,0,0,0,0
202,9.18497616978696,0.139337336645638,CA,2023-03-24,1,0,0,0,0,0,0,0,0,0,0,0
203,13.0281979999099,0.250081788387778,CA,2023-03-25,0,0,0,0,1,0,0,0,0,0,0,0
204,10.971161134339,0.184182141495916,CA,2023-03-26,1,1,0,0,0,0,0,1,0,0,0,0
205,7.52359167064177,0.1006697223276395,CA,2023-03-27,1,0,0,1,0,0,0,0,0,1,0,0
206,1.39757267967863,0.0512499894858205,CA,2023-03-28,1,1,0,1,1,0,0,1,0,1,0,0
207,15.7952503529285,0.2167082240737965,CA,2023-03-29,0,0,0,0,0,0,0,0,0,0,0,0
208,3.03369574127743,0.0715578353090095,CA,2023-03-30,1,0,0,1,0,0,1,0,0,1,0,0
209,7.19750349329913,0.1249188294200655,CA,2023-03-31,0,0,0,0,0,0,0,0,0,0,0,0
210,11.3846036551072,0.2178000631179715,CA,2023-04-01,1,0,0,0,0,1,1,0,0,0,0,1
211,0.737211728745019,0.218147109191432,CO,2023-02-19,0,1,1,1,1,1,0,1,0,1,1,1
212,1.10797941373059,0.148434881870373,CO,2023-02-20,0,1,1,1,1,1,0,1,0,1,1,1
213,0.380833710474947,0.058895330833072,CO,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,1
214,0.950702306404701,0.156992379614353,CO,2023-02-22,1,0,1,1,1,1,1,0,0,1,1,1
215,0.14741252403998,0.003461664982360245,CO,2023-02-23,1,1,1,1,1,1,1,1,0,0,1,1
216,0.268046982101948,0.00300393909765875,CO,2023-02-24,1,1,1,1,1,1,1,1,0,0,0,1
217,0.0552607353809379,0.002608283836700805,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1
218,0.0507829923055821,0.00226639619214273,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
219,0.438296171978716,0.0629783747323375,CO,2023-02-27,1,1,1,1,1,1,0,1,0,1,1,1
220,2.16030228396431,0.1656580623359765,CO,2023-02-28,0,0,0,1,1,1,0,0,0,1,1,1
221,0.431806464763394,0.00149550879140812,CO,2023-03-01,1,1,1,1,1,1,0,1,0,1,1,1
222,0.102672123399319,0.00130511805273397,CO,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
223,0.0376910861365044,0.001140611229115525,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
224,1.26048236432107,0.321038106034233,CO,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
225,0.0434768152208689,8.75495245984045e-4,CO,2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
226,1.93050538738442,0.2399158660129105,CO,2023-03-06,0,1,0,1,1,0,0,1,0,1,1,0
227,0.753441085944682,0.073884398103067,CO,2023-03-07,0,1,1,1,1,1,0,1,0,1,1,1
228,0.840209712889804,0.0874031312193715,CO,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
229,0.0162215732124588,5.2832378105248e-4,CO,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
230,0.0125518647045097,4.6840307151466e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
231,6.5195245415241e-4,4.16383874978195e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
232,0.00192544204215437,3.71181276627135e-4,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
233,0.00216668332402527,3.3186184910916e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
234,0.0105667812935352,2.9762257057136e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.0559545252005326,2.67772606946635e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
236,0.0345046566326349,2.41717589805115e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
237,1.23150359410096,0.1951126004008935,CO,2023-03-17,0,1,0,1,1,1,0,1,0,1,1,1
238,1.34358681444599,0.4881504973730245,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
239,1.23062882054517,0.1630528991212255,CO,2023-03-19,0,1,0,1,1,1,0,1,0,1,1,1
240,0.0287669192468138,1.6622764800263e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
241,1.25235557774004,0.123203909523147,CO,2023-03-21,1,1,0,1,1,0,1,1,0,1,1,0
242,5.70504157823009,0.54485389706774,CO,2023-03-22,0,0,0,1,0,1,1,0,0,1,0,1
243,1.22787265348057,0.122615212607588,CO,2023-03-23,1,1,0,1,0,1,1,1,0,1,0,1
244,0.00573026561864638,1.2122459213928e-4,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
245,1.6404877330516e-4,1.1306595673638e-4,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
246,1.30575770921014,0.1963782820149095,CO,2023-03-26,1,1,0,1,0,1,1,1,0,1,0,1
247,0.00366198598776453,9.9431742145255e-5,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
248,0.00247001026476339,9.373838010867e-5,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00360174685924872,8.867287115966e-5,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
250,0.00267008790879718,8.4159183403825e-5,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,8.64791591672978e-5,7.6531688596765e-5,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0272097067698729,8.5027375329931e-4,CT,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
254,0.0353255504361535,7.6693087225215e-4,CT,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
255,0.0633190375400663,6.92672747066475e-4,CT,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
256,0.0199865165248537,6.26513684935575e-4,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
