...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.07088999631942,0.211168465854121,AK,2022-07-03,0,1,1,1,1,1,1,0,0,1
2,2.13157276205315,0.0808264012867945,AK,2022-07-04,1,1,0,0,1,0,0,0,1,1
3,3.67543581631421,0.176378880955952,AK,2022-07-05,1,0,0,1,1,0,0,0,0,1
4,2.51803365348797,0.2364576356942365,AK,2022-07-06,1,0,1,0,1,1,0,0,0,1
5,1.42311877150034,0.175853987654425,AK,2022-07-07,0,0,1,1,1,1,0,0,0,1
6,1.2090100023644,0.2704793680271975,AK,2022-07-08,1,0,1,1,1,1,0,0,0,1
7,0.78081810294196,0.138986742759446,AK,2022-07-09,1,1,1,1,1,1,0,0,1,1
8,0.222383386730456,0.0471982765797265,AK,2022-07-10,1,1,1,1,1,1,0,0,1,1
9,2.1666338164098,0.246744677826384,AK,2022-07-11,1,0,1,1,1,0,1,0,0,1
10,0.853401265458046,0.2196785887895005,AK,2022-07-12,1,1,1,1,1,1,1,0,0,1
11,1.50257244656597,0.113555192333818,AK,2022-07-13,1,1,0,0,1,1,0,0,0,1
12,0.526387056214289,0.170352320893738,AK,2022-07-14,1,1,1,1,1,1,0,1,0,1
13,0.663038820892738,0.1605041396440655,AK,2022-07-15,1,1,1,1,1,1,0,0,0,1
14,1.16156279109094,0.14354958610866,AK,2022-07-16,1,1,1,1,1,1,1,0,0,1
15,0.933112964321139,0.241252431884153,AK,2022-07-17,1,1,1,1,1,1,0,0,0,1
16,2.37916277059133,0.0559317954750625,AK,2022-07-18,1,1,0,0,1,1,0,0,0,1
17,3.0449570514401,0.02142142189864835,AK,2022-07-19,1,0,0,1,1,1,0,0,0,1
18,0.63919093178278,0.145132795948966,AK,2022-07-20,1,1,1,1,1,1,0,1,0,1
19,0.696593632632498,0.142637538890631,AK,2022-07-21,1,1,1,1,1,1,1,1,1,1
20,0.837221961310747,0.100700203389219,AK,2022-07-22,1,1,1,1,1,1,0,1,0,1
21,0.662795472901403,0.015290329381219,AK,2022-07-23,1,1,1,1,1,1,0,0,1,1
22,0.448473102904897,0.0915116425080235,AK,2022-07-24,1,1,1,1,1,1,0,0,1,1
23,1.23588458890085,0.20406510704527,AK,2022-07-25,0,1,1,1,1,0,0,0,0,1
24,2.42812731635202,0.057266568809259,AK,2022-07-26,1,0,0,1,1,1,0,0,1,1
25,1.4370032244281,0.04572899146527525,AK,2022-07-27,1,1,0,1,1,1,0,0,0,1
26,1.50100062477276,0.101829648004041,AK,2022-07-28,0,0,1,1,1,0,0,0,0,1
27,0.970479289718527,0.115911952714695,AK,2022-07-29,1,1,1,1,0,1,1,0,1,0
28,0.711668196591621,0.1025205407114915,AK,2022-07-30,1,1,1,1,1,1,1,0,0,1
29,1.60170393408728,0.00801043804460035,AK,2022-07-31,1,0,0,1,1,1,0,0,1,1
30,1.42502998622163,0.1001284772196115,AK,2022-08-01,1,1,1,0,1,1,0,0,0,1
31,0.395825294050061,0.071359065893717,AK,2022-08-02,1,1,1,1,1,1,0,0,1,1
32,0.462854221739835,0.00634058640787995,AK,2022-08-03,1,1,1,1,1,1,0,0,1,1
33,0.966444538263475,0.160423574834598,AK,2022-08-04,1,0,1,1,1,1,0,0,1,1
34,1.63292737561289,0.176524622441985,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
35,0.343501866011591,0.00503917528390015,AK,2022-08-06,1,1,1,1,1,1,0,0,1,1
36,0.323428506967415,0.00467152486796347,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
37,0.616921039396528,0.095954186064999,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
38,0.811774876304973,0.088699058425855,AK,2022-08-09,1,1,1,1,1,1,1,1,1,1
39,1.13958386438962,0.00373012353261774,AK,2022-08-10,1,1,0,1,1,1,0,0,1,1
40,0.56557883345904,0.150753270240435,AK,2022-08-11,1,1,1,1,1,1,1,1,1,1
41,0.255709588838118,0.00321590949286471,AK,2022-08-12,1,1,1,1,1,1,0,0,1,1
42,1.21159911061227,0.165135929206842,AK,2022-08-13,1,0,0,1,1,1,1,1,1,1
43,0.635202523985606,0.232696681962546,AL,2022-07-03,1,1,1,1,1,1,0,0,0,1
44,1.23526284693794,0.3982611718525565,AL,2022-07-04,1,0,1,1,1,1,0,0,0,1
45,2.50940897526962,0.357778652153006,AL,2022-07-05,1,0,0,1,1,0,0,0,1,1
46,2.2809740020054,0.1830139198002405,AL,2022-07-06,1,0,0,1,1,0,0,0,0,1
47,0.694581388241816,0.294366812531538,AL,2022-07-07,1,1,1,1,1,1,0,0,0,1
48,1.64202475813829,0.1829753609656605,AL,2022-07-08,1,1,0,1,1,0,0,0,0,1
49,0.608236568773725,0.335724852311053,AL,2022-07-09,1,1,1,1,1,1,0,1,0,1
50,0.41724555184936,0.2421567119025775,AL,2022-07-10,1,1,1,1,1,1,1,1,1,1
51,1.89776059641857,0.2111270327246075,AL,2022-07-11,1,1,1,0,1,1,0,0,0,1
52,1.02805457760621,0.309297580837162,AL,2022-07-12,1,1,1,0,1,1,0,0,0,1
53,1.18630764631892,0.197830312881939,AL,2022-07-13,1,1,1,1,1,1,0,0,0,1
54,1.22705651878539,0.308418540121964,AL,2022-07-14,1,0,1,1,1,1,0,0,0,1
55,1.800779137347,0.3815640980257195,AL,2022-07-15,1,0,0,1,1,1,0,0,0,1
56,0.560710672749451,0.2307593465700755,AL,2022-07-16,1,1,1,1,1,1,0,1,0,1
57,0.709309038473221,0.2331874166805095,AL,2022-07-17,1,1,1,1,1,1,0,0,1,1
58,0.640026188556857,0.1885277922908135,AL,2022-07-18,1,1,1,1,1,1,0,1,0,1
59,4.76641650980659,0.1487856798363225,AL,2022-07-19,1,0,0,1,0,1,0,0,0,0
60,0.992294561381525,0.2258312742518875,AL,2022-07-20,1,1,1,1,1,0,0,0,0,1
61,3.1466630665118,0.122798237704369,AL,2022-07-21,1,0,0,0,0,1,0,0,1,0
62,1.48207921536743,0.215790138875296,AL,2022-07-22,0,1,1,1,1,1,1,0,0,1
63,1.73975318087388,0.159629379125102,AL,2022-07-23,1,1,1,0,0,1,1,0,0,0
64,0.94832513921338,0.151561750798103,AL,2022-07-24,1,1,1,1,1,1,0,1,0,1
65,0.594147187515248,0.150546714631957,AL,2022-07-25,1,1,1,1,1,1,1,1,1,1
66,0.831324665601919,0.1614288409391555,AL,2022-07-26,1,1,1,1,1,1,1,0,0,1
67,0.401659911492453,0.2452442742839785,AL,2022-07-27,1,1,1,1,1,1,1,1,1,1
68,2.91293002477356,0.0979568220743865,AL,2022-07-28,1,0,0,1,1,1,0,0,0,1
69,0.799710987372808,0.1247705898245925,AL,2022-07-29,1,1,1,1,1,1,0,0,0,1
70,0.975569890779195,0.2259261153315195,AL,2022-07-30,1,1,1,1,1,1,0,0,1,1
71,0.851246441810917,0.208740007686237,AL,2022-07-31,1,1,1,1,1,1,0,0,1,1
72,1.27615496459403,0.1262165315619215,AL,2022-08-01,1,0,1,1,1,1,0,0,1,1
73,0.919901846650928,0.1868293661057125,AL,2022-08-02,1,1,1,1,1,1,0,0,0,1
74,0.858955455116674,0.111545803980782,AL,2022-08-03,1,1,1,1,1,1,0,0,1,1
75,1.88614572171747,0.2373318872271415,AL,2022-08-04,1,0,0,1,1,1,0,0,1,1
76,1.94139952219931,0.36499465724112,AL,2022-08-05,1,0,0,1,1,1,0,0,1,1
77,0.886095653347865,0.1535319149469375,AL,2022-08-06,1,1,1,1,1,1,0,1,0,1
78,0.295849530722101,0.139244407197745,AL,2022-08-07,1,1,1,1,1,1,0,0,1,1
79,0.958023097147918,0.168069462012077,AL,2022-08-08,1,1,1,1,1,1,0,0,1,1
80,1.70041178928705,0.02330479713715935,AL,2022-08-09,1,0,0,1,1,1,0,0,0,1
81,1.04403589769395,0.174862082839979,AL,2022-08-10,1,1,1,1,1,1,0,0,0,1
82,0.28826555876662,0.162882436241501,AL,2022-08-11,1,1,1,1,1,1,1,1,1,1
83,4.43003189574246,0.3132287424718335,AL,2022-08-12,1,0,0,1,1,1,0,0,1,1
84,0.539026462732809,0.0919897649441465,AL,2022-08-13,1,1,1,1,1,1,1,1,1,1
85,1.12034876840284,0.175265054065592,AR,2022-07-03,1,1,1,1,1,1,0,0,0,1
86,1.30914186310259,0.2245148104356265,AR,2022-07-04,0,1,1,1,1,1,0,0,1,1
87,4.02580150041424,0.1959352916755695,AR,2022-07-05,0,0,0,0,0,0,0,0,0,0
88,1.26304150668356,0.116503265932835,AR,2022-07-06,1,1,1,1,1,1,0,1,0,1
89,1.35361503911451,0.154624528901255,AR,2022-07-07,0,1,1,1,1,0,0,0,0,1
90,1.83268033655897,0.083988387451759,AR,2022-07-08,1,1,0,0,1,1,0,0,0,1
91,1.10945225763274,0.182938291872754,AR,2022-07-09,0,1,1,1,1,0,0,0,1,1
92,1.67678935624342,0.210271566847807,AR,2022-07-10,1,1,0,0,1,1,1,0,0,1
93,1.47413966026623,0.1231171862376015,AR,2022-07-11,1,1,1,1,1,1,1,1,1,1
94,1.954003634337,0.144457321368358,AR,2022-07-12,0,1,1,1,1,0,0,1,0,1
95,2.15778150699298,0.153485819981359,AR,2022-07-13,0,1,0,1,1,0,0,0,0,1
96,2.45992065504434,0.1740129754904795,AR,2022-07-14,1,1,0,0,1,0,0,1,0,1
97,5.06885262896066,0.2069731591092695,AR,2022-07-15,1,0,0,0,1,1,0,0,0,1
98,0.492787359671301,0.10732559654422,AR,2022-07-16,1,1,1,1,1,1,1,0,0,1
99,0.0994844528465165,0.00949423608816585,AR,2022-07-17,1,1,1,1,1,1,1,1,1,1
100,5.65467392793804,0.1579436257829725,AR,2022-07-18,1,0,0,0,1,1,0,0,0,1
101,0.646602644458205,0.10161188914930851,AR,2022-07-19,1,1,1,1,1,1,0,0,0,1
102,2.14751876228456,0.1530356657402595,AR,2022-07-20,1,0,0,1,1,1,0,0,1,1
103,1.11730102401521,0.0814729720864615,AR,2022-07-21,1,1,1,1,1,1,0,0,1,1
104,1.26517910772031,0.119782572785994,AR,2022-07-22,1,1,1,1,0,1,1,1,0,0
105,0.155209328021371,0.0060759989460716,AR,2022-07-23,1,1,1,1,1,1,1,0,0,1
106,1.93328746426265,0.2078715808513325,AR,2022-07-24,0,0,0,1,1,0,0,0,1,1
107,2.8703680326271,0.132721999584466,AR,2022-07-25,0,0,0,1,1,1,0,0,1,1
108,3.65528738171065,0.142005661726721,AR,2022-07-26,0,0,0,1,1,0,0,0,0,1
