...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
198,60.6045380189965,0.2850046625782605,CA,2022-11-28,1,0,1,0,0,0,0,0,0,0,0,0
199,44.1830450052623,0.279437350296328,CA,2022-11-29,1,0,0,0,0,0,0,0,0,0,0,0
200,34.3808854125726,0.274684433034368,CA,2022-11-30,1,0,1,0,0,0,0,0,0,0,0,0
201,47.8111781653031,0.2832119546879815,CA,2022-12-01,1,0,1,0,0,0,0,0,0,0,0,0
202,93.1438986025114,0.3122149703081395,CA,2022-12-02,1,0,0,0,0,0,1,0,0,0,0,0
203,89.1000415537746,0.313801085233993,CA,2022-12-03,1,0,0,0,0,0,0,0,0,0,0,0
204,45.5431498422333,0.2939301812300235,CA,2022-12-04,1,0,0,0,0,0,0,0,0,0,0,0
205,93.5024024103597,0.2782329569614545,CA,2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0
206,38.7965993132421,0.256930733429553,CA,2022-12-06,1,0,0,0,0,0,0,0,0,0,0,0
207,86.4528155496432,0.28358802906904,CA,2022-12-07,0,0,0,0,0,0,0,0,0,0,0,0
208,65.4255591866528,0.249654496290318,CA,2022-12-08,0,0,0,0,0,0,0,0,0,0,0,0
209,42.4331877811244,0.2285674255822,CA,2022-12-09,0,0,0,0,0,0,0,0,0,0,0,0
210,95.3791000788053,0.304599473424776,CA,2022-12-10,0,0,0,0,0,0,0,0,0,0,0,0
211,0.753382802118803,0.2018496723519025,CO,2022-10-30,1,1,1,1,1,1,1,0,0,0,1,1
212,2.12431557959727,0.3163713479182965,CO,2022-10-31,1,0,1,0,1,1,0,0,1,0,1,1
213,1.34653967991762,0.300610567165135,CO,2022-11-01,1,1,1,1,1,1,1,1,1,1,1,1
214,2.25846330611431,0.345539500249388,CO,2022-11-02,0,0,0,1,1,1,0,0,0,1,1,1
215,1.63989194623107,0.2519284261339425,CO,2022-11-03,1,0,1,1,1,1,0,0,1,0,1,1
216,1.24539227055397,0.296014737877485,CO,2022-11-04,1,1,1,1,1,1,0,0,1,0,1,0
217,2.59620089709767,0.4074008788431625,CO,2022-11-05,0,1,1,0,1,0,0,1,1,0,1,0
218,2.41811778747584,0.3210665891093435,CO,2022-11-06,0,0,1,1,1,1,0,0,0,0,1,1
219,1.72238326243623,0.2661369285833065,CO,2022-11-07,1,1,1,1,1,1,0,0,1,1,1,1
220,1.67319156407349,0.2998598768970205,CO,2022-11-08,0,1,1,1,1,1,0,0,1,0,0,1
221,1.5508524019548,0.2535465034672285,CO,2022-11-09,1,1,1,1,1,1,0,0,0,0,1,1
222,2.74460547651543,0.3156279719603645,CO,2022-11-10,1,1,1,0,0,0,0,0,0,0,0,0
223,1.85731161402532,0.3528205058599065,CO,2022-11-11,0,1,1,0,1,1,0,0,0,0,0,1
224,2.1799504354875,0.282257163733633,CO,2022-11-12,0,0,1,1,1,1,0,0,0,1,1,1
225,1.51555260635051,0.388471684189414,CO,2022-11-13,1,1,0,0,1,1,1,0,0,0,1,1
226,1.97694645298389,0.2993465526747845,CO,2022-11-14,0,1,1,1,1,1,0,0,1,0,1,1
227,2.48886161773463,0.337039816454223,CO,2022-11-15,0,1,1,0,1,0,0,0,0,0,1,0
228,2.58602993950423,0.3347775495563895,CO,2022-11-16,0,1,1,0,1,0,0,0,0,0,1,0
229,2.60870247708167,0.272268696658746,CO,2022-11-17,1,0,1,1,1,1,1,0,1,0,1,1
230,4.99006608177901,0.4002239178326845,CO,2022-11-18,0,0,1,0,1,1,0,0,0,0,1,1
231,0.589351745184749,0.2250161238661585,CO,2022-11-19,1,1,1,1,1,1,0,0,1,0,1,1
232,0.99269983323003,0.0817637349069975,CO,2022-11-20,1,1,1,0,1,1,1,1,1,1,1,1
233,4.45667423898968,0.3339618513184455,CO,2022-11-21,1,0,1,0,1,1,0,0,0,0,1,1
234,2.70641940779224,0.3074502322141335,CO,2022-11-22,1,0,1,0,0,1,0,0,0,0,0,1
235,2.85864600975619,0.14266919145811,CO,2022-11-23,1,1,1,0,1,1,1,0,0,1,1,1
236,0.0894850418925353,0.0523915407319675,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
237,1.82671417045624,0.134578454290133,CO,2022-11-25,0,0,1,0,1,1,0,0,1,0,1,1
238,3.04204475845224,0.4574804097174205,CO,2022-11-26,1,0,1,0,0,1,1,0,0,0,0,1
239,0.751891195968457,0.234706651697461,CO,2022-11-27,1,1,0,1,1,1,1,0,0,0,1,1
240,6.78314579779136,0.346256241645484,CO,2022-11-28,1,0,1,0,1,1,1,0,0,0,1,1
241,2.80587182222752,0.3861806006205645,CO,2022-11-29,1,0,0,0,1,1,1,0,0,0,1,1
242,7.09872260965164,0.4453111309319065,CO,2022-11-30,1,0,1,0,0,1,1,0,0,0,0,1
243,2.52819193673372,0.196433671477357,CO,2022-12-01,1,0,0,1,1,1,1,0,1,0,1,1
244,6.37536305665067,0.4400212081975915,CO,2022-12-02,1,0,1,0,1,1,1,0,0,0,0,1
245,2.35764315365645,0.3875577280604845,CO,2022-12-03,1,0,1,0,1,1,1,0,1,0,1,1
246,3.77757748368819,0.378407577852272,CO,2022-12-04,1,0,1,0,0,1,1,0,0,0,0,1
247,3.30954337279729,0.3512540776229135,CO,2022-12-05,1,0,1,0,1,0,1,0,1,0,1,0
248,3.56442378883184,0.2263422101720225,CO,2022-12-06,1,0,1,0,1,1,1,0,0,0,1,1
249,3.68126780165067,0.277083306987851,CO,2022-12-07,1,0,1,0,1,1,1,0,1,0,0,1
250,2.33229318648997,0.428518015546513,CO,2022-12-08,1,0,1,0,1,0,1,0,1,0,1,0
251,3.24030350663619,0.62652671546986,CO,2022-12-09,1,0,1,0,1,1,1,0,1,0,1,1
252,1.00967676516159,0.2329418144516245,CO,2022-12-10,1,1,1,1,1,0,1,0,1,1,1,0
253,1.3229365959274,0.2219824082741845,CT,2022-10-30,1,0,1,1,1,1,0,0,1,1,1,1
254,3.71158169805005,0.2651592832400295,CT,2022-10-31,1,0,1,0,1,0,0,0,1,0,0,0
255,1.71951922646716,0.278503622811431,CT,2022-11-01,1,0,1,1,1,1,0,0,1,0,0,1
256,0.918107637958087,0.299322101812974,CT,2022-11-02,1,1,1,1,1,1,0,0,1,0,0,1
257,3.65548346842538,0.289966956723914,CT,2022-11-03,1,0,1,0,1,1,0,0,1,1,0,1
258,1.17880654299454,0.302838645031859,CT,2022-11-04,1,1,1,1,1,0,0,0,1,1,1,0
259,2.44337636972195,0.3611239019083215,CT,2022-11-05,0,1,1,0,1,0,0,0,1,0,1,0
260,1.76666880359223,0.2671641503160325,CT,2022-11-06,1,0,1,1,1,1,0,0,0,0,0,1
