...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23B_95_CI,other_95_CI
33,0.0227202176505505,0.0128489341338968,AK,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0390544974163728,0.02445526435655785,AK,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.124470804949553,0.02861294497954795,AK,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0573756341046341,0.03887619128827835,AK,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.0112161277350719,0.00612126621813555,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0377324023018905,0.00590325148524885,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.0101419193999133,0.0057259971410579,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,0.0103413093697103,0.0055871742069172,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.15396396562923,0.458187925015103,AL,2023-03-20,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
52,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0121204607390845,0.0054214534745184,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.012705464319985,0.0055960947349556,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,1.1463641076167,0.457548748293622,AL,2023-03-25,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
57,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0495513007438725,0.00614412791265055,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0207360901626975,0.0093314073901714,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0262753525464687,0.0110161282071069,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1.93040158444303,0.8731003136621,AL,2023-04-06,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0
69,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.108659705284293,0.01460867732196165,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.03045237607949,0.435816988561199,AL,2023-04-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
73,1.16193517275346,0.84405615293296,AL,2023-04-11,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
74,0.046851000202636,0.0223945830933538,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0551733217414782,0.0281687717633491,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,0.066379578286092,0.0316749263731678,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0738202649505305,0.04017948662275815,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
80,0.083244612409599,0.04528911109673815,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
81,0.0939415540843547,0.051048530836766,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.11645109476828,0.784646827802125,AR,2023-03-12,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
86,0.0599541792587283,0.0127216202561022,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.919833935950678,0.2267248690994425,AR,2023-03-14,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
88,0.0530120119826848,0.010854332501711,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.0531834689637353,0.0100997616089185,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.606184171739487,0.1723666265464905,AR,2023-03-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
91,0.989538212045096,0.4195178840427565,AR,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
92,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0777233640790646,0.00812280405975505,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.679980301181162,0.00787077485329975,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.82519731826782,0.00771408377089765,AR,2023-03-22,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
96,0.0336990375046725,0.0076552195175534,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.030331989890524,0.0076988593932414,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.14740458680381,0.4475998909885555,AR,2023-03-26,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
100,0.00953145997422106,0.0085304098534065,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1.84830937030595,0.2917586964821495,AR,2023-03-28,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
102,0.81789065972449,0.00980968348356595,AR,2023-03-29,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
103,0.0387016027398511,0.01072941428032545,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0105111139913865,0.01187460887064505,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.0120613748952172,0.01328124568385295,AR,2023-04-01,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
106,0.0454363120667899,0.0149914943318178,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.0150836906938376,0.01705420289680945,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.508783883010411,0.0195252901308775,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
109,0.276412301954118,0.0224679901805146,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0191647433338197,0.0259528908901663,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1.08080049691363,0.429798609957595,AR,2023-04-07,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.0963800329368231,0.0404697793081504,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.205163150401058,0.0469610829277899,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.0393305801844445,0.0544372060449815,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.136512434512232,0.062994953273142,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.928664649838993,0.4267645093642335,AR,2023-04-16,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
121,0.257307326577886,0.1250586314582725,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
122,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.13180384124207,0.2010682480407225,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0.728352315823078,0.2237541177157455,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
127,0.768274855445665,0.0731036002977665,AZ,2023-03-12,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
128,3.73628876013546,0.15518471881239,AZ,2023-03-13,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0
129,0.659075699588398,0.0790697310966575,AZ,2023-03-14,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
130,1.11302342714357,0.116912413631406,AZ,2023-03-15,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
131,0.3469062828617,0.002908058391950045,AZ,2023-03-16,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
132,2.05095246547225,0.615614993299775,AZ,2023-03-17,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
133,2.43679281893095,0.61169635578373,AZ,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
134,2.50989409140095,0.1782226954021715,AZ,2023-03-19,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
135,2.52164963647721,0.092567696580504,AZ,2023-03-20,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
136,1.82303489123855,0.1756633817393065,AZ,2023-03-21,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
137,0.990770033851274,0.099663041192278,AZ,2023-03-22,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
138,0.818390109491408,0.1179246603323885,AZ,2023-03-23,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,0.0835629852606035,0.00192483920651022,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.00308599783805047,0.001873843420698555,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.14334828981492,0.1055765322092095,AZ,2023-03-26,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
142,2.52349841935567,0.11546719683284,AZ,2023-03-27,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1
143,1.10279247886255,0.0455486342458799,AZ,2023-03-28,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
144,0.288901441944476,0.00178397966682315,AZ,2023-03-29,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
145,2.34208764247565,0.235852755799261,AZ,2023-03-30,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1
146,0.0102655800339504,0.001801746317978305,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.16553619371312,0.3143688126396185,AZ,2023-04-01,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
148,0.919132526032819,0.156055518954158,AZ,2023-04-02,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
149,0.71235453411661,0.051258865355764,AZ,2023-04-03,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
150,2.67493534639019,0.1787922097631135,AZ,2023-04-04,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
151,1.08104202618293,0.0834048171546705,AZ,2023-04-05,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
152,0.0463056025461304,0.00211196299496916,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,0.12969641448955,0.00220722179111888,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,0.685916679031522,0.093933928904445,AZ,2023-04-08,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
155,2.33492119461489,0.143925784737621,AZ,2023-04-09,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1
156,2.49949094691339,0.143257109145454,AZ,2023-04-10,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
157,3.29525600744911,0.2217219532670705,AZ,2023-04-11,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
158,0.0198857642757518,0.002950165492689375,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,0.139194973228598,0.0031684180005914,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
160,1.12192089103944,0.3114054412419115,AZ,2023-04-14,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
161,0.19843098321016,0.00370150665475512,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
162,1.54195652908678,0.2635410817777935,AZ,2023-04-16,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0
163,1.47095110568153,0.107945627076123,AZ,2023-04-17,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1
164,1.69549063331799,0.1816648984618775,AZ,2023-04-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
165,1.39476375125538,0.0416959776317657,AZ,2023-04-19,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
166,4.44799683882362,0.2530218094902105,AZ,2023-04-20,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
167,1.18501188543812,0.866215119662405,AZ,2023-04-21,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
168,0.0957657887825345,0.0072252086929433,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,5.7661632728979,0.1484719063593905,CA,2023-03-12,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
170,7.79871552940767,0.1685849506325235,CA,2023-03-13,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
171,5.29280332598464,0.133137090895894,CA,2023-03-14,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
172,6.60933233114015,0.13227417859093,CA,2023-03-15,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
173,1.78202536989397,0.0979313539741455,CA,2023-03-16,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
174,6.86920302219526,0.1532919007853895,CA,2023-03-17,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
175,2.75042491332115,0.1327084605251815,CA,2023-03-18,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
176,5.90676946642914,0.1736360332382385,CA,2023-03-19,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
177,1.85167557405615,0.0617411715264685,CA,2023-03-20,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
178,1.89736180307833,0.0900036548493795,CA,2023-03-21,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
179,4.82671682339234,0.1236181295091165,CA,2023-03-22,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
180,5.75206133772544,0.13751494528579,CA,2023-03-23,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
181,4.83084456548711,0.13458741582417,CA,2023-03-24,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
182,8.93838770601969,0.2370349574625575,CA,2023-03-25,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
183,5.4545669179822,0.1745208835995795,CA,2023-03-26,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
184,2.24734151938851,0.097299289562024,CA,2023-03-27,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1
185,1.61419305848418,0.052133472987117,CA,2023-03-28,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
186,8.39604861085957,0.2022861531546915,CA,2023-03-29,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
187,1.84584453448883,0.0712157145349645,CA,2023-03-30,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
188,2.38839050238514,0.119463606025475,CA,2023-03-31,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1
189,7.02103369377224,0.2027521806969735,CA,2023-04-01,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
190,4.81240689123474,0.1697929979205005,CA,2023-04-02,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
191,5.87752851388052,0.1583487024864975,CA,2023-04-03,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
192,3.75558102961261,0.083896160512481,CA,2023-04-04,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
193,6.74513925970325,0.1656225910862135,CA,2023-04-05,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
194,9.86180810384125,0.206799074911646,CA,2023-04-06,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
195,6.27072247221006,0.149749557390478,CA,2023-04-07,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
196,1.53082967542205,0.1301037357631315,CA,2023-04-08,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
197,1.50551503151134,0.0828258229364505,CA,2023-04-09,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
198,13.5996801964211,0.1986893167333775,CA,2023-04-10,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
199,14.1507833273836,0.1233039435536535,CA,2023-04-11,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
200,10.1105911641197,0.2177841400367535,CA,2023-04-12,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
201,10.4869423553722,0.1591515267511775,CA,2023-04-13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
202,15.341609873984,0.108635637657498,CA,2023-04-14,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
203,7.51824486204053,0.1686361456401055,CA,2023-04-15,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
204,10.8245118229236,0.1911313963053265,CA,2023-04-16,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
205,18.6918437258869,0.189447262396141,CA,2023-04-17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
206,13.2863788913304,0.1871019138021255,CA,2023-04-18,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
207,12.5555315640578,0.2620379325607065,CA,2023-04-19,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
208,13.3625230648114,0.2617116176200315,CA,2023-04-20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
209,17.8997443023342,0.1956234140007625,CA,2023-04-21,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
210,8.36102659050324,0.3570312730532225,CA,2023-04-22,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
211,0.00727609283965784,0.00100972780987854,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.00794599450086282,9.9143620006839e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.0405146077490494,9.82817602703125e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.249759536004493,9.83683924554985e-4,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.169060698151776,9.9405157304221e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,1.09784862556809,0.191451487078796,CO,2023-03-17,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
217,1.27255240969671,0.477205974266404,CO,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
218,1.05746070106658,0.159790699930989,CO,2023-03-19,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
