...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X24B_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,X24C_95_CI,other_95_CI
100,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.0240953140610494,0.0336405559737874,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.2646139188845,0.320807472282814,AZ,2024-03-10,0,0,1,1,1,0,0,1,1,1
128,0.0139512002163135,7.6549335199237e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
129,1.22370495379756,0.3159662033674565,AZ,2024-03-12,0,1,0,1,1,0,1,0,1,1
130,0.0669657647136898,8.6827753546834e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
131,0.0152440589735445,9.30785114577565e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
132,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.00151299638310444,0.00127425430226777,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
136,0.0322401453347593,0.00138881425657762,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
137,1.2166054475621,0.0952009779743565,AZ,2024-03-20,0,0,1,1,1,0,0,0,1,1
138,0.087925857385369,0.00166190953844216,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1
139,0.0311039083838529,0.001823903857562675,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
140,0.0186589415520676,0.00200554733910125,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
141,0.0101929352380754,0.002209184889710975,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
142,0.00986438130969361,0.00243747219054832,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
143,0.0116986912657502,0.00269342189808336,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
144,0.0280042660835457,0.002980458645356765,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
145,0.0296410508503474,0.00330248493382671,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
146,1.02420403552309,0.2969298085710205,AZ,2024-03-29,0,1,0,1,1,0,1,0,1,1
147,2.22262265256335,0.3127495093426435,AZ,2024-03-30,0,0,1,1,1,0,0,1,1,1
148,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.54536216995545606,0.100492861636762,AZ,2024-04-01,1,1,1,1,1,0,1,0,1,1
150,0.717487225720059,0.106819720400067,AZ,2024-04-02,1,1,1,0,1,0,0,0,0,1
151,0.116343957562774,0.0062723504613363,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
152,0.771242075384534,0.1866244034708015,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
153,0.842372028908446,0.282768018701305,AZ,2024-04-05,1,1,0,1,1,1,1,1,1,1
154,0.184821483951606,0.00879651688484325,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
155,0.709055982697464,0.228252612745262,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
156,0.937418011745649,0.1878223277134895,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
157,0.0337110753207551,0.01252258871517305,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
158,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.174386562526777,0.0181847906693726,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
161,0.348118510384322,0.0207050829653057,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
162,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1.37144036810542,0.2239383577893485,AZ,2024-04-15,1,1,0,1,1,0,1,0,1,1
164,0.919416569288527,0.142804852633574,AZ,2024-04-16,1,1,1,1,1,0,1,0,1,1
165,1.34571105562574,0.158572246397055,AZ,2024-04-17,1,1,1,1,1,0,1,0,0,1
166,0.163136718510256,0.04155578342023805,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
167,0.183995619018194,0.04820493508236815,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.4335876156834,0.1058612793479225,CA,2024-03-10,0,1,0,1,1,1,1,0,1,0
170,3.60849752878453,0.2954575822719965,CA,2024-03-11,0,0,1,1,0,0,0,1,1,0
171,1.59125547385765,0.102341766011822,CA,2024-03-12,0,0,0,1,1,0,0,0,1,1
172,4.26038928919559,0.138706504147393,CA,2024-03-13,0,1,0,1,1,0,1,0,1,1
173,2.06078215943828,0.1055446331003565,CA,2024-03-14,0,1,0,1,1,0,1,0,1,1
174,0.950702295237232,0.03305170195992895,CA,2024-03-15,1,0,1,1,1,1,1,1,1,1
175,1.30990005190381,0.145997948193245,CA,2024-03-16,0,0,1,1,1,0,0,1,1,1
176,2.18144422324471,0.147312923057478,CA,2024-03-17,0,1,0,1,1,0,1,0,1,1
177,2.2469372543458,0.1204520319944825,CA,2024-03-18,0,0,1,0,1,0,0,1,0,1
178,0.956896806389885,0.0883101938361285,CA,2024-03-19,1,1,1,1,0,0,1,1,1,0
179,1.01620942435027,0.1111457160407885,CA,2024-03-20,1,0,1,1,1,0,1,0,1,1
180,1.19551263826003,0.156163374688692,CA,2024-03-21,0,0,1,1,1,0,0,0,1,1
181,1.77424113010981,0.17611815888889,CA,2024-03-22,0,0,1,0,1,0,0,1,0,1
182,0.904289558495174,0.09649105188695,CA,2024-03-23,1,0,1,1,1,1,0,0,1,1
183,0.363676714057266,0.003363689059458675,CA,2024-03-24,1,1,1,1,1,0,1,0,1,1
184,1.86660293840726,0.158361475754588,CA,2024-03-25,1,0,1,1,1,1,0,0,1,1
185,0.388382409775514,0.071278110223883,CA,2024-03-26,1,1,1,1,1,0,1,0,1,1
186,1.0394407437291,0.1532115196476925,CA,2024-03-27,1,0,1,1,1,1,0,1,0,1
187,0.967602157229518,0.136433195326188,CA,2024-03-28,1,1,1,1,0,1,1,0,1,0
188,0.295752338768518,0.00656427175647535,CA,2024-03-29,1,1,1,1,1,0,1,0,1,1
189,0.251337412438563,0.0075899775543652,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1
190,0.883988286108303,0.418232965805684,CA,2024-03-31,0,1,0,1,1,0,1,0,1,1
191,0.94360650456913,0.1508557330925785,CA,2024-04-01,1,0,1,1,1,0,0,0,1,1
192,0.444271003992007,0.0120271998073309,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1
193,0.59727374716208,0.01413018492542605,CA,2024-04-03,1,1,1,1,1,0,1,1,0,1
194,2.39458745918498,0.4127728145137505,CA,2024-04-04,0,1,1,0,0,0,1,0,0,0
195,1.74533287340669,0.2052339988628595,CA,2024-04-05,1,0,1,1,1,0,0,0,0,1
196,0.528315806176371,0.02325144923710365,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1
197,0.272231382055413,0.02748335002337865,CA,2024-04-07,1,1,1,1,1,0,1,1,0,1
198,0.95085917407649,0.0324287886890891,CA,2024-04-08,1,1,1,1,1,1,1,1,1,1
199,0.459632375160211,0.20352513212158,CA,2024-04-09,1,1,1,1,1,0,1,1,0,1
200,0.811885209825075,0.2983075687152165,CA,2024-04-10,1,1,1,1,1,1,1,0,0,1
201,1.78863941154287,0.357452011815095,CA,2024-04-11,0,1,0,1,1,0,1,0,0,1
202,0.700666875536768,0.252234712673791,CA,2024-04-12,1,1,1,1,1,1,1,0,0,1
203,0.596927104829852,0.18273811958115,CA,2024-04-13,1,1,1,1,1,0,1,1,0,1
204,0.504119797431308,0.26034070859727,CA,2024-04-14,1,1,1,1,1,0,1,0,0,1
205,1.3933006089733,0.2625873070207,CA,2024-04-15,1,1,0,1,1,0,1,0,0,1
206,2.22325491998787,0.098850547464375,CA,2024-04-16,0,1,1,1,1,0,1,0,0,1
207,4.71464253264935,0.2919470943574375,CA,2024-04-17,1,0,0,1,0,0,0,0,0,0
208,1.84657386838015,0.339314812926466,CA,2024-04-18,1,0,1,1,1,0,0,0,0,1
209,0.918713646076419,0.133617271846357,CA,2024-04-19,1,1,1,1,1,0,1,1,0,1
210,0.264536948134511,0.146266369050205,CA,2024-04-20,1,1,1,1,1,0,1,1,0,1
211,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.00467308159504558,0.00229065145596024,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
214,0.00137581766762605,0.002548210359513295,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.00147950780618201,0.00318322579282147,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00216316692651386,0.004530403885894315,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.32522481035205,0.891560172735275,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
227,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.00803970508944334,0.0164306841798159,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.0600566037128673,0.03242959607976205,CO,2024-04-02,1,1,1,1,1,0,0,1,1,1
235,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,0.93881242681602906,0.361359486535906,CO,2024-04-04,1,1,0,1,1,0,1,0,1,1
237,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.0414294003888439,0.0544411872216055,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
239,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.797248569260738,0.3695840323976825,CO,2024-04-15,1,1,0,1,1,0,1,0,1,1
248,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.428905297632838,0.272985726045971,CO,2024-04-17,1,1,1,1,1,0,1,1,0,1
250,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1.0421339721374e-4,2.539555198715395e-5,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1
257,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1.4333054437286e-4,2.56736171642652e-5,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,2.4109512849328e-4,3.04847202889922e-5,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
265,3.2444887615449e-4,3.20356236231153e-5,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
266,3.0788843526854e-4,3.387959822810375e-5,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
267,3.5508074208576e-4,3.60656776108774e-5,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
268,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.00158296301321073,4.173302743069635e-5,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
