"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22C_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22C_95_CI","other_95_CI"
"1",0.502050980286346,0.188010014521667,"AK",2022-07-24,1,1,1,1,0,0,1,1
"2",1.22225962183772,0.403531524979923,"AK",2022-07-25,1,1,1,0,0,0,0,0
"3",3.44462470968343,0.127217504584254,"AK",2022-07-26,0,0,1,1,0,0,0,1
"4",1.98282493470071,0.103678643783147,"AK",2022-07-27,0,0,1,1,0,0,0,1
"5",1.83872584105083,0.213433419652184,"AK",2022-07-28,0,1,1,0,0,0,1,0
"6",1.04767258298975,0.234823169506512,"AK",2022-07-29,1,1,1,0,1,1,0,0
"7",0.920017597752345,0.209202789003875,"AK",2022-07-30,1,1,1,1,0,0,1,1
"8",2.08383037586954,0.0336537607130375,"AK",2022-07-31,0,0,1,1,0,0,1,1
"9",1.86827729546555,0.205329959037216,"AK",2022-08-01,0,1,0,1,0,0,0,1
"10",0.496718045327396,0.146898687706996,"AK",2022-08-02,1,1,1,1,0,0,1,1
"11",0.647089012668286,0.0291943191813175,"AK",2022-08-03,1,1,1,1,0,0,1,1
"12",0.709608100268247,0.306600629515252,"AK",2022-08-04,1,1,1,1,1,1,1,1
"13",1.2183865348645,0.335242741879968,"AK",2022-08-05,0,1,1,1,0,0,1,1
"14",0.483963234342008,0.0254402471124907,"AK",2022-08-06,1,1,1,1,0,0,1,1
"15",0.475906308586207,0.0243204803091072,"AK",2022-08-07,1,1,1,1,0,0,1,1
"16",0.50348087846331,0.188710902225824,"AK",2022-08-08,1,1,1,1,0,0,1,1
"17",0.673600146114017,0.175238422715843,"AK",2022-08-09,1,1,1,1,1,1,1,1
"18",1.64791835800052,0.0212960079772135,"AK",2022-08-10,0,0,1,1,0,0,1,1
"19",0.405683381920592,0.286770737194891,"AK",2022-08-11,1,1,1,1,0,0,1,1
"20",0.399984225434952,0.0195236743391051,"AK",2022-08-12,1,1,1,1,1,1,1,1
"21",0.908918814065471,0.312314738278607,"AK",2022-08-13,1,1,1,1,1,1,1,1
"22",0.562060605085767,0.342489362076204,"AK",2022-08-14,1,1,1,1,1,1,1,1
"23",0.511012388668694,0.0171732324773722,"AK",2022-08-15,1,1,1,1,0,0,1,1
"24",0.344357426341758,0.198488390625893,"AK",2022-08-16,1,1,1,1,1,1,1,1
"25",0.99400349696133,0.179398198142244,"AK",2022-08-17,1,1,0,1,0,1,0,1
"26",0.0767420853981389,0.0151370314828418,"AK",2022-08-18,1,1,1,1,0,0,1,1
"27",0.32675033768266,0.180515208223755,"AK",2022-08-19,1,1,1,1,0,0,1,1
"28",1.00034275337618,0.847362337526183,"AK",2022-08-20,0,0,1,1,0,0,1,1
"29",0.226505196940104,0.0133647382003544,"AK",2022-08-21,1,1,1,1,0,0,1,1
"30",1.72653236587873,0.572894392365155,"AK",2022-08-22,0,0,1,1,0,0,1,1
"31",0.00845341913134885,0.0123096023585928,"AK",2022-08-23,1,1,1,1,1,1,1,1
"32",NA,NA,"AK",2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.0287882799129952,0.0113437390895399,"AK",2022-08-25,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
"35",0.024034140900928,0.0104584369876877,"AK",2022-08-27,1,1,1,1,1,1,1,1
