...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
1,0.65140519409768,0.463637149668936,AK,2023-07-16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
2,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,AK,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,AK,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,AK,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.82240822101305,0.5740669324904,AK,2023-08-18,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
35,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.419053950318872,0.3026267628244665,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
40,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.575062226656994,0.37405822740469,AL,2023-07-16,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
44,0.620902827907426,0.4434029878532145,AL,2023-07-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.408338892730912,0.301835650984452,AL,2023-07-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
47,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.403740534904207,0.297318914195563,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
50,0.621664608186242,0.4514913162140005,AL,2023-07-23,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
51,0.402554773397891,0.2950413070809705,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
52,0.874487088194331,0.413078118820083,AL,2023-07-25,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
53,0.879330998968942,0.455228643261259,AL,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
54,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.892022037209918,0.4447581202696715,AL,2023-07-31,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
59,1.13727663613918,0.472889586665636,AL,2023-08-01,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
60,0.881375464424688,0.4143259861531135,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
61,0.702037985300003,0.472692417071606,AL,2023-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
62,0.749579206648951,0.52743638454138,AL,2023-08-04,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
63,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.756689900707189,0.53257093718517,AL,2023-08-08,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
67,0.736708703553218,0.50057527922521,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0.746738702118911,0.504996729441795,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
69,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.422194678317021,0.306312350468613,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
73,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.797388182544051,0.419103275848977,AL,2023-08-16,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
75,0.852859176488656,0.423749533065499,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
76,0.827827440686884,0.31506055667567,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
77,1.04490374695859,0.3183144525664155,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
78,1.19901148961326,0.3885355823281535,AL,2023-08-20,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1
79,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.4613188823416,0.3271745589343365,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
81,0.779449559271307,0.4084036584947975,AL,2023-08-23,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
82,1.77914780318528,0.491319375147911,AL,2023-08-24,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
83,0.767021751298364,0.4055950185204675,AL,2023-08-25,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
84,0.76283675156949,0.54086594450938,AL,2023-08-26,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
85,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.382651414477109,0.2573876697717175,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.794257663715686,0.408605226115437,AR,2023-07-19,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
89,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.461979263536367,0.3340202529765675,AR,2023-07-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
91,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.72898837585294,0.4006543925824605,AR,2023-07-26,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1
96,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1.05399496750992,0.3947095934395335,AR,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
98,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.416759742504466,0.299763861518029,AR,2023-07-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
101,1.4749920121931,0.4198509623324565,AR,2023-08-01,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
102,1.21718830487459,0.346528708956487,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
103,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.685689648226984,0.486416835777859,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
105,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.572748813655919,0.4255564775066245,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
108,1.73340242786809,0.3666097760837055,AR,2023-08-08,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1
109,1.21822637372754,0.4234691362235985,AR,2023-08-09,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
110,0.596874377786906,0.412044170296089,AR,2023-08-10,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
111,0.615869448633792,0.3501743156655,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.643037547906077,0.3584990075531035,AR,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.512807145134106,0.3320175195734765,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1.42292762298111,0.441255128018641,AR,2023-08-16,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
117,1.43434477783211,0.3245032099020015,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
118,1.3896049470556,0.4232994752388675,AR,2023-08-18,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
119,0.72077030455657,0.4944564322911695,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
120,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.73708450142887,0.388356301610154,AR,2023-08-21,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1
122,0.451324776552512,0.344199917809985,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,1.73136992602357,0.3565478395902135,AR,2023-08-23,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
124,2.15742171711421,0.484908411867001,AR,2023-08-24,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
125,0.434816279780627,0.2903483741672315,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
126,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.03555023519578,0.361579394234012,AZ,2023-07-16,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
128,3.8303872671542,0.3912217253886265,AZ,2023-07-17,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
129,1.78299847657896,0.395741778831859,AZ,2023-07-18,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
130,2.42011274088826,0.371410622250648,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
131,1.13366475402007,0.393937634238207,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
132,1.61193237717636,0.364726447785109,AZ,2023-07-21,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
133,1.37093151283881,0.366230515366464,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
134,0.678661324667862,0.380190046732619,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
135,3.06063121845059,0.3982811592287015,AZ,2023-07-24,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
136,3.55346689555949,0.423097313002698,AZ,2023-07-25,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
137,1.65843111154885,0.415035006644839,AZ,2023-07-26,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
138,1.56994761880405,0.444036354464771,AZ,2023-07-27,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
139,1.02336703670005,0.3837938683263525,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
140,0.677534747830249,0.3825118034927425,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
141,5.60741734896812,0.392104053272762,AZ,2023-07-30,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
142,1.66716175998998,0.407551914198747,AZ,2023-07-31,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
143,2.08938309564543,0.3915088609974065,AZ,2023-08-01,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
144,1.89969302234113,0.382838561280526,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
145,2.17458211992394,0.387445064305489,AZ,2023-08-03,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
