...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
63,0.0695122774947833,0.01778880383615055,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.08356746652575,0.436173519933088,AL,2023-04-10,1,0,1,1,1,1,1,1,0,1,1,1,0,1
66,1.21644405463693,0.846722632415785,AL,2023-04-11,0,1,0,1,1,1,1,0,1,0,1,1,1,1
67,0.0255273749969938,0.0232844334698826,AL,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1
68,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.0322597103680842,0.0268036587715715,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0.0367545194708265,0.0287926201690446,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0407109940400256,0.03328978489354355,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.0460619680327171,0.0358244841990378,AL,2023-04-18,1,1,1,1,1,1,1,1,1,0,1,0,1,1
74,0.0453693003727225,0.03856883046307165,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.0954439438645741,0.0699935747235835,AL,2023-04-27,1,1,1,1,1,1,1,1,1,0,1,1,0,1
83,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0721559320481441,0.0077138484122579,AR,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,1,1,0
87,0.585313038945282,0.007160078253606,AR,2023-03-21,1,1,1,1,1,1,1,0,1,0,0,1,1,1
88,1.54871888604334,0.00667225092476595,AR,2023-03-22,1,1,0,1,1,1,1,0,1,0,1,1,1,1
89,0.0255791280653644,0.00624476858277295,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.0236766067505547,0.0058726842119957,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.19274344849949,0.4555522625576825,AR,2023-03-26,1,1,0,0,1,1,1,1,1,0,0,1,1,1
93,0.00551714407990966,0.0050484052427502,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,1.98682071288802,0.2964708808400705,AR,2023-03-28,0,1,0,1,1,1,1,0,1,0,1,1,1,1
95,0.5326735761799,0.004711576277906775,AR,2023-03-29,1,1,1,1,1,1,1,1,1,0,1,1,0,1
96,0.0199861825818385,0.00460054443103201,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.00419370889086562,0.004526089140755005,AR,2023-03-31,1,1,1,1,1,1,1,0,1,0,1,1,1,1
98,0.0046911019408834,0.004487570464926725,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.018783320252978,0.004484846784382885,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00540890017413323,0.004518284305784545,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,0.223185786492139,0.004588772696391185,AR,2023-04-04,1,1,1,1,1,1,1,1,1,0,1,1,0,1
102,0.111057611780026,0.004697747047984605,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.00605562003447976,0.004847216345449385,AR,2023-04-06,1,1,1,1,1,1,1,1,1,0,1,1,0,1
104,1.18816265829879,0.4573455044178495,AR,2023-04-07,1,1,0,0,1,1,1,1,1,0,0,1,1,1
105,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.0261051406141434,0.0055680767019175,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.0608471609145981,0.00591246388242955,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.00923521052189374,0.00631746352526,AR,2023-04-11,1,1,1,1,1,1,1,1,1,0,1,1,0,1
109,0.0353806630145214,0.0067894991103238,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1.09378791754423,0.436261838266921,AR,2023-04-16,1,1,0,1,0,1,1,1,1,0,1,0,1,1
114,0.0624577918123674,0.01045147047276315,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.0257222819157286,0.01565120996705775,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,0.195200725784241,0.0173967206911998,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0.0382623964036818,0.0193601485082008,AR,2023-04-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1
121,0.0422386699641358,0.0215641078725467,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.45351224828322,0.176800614541449,AZ,2023-03-19,0,1,0,0,1,1,1,0,0,0,0,1,1,1
128,2.38639236127156,0.092020094272202,AZ,2023-03-20,0,1,0,1,1,1,1,0,0,0,1,0,1,1
129,1.77853302167358,0.174450515702025,AZ,2023-03-21,1,0,0,1,0,1,1,0,0,0,1,0,1,1
130,0.957109802603055,0.099155012001572,AZ,2023-03-22,1,1,1,1,1,1,1,0,0,0,1,1,1,1
131,0.805507176374258,0.1171141891726865,AZ,2023-03-23,0,1,1,1,1,1,1,0,0,1,1,1,1,1
132,0.0900629522954764,0.00227438165654235,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.00285364255136551,0.002176172141346355,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.12932784287013,0.1051333899098805,AZ,2023-03-26,1,0,1,1,1,1,1,0,0,0,1,1,1,1
135,2.58235689418217,0.115307571515976,AZ,2023-03-27,0,1,0,1,0,1,0,0,0,0,1,0,1,0
136,1.11260472258165,0.04557826332826405,AZ,2023-03-28,1,1,1,1,1,1,0,0,0,0,1,0,1,0
137,0.271344650357304,0.00192575331973075,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,2.32844476748934,0.2352029103641225,AZ,2023-03-30,0,1,0,0,0,1,1,0,0,0,0,1,1,1
139,0.00949946110204239,0.001874215091258895,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,1.17262810322695,0.3134339993020515,AZ,2023-04-01,0,1,0,1,1,1,1,0,1,0,1,1,1,1
141,0.92050122468932,0.155746174727237,AZ,2023-04-02,1,1,1,1,0,1,1,1,1,0,1,0,1,1
142,0.739283450856373,0.051114108702689,AZ,2023-04-03,1,1,1,1,1,0,1,1,1,0,1,1,0,1
143,2.78299846332298,0.1793087492842555,AZ,2023-04-04,0,1,0,1,0,1,0,0,1,0,1,0,1,0
144,1.11972703283631,0.083243310373831,AZ,2023-04-05,0,1,1,1,1,0,1,0,1,0,1,1,0,1
145,0.0371133547182172,0.001980129888506835,AZ,2023-04-06,1,1,1,1,1,1,1,0,1,0,1,1,1,1
146,0.103206504764992,0.002036747278134955,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,0.667461936469161,0.0938483260228185,AZ,2023-04-08,1,1,1,1,0,1,1,1,1,0,1,0,1,1
148,2.49736660629146,0.143876353953603,AZ,2023-04-09,1,1,0,1,0,0,1,1,1,0,0,0,0,1
149,2.6011291860694,0.143297405704798,AZ,2023-04-10,1,1,0,1,0,1,1,1,1,0,1,0,0,1
150,3.55695288518832,0.223212601841475,AZ,2023-04-11,1,0,0,0,0,1,0,0,1,1,0,0,0,0
151,0.0134080806918931,0.002522788932328805,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,0.105485005904185,0.00266863054990562,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,1.16907212112465,0.3131791130264355,AZ,2023-04-14,0,1,0,1,1,1,1,0,1,0,1,1,1,1
154,0.153076243555979,0.00302193767365971,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1.70076241289538,0.265364975779231,AZ,2023-04-16,1,1,0,1,1,0,0,1,1,0,1,1,0,0
156,1.43240133902561,0.1080756523583985,AZ,2023-04-17,1,0,1,1,0,1,1,1,0,0,1,0,1,1
157,1.87566544742054,0.1826336053418435,AZ,2023-04-18,1,1,0,1,0,1,1,1,1,0,1,0,1,1
158,1.17286749833712,0.04099919919904835,AZ,2023-04-19,1,1,1,1,1,1,0,1,1,0,1,1,1,0
159,4.90944706221051,0.255391226687655,AZ,2023-04-20,1,1,0,0,0,1,0,1,1,0,0,0,0,0
160,1.24971209936209,0.882705760581275,AZ,2023-04-21,1,1,0,1,1,0,1,1,1,1,0,1,0,1
161,0.0567942578662152,0.00518714462530895,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.03349382176579,0.072191370484382,AZ,2023-04-23,1,1,1,1,1,1,1,1,1,0,1,0,0,1
163,0.875325917681997,0.04406476112444425,AZ,2023-04-24,1,1,1,1,1,1,1,1,1,0,1,0,0,1
164,2.08115341798577,0.1364935416994375,AZ,2023-04-25,1,1,1,1,0,1,0,0,1,0,1,0,0,0
165,1.34822633349503,0.097598010731605,AZ,2023-04-26,1,1,1,1,0,1,1,1,1,1,1,1,1,1
166,0.623360191411644,0.0740389814999675,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,0,1,0,0,1
167,0.447867951993041,0.0090329430627371,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,0.25591686527686,0.00995699429078875,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,5.66260265415145,0.173294582147198,CA,2023-03-19,0,1,0,1,1,1,0,0,0,0,0,0,0,0
170,1.95261207446126,0.0617059705688765,CA,2023-03-20,1,1,1,1,1,1,0,1,1,1,1,0,1,0
171,2.12735198315155,0.09018105750515,CA,2023-03-21,1,1,1,1,0,0,1,0,0,0,0,0,0,0
172,4.7299096940521,0.123667399812401,CA,2023-03-22,0,1,0,1,1,1,0,0,0,0,1,0,1,0
173,5.42432215430522,0.137511262138021,CA,2023-03-23,1,0,0,1,0,1,0,1,0,0,0,1,0,0
174,4.60252179434679,0.1345670918063465,CA,2023-03-24,1,0,0,1,1,1,0,1,0,0,0,0,0,0
175,9.13807691267739,0.2386587136125095,CA,2023-03-25,0,0,0,0,1,0,0,0,0,0,1,0,0,0
176,5.89229320864288,0.175951398902002,CA,2023-03-26,1,1,0,0,1,0,0,1,1,0,0,0,0,0
177,2.76388205995262,0.0977251364117675,CA,2023-03-27,0,0,1,1,1,1,0,0,0,0,1,1,0,0
178,1.42074699013276,0.051517837637131,CA,2023-03-28,1,1,1,1,1,1,1,1,1,0,0,0,0,1
179,9.12389430568926,0.204778195662073,CA,2023-03-29,0,0,0,1,1,0,0,0,0,0,0,0,0,0
180,1.33961684969425,0.0703419832510695,CA,2023-03-30,1,0,1,1,1,1,1,0,0,0,1,1,0,1
181,2.47539234059748,0.119757257669667,CA,2023-03-31,0,0,0,0,1,1,1,0,0,0,1,0,1,1
182,6.99122333759461,0.203685398742554,CA,2023-04-01,1,0,0,0,0,0,1,1,0,0,0,0,0,1
183,5.00157351073523,0.170719729700035,CA,2023-04-02,1,0,0,0,0,1,0,1,0,0,0,0,0,0
184,6.11913622925598,0.1590301917910285,CA,2023-04-03,1,0,0,0,1,1,0,1,0,0,0,0,0,0
185,2.03544419245221,0.080766193985275,CA,2023-04-04,1,0,1,0,1,0,1,0,0,1,0,0,0,1
186,6.66235783839479,0.1661482912164955,CA,2023-04-05,1,0,0,0,0,1,0,1,0,0,0,0,0,0
187,10.3485102159698,0.208541434093103,CA,2023-04-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,4.9321135613819,0.147388096078081,CA,2023-04-07,1,0,0,1,0,0,0,0,0,0,0,0,0,0
189,1.98113210498621,0.13098863145189,CA,2023-04-08,1,1,1,1,1,0,0,1,1,0,1,1,0,0
190,0.805569074171197,0.0694462011607045,CA,2023-04-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1
191,11.8364111657763,0.195655360790262,CA,2023-04-10,0,1,0,0,0,0,0,0,1,0,0,0,0,0
192,6.30733644709717,0.1079885775754315,CA,2023-04-11,1,0,1,1,0,0,0,0,0,0,1,0,0,0
193,9.29195143091862,0.2166965547973675,CA,2023-04-12,0,0,0,1,0,1,0,0,0,0,1,0,0,0
194,4.27105746934561,0.1446850401519775,CA,2023-04-13,1,0,1,1,1,0,0,0,0,0,1,0,0,0
195,6.92656600084832,0.0778595618393785,CA,2023-04-14,1,1,0,1,1,0,0,1,1,0,0,0,0,0
196,3.39183529698142,0.1469926333083685,CA,2023-04-15,0,0,1,0,0,0,1,0,0,1,0,0,0,1
197,5.32569598097185,0.153160494055028,CA,2023-04-16,1,0,1,0,0,0,1,1,0,0,0,0,0,1
198,7.31240647724918,0.150216134373218,CA,2023-04-17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
199,5.44994535483206,0.1318171372584835,CA,2023-04-18,1,1,0,0,1,0,0,1,1,0,0,0,0,0
200,6.89107626137249,0.2196708124162695,CA,2023-04-19,1,1,1,1,0,0,0,0,1,0,1,0,0,0
201,5.38025539824911,0.2112861108205595,CA,2023-04-20,0,0,1,1,0,0,0,0,0,0,1,0,0,0
202,8.63995722198068,0.087072728106132,CA,2023-04-21,1,0,0,1,1,0,0,1,0,0,1,0,0,0
203,5.67406796449915,0.32494734742227,CA,2023-04-22,0,1,0,0,0,0,0,0,1,0,0,0,0,0
204,0.812308689014381,0.2516930700256695,CA,2023-04-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1
205,3.49389695404428,0.1595068555133485,CA,2023-04-24,1,1,0,0,0,0,0,1,0,0,0,0,0,0
206,14.9108479533618,0.256655918118919,CA,2023-04-25,1,0,1,1,0,0,0,1,0,0,1,0,0,0
207,19.394356367446,0.1638605872999395,CA,2023-04-26,1,0,0,1,0,0,0,1,0,0,1,0,0,0
208,17.2414246642852,0.1861099605898655,CA,2023-04-27,1,0,0,1,0,0,0,1,0,0,1,0,0,0
209,12.7775502220044,0.1962214024983985,CA,2023-04-28,0,0,0,1,1,0,0,0,0,0,1,1,0,0
210,12.074209009602,0.2928595477327605,CA,2023-04-29,0,0,1,1,0,0,0,0,0,1,0,0,0,0
211,1.04371756037386,0.15973516247178,CO,2023-03-19,0,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.238071985580504,0.00132019612177421,CO,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
213,0.96508495356323,0.120266308371994,CO,2023-03-21,1,1,1,1,1,0,1,1,1,0,1,1,0,1
214,5.00770752209204,0.52200439133199,CO,2023-03-22,0,0,0,1,0,1,1,0,0,0,1,0,1,1
215,0.746328810258536,0.1171279200833025,CO,2023-03-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1
216,0.0777212368282766,0.00157640184364243,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,0.00259812244794838,0.001664866999703155,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0.894760404102687,0.185452114749393,CO,2023-03-26,1,1,0,1,0,1,1,1,1,0,1,0,1,1
219,0.0911292964238989,0.001875862788193345,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,0.0698492969887975,0.00200023115450492,CO,2023-03-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
221,0.101929237540554,0.00213862600328304,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.0810310800320082,0.002292312973449075,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.00462290856617581,0.002651435298766375,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.728856812706499,0.151921901260785,CO,2023-04-03,1,1,1,1,0,1,1,1,1,0,1,0,1,1
227,0.0205585369355668,0.003346380639662905,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,0.00663789418567585,0.00362836056174569,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.173725440780613,0.00393982706282351,CO,2023-04-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1
230,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.00777827357289336,0.00466357321586712,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.00861108979499627,0.00508283354799305,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.0101811214039972,0.0055455924107758,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.993265640322981,0.188083057106938,CO,2023-04-11,1,0,1,1,1,1,1,1,0,1,1,0,1,1
235,0.086251559862754,0.00661965577095165,CO,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1
236,0.156657571955238,0.0072410455679376,CO,2023-04-13,1,1,1,1,1,1,1,1,1,0,1,1,0,1
237,0.921990460864855,0.120018351803009,CO,2023-04-14,0,1,1,1,1,1,1,0,1,0,1,0,1,1
